date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2024-04-05,4.06,5.35,4.06,79.69,2829652,75566.1017,,,,,,,,,,,,0.7136,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,176851.0,,,,,,,,,,,,,,,,,,,,,,
2024-04-12,5.0,5.2,4.2,74.4,457813,72701.8542,,,,,,,,,,,,-0.35,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,148240.0,,,,,,64.96,,,,,,,,,,,15.9984,,,,,
2024-04-19,4.64,5.1,4.16,73.44,597656,69523.0457,,,,,,,,,,,,-0.0585,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,110889.0,,,,,,65.1424,,,,,,,,,,,15.04,,,,,
2024-04-26,4.58,5.0,4.23,73.6,40498,69424.4742,,,,,,,,,,,,0.026,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,113419.0,,,,,,65.323,,,,,,,,,,,12.32,,,,,
2024-05-03,4.61,4.73,4.36,73.92,24714,70049.6094,,,,,,,,,,,,0.027,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,114961.0,,,,,,65.5017,,,,,,,,,,,5.92,,,,,
2024-05-10,4.61,5.3,4.57,82.83,86865,73641.8373,,,,,,,,,,,,0.7762,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,120388.0,,,,,,65.6787,,,,,,,,,,,11.68,,,,,
2024-05-17,5.3,5.35,4.77,85.6,28170,75399.8373,,,,,,,,,,,,0.0862,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,122146.0,,,,,,66.0612,,,,,77.5288,100.0,,,,,9.28,,,,,
2024-05-24,5.31,6.39,3.92,89.6,450421,85542.2341,,,,,,,,,,,,0.1174,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,150294.0,,,,,,102.24,,,,,85.7305,68.0162,,,,,39.52,,,,,
2024-05-31,5.61,8.25,5.6,110.08,446886,84593.702,,,,,,,,,,,,0.4792,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,178223.0,,,,,,62.72,,,80.6838,78.7922,78.7922,68.3603,,,,,42.4,,,,,
2024-06-07,6.97,8.0,6.86,118.08,94403,84076.4213,4670.9951,,,,,,,,,,,0.3596,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,184120.0,,,,,,62.72,,,78.8725,72.0947,72.0947,79.9076,,,,,18.24,,,,,
2024-06-14,7.66,16.47,7.64,174.4,1650556,57090.31,-4451.3116,,,,,,,,,,,0.3675,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,94.7104,,287278.0,,,118.8491,,,63.4128,,,72.9496,67.962,67.962,55.618,,,,,145.4384,,,,,
2024-06-21,10.13,11.52,8.6,184.32,231508,71558.31,-3175.0451,,,,,,,,,,,0.4768,,,,,101.6629,,,,,,,,,,0,,,,,,,,,,,,,,109.92,,301746.0,,,147.7419,,,67.4149,,,68.4726,65.3613,65.3613,60.5583,,,,,46.64,,,,,
2024-06-28,11.99,13.4,7.14,116.32,506188,41238.2032,-12011.6023,,,,,,,,,,,-0.754,,,,,103.9179,,,,,,,,,,0,,,,,,,,,,,,,,42.88,,270112.0,,,58.3878,,,71.337,,,59.0566,43.8466,43.8466,15.3635,,,,,100.1584,,,,,
2024-07-05,6.93,7.97,6.8,121.92,80196,43250.7673,-13894.2324,,,,,,,,,,,0.5897,,,,,106.6874,104.1568,,,,,,,,,0,,,,,,,,,,,128.88,163.1192,,48.32,,275122.0,,,65.6522,,,75.1806,,,45.7806,28.1339,28.1339,8.4799,,,,,18.72,101.6458,,,-70.5177,118.5387
2024-07-12,7.36,10.89,7.36,162.4,342371,55676.5838,-9447.6184,,,,50.0,71.4286,21.4286,38.4167,,,,0.7904,,35.7729,,95.6296,115.2586,111.9226,,,,,,,,,0,125.0919,,,,,,,,,69.3448,128.88,163.1192,1.1217,88.48,23.6556,296517.0,50.2102,,119.697,2.0379,67.8865,78.9474,,,30.4921,19.4957,19.4957,34.6436,,,,,56.4784,109.5751,,,-50.3582,126.3045
2024-07-19,9.93,10.3,8.11,134.72,125030,50076.4057,-8551.5494,,,,42.8571,64.2857,21.4286,38.1753,,,,-0.6896,,20.2672,,95.6296,118.2527,114.9622,,,,,,,,,0,125.5074,,,,,,,,,71.0735,128.88,163.1192,1.0435,51.8944,28.3367,288706.0,46.7095,,62.655,1.8108,60.1336,82.6388,,,23.3953,22.5564,22.5564,24.5458,,,,,35.0368,117.7675,,,-64.1431,129.5918
2024-07-26,8.29,8.84,6.09,122.4,236256,52062.7002,-6775.5594,,,,35.7143,57.1429,21.4286,38.5913,,,,-0.2327,,14.0254,,70.8481,118.8907,115.9539,,,,,,,,,0,125.4114,,,,,,,,,72.8087,128.96,163.1192,7.2833,36.8,31.5289,273943.0,42.6847,,42.9907,1.6667,57.0127,86.2564,,,22.9652,26.8434,26.8434,21.3409,,,,,44.0,125.3999,,,-70.2786,130.6621
2024-08-02,7.69,7.95,5.6,109.44,76294,52326.3513,-5349.1691,,,,28.5714,50.0,21.4286,38.5205,,,,-0.3617,,7.6935,,65.3758,117.4368,115.0854,,,,,,,,,0,125.0884,,,,,,,,,72.2127,129.12,163.1192,8.2802,19.84,35.1978,269177.0,39.5485,,22.1429,1.487,53.8468,263.5184,,,24.1697,23.1092,23.1092,23.4409,,,,,37.6,131.0752,,,-76.7329,129.538
2024-08-09,7.69,11.89,6.4,177.6,4389293,247558.451,57839.9468,,,,21.4286,42.8571,21.4286,42.0453,,,,0.6209,,29.779,,72.8965,126.6926,123.4207,,,,,,,,,0,128.2445,,,,,,,,,86.6368,133.5728,163.1192,6.988,67.52,23.6741,543505.0,44.5776,,61.3372,2.4026,64.8895,261.7792,,,31.3396,44.0662,44.0662,87.4168,,,,,87.8672,134.8305,,,-42.7884,137.1606
2024-08-16,11.18,24.79,10.0,352.0,2836803,357964.4936,113561.0581,,,,14.2857,100.0,85.7143,55.9449,-0.2142,125.8378,251.8898,0.7316,301.298,57.68,,84.6478,161.3553,153.8979,,,,,,,,,0,160.8354,,,,,,,,,91.8448,218.8,229.68,4.8107,233.92,15.8934,720802.0,57.8607,,198.103,4.2499,78.84,89.6,125.8378,,44.205,65.4396,65.4396,85.4612,,,,,236.64,140.8229,,,-13.3685,167.0491
2024-08-23,21.86,35.44,1.2,37.6,50722382,-2599234.5478,-814894.6422,,,,100.0,100.0,0.0,91.0803,-6.6609,123.7333,254.1275,-0.5698,121.5292,-10.9852,,88.9196,142.316,138.3915,,,,,,,,,0,159.6117,,,,,,,,,15.7563,194.8,293.12,2.7075,-136.8,242.2347,-2449345.0,46.1628,,-78.4404,0.4393,44.5074,567.04,123.7333,,56.0838,58.7455,58.7455,3.3586,59.5512,0.0,,,547.84,144.7114,,,-96.6414,152.4541
2024-08-30,3.1,3.28,1.26,22.4,53615332,-5485701.5973,-2039057.4315,,,,92.8571,92.8571,0.0,86.8831,-15.0377,121.1333,257.3043,-0.8416,-141.9802,-12.9586,,88.9196,123.8674,122.926,,,,,,,,,0,157.8584,,,,,,,,,13.6731,187.2,293.12,2.6343,-161.92,387.871,-5800301.0,44.9152,,-87.8472,0.25,43.5207,567.04,121.1333,,51.3288,29.8013,29.8013,0.5841,33.3333,0.0,,,32.32,145.4514,,,-99.4159,136.2895
2024-09-06,1.4,1.41,0.93,14.88,5404933,-5821840.7578,-2461435.8116,,,,100.0,85.7143,-14.2857,81.2327,-24.3123,118.2053,260.7229,-0.9669,-151.3142,-13.9748,,87.0425,107.1001,108.5199,,,,,,,,,0,155.278,,,,,,,,,13.2883,183.44,290.9504,3.0899,-101.44,545.9187,-6138108.0,44.6029,,-87.2077,0.1352,43.0126,567.04,118.2053,,29.9541,1.3154,1.3154,0.0035,0.0,0.0,,,7.7776,142.7514,,,-99.9965,119.7623
2024-09-13,0.92,1.2,0.65,13.52,10101632,-6005505.9214,-2468898.9909,,,,100.0,78.5714,-21.4286,76.0589,-33.3552,115.2013,263.7578,-0.1298,-144.2071,-14.1699,,85.3728,92.7032,95.8532,,,,,,,,,0,152.4263,,,,,,,,,13.0893,182.76,288.72,3.4899,-108.4,562.5661,-6769457.0,44.228,,-88.9108,0.1145,42.915,555.9964,115.2013,,10.4998,0.3827,0.3827,0.5605,0.0,0.0,,,8.8,137.6671,,,-99.4395,103.9604
2024-09-20,0.85,0.87,0.69,11.1,2089052,-6124846.2479,-2285478.6689,,,,92.8571,71.4286,-21.4286,70.8362,-42.394,112.0603,266.5146,-0.8498,-135.6483,-14.5413,,85.3728,80.149,84.5529,,,,,,,,,0,147.1168,,,,,,,,,11.1917,181.5504,288.72,3.4794,-151.2992,638.1181,-6900021.0,44.0947,,-93.1645,0.0637,42.7293,539.6285,112.0603,,0.6427,0.23,0.23,0.1259,0.0,0.0,,,2.9408,130.7497,,,-99.8741,88.8317
2024-09-27,0.69,0.73,0.66,10.9,2357264,-6188249.8864,-2022846.1796,,,-3.6309,85.7143,64.2857,-21.4286,65.8495,-51.7855,108.4642,268.714,-0.1847,-123.4522,-14.5737,,85.2173,69.4959,74.733,101.0446,,,,,,,,0,141.4694,,,,,,,,,11.2019,181.452,288.72,3.5153,-123.816,603.9024,-7047348.0,44.045,-3.5933,-91.9062,0.0592,42.7131,523.7517,108.4642,,0.4136,0.628,0.628,1.1977,0.0,0.0,,,1.0224,122.0155,,,-99.9095,75.2321
2024-10-04,0.71,0.77,0.58,9.68,3151502,-6333590.0611,-1777755.1095,,,-13.6649,100.0,57.1429,-42.8571,61.3631,-61.0712,104.6682,270.4075,-0.5742,-111.9915,-14.7902,22.8014,84.6028,60.2932,66.0591,94.2767,,,,,,,,0,138.1624,,,,,,,,,11.2351,180.8392,288.16,3.6604,-112.7216,634.0213,-7244314.0,43.8865,-13.8939,-92.0928,0.0832,42.6049,508.3511,104.6682,,0.7644,1.4353,1.4353,2.9824,0.0,0.0,,,3.04,107.2884,,,-99.9286,63.1206
2024-10-11,0.61,0.62,0.39,6.36,4196663,-6581219.31,-1594667.6047,83.8281,,-21.7448,100.0,50.0,-50.0,57.2418,-70.6307,100.5061,271.6428,-0.9328,-102.8759,-15.4157,13.7102,83.1185,51.9955,58.099,87.7643,,,,,,,,0,134.5041,,,,,,,,,11.2178,179.1792,286.648,4.027,-103.0816,900.2541,-7506604.0,43.6825,-22.7135,-94.1901,0.0522,42.2921,488.3883,100.5061,,1.2401,1.6571,1.6571,0.7911,0.0,0.0,,,3.664,87.7948,,,-99.9817,51.582
2024-10-18,0.42,0.54,0.36,5.96,7486866,-7004530.9966,-1509488.4708,83.7611,,-28.8529,100.0,42.8571,-57.1429,53.3544,-80.6235,95.2998,271.2231,-0.2543,-90.0404,-15.4969,6.6507,82.8906,44.9124,51.1465,81.7043,,,,,,,,0,128.762,,,,,,,,,10.8548,178.9776,286.4304,4.0708,-171.6448,895.9301,-7974531.0,43.5149,-30.9782,-96.6468,0.0367,42.2516,464.2817,95.2998,,1.6346,1.8113,1.8113,1.6604,0.0,0.0,,,2.8192,69.5133,,22.6803,-99.9761,41.0903
2024-10-25,0.38,0.53,0.36,6.05,9982421,-7470662.4334,-1485730.7849,83.6939,,-34.8708,100.0,35.7143,-64.2857,49.7423,-90.0596,89.6982,269.4561,0.0092,-79.7283,-15.4694,1.359,82.8203,38.9333,45.1334,76.1002,,,,,,,,0,124.2988,,,,,,,,,10.8173,178.9776,286.368,4.0725,-345.952,822.4579,-7350632.0,43.3381,-38.5137,-98.2818,0.0449,42.2653,436.774,89.6982,,2.019,2.5885,2.5885,5.314,0.9912,2.9736,,,2.784,53.5741,,25.1742,-99.9373,32.101
2024-11-01,0.4,0.4,0.31,5.05,2788807,-7624043.7934,-1389748.4566,83.5997,,-46.6013,100.0,28.5714,-71.4286,46.2921,-97.723,81.2306,260.1842,-0.94,-72.767,-15.7023,-2.7816,82.3752,33.7199,39.7884,70.8369,,,,,,,,0,120.3587,,,,,,,,,10.8273,178.5232,286.0,4.1787,-32.5536,917.3291,-7524929.0,43.2402,-53.0209,-86.5787,0.0412,42.1488,406.5985,81.2306,,2.372,2.7161,2.7161,1.1739,0.9912,0.0,,,1.44,39.6236,,19.3414,-99.9846,24.2035
2024-11-08,0.31,0.38,0.28,5.6,2685824,-7555480.4413,-1202326.5778,83.4937,,-72.4977,100.0,21.4286,-78.5714,43.091,-102.9866,72.2946,247.5757,0.4334,-66.2659,-15.5129,-5.6147,82.1157,29.3938,35.23,66.0046,,,,,,,,0,117.0246,,,,,,,,,10.8226,178.5232,285.8,4.2357,-16.8,769.4822,-7357067.0,43.1326,-85.3698,-75.0,0.0512,42.2436,374.4675,72.2946,,4.645,8.6303,8.6303,19.403,23.0257,66.1036,,,1.4768,27.5192,,22.7609,-99.8151,17.4975
