date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_12_ema,ema_26_ema,ema_5_ema,mfi_14_mfi,mom_10_mom,rsi_14_rsi,sar_14_sar,sma_100_sma,sma_20_sma,sma_50_sma,sma_8_sma,stochrsi_14_fastd,stochrsi_14_fastk
1999-12-10,24.31,24.69,22.19,15.3,2273300,,,,,,,,,,,,,,,,,,
1999-12-17,22.38,22.63,20.44,14.75,4956400,,,,,,,,,,,,16.6025,,,,,,
1999-12-23,21.75,21.88,20.25,14.16,1699900,,,,,,,,,,,,16.5739,,,,,,
1999-12-31,21.19,22.69,20.38,15.09,1052300,,,,,,,,,,,,16.5147,,,,,,
2000-01-07,22.31,23.75,22.12,15.8,2130600,,,,,,,,15.0209,,,,16.4568,,,,,,
2000-01-14,23.44,23.75,22.56,15.76,2013800,,,,,,,,15.2679,,,,16.4,,,,,,
2000-01-21,23.06,23.44,22.06,14.83,1324500,,,,,,,,15.1232,,,,16.3443,,,,,,
2000-01-28,22.75,22.75,21.13,14.21,1200700,,,,,,,,14.8184,,,,16.2898,,,,14.9886,,
2000-02-04,21.06,21.25,18.5,12.52,2325000,,,,,,,,14.0525,,,,16.2363,,,,14.6415,,
2000-02-11,18.56,19.19,16.63,11.64,2024200,,,,,,,,13.2483,,,,16.1224,,,,14.2523,,
2000-02-18,17.06,17.88,16.88,11.69,1450000,,,,,,,,12.7278,,-3.611,,15.9248,,,,13.943,,
2000-02-25,17.25,18.19,16.13,11.36,1576500,,,,,,13.9261,,12.2707,,-3.3968,,15.7351,,,,13.4763,,
2000-03-03,16.69,18.63,16.25,12.42,1752000,,,,,,13.6941,,12.3198,,-1.7435,,15.4972,,,,13.0533,,
2000-03-10,18.19,18.19,16.44,12.04,2236200,,,,,,13.4391,,12.2255,,-3.0525,,15.2711,,,,12.5877,,
2000-03-17,17.94,18.75,16.94,12.34,2459600,,1.267,,,,13.2695,,12.2624,34.4157,-3.4659,33.6538,15.0563,,,,12.2755,,
2000-03-24,18.38,18.94,17.88,12.59,1806300,,1.2281,,,,13.1646,,12.371,46.3916,-3.1738,35.5817,14.8522,,,,12.0729,,
2000-03-31,18.5,20.56,18.0,13.65,1496300,,1.2648,,,,13.2392,,12.7972,53.0591,-1.1844,43.0907,14.6584,,,,12.214,,
2000-04-07,20.06,20.69,19.56,13.57,1446100,,1.2293,,,,13.2898,,13.0541,53.6661,-0.6407,42.6786,14.4743,,,,12.455,,
2000-04-14,20.25,21.63,19.44,13.44,1318900,,1.248,,,,13.3127,,13.1823,51.482,0.9179,41.9937,10.9754,,,,12.674,,
2000-04-20,19.81,21.5,19.25,14.16,1316800,,1.2682,10.7853,13.5654,16.3455,13.443,,13.5081,49.3898,2.52,47.0942,11.0129,,13.5654,,13.0244,,
2000-04-28,20.63,24.5,19.97,16.46,2386800,,1.3978,10.6586,13.6235,16.5884,13.9071,,14.492,58.3402,4.7728,59.3641,11.0499,,13.6235,,13.5296,96.1254,100.0
2000-05-05,24.25,25.69,24.25,17.22,1705600,,1.3708,10.4207,13.7469,17.0732,14.4171,,15.402,65.0581,5.8654,62.4701,11.1623,,13.7469,,14.1778,100.0,100.0
