date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2023-09-29,32.99,37.36,31.31,34.5,7825817,426862.7455,,,,,,,,,,,,0.2496,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,7825817.0,,,,,,,,,,,,,,,,,,,,,,
2023-10-06,34.5,35.27,30.25,32.62,3910209,208763.4387,,,,,,,,,,,,-0.3745,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3915608.0,,,,,,37.36,,,,,,,,,,,5.02,,,,,
2023-10-13,32.49,35.66,31.3,31.53,3886495,-3267688.5109,,,,,,,,,,,,-0.2202,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,29113.0,,,,,,37.2889,,,,,,,,,,,4.36,,,,,
2023-10-20,31.24,32.65,27.4,29.01,4101722,-4853687.6842,,,,,,,,,,,,-0.4248,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,-4072609.0,,,,,,37.2185,,,,,,,,,,,5.25,,,,,
2023-10-27,28.79,30.55,26.15,26.99,2068067,-6132129.1024,,,,,,,,,,,,-0.4091,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,-6140676.0,,,,,,37.0221,,,,,,,,,,,4.4,,,,,
2023-11-03,27.46,32.77,27.01,31.49,2417528,-4789057.9913,,,,,,,,,,,,0.6997,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,-3723148.0,,,,,,36.696,,,,,,,,,,,5.78,,,,,
2023-11-10,31.58,33.07,24.35,25.3,5656793,-9213408.4929,,,,,,,,,,,,-0.7202,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,-9379941.0,,,,,,36.3796,,,,,24.0145,8.3988,,,,,8.7199,,,,,
2023-11-17,25.63,29.52,24.98,27.53,3605671,-8768656.1229,,,,,,,,,,,,0.4185,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,-5774270.0,,,,,,35.8984,,,,,33.6725,36.4672,,,,,4.54,,,,,
2023-11-24,27.8,29.25,26.95,28.55,1746845,-8085108.0794,,,,,,,,,,,,0.3261,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,-4027425.0,,,,,,35.4365,,,29.5657,31.0102,31.0102,48.1645,,,,,2.3,,,,,
2023-12-01,28.67,32.31,28.03,31.62,3218853,-5905129.0071,-1547726.0875,,,,,,,,,,,0.6899,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,-808572.0,,,,,,34.993,,,40.2279,56.001,56.001,83.3714,,,,,4.2758,,,,,
