date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_12_ema,ema_26_ema,ema_5_ema,mfi_14_mfi,mom_10_mom,rsi_14_rsi,sar_14_sar,sma_100_sma,sma_20_sma,sma_50_sma,sma_8_sma,stochrsi_14_fastd,stochrsi_14_fastk
1999-11-12,80.06,83.63,78.0,14.69,2464027,,,,,,,,,,,,,,,,,,
1999-11-19,85.56,88.25,82.5,15.21,4206278,,,,,,,,,,,,13.8051,,,,,,
1999-11-26,83.88,89.63,82.5,15.84,1258311,,,,,,,,,,,,13.8232,,,,,,
1999-12-03,92.13,100.5,91.25,17.61,4765410,,,,,,,,,,,,13.864,,,,,,
1999-12-10,99.63,109.6,95.38,17.12,5206147,,,,,,,,16.095,,,,13.9817,,,,,,
1999-12-17,96.13,101.3,90.75,17.22,4078094,,,,,,,,16.4709,,,,14.1984,,,,,,
1999-12-23,102.0,114.9,102.0,19.86,2074761,,,,,,,,17.6,,,,14.4064,,,,,,
1999-12-31,111.3,113.8,106.3,20.14,1002510,,,,,,,,18.4471,,,,14.7029,,,,17.2121,,
2000-01-07,117.0,117.0,93.94,17.95,3765151,,,,,,,,18.2803,,,,14.9845,,,,17.6192,,
2000-01-14,107.0,129.0,106.1,22.14,4462121,,,,,,,,19.5673,,,,15.3279,,,,18.4856,,
2000-01-21,122.8,144.0,122.3,24.6,4508918,,,,,,,,21.2453,,9.9114,,15.8531,,,,19.5807,,
2000-01-28,139.3,140.3,117.3,20.78,4080043,,,,,,18.5971,,21.0897,,5.5681,,16.6238,,,,19.9767,,
2000-02-04,116.7,141.6,115.9,24.25,2703550,,,,,,19.4663,,22.1423,,8.407,,17.3328,,,,20.8672,,
2000-02-11,135.3,146.4,131.8,23.77,2049091,,,,,,20.1284,,22.6847,,6.1592,,17.9851,,,,21.6855,,
2000-02-18,135.0,136.8,127.3,22.53,2411471,,2.7673,,,,20.498,,22.6333,68.9628,5.407,66.1443,18.6984,,,,22.0196,,
2000-02-25,128.8,135.5,122.6,21.93,2337057,,2.7328,,,,20.7181,,22.3985,62.7787,4.7061,64.425,19.3476,,,,22.243,,
2000-03-03,125.0,150.8,123.5,26.6,3676667,,2.8827,,,,21.6232,,23.7995,65.5398,6.7433,70.7769,19.9383,,,,23.3249,,
2000-03-10,138.6,150.5,130.3,26.53,2823030,,2.9321,,,,22.3782,,24.7098,65.1791,6.3893,70.5713,20.6134,,,,23.8735,,
