date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_200_sma,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2013-06-28,93.8,96.66,92.08,77.55,7023900,235234205.2336,416619.7907,21.0787,24.6021,0.6618,35.7143,64.2857,28.5714,3.495,69.8264,76.4206,83.0148,0.3493,17.9158,11.5351,79.0426,4.6627,77.3575,77.0548,75.2318,27.8391,214.398,10.9211,-8.6661,-0.9829,-0.5649,74.7354,1,76.2255,2.1257,-0.0503,2.176,0.6618,-0.6417,1.3036,42.5623,61.9334,46.1537,75.2521,75.5874,20.0,8.3409,4.5068,203629509.0,21.9562,0.8713,12.052,1.0411,55.7676,69.8645,60.833,76.4206,70.9975,45.4353,28.6291,28.6291,34.2975,77.4276,78.9352,3.723,76.6474,0.4437,55.1494,-36.4333,77.5922
2013-07-05,96.36,97.62,94.81,79.35,3223400,238457605.2336,1400827.0015,20.174,23.2581,0.9709,28.5714,57.1429,28.5714,3.4085,69.8064,76.5036,83.2007,0.4484,55.011,18.4362,79.3497,8.412,77.6646,77.3613,75.5371,26.7128,135.8728,6.5996,-13.4226,-0.0152,0.6963,75.4157,1,76.3354,2.1274,-0.0388,2.1662,0.9709,-0.15,1.1208,42.66,62.1076,51.481,75.2521,75.5874,19.0426,7.5649,4.2954,206852909.0,22.5406,1.2731,10.5377,1.0711,59.2181,70.1236,61.0462,76.5036,71.3578,34.6277,35.1692,35.1692,67.6435,77.7374,79.2571,2.2842,77.4389,0.4387,51.8832,-23.9516,78.0217
2013-07-12,98.03,100.26,96.27,80.61,4772700,240598741.3238,2357379.8891,20.0163,22.3514,1.5782,21.4286,50.0,28.5714,3.3967,69.7783,76.7098,83.6413,0.2832,83.5318,22.9278,79.8919,17.9662,78.117,77.7938,75.9125,25.4262,122.852,3.2275,-13.1161,0.2104,0.8401,76.0413,1,76.629,2.2044,0.0306,2.1739,1.5782,0.5066,1.0716,42.7582,62.2925,59.2899,75.2521,75.5874,17.7438,6.681,4.214,211625609.0,25.516,2.0602,9.0377,1.1148,61.4639,70.3774,61.2584,76.7098,71.6724,42.2098,62.8312,62.8312,86.5526,78.0498,79.9068,3.2434,78.1142,0.4373,57.3102,-15.293,78.5679
2013-07-19,99.26,103.17,98.98,83.82,4526000,244995118.4121,3933236.9722,20.5155,22.3051,2.2589,14.2857,100.0,85.7143,3.3974,69.4921,77.0802,84.6683,0.9189,126.5873,33.1035,81.1111,27.0053,78.9938,78.5968,76.498,24.0673,135.4395,-0.5177,-10.0248,-0.0077,0.7017,76.5597,1,77.347,2.4958,0.2575,2.2383,2.2589,1.1333,1.1256,42.857,62.5078,59.0715,76.512,76.1117,16.4732,7.3647,4.0534,216151609.0,28.6621,2.9365,9.6332,1.1636,66.5518,70.6262,61.4678,77.0802,72.0739,60.8507,84.5517,84.5517,99.459,78.3996,81.4847,3.406,78.7026,0.4474,62.3211,-0.3145,79.4631
2013-07-26,103.18,103.81,99.48,83.01,3681600,245802859.7516,4477347.3894,21.1117,21.8761,2.7462,7.1429,100.0,92.8571,3.4061,69.2976,77.2688,85.24,-0.2448,114.4287,28.5235,81.8746,28.8618,79.6119,79.1854,76.9805,22.8099,150.4946,-2.6288,-3.7559,-0.2671,0.4925,76.9577,1,78.1729,2.6314,0.3145,2.3169,2.7462,1.4837,1.2625,42.9562,62.7128,66.3644,77.8024,76.3718,15.2573,1.7152,4.1032,212470009.0,27.6375,3.5575,2.1098,1.1994,64.2617,71.0234,61.6845,77.2688,72.4036,79.3058,90.5347,90.5347,85.5925,78.7913,82.35,3.5198,79.184,0.4606,63.7937,-8.5718,80.1389
2013-08-02,101.9,107.12,101.25,85.55,4055300,247260557.0259,4756719.2029,22.2957,21.7445,3.1207,0.0,100.0,100.0,3.5037,68.8862,77.634,86.3818,0.569,140.2052,35.9979,83.0995,37.6888,80.5251,80.0337,77.6151,21.7962,165.2383,-2.8142,3.0935,-0.5036,0.2548,77.3478,1,79.2456,2.91,0.4745,2.4355,3.1207,1.6329,1.4878,43.0562,62.9412,65.8853,79.7359,78.7526,13.7731,5.6495,4.0956,216525309.0,30.4343,4.0226,7.0709,1.1917,67.999,71.5578,61.9241,77.634,72.7783,88.3376,89.9264,89.9264,84.7279,79.2445,83.8379,4.7716,79.5875,0.482,65.2417,-9.1805,81.0213
2013-08-09,105.0,106.18,99.92,84.65,7341500,249809282.0857,5249536.6272,22.8941,21.6692,3.0792,0.0,92.8571,92.8571,3.6172,69.0114,78.1421,87.2728,-0.1373,110.5642,30.8044,83.8405,30.6726,81.1602,80.6497,78.1364,21.0082,182.8634,-0.2524,6.7988,-0.7415,-0.05,77.6663,1,79.813,3.0238,0.4706,2.5532,3.0792,1.3333,1.7459,43.1567,63.1583,56.2329,80.9995,80.3544,14.5229,3.5604,4.2729,209183809.0,27.3737,3.9528,4.3905,1.1451,65.4022,72.3337,62.1464,78.1421,73.1644,87.1376,80.9516,80.9516,72.5346,79.7514,84.5889,5.0927,79.9937,0.5034,70.1784,-18.02,81.6535
2013-08-16,103.7,107.26,103.39,84.05,4978600,244856411.2847,3397999.7162,23.66,22.3134,3.1809,0.0,100.0,100.0,3.5835,69.3629,78.6404,87.9179,-0.0775,118.7423,27.2829,84.2619,33.617,81.6051,81.1033,78.5746,20.3624,197.0498,2.1112,6.8832,-0.8834,-0.2932,78.1219,1,80.1077,3.0305,0.3818,2.6486,3.1809,1.1579,2.023,43.2577,63.3672,56.7276,81.3247,81.0199,13.6122,4.1132,4.2634,204205209.0,27.399,4.0705,5.1454,1.0994,63.6415,73.0708,62.3642,78.6404,73.5641,80.3643,70.2147,70.2147,53.3816,80.2922,84.8824,3.1458,80.4594,0.5205,63.287,-25.4282,82.1033
2013-08-23,102.84,104.96,101.52,84.17,3563900,244986086.1424,2372903.9149,23.6678,22.7267,3.1413,42.8571,92.8571,50.0,3.5539,70.1369,79.2334,88.3299,0.1796,94.9387,27.6796,84.6029,23.7695,81.999,81.5116,78.9888,19.8084,200.3448,4.5916,4.3657,-0.9088,-0.3477,78.6526,1,80.2105,3.0103,0.2893,2.721,3.1413,0.8371,2.3042,43.3593,63.5752,49.3542,81.3247,81.0199,15.8005,4.983,4.2225,207769109.0,25.654,4.0048,6.293,1.0353,63.8398,73.918,62.5689,79.2334,73.9066,70.1778,59.3671,59.3671,52.1851,80.8487,85.0824,3.1687,80.9914,0.5329,59.0748,-24.5059,82.4959
2013-08-30,103.29,103.76,99.75,81.6,2894400,242380404.3469,908747.4326,23.2012,22.842,3.0802,35.7143,85.7143,50.0,3.5339,71.1926,79.7119,88.2312,-0.8329,61.568,12.7575,84.2133,17.1345,81.938,81.5237,79.1823,19.3307,198.5705,4.9261,-0.2542,-0.8955,-0.3185,79.4008,1,80.2297,2.7556,0.0277,2.7279,3.0802,0.5072,2.5729,43.4613,63.7555,43.9866,81.3247,81.0199,16.9477,4.5003,4.3306,204874709.0,23.9564,3.9168,5.8369,1.0213,56.3787,74.7143,62.7757,79.7119,74.1548,55.6294,37.3065,37.3065,6.3528,81.3795,84.2807,3.2739,81.5759,0.5321,53.8254,-45.2813,82.5193
2013-09-06,101.99,104.62,100.32,84.27,3361200,243552915.9748,600232.8049,22.981,22.8175,3.3107,28.5714,78.5714,50.0,3.5538,73.2263,80.4651,87.704,0.286,82.0089,22.8675,84.5386,20.1192,82.297,81.8901,79.5593,18.902,193.4473,4.1756,-2.1209,-0.8522,-0.2326,80.1589,1,80.3282,2.7377,0.0078,2.7298,3.3107,0.4778,2.8329,43.5638,63.9606,43.5942,81.3247,81.0199,15.6489,6.723,4.2171,208235909.0,23.5318,4.1996,8.6694,1.0392,61.4337,75.4628,62.9837,80.4651,74.4705,44.4063,36.5452,36.5452,51.0976,81.8852,84.5615,3.8127,82.1559,0.53,52.4093,-23.6458,82.8825
2013-09-13,103.89,107.17,103.72,85.2,4872000,240488498.5835,-555586.2405,23.3652,23.0891,3.7181,21.4286,100.0,78.5714,3.5303,74.8086,81.1358,87.4631,0.1362,117.4978,26.0834,85.0099,28.3589,82.744,82.3318,79.9774,18.4817,180.9921,3.3553,-4.678,-0.7192,-0.0173,80.9715,1,80.5597,2.7667,0.0295,2.7372,3.7181,0.6474,3.0707,43.6668,64.1731,52.2153,81.3247,81.1734,14.6279,5.8491,4.1434,213107909.0,26.2087,4.7005,7.371,1.0658,63.0417,76.1664,63.2007,81.1358,74.8355,37.9039,39.8599,39.8599,62.1294,82.3729,85.0554,3.2249,82.7264,0.5286,49.3572,-18.1405,83.3395
2013-09-20,105.11,108.96,104.61,87.8,3965800,241865132.6065,-539893.5481,24.092,23.2168,4.0605,14.2857,100.0,85.7143,3.5464,75.7809,81.8296,87.8782,0.5586,142.6049,34.3109,86.0135,33.5412,83.5217,83.0607,80.5567,18.0779,183.9777,0.8812,-4.5962,-0.7545,-0.0694,81.613,1,81.1898,2.965,0.1822,2.7828,4.0605,0.7896,3.2709,43.7705,64.4093,58.5154,82.4503,81.9041,13.5214,7.1935,4.0392,217073709.0,27.1696,5.1002,8.9244,1.1088,67.1554,76.9595,63.4336,81.8296,75.2392,47.4471,65.9363,65.9363,84.582,82.8692,86.291,3.7556,83.2822,0.5344,49.2072,-8.2175,84.0925
2013-09-27,107.09,110.21,106.07,88.95,5330800,243951097.8239,179323.6269,25.0119,23.0453,4.2885,7.1429,100.0,92.8571,3.5345,76.1792,82.4545,88.7298,0.4493,155.8422,37.626,87.0856,36.97,84.3568,83.846,81.1785,17.7573,187.1817,0.0311,-2.8304,-0.79,-0.125,82.1633,1,82.4017,3.1784,0.3165,2.8619,4.2885,0.8462,3.4422,43.875,64.6547,67.9734,83.2494,82.4144,12.5978,5.1338,3.9736,222404509.0,27.3762,5.3483,6.1251,1.1537,68.813,77.9194,63.6738,82.4545,75.7462,61.3394,78.2218,78.2218,87.9541,83.3943,87.5747,3.38,83.8011,0.5465,49.9435,-6.7997,84.917
2013-10-04,107.66,109.93,106.28,87.83,4024100,242793480.0157,88913.748,25.866,23.02,4.2935,0.0,92.8571,92.8571,3.4949,76.1129,82.7812,89.4496,-0.0219,131.2119,30.7229,87.6456,36.97,84.8914,84.3774,81.6713,17.5597,192.0116,-1.3489,-0.9327,-0.8388,-0.2081,82.6236,1,83.0398,3.2201,0.2866,2.9335,4.2935,0.721,3.5726,43.98,64.8865,70.4491,84.1517,83.524,11.8305,4.8201,3.9791,218380409.0,25.7088,5.315,5.8065,1.1326,65.3614,79.0048,63.9019,82.7812,76.2452,75.3798,81.9812,81.9812,73.4075,83.9408,88.0942,2.98,84.2527,0.5572,52.1698,-16.6329,85.4795
2013-10-11,106.19,107.97,103.36,87.99,4478800,246903430.811,1351556.4371,25.4578,22.7371,4.0278,0.0,85.7143,85.7143,3.5143,76.2879,83.1861,90.0842,0.3446,89.3533,31.2649,88.1102,20.1514,85.3688,84.8597,82.1397,17.5081,196.3545,-0.797,3.6201,-0.8776,-0.2816,83.0516,1,83.5378,3.2291,0.2365,2.9926,4.0278,0.3498,3.6779,44.0857,65.1176,63.8007,84.7776,84.1174,15.7771,2.4472,3.9938,222859209.0,23.7404,4.9484,2.8606,1.1089,65.6324,79.9924,64.1357,83.1861,76.7622,78.502,75.303,75.303,64.5473,84.4992,88.4836,3.7672,84.6565,0.5654,56.5529,-16.9239,85.9658
2013-10-18,107.0,113.87,104.47,91.77,8653300,252868684.4281,3643258.5575,26.28,23.3978,3.8901,0.0,100.0,100.0,3.8115,75.9535,83.7202,91.4868,0.5755,143.1393,42.484,89.3979,36.9685,86.3544,85.7817,82.8534,17.5812,195.9526,1.51,4.6499,-0.8742,-0.2748,83.5909,1,84.5773,3.501,0.4067,3.0943,3.8901,0.1334,3.7567,44.1922,65.3841,66.3438,86.6885,86.7129,13.508,7.1214,4.1531,231512509.0,29.3531,4.7288,8.4124,1.1386,71.242,80.8912,64.3885,83.7202,77.3252,77.3246,74.6896,74.6896,86.114,85.0948,90.0384,7.6744,85.156,0.5814,65.4381,-9.5299,86.8739
2013-10-25,113.48,116.44,109.89,95.05,6317200,259147306.1075,6247310.9995,27.4483,24.28,3.7872,0.0,100.0,100.0,3.9212,75.4843,84.4757,93.4671,0.4489,186.8151,50.0832,91.2222,42.636,87.6919,87.0173,83.7567,17.7057,187.1693,3.0034,3.6851,-0.7898,-0.1248,84.3265,1,85.905,3.9352,0.6727,3.2625,3.7872,-0.0413,3.8285,44.2996,65.6808,67.5782,88.3254,87.9652,12.1921,10.9968,4.1255,237829709.0,30.3159,4.5542,13.0834,1.134,75.0416,82.0987,64.6539,84.4757,77.9524,77.8318,83.5028,83.5028,99.8471,85.765,92.2875,5.3476,85.8301,0.6099,69.2625,-0.115,88.1121
2013-11-01,116.06,117.94,115.27,94.7,4677000,256992733.0737,6059121.8514,28.7523,25.524,3.8253,0.0,100.0,100.0,3.7968,75.5699,85.2514,94.933,-0.0262,189.2579,47.8277,92.5731,45.7046,88.7697,88.0413,84.5672,17.8394,175.0541,4.3352,1.2037,-0.6435,0.0862,85.1914,1,87.1343,4.2026,0.7521,3.4505,3.8253,-0.086,3.9113,44.408,65.971,68.3338,88.3254,88.7564,11.6922,10.5319,4.0094,233152709.0,31.3765,4.5562,12.5133,1.1408,73.9139,83.525,64.9217,85.2514,78.5577,83.0186,90.8635,90.8635,86.6294,86.5136,93.7797,2.1799,86.6657,0.6421,69.8589,-10.5667,89.1965
2013-11-08,116.4,116.99,114.27,95.18,3938400,258689274.6122,5971114.7939,29.7454,26.3198,4.0323,7.1429,92.8571,85.7143,3.6778,76.3117,86.1553,95.9989,0.0692,160.4121,48.9625,93.7456,42.6558,89.7559,88.9932,85.3533,17.9365,167.0063,3.4351,-1.6118,-0.53,0.2248,86.0983,1,88.0911,4.4026,0.7617,3.6409,4.0323,0.0408,3.9915,44.5173,66.263,62.2875,88.391,88.7564,12.0906,13.5778,3.8641,237091109.0,30.078,4.7619,16.6391,1.1126,74.4813,85.0568,65.183,86.1553,79.1499,88.9173,92.3855,92.3855,90.6799,87.3333,94.9825,2.131,87.594,0.6745,70.1636,-7.3656,90.2339
2013-11-15,116.11,117.61,115.41,96.39,3821500,262510774.6122,6608215.1072,30.7872,27.2236,4.4706,0.0,100.0,100.0,3.5439,77.1229,87.0975,97.0721,0.6818,153.7594,51.802,94.9536,44.3304,90.777,89.9798,86.1711,17.9777,164.5025,2.1965,0.2962,-0.4925,0.2672,87.0031,1,89.426,4.6059,0.772,3.8339,4.4706,0.3955,4.0751,44.6275,66.5643,71.332,88.9975,88.9159,11.6512,12.1211,3.6765,240912609.0,30.2073,5.2436,14.3833,1.1387,75.901,86.4047,65.4414,87.0975,79.7547,91.8951,92.4364,92.4364,100.0,88.218,96.2176,1.8031,88.6149,0.707,71.8425,-0.0,91.3413
2013-11-22,118.2,118.86,114.44,97.22,4322000,266363417.1461,7493941.0319,31.9552,27.8115,5.1059,14.2857,100.0,85.7143,3.5496,77.7536,87.9909,98.2282,0.095,139.1201,53.6953,96.0926,47.1387,91.7684,90.9453,86.9896,18.0438,166.8459,3.2456,3.6481,-0.5276,0.2276,87.8353,1,90.9209,4.7788,0.7559,4.0229,5.1059,0.9146,4.1912,44.7387,66.8709,71.2916,89.4114,89.4281,10.8019,12.0182,3.651,245234609.0,30.0668,5.9423,14.1054,1.1567,76.8476,87.7032,65.7075,87.9909,80.3493,93.6212,96.0418,96.0418,97.4454,89.1585,97.3385,3.6226,89.7268,0.7383,77.6676,-1.231,92.4472
2013-11-29,118.78,120.12,117.63,96.58,2786200,264047178.5919,6438031.0946,33.2358,28.2185,5.536,7.1429,100.0,92.8571,3.4418,78.4892,88.7897,99.0902,-0.3775,134.3027,48.8329,96.8091,49.8831,92.5088,91.6967,87.7001,18.3217,171.3789,5.5096,2.7718,-0.5931,0.1499,88.6236,1,91.8636,4.8088,0.6287,4.1801,5.536,1.2061,4.3298,44.8509,67.168,76.3698,89.4114,89.9445,10.3444,8.7826,3.5636,242448409.0,30.9366,6.3985,10.0031,1.1475,74.4165,89.0632,65.977,88.7897,80.9363,91.5451,86.157,86.157,61.0256,90.1297,97.8585,2.0408,90.9246,0.7633,72.2937,-10.985,93.3426
2013-12-06,117.82,121.58,115.18,99.25,5455200,268683458.8108,6895972.454,33.377,28.179,5.964,0.0,100.0,100.0,3.5703,78.5767,89.5616,100.5464,0.5129,123.0425,55.2107,98.0082,35.2133,93.5464,92.7043,88.5559,19.0561,173.9072,5.7607,-1.0174,-0.6281,0.1061,89.2941,1,94.1033,4.9906,0.6484,4.3422,5.964,1.4485,4.5155,44.9641,67.4889,81.484,91.7626,90.7755,13.2687,10.3034,3.5972,247903609.0,27.6926,6.8345,11.5833,1.2163,77.6053,90.4712,66.2634,89.5616,81.55,88.7223,83.9682,83.9682,93.4337,91.1324,99.0837,5.2413,92.1875,0.7883,75.31,-2.2173,94.4759
2013-12-13,121.21,122.52,114.32,97.51,5301800,269394675.884,6682701.8558,33.6884,28.5268,6.0683,0.0,100.0,100.0,3.7954,79.2133,90.2864,101.3594,-0.2732,101.3199,42.6956,98.4965,37.7365,94.1559,93.3447,89.219,20.2262,176.3346,4.4823,-2.9539,-0.6605,0.0639,89.8272,1,94.7775,4.9369,0.4758,4.4611,6.0683,1.3261,4.7422,45.0782,67.7891,73.9505,92.228,92.3999,11.5905,9.6761,3.8924,242601809.0,25.6399,6.8983,11.0167,1.1571,71.3478,91.9393,66.5369,90.2864,82.1495,80.1714,70.3889,70.3889,56.7073,92.1377,99.2967,6.7207,93.3127,0.8049,68.488,-18.1458,95.2083
2013-12-20,119.21,126.25,119.13,103.44,5240200,274575997.2323,7636538.6896,34.6121,29.3521,6.2628,28.5714,100.0,71.4286,3.9504,78.9528,91.1811,103.4093,0.9831,138.1124,55.7549,100.3226,46.6202,95.5844,94.691,90.2725,21.756,175.6397,3.4907,-2.5047,-0.6513,0.076,90.2273,1,96.8388,5.3119,0.6807,4.6313,6.2628,1.257,5.0058,45.1935,68.1456,74.4158,95.6202,93.9285,10.34,15.4467,3.819,247842009.0,28.4013,7.0384,17.5541,1.2141,77.8775,93.3806,66.8279,91.1811,82.7879,79.2086,83.2686,83.2686,99.6647,93.1788,101.432,5.9667,94.4015,0.8298,76.0971,-0.1717,96.6059
2013-12-27,126.92,128.49,125.79,105.0,2311400,276236928.0594,7860991.8675,35.7919,30.4019,6.6377,21.4286,100.0,78.5714,3.8263,78.9675,92.1983,105.4292,0.4408,152.5814,58.4322,102.1372,51.1295,97.0328,96.0653,91.3633,23.1471,175.4066,2.9513,-2.496,-0.6482,0.0801,90.6867,1,98.7213,5.6695,0.8305,4.8389,6.6377,1.3151,5.3225,45.3101,68.5141,73.9874,96.4151,94.8464,9.9129,13.2239,3.6442,250153409.0,30.6552,7.3722,14.4091,1.1959,79.2161,93.6965,67.1217,92.1983,83.4538,79.407,84.5637,84.5637,97.319,94.2764,103.4802,2.2128,95.4962,0.8606,77.1249,-1.4878,98.0374
2014-01-03,127.97,129.77,126.94,104.29,2521600,274267763.3951,6611625.6046,37.06,31.463,7.0367,14.2857,100.0,85.7143,3.7187,79.5376,93.2104,106.8832,-0.2544,140.2003,53.893,103.3756,53.5448,98.1499,97.1625,92.3211,24.6895,174.4983,2.1031,0.2954,-0.6361,0.0959,91.0585,1,99.811,5.8287,0.7919,5.0369,7.0367,1.3573,5.6793,45.4279,68.8719,73.0988,96.4151,95.371,9.4713,9.2452,3.5656,247631809.0,31.3046,7.733,9.7268,1.1725,76.9465,95.9031,67.4018,93.2104,84.0306,87.13,93.5577,93.5577,83.6893,95.4194,104.662,2.3195,96.6001,0.889,72.6154,-9.3981,99.2111
2014-01-10,127.77,128.49,125.84,104.25,4391400,274387167.0205,5537456.4138,37.7578,31.6078,7.167,7.1429,92.8571,85.7143,3.6081,80.3968,94.2148,108.0328,-0.2153,121.1151,53.6175,104.3119,46.8294,99.0888,98.1079,93.205,26.641,174.6536,3.0422,3.1909,-0.6381,0.0932,91.3099,1,100.866,5.8838,0.6776,5.2063,7.167,1.1393,6.0276,45.5469,69.2257,71.8773,96.4967,95.371,10.8491,9.5552,3.4609,243240409.0,29.9596,7.7982,10.0903,1.187,76.8087,97.9943,67.6792,94.2148,84.5958,88.7487,88.1247,88.1247,83.3657,96.5868,105.4189,2.1703,97.6967,0.9116,70.1977,-9.5846,100.2333
2014-01-17,126.42,129.4,125.26,104.44,5288400,274642645.2813,4675906.972,38.5485,32.4143,7.1564,0.0,85.7143,85.7143,3.5927,82.1348,95.3568,108.5787,0.244,115.209,54.0253,105.061,48.8277,99.9123,98.9523,94.0373,28.9585,175.239,3.2921,4.7423,-0.646,0.083,91.4527,1,101.7159,5.875,0.535,5.34,7.1564,0.8304,6.3261,45.6671,69.5779,78.741,98.3868,95.8258,10.1172,9.2615,3.44,248528809.0,29.4246,7.7201,9.7305,1.1869,77.0127,99.6673,67.9518,95.3568,85.1731,87.7899,81.6875,81.6875,78.0075,97.7561,105.9378,3.3931,98.766,0.9272,70.5988,-9.1037,101.1241
2014-01-24,128.38,128.97,114.63,93.95,8330300,266312345.2813,1247822.4757,35.8753,31.6618,6.6734,0.0,78.5714,78.5714,4.1756,83.6053,95.8407,108.0761,-0.9589,30.5851,0.8701,103.0017,1.1233,98.9951,98.2854,94.0309,29.778,178.0155,5.1714,10.6344,-0.6822,0.0346,91.5317,1,101.6253,4.9642,-0.3006,5.2649,6.6734,0.1732,6.5002,45.7879,69.8216,66.0665,99.4746,98.0383,22.9866,-2.4424,4.4445,240198509.0,23.5089,7.1665,-2.5338,1.0237,50.4351,106.3593,68.1738,95.8407,85.5261,74.5344,53.7911,53.7911,0.0,98.8005,102.5547,11.753,99.5872,0.9067,49.2401,-74.5634,100.4596
2014-01-31,115.54,116.4,111.94,92.92,8213900,263365654.6984,-1205597.5016,33.8128,31.2826,6.2015,0.0,71.4286,71.4286,4.1385,84.9046,96.2265,107.5483,-0.4865,-37.3127,-2.6899,101.0369,7.0005,98.0601,97.5698,93.9484,29.6422,182.5241,8.9882,3.2431,-0.7376,-0.044,91.7501,1,101.5189,4.1117,-0.9225,5.0342,6.2015,-0.3727,6.5742,45.9092,70.0526,55.2776,98.9583,99.0525,25.3416,-4.3029,4.4539,231984609.0,22.0257,6.6395,-4.4259,0.9776,48.655,106.2352,68.3882,96.2265,85.8306,54.7182,28.6759,28.6759,8.0202,99.6421,99.567,3.6554,100.193,0.8592,44.8826,-91.9798,99.6366
2014-02-07,113.21,119.03,108.66,97.67,10617500,273276922.5427,1053915.6856,32.5315,31.1385,5.8073,100.0,64.2857,-35.7143,4.4792,86.0701,96.72,107.37,0.5482,-22.1912,12.5978,100.5996,15.8749,98.0001,97.5832,94.2241,28.9117,189.1162,7.5694,-10.9034,-0.8102,-0.1584,92.2537,1,101.4635,3.776,-1.0066,4.7826,5.8073,-0.7495,6.5568,46.0313,70.3287,58.8186,98.9583,97.7084,26.0283,1.0888,4.5861,242602109.0,18.8965,6.1843,1.1273,1.0314,56.2989,105.9454,68.6139,96.72,86.2544,34.0098,19.5626,19.5626,50.6675,100.2954,98.9351,8.909,100.6518,0.8077,49.9651,-50.2206,99.4676
2014-02-14,118.29,118.32,114.97,97.0,6086100,277655281.0501,3275565.5431,31.3418,31.0645,5.2906,92.8571,57.1429,-35.7143,4.3768,87.0866,97.1223,107.158,-0.1313,-6.3823,10.0912,100.0511,15.8749,97.8456,97.5048,94.4294,29.3273,195.4818,4.0144,-15.5649,-0.8702,-0.2669,92.8069,1,101.4204,3.4162,-1.0931,4.5093,5.2906,-1.1797,6.4704,46.1541,70.5954,65.1154,98.9583,97.7084,24.7347,-2.258,4.5124,236516009.0,17.9574,5.6044,-2.275,1.0191,55.0456,105.4388,68.8341,97.1223,86.6661,27.7889,35.1283,35.1283,46.6972,100.7723,98.2011,3.0453,100.8115,0.7525,50.3042,-54.1213,99.1803
2014-02-21,118.26,118.91,116.69,96.93,4329300,277538272.942,3849413.7647,30.0748,31.015,4.8287,85.7143,50.0,-35.7143,4.1947,88.4871,97.5772,106.6673,-0.2207,-3.8719,9.8343,99.5684,13.6039,97.7046,97.4281,94.6146,30.6015,197.302,0.2941,-24.4926,-0.8854,-0.2974,93.0826,1,101.3953,3.09,-1.1354,4.2254,4.8287,-1.4823,6.311,46.2776,70.8587,65.369,98.9583,97.7084,23.9651,-0.5781,4.3276,232186709.0,18.2256,5.0886,-0.5929,1.0056,54.9172,104.9473,69.0466,97.5772,87.0199,34.3031,48.2183,48.2183,47.2903,101.0899,97.6132,1.8272,100.6644,0.6958,51.204,-54.5019,98.8669
2014-02-28,117.95,121.57,117.38,99.22,5521100,280371295.6151,4635639.4545,28.1932,30.7145,4.1482,78.5714,42.8571,-35.7143,4.1414,90.1669,98.1383,106.1098,0.6205,18.5921,17.0756,99.7284,3.7329,97.9374,97.6667,94.9555,31.1725,202.5793,-8.2082,-27.157,-0.9244,-0.384,93.409,1,101.373,2.9818,-0.9949,3.9767,4.1482,-1.8862,6.0344,46.4019,71.1423,65.9641,98.9583,97.7084,22.5397,-4.2239,4.174,237707809.0,20.9175,4.3405,-4.0834,1.0205,58.5378,104.4706,69.2774,98.1383,87.4394,48.4883,62.1184,62.1184,92.3678,101.2908,97.9658,3.4485,100.2862,0.6452,52.6244,-41.2774,98.8535
2014-03-07,119.0,125.35,118.76,102.37,5024300,283916514.8867,5663879.7818,26.7824,30.0797,3.8573,71.4286,35.7143,-35.7143,4.233,91.0586,98.6681,106.2776,0.8164,59.8958,25.9044,100.6241,8.4419,98.6193,98.2938,95.5047,32.622,202.4586,-13.4979,-1.5107,-0.9236,-0.382,93.5451,1,101.3995,3.1145,-0.6897,3.8043,3.8573,-1.8238,5.6812,46.5272,71.4546,67.0068,98.9583,97.7084,20.4768,-2.6289,4.135,242732109.0,24.2528,4.007,-2.5038,1.0599,62.9522,104.0082,69.5506,98.6681,87.997,62.779,78.0001,78.0001,94.3422,101.4375,99.3293,5.4238,99.7456,0.6077,56.7192,-23.0582,99.2413
