date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_200_sma,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2013-04-12,74.3,77.56,74.1,53.74,27057800,1619960099.9017,20847230.0165,14.4001,11.5435,0.0,42.8571,42.8571,2.4836,47.8901,53.2548,58.6196,0.3931,22.6497,5.4872,54.5648,10.8688,53.8832,53.7739,52.9789,21.2135,215.4398,-1.0113,-0.0758,-0.9861,-0.5798,52.7424,0,53.1922,0.9043,-0.2447,1.1489,2.648,0.5736,2.0744,39.0712,49.537,64.3091,54.5137,54.2757,18.3135,-2.6494,4.6213,439391807.0,22.7798,5.0566,-4.6983,1.0548,52.7436,51.0662,48.9925,53.2548,50.7398,30.537,31.1616,31.1616,42.0753,10.7088,23.369,54.335,54.159,2.4577,55.2302,0.3568,57.7329,-57.132,54.5168
2013-04-19,74.61,74.61,69.08,49.69,51812500,1584450267.1712,6378489.6256,14.2727,11.8698,100.0,35.7143,-64.2857,2.64,47.7295,53.2054,58.6814,-0.8427,-77.581,-16.9967,53.4419,12.6162,53.2375,53.2288,52.735,20.9925,229.0407,-0.3572,-1.1093,-0.9975,-0.7552,52.9346,1,53.1145,0.5025,-0.5172,1.0196,2.1954,-0.0197,2.2151,39.1236,49.5385,55.5796,53.266,53.5433,25.6452,-6.2595,5.3134,387579307.0,19.8992,4.1999,-11.1886,0.9522,41.5016,58.0187,49.0544,53.2054,50.7553,26.4944,25.1727,25.1727,9.9885,7.7897,0.0,54.4674,52.5895,4.6738,54.9986,0.3165,48.2468,-93.0958,53.8416
2013-04-26,71.01,74.07,69.76,52.09,37755600,1609416267.1712,7823324.0452,14.1544,12.5517,92.8571,28.5714,-64.2857,2.6701,47.8762,53.269,58.6617,0.5406,-53.9035,-2.965,53.131,12.6162,53.0616,53.0775,52.6875,20.7109,244.2424,-1.4984,-2.8062,-0.9441,-0.9006,53.0707,1,53.0968,0.374,-0.5165,0.8905,1.7339,-0.5404,2.2744,39.1758,49.5641,55.8106,53.266,53.5433,23.5449,-4.752,5.1256,425334907.0,18.2695,3.3106,-8.3594,0.9624,48.5175,57.9292,49.1312,53.269,50.8351,30.1447,34.0999,34.0999,50.2358,28.5922,62.4077,54.5161,52.254,3.0614,54.6555,0.2756,49.3691,-66.1933,53.5112
2013-05-03,73.56,76.4,72.94,53.78,30415500,1627876541.7376,13576905.1203,13.2212,12.7948,85.7143,21.4286,-64.2857,2.6549,48.5394,53.5204,58.5014,0.6243,-1.3554,5.5954,53.2999,1.0894,53.1728,53.1718,52.7688,20.4211,269.2732,-2.603,-1.2075,-0.716,-0.9999,53.2817,1,53.1119,0.404,-0.3892,0.7932,1.3494,-0.9191,2.2685,39.2279,49.6063,55.5009,53.266,53.5433,21.9881,-1.4703,4.9363,455750407.0,21.5142,2.5664,-2.661,0.9561,52.7977,57.8405,49.2262,53.5204,51.015,35.1493,46.1754,46.1754,78.3019,54.1359,100.0,54.5118,52.6043,2.4577,54.2433,0.2432,49.4018,-47.306,53.4256
2013-05-10,75.72,77.69,75.48,54.57,25876300,1633379646.2625,16447366.5343,12.6143,13.2031,78.5714,14.2857,-64.2857,2.5774,49.1783,53.7832,58.3881,0.4977,32.7042,9.3467,53.6297,4.725,53.3871,53.3576,52.9019,20.2657,287.3579,-2.3379,0.8697,-0.4639,-0.9545,53.5084,0,53.1342,0.4852,-0.2464,0.7316,0.9141,-1.2552,2.1693,39.28,49.6559,54.5552,53.266,53.5433,21.0315,-0.5825,4.7235,481626707.0,23.1176,1.7304,-1.0562,0.9676,54.6734,57.7528,49.3288,53.7832,51.1917,51.0288,72.8111,72.8111,89.8955,87.4692,100.0,54.4838,53.1518,1.5698,53.8597,0.221,53.7197,-38.5766,53.4678
2013-05-17,76.74,77.41,74.88,53.8,39865800,1620616287.3692,12065362.3255,11.8413,13.6601,71.4286,7.1429,-64.2857,2.5217,50.2763,54.0689,57.8616,-0.3953,6.4824,4.9377,53.7032,1.7923,53.4504,53.4164,52.9683,20.267,309.3251,-1.6092,0.729,-0.0989,-0.7736,53.7818,0,53.146,0.4821,-0.1996,0.6817,0.5728,-1.401,1.9738,39.3321,49.6973,46.5781,53.266,53.5433,21.1682,-1.5769,4.6873,441760907.0,21.9408,1.0799,-2.8476,0.9616,52.4688,57.666,49.409,54.0689,51.396,66.9454,81.8498,81.8498,77.3519,94.4211,83.2634,54.4428,53.3017,1.7971,53.5506,0.2023,51.7543,-47.1473,53.425
2013-05-24,75.56,77.84,73.66,53.03,38856100,1600351622.7759,2728025.2944,11.2876,13.9337,64.2857,0.0,-64.2857,2.5536,50.6218,54.173,57.7242,-0.2153,-22.7474,0.5706,53.5692,4.089,53.386,53.3651,52.973,20.2899,-24.7253,-2.0983,0.6075,0.3465,-0.4183,53.9985,0,53.142,0.413,-0.215,0.6279,0.2863,-1.4161,1.7024,39.3841,49.7307,38.4708,53.0422,53.1416,21.8341,-3.3669,4.8153,402904807.0,20.1186,0.5386,-5.9698,0.9329,50.2853,57.58,49.4809,54.173,51.5503,76.8748,75.9637,75.9637,60.6436,70.6603,28.7176,54.3883,53.1495,2.9691,53.2945,0.183,47.7171,-51.3514,53.3004
2013-05-31,75.87,76.18,73.02,51.87,25234800,1575276587.2584,-9318217.0916,10.9899,13.9365,57.1429,0.0,-57.1429,2.5315,50.5696,54.1576,57.7456,-0.899,-72.4004,-5.8011,53.1708,7.1206,53.1533,53.1663,52.8916,20.1997,-0.3639,-1.8572,4.2724,0.7026,-0.0064,54.107,1,53.1027,0.2617,-0.293,0.5547,-0.0517,-1.4337,1.3821,39.436,49.7521,38.2524,53.0422,52.8522,21.7344,-0.9518,4.8802,377670007.0,18.8449,-0.0971,-1.8018,0.9388,47.0995,57.4949,49.5599,54.1576,51.6545,68.1414,46.6107,46.6107,1.8367,37.327,0.0,54.3101,52.6342,2.2439,53.0771,0.1585,43.9934,-62.9282,53.0577
2013-06-07,73.19,74.34,71.8,52.74,39110800,1601632195.1169,-5013239.468,11.021,14.0929,50.0,14.2857,-35.7143,2.4804,50.4469,54.0881,57.7292,0.2908,-82.3607,-0.6791,53.0634,11.4251,53.0893,53.109,52.8801,19.9934,18.8972,0.7862,4.9,0.898,0.3239,54.124,1,53.0954,0.2091,-0.2765,0.4856,-0.4304,-1.4546,1.0242,39.4877,49.7819,37.4613,53.0422,52.8522,22.4671,-0.4579,4.7033,416780807.0,17.8597,-0.8079,-0.8607,0.9563,49.6605,57.4106,49.6442,54.0881,51.8448,51.9456,33.2626,33.2626,37.3074,20.8437,33.8135,54.2138,52.5548,1.8154,52.9412,0.1353,51.2887,-51.5213,52.9624
2013-06-14,74.11,74.39,70.88,51.08,32830400,1582270677.1682,-8956846.1995,11.3539,14.585,42.8571,7.1429,-35.7143,2.482,50.1055,53.829,57.5525,-0.7151,-108.0212,-9.7389,52.5632,15.6807,52.7794,52.8378,52.7464,19.831,29.7385,1.9491,1.4202,0.9647,0.496,54.0068,1,53.0215,0.033,-0.3621,0.3951,-0.6654,-1.3215,0.6561,39.5392,49.7949,31.4025,53.0422,52.8522,22.7368,-1.7364,4.8596,383950407.0,16.5728,-1.2469,-3.2879,0.9223,45.1306,57.3272,49.7196,53.829,51.9547,32.1805,16.6683,16.6683,10.8608,11.2712,0.0,54.0882,51.924,2.5038,52.8846,0.1064,43.3818,-73.4823,52.6684
2013-06-21,72.4,74.79,71.81,51.95,36092500,1570965321.2218,-13353039.8272,11.4811,14.1099,35.7143,0.0,-35.7143,2.4673,49.9934,53.607,57.2207,0.1441,-72.096,-4.3286,52.3794,13.1356,52.6522,52.7198,52.6876,19.8222,36.3055,1.8685,-1.5743,0.9885,0.5921,53.8249,1,52.9802,-0.0355,-0.3444,0.309,-0.8707,-1.186,0.3154,39.5906,49.8164,32.3445,52.1259,52.1792,21.239,-1.7895,4.7492,420042907.0,16.3071,-1.6284,-3.3298,0.9212,47.8357,57.2446,49.7888,53.607,52.0786,25.2639,25.861,25.861,29.4147,28.7639,52.4781,53.9395,51.7685,2.2755,52.8539,0.0789,38.6657,-53.6449,52.5323
2013-06-28,71.84,72.99,70.25,51.12,33325500,1571938328.5211,-13627976.7317,12.1226,13.9304,28.5714,64.2857,35.7143,2.4307,49.7641,53.3657,56.9672,-0.0657,-115.1886,-8.9281,52.0261,20.4617,52.4161,52.5062,52.5713,19.8555,39.2323,0.518,-4.0856,0.9949,0.6325,53.603,1,52.952,-0.1552,-0.3714,0.2161,-1.1284,-1.1258,-0.0027,39.6418,49.8295,33.2991,52.1259,52.1792,23.2787,1.4318,4.755,386717407.0,15.3704,-2.106,2.8817,0.9677,45.536,57.1628,49.8517,53.3657,52.164,21.4464,21.81,21.81,25.1544,20.4758,8.9493,53.7659,51.3755,1.9545,52.8084,0.0497,39.5859,-67.058,52.3274
2013-07-05,72.19,74.38,71.83,52.85,18503400,1586224843.6488,-7955834.5855,12.0721,13.3719,21.4286,57.1429,35.7143,2.3956,49.9345,53.1659,56.3974,0.7466,-44.2195,1.6477,52.176,11.4159,52.483,52.5522,52.5921,19.7737,39.8714,-1.2368,-2.9365,0.996,0.6411,53.3804,1,52.9514,-0.109,-0.2601,0.1511,-1.2758,-0.9814,-0.2943,39.6929,49.8597,37.7244,52.1259,52.1792,21.932,0.7572,4.5328,405220807.0,17.4376,-2.3777,1.4536,0.9935,50.8238,57.0819,49.927,53.1659,52.2474,31.3515,46.3835,46.3835,84.5815,53.8091,100.0,53.5873,51.7022,1.9403,52.7148,0.0284,44.2027,-39.2,52.3698
2013-07-12,74.62,77.22,74.31,54.81,26355500,1605707912.8806,1287003.2831,11.5225,12.9613,14.2857,50.0,35.7143,2.384,49.9642,53.1438,56.3234,0.7637,70.2045,12.0541,52.7888,4.3781,52.8415,52.8536,52.7566,19.5701,45.6654,-1.4472,-0.816,0.9999,0.7153,53.2411,1,52.9797,0.0849,-0.0529,0.1379,-0.9497,-0.4483,-0.5014,39.744,49.9092,44.0147,52.2494,52.1792,20.4653,1.0284,4.3493,431576307.0,22.3393,-1.7667,1.9121,1.0379,56.027,57.0017,49.9968,53.1438,52.3191,45.4309,68.0992,68.0992,94.5616,69.6498,100.0,53.4354,52.648,2.232,52.6423,0.0221,50.9223,-7.6733,52.677
2013-07-19,76.84,83.55,75.94,59.02,40204300,1637353610.2525,15020249.4583,12.7469,13.5098,7.1429,100.0,92.8571,2.6014,49.3292,53.3375,57.3457,0.7753,228.4518,29.3304,54.3326,28.6635,53.7923,53.676,53.2206,19.2846,67.4884,-1.5604,0.2431,0.924,0.9238,53.205,1,53.2172,0.5716,0.347,0.2246,-0.5607,0.0667,-0.6274,39.7953,50.0003,45.9242,54.3538,54.3337,17.4149,4.4557,4.4076,471780607.0,31.4097,-1.0394,8.1658,1.0982,64.6652,49.068,50.0826,53.3375,52.4829,68.5001,91.0176,91.0176,93.9098,100.0,100.0,53.368,54.8358,5.4285,52.6934,0.0447,62.9711,-5.4865,53.5263
2013-07-26,82.36,85.02,81.15,58.43,34321200,1616512571.4928,12641678.7921,14.1881,14.1712,0.0,100.0,100.0,2.6128,48.9816,53.4902,57.9988,-0.1163,246.0296,25.5927,55.4281,32.9234,54.5057,54.3098,53.6065,18.9006,90.5926,-1.2714,2.0606,0.6998,0.9999,53.2493,1,53.7637,0.8992,0.5397,0.3595,-0.2572,0.4306,-0.6878,39.8467,50.0846,55.268,55.0483,55.0995,16.1006,4.6308,4.4717,437459407.0,31.9059,-0.476,8.6077,1.176,62.7963,49.1733,50.1736,53.4902,52.5934,82.7517,89.1384,89.1384,78.9438,96.7434,90.2303,53.4036,56.2644,2.7606,52.8796,0.0821,58.5376,-19.9918,54.2464
2013-08-02,81.11,83.7,80.8,59.13,27931500,1628840957.6997,14442051.9679,15.3831,14.3022,0.0,92.8571,92.8571,2.5739,48.6347,53.6267,58.6187,0.6138,207.4285,28.2301,56.4784,30.9188,55.2169,54.9523,54.0155,18.409,111.9628,-0.41,3.4446,0.3913,0.9274,53.4396,1,54.2221,1.2014,0.6735,0.5279,0.0178,0.6978,-0.6801,39.8984,50.1751,47.9573,55.1018,55.38,15.8691,6.097,4.3531,465390907.0,30.0743,0.0329,11.497,1.135,64.1151,49.4028,50.277,53.6267,52.7258,88.5741,85.5663,85.5663,83.8453,95.4185,96.0253,53.5493,57.5565,2.0687,53.1551,0.1302,61.734,-14.4211,54.9765
2013-08-09,82.87,83.01,80.26,57.42,25027300,1608000042.427,7234454.1378,16.2642,14.4393,57.1429,85.7143,28.5714,2.5302,48.6166,53.8562,59.0958,-0.8655,142.629,17.2674,56.8882,27.7186,55.5553,55.2809,54.2674,17.8485,126.044,0.7425,4.784,0.1557,0.8086,53.6794,1,54.3279,1.2879,0.608,0.6799,0.2627,0.8657,-0.603,39.9501,50.2475,41.5786,55.1018,55.38,16.0778,5.5428,4.4067,440363607.0,28.4088,0.4848,10.6852,1.0675,58.6337,49.6277,50.3513,53.8562,52.8267,82.7331,73.4946,73.4946,57.6948,72.144,30.1763,53.7809,57.8931,1.9617,53.5464,0.175,58.4966,-30.6703,55.4112
2013-08-16,80.03,82.74,79.8,58.44,26027700,1619508889.3657,7290119.5843,16.8823,14.3618,50.0,78.5714,28.5714,2.4993,48.5248,54.1183,59.7118,0.6429,124.427,21.5699,57.4593,24.9174,55.9986,55.7016,54.5763,17.3223,138.3319,2.8892,5.6412,-0.0581,0.6648,54.0493,1,54.4733,1.4223,0.5939,0.8284,0.6519,1.1086,-0.4567,40.002,50.3294,41.829,55.1018,55.38,16.0519,5.6996,4.2769,466391307.0,26.706,1.2017,10.8075,1.0709,60.785,49.8481,50.4098,54.1183,52.9751,76.0646,69.133,69.133,65.859,53.9561,35.6668,54.0852,58.4605,2.0972,54.1011,0.2193,59.9852,-20.9885,55.9474
2013-08-23,81.26,82.64,80.0,58.26,22071400,1625361154.5172,8512238.0349,17.4562,14.3719,42.8571,71.4286,28.5714,2.4553,48.5532,54.3907,60.2282,0.1553,105.7518,20.3912,57.8613,24.9174,56.3462,56.0425,54.849,16.9532,149.4112,5.331,3.1271,-0.2489,0.5089,54.4394,1,54.6427,1.4972,0.5351,0.9621,1.0685,1.3097,-0.2412,40.054,50.4087,43.3869,55.1018,55.38,15.1725,7.1833,4.2144,444319907.0,25.2429,1.9652,14.0642,1.0829,60.1956,50.0641,50.4805,54.3907,53.1089,65.2512,53.1259,53.1259,35.8238,31.4457,28.4941,54.4439,58.7819,1.8832,54.8139,0.2598,58.9246,-22.6811,56.423
2013-08-30,81.83,83.33,80.68,57.96,23901100,1608055171.3222,2731906.563,18.1863,14.5881,35.7143,64.2857,28.5714,2.4027,48.5714,54.6016,60.6318,-0.2396,97.6766,18.3277,58.0961,27.6769,56.5946,56.2983,55.0795,16.8043,161.4029,5.5967,-1.5292,-0.4447,0.3189,54.7775,1,54.8201,1.5151,0.4424,1.0727,1.3956,1.3564,0.0392,40.1062,50.4842,50.8506,55.1018,55.38,14.397,6.0081,4.1454,420418807.0,25.4161,2.5618,11.5646,1.0929,59.1639,50.2758,50.5599,54.6016,53.1743,56.1892,46.3088,46.3088,37.2436,24.6109,9.6719,54.836,58.8759,1.7191,55.5999,0.2937,54.4428,-25.5078,56.8164
2013-09-06,81.69,85.92,81.68,60.97,28578000,1626118624.1524,5866332.6284,19.6057,15.3134,28.5714,100.0,71.4286,2.4858,48.9718,55.1657,61.3596,0.8137,126.4409,31.1595,59.0187,38.0582,57.2674,56.9209,55.5157,16.6954,172.6908,3.9116,-4.308,-0.6114,0.1272,55.127,1,55.5444,1.7517,0.5432,1.2085,2.0049,1.6012,0.4038,40.1586,50.589,57.4491,56.0215,55.8193,12.9217,9.8503,4.0772,448996807.0,28.8005,3.6659,19.2698,1.1753,65.5798,50.4833,50.6469,55.1657,53.3362,51.0261,53.6436,53.6436,87.8635,46.0553,100.0,55.273,59.9544,3.5661,56.3888,0.3343,53.851,-4.8933,57.5638
2013-09-13,85.18,87.18,85.18,62.1,31361200,1643053672.1524,12003719.2344,21.2013,16.2776,21.4286,100.0,78.5714,2.4126,48.951,55.666,62.381,0.77,139.8264,35.2791,60.0279,41.9434,58.0108,57.6114,56.0034,16.473,189.7364,1.833,-4.6851,-0.8165,-0.1691,55.5937,1,56.3363,2.0074,0.6391,1.3683,2.6312,1.8296,0.8016,40.2113,50.7041,66.1616,56.5872,56.2704,12.3629,9.2483,3.885,480358007.0,30.2262,4.7919,17.4987,1.1775,67.6395,50.8146,50.7357,55.666,53.5586,57.6645,73.041,73.041,94.0158,69.8906,100.0,55.7647,61.1151,1.4608,57.1155,0.3811,58.5335,-2.6744,58.3755
2013-09-20,87.36,89.72,86.59,62.62,31610100,1628584615.2146,8819430.2535,23.1807,17.3309,14.2857,100.0,85.7143,2.4006,48.8095,56.1075,63.4056,0.0255,141.9342,37.1256,60.951,48.9135,58.7192,58.2785,56.4931,16.2766,196.4727,0.1978,-2.2401,-0.8786,-0.2836,56.1633,1,57.5229,2.226,0.6862,1.5399,3.2128,1.9919,1.2209,40.2644,50.8232,73.871,56.8664,57.1817,11.5371,7.8022,3.8339,511968107.0,33.6298,5.8112,14.2342,1.2259,68.5628,51.2791,50.8345,56.1075,53.8032,71.0175,86.3679,86.3679,77.2244,100.0,100.0,56.312,62.1151,2.2449,57.8029,0.4308,54.7328,-11.5724,59.1668
2013-09-27,87.16,89.25,86.57,63.6,29274700,1648465195.0654,13040639.2363,25.008,18.5653,7.1429,92.8571,85.7143,2.3662,48.6091,56.5594,64.5096,0.6194,128.187,40.6222,61.92,48.7624,59.4706,58.9885,57.0198,16.2867,200.1563,0.2682,-0.1427,-0.9075,-0.3446,56.8082,1,58.6793,2.4508,0.7287,1.722,3.7085,2.047,1.6616,40.3178,50.951,73.8329,57.3605,57.1817,10.9119,4.5817,3.7203,541242807.0,31.6815,6.6595,7.7628,1.2243,70.3111,51.9277,50.939,56.5594,54.0576,82.1711,87.1043,87.1043,90.0726,100.0,100.0,56.9154,63.1533,1.9191,58.457,0.4829,61.1721,-4.5834,59.9799
2013-10-04,87.49,90.47,87.16,64.46,29266400,1669595604.8294,20305296.9963,26.9335,19.5028,0.0,100.0,100.0,2.3665,48.5473,57.0922,65.6372,0.7613,127.1798,43.5382,62.8898,51.9655,60.2375,59.7174,57.5706,16.5508,197.5335,0.1737,1.6215,-0.8873,-0.3013,57.3773,1,60.0633,2.6669,0.7559,1.911,4.0642,1.9531,2.1112,40.3717,51.0861,81.2976,58.6533,58.0138,10.1312,6.0259,3.6715,570509207.0,32.052,7.24,10.3132,1.2609,71.7691,52.5439,51.0529,57.0922,54.3036,86.9422,87.3543,87.3543,94.7657,100.0,100.0,57.5732,64.1674,2.3703,59.121,0.5362,63.6459,-2.4329,60.7956
2013-10-11,89.28,90.29,86.3,64.46,28075200,1693871153.7016,29155304.6305,28.2297,19.8761,0.0,92.8571,92.8571,2.4016,48.7601,57.6638,66.5675,0.1855,113.0768,43.5633,63.6478,45.0808,60.8875,60.3501,58.0811,17.1139,196.5001,1.6101,3.733,-0.8788,-0.284,58.0183,1,61.0421,2.8064,0.7163,2.0901,4.1053,1.5672,2.5381,40.4259,51.2198,74.5504,59.6377,58.8973,11.102,5.334,3.7255,598584407.0,29.3282,7.2599,9.0211,1.2197,71.7816,53.2784,51.1669,57.6638,54.6048,88.8562,92.11,92.11,91.4917,100.0,100.0,58.2738,64.8637,2.8572,59.765,0.586,67.0846,-2.7372,61.4854
2013-10-18,89.33,94.88,89.24,67.31,41041700,1721959976.7512,39062632.8484,30.2438,21.4954,0.0,100.0,100.0,2.5185,49.0129,58.4354,67.8578,0.8262,149.9525,52.5711,64.9392,56.4272,61.8749,61.2775,58.7644,17.9386,193.0442,3.1988,2.4637,-0.8485,-0.2257,58.5961,1,62.4924,3.1105,0.8163,2.2942,4.1673,1.2386,2.9287,40.4807,51.3807,75.8408,62.361,61.0568,9.8303,9.8889,3.7419,639626107.0,35.2908,7.2822,17.2231,1.2279,76.2856,53.9688,51.2898,58.4354,54.9815,90.4752,91.9615,91.9615,89.627,100.0,100.0,59.0286,66.3085,4.0388,60.4794,0.6416,72.2345,-4.6277,62.4435
2013-10-25,94.12,94.91,92.31,66.52,31811200,1704586167.5205,34036452.1052,32.1186,23.1533,0.0,100.0,100.0,2.4716,49.4565,59.1248,68.793,-0.4692,140.3165,45.6953,65.757,56.4904,62.5903,61.9772,59.3393,18.9703,190.5532,3.3458,0.6677,-0.8247,-0.1831,59.0934,1,63.0548,3.251,0.7655,2.4855,4.2286,0.9488,3.2798,40.5359,51.5321,75.6608,62.361,62.4443,9.3013,8.0883,3.7153,607814907.0,33.454,7.3184,13.8412,1.1271,72.8476,54.947,51.4006,59.1248,55.3482,89.9987,85.9246,85.9246,76.6551,80.8188,42.4563,59.8246,67.0461,1.8618,61.2368,0.6926,66.1345,-13.0376,63.1787
2013-11-01,92.71,94.77,92.12,66.6,25843500,1695906652.4261,26124400.4434,33.7498,24.5665,21.4286,92.8571,71.4286,2.4306,50.4525,59.9008,69.3492,0.1094,122.7398,45.936,66.4028,54.9557,63.2066,62.5931,59.8768,20.1223,189.2044,3.3596,0.2616,-0.8111,-0.16,59.5252,1,63.6594,3.3298,0.6754,2.6544,4.5008,0.876,3.6249,40.5917,51.6828,68.4705,62.361,62.4443,9.1825,8.3382,3.6497,633658407.0,31.5884,7.7237,14.3126,1.1398,72.968,55.9883,51.5127,59.9008,55.7185,86.4174,81.3662,81.3662,77.8165,56.3339,26.5453,60.6448,67.5458,1.8976,62.0398,0.7364,64.3299,-12.389,63.8519
2013-11-08,93.4,93.89,91.81,67.16,25159800,1718647240.8877,27748348.3247,35.077,25.6706,14.2857,85.7143,71.4286,2.3634,51.4489,60.6613,69.8737,0.1875,109.0035,47.9008,67.032,52.3308,63.8152,63.2023,60.4165,20.9845,188.9392,3.2729,-0.8326,-0.8084,-0.1554,59.8947,1,64.2505,3.3987,0.5954,2.8032,4.7435,0.8144,3.9291,40.6479,51.8376,68.3737,62.361,62.4443,9.44,9.2018,3.5189,658818207.0,30.1664,8.073,15.876,1.1359,73.9504,56.9464,51.6087,60.6613,56.0584,82.5929,80.4878,80.4878,86.9919,39.0516,48.1532,61.4757,68.04,1.4895,62.8584,0.7736,69.1068,-7.2647,64.5227
2013-11-15,93.78,94.81,90.78,66.58,25736700,1721010163.7165,26641952.6012,35.6876,26.285,7.1429,78.5714,71.4286,2.4007,52.9922,61.4345,69.8769,-0.1985,95.9125,42.1947,67.3626,43.6253,64.2409,63.653,60.8732,21.7123,189.7771,2.661,-0.224,-0.8169,-0.1698,60.2228,1,64.8204,3.3677,0.4515,2.9161,4.9455,0.7592,4.1863,40.7046,51.985,67.6695,62.633,62.4443,10.824,5.6142,3.6056,633081507.0,27.5762,8.3469,9.2084,1.1596,71.0973,57.8278,51.7012,61.4345,56.3766,79.5924,76.9232,76.9232,65.9612,24.8995,0.0,62.2959,68.1322,2.8859,63.6679,0.7999,67.2194,-12.5187,65.0397
2013-11-22,93.21,93.3,90.31,66.4,27216900,1737850051.6763,29125486.6469,35.9744,26.7153,0.0,71.4286,71.4286,2.3822,54.3895,62.1121,69.8348,-0.1605,79.7968,40.3943,67.5525,39.702,64.5735,64.0197,61.2828,22.7282,191.0415,3.3301,0.6986,-0.8294,-0.1915,60.5157,1,65.1616,3.2907,0.2997,2.991,5.1347,0.7349,4.3998,40.7617,52.1292,61.0133,62.633,62.5156,11.1383,4.3037,3.5874,605864607.0,25.8058,8.5918,6.9304,1.1363,70.1972,58.6388,51.8118,62.1121,56.6882,75.3105,68.5206,68.5206,52.6087,16.0511,0.0,63.0855,68.0662,2.1411,64.4018,0.8148,66.993,-14.3254,65.4456
2013-11-29,92.46,92.7,86.79,63.32,26907200,1725785063.5207,23654846.4663,34.439,26.3127,0.0,64.2857,64.2857,2.5158,55.5696,62.5373,69.5051,-0.6836,34.4402,13.673,66.9065,14.4798,64.3802,63.9259,61.4335,23.6101,193.8516,3.4981,-2.5767,-0.8558,-0.2394,60.7265,1,65.0283,2.9467,-0.0355,2.9822,4.8904,0.3592,4.5311,40.8191,52.2411,59.9857,62.633,62.8438,16.9497,0.7018,3.9734,578957407.0,22.6893,8.123,1.1208,1.0868,56.8365,59.3848,51.913,62.5373,56.9794,63.9139,46.298,46.298,20.3242,0.0,0.0,63.799,66.8731,4.2536,65.0077,0.8069,57.9102,-45.3807,65.364
2013-12-06,88.64,88.99,86.38,63.35,29268800,1736214176.1643,22584770.7367,32.9676,26.2867,0.0,57.1429,57.1429,2.4701,55.9697,62.7537,69.5377,-0.1877,11.7459,13.8551,66.3654,13.8394,64.2215,63.849,61.5754,24.3224,197.7747,1.9655,-3.594,-0.8892,-0.3053,61.0279,1,64.8908,2.6461,-0.2688,2.915,4.5863,-0.0028,4.5892,40.8768,52.3522,53.6945,64.1368,63.2273,16.2412,-0.2546,3.8992,608226207.0,21.4587,7.5667,-0.4003,1.093,56.9276,60.0712,52.0191,62.7537,57.2602,48.8066,31.6012,31.6012,21.8708,0.1774,0.5322,64.4121,65.9343,1.8757,65.4322,0.7828,55.7112,-48.7191,65.2386
2013-12-13,88.52,88.52,85.85,62.07,27334200,1719527005.3778,14784297.1664,31.3533,26.2773,0.0,50.0,50.0,2.4307,56.4362,62.9357,69.4352,-0.8052,-8.547,4.3302,65.587,10.367,63.8904,63.6117,61.612,25.1723,202.4982,1.5261,-3.8692,-0.9239,-0.3827,61.2281,1,64.8529,2.2785,-0.5092,2.7877,4.118,-0.4726,4.5906,40.9346,52.4493,47.2162,64.6875,64.4805,16.4447,-2.3859,3.9161,580892007.0,20.2487,6.747,-3.7017,1.0181,52.1651,60.7026,52.1105,62.9357,57.5399,31.3248,16.0751,16.0751,6.0304,0.1774,0.0,64.9023,64.7443,1.9188,65.6102,0.7426,54.2178,-84.6032,64.8912
2013-12-20,86.99,87.76,84.91,62.72,37047100,1743835102.5708,17983561.8885,29.4203,26.3005,0.0,42.8571,42.8571,2.4034,56.852,63.1151,69.3781,0.0982,-19.2422,8.4984,65.1008,4.2909,63.7098,63.4923,61.6938,25.9518,207.2571,0.2924,-5.3899,-0.9524,-0.458,61.3623,1,64.8338,2.016,-0.6173,2.6333,3.6301,-0.9008,4.5309,40.9927,52.552,39.3443,64.6875,64.4923,17.4514,-1.7463,3.8322,617939107.0,19.0162,5.9075,-2.709,1.0099,54.2492,67.9643,52.2065,63.1151,57.7752,22.2463,19.0625,19.0625,29.2864,4.0299,11.5576,65.2704,64.0525,2.0481,65.6197,0.6949,57.8123,-75.576,64.6196
