date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2023-11-03,26.0,26.99,8.85,8.99,813043,-800493.2042,,,,,,,,,,,,-0.9377,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,813043.0,,,,,,,,,,,,,,,,,,,,,,
2023-11-10,11.64,12.5,4.17,4.4,2455407,-3120307.5008,,,,,,,,,,,,-0.8691,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,-1642364.0,,,,,,26.9899,,,,,,,,,,,8.33,,,,,
2023-11-17,4.6,15.9,4.05,9.39,44111887,-7475658.3691,,,,,,,,,,,,0.4042,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,42469523.0,,,,,,26.7617,,,,,,,,,,,11.85,,,,,
2023-11-24,8.7,8.84,3.81,4.08,7835383,-14469867.051,,,,,,,,,,,,-0.9185,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,34634140.0,,,,,,26.3075,,,,,,,,,,,5.58,,,,,
2023-12-01,4.0,4.25,3.02,3.4,4653959,-16248209.1079,,,,,,,,,,,,-0.4878,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,29980181.0,,,,,,25.6325,,,,,,,,,,,1.23,,,,,
2023-12-08,3.29,3.98,2.86,2.9,2802662,-18850573.6629,,,,,,,,,,,,-0.3484,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,27177519.0,,,,,,24.728,,,,,,,,,,,1.1194,,,,,
2023-12-15,2.94,3.05,2.0,2.48,2683546,-19078721.1116,,,,,,,,,,,,-0.4384,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,24493973.0,,,,,,23.6346,,,,,1.7818,3.4532,,,,,1.0492,,,,,
2023-12-22,2.46,3.1,2.18,2.34,3076403,-21085070.8942,,,,,,,,,,,,-0.1304,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,21417570.0,,,,,,22.3366,,,,,2.9102,4.9708,,,,,0.92,,,,,
2023-12-29,2.38,2.44,1.9,1.99,1833652,-22307505.5609,,,,,,,,,,,,-0.7222,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,19583918.0,,,,,,21.1164,,,2.9255,4.0846,4.0846,3.8298,,,,,0.54,,,,,
2024-01-05,1.91,2.02,1.55,1.6,1323921,-23349741.2417,-6055197.9535,,,,,,,,,,,-0.6596,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,18259997.0,,,,,,19.7712,,,3.5381,3.6196,3.6196,2.0581,,,,,0.47,,,,,
2024-01-12,1.69,1.69,1.36,1.51,1785127,-23512025.5145,-5412231.1919,,,,,,,,,,,-0.5455,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,-7.48,,16474870.0,,,-83.2036,,,18.3135,,,4.1801,4.8362,4.8362,8.6207,,,,,0.33,,,,,
2024-01-19,1.41,1.53,1.29,1.34,551887,-23833959.5978,-4759611.8895,,,,,,,,,,,-0.2917,,,,,3.7017,,,,,,,,,,0,,,,,,,,,,,,,,-3.06,,15922983.0,,,-69.5455,,,16.7877,,,4.3121,4.4804,4.4804,2.7624,,,,,0.24,,,,,
2024-01-26,1.31,1.55,1.2,1.33,1333453,-24176847.5121,-4169039.9758,,,,,,,,,,,0.0571,,,,,3.3368,,,,,,,,,,0,,,,,,,,,,,,,,-8.06,,14589530.0,,,-85.836,,,15.2379,,,5.5352,7.289,7.289,10.4839,,,,,0.35,,,,,
2024-02-02,1.39,1.43,1.16,1.26,859916,-24399788.6973,-3619374.5722,,,,,,,,,,,-0.4815,,,,,3.0173,3.3579,,,,,,,,,0,,,,,,,,,,,5.325,14.075,,-2.82,,13729614.0,,,-69.1176,,,13.6938,,,6.6869,8.2914,8.2914,11.6279,,,,,0.27,2.9346,,,-99.6129,2.2313
2024-02-09,1.24,1.5,1.1,1.34,3861440,-23627500.6973,-2819749.4005,,,,100.0,0.0,-100.0,2.3342,,,,0.25,,-43.0017,,37.4578,2.7592,3.0888,,,,,,,,,0,1.2684,,,,,,,,,80.7564,5.325,8.5,23.6935,-2.06,174.193,17591054.0,10.7804,,-60.5882,0.1491,28.4992,12.1897,,,12.1701,20.9299,20.9299,40.678,,,,,0.4,2.4834,,,-98.3784,1.9623
2024-02-16,1.3,1.4,1.21,1.38,3902875,-20546283.592,-1255901.8968,,,,92.8571,7.1429,-85.7143,2.181,,,,0.4211,,-42.6563,,37.4578,2.5471,2.861,,,,,,,,,0,1.2729,,,,,,,,,83.53,5.325,8.5,23.535,-1.52,158.0456,21493929.0,10.7082,,-52.4138,0.3136,28.6719,10.748,,,22.4658,38.176,38.176,62.2222,,,,,0.19,2.14,,,-98.1081,1.7714
2024-02-23,1.39,1.6,1.22,1.5,3447844,-18913094.3288,17677.9291,,,,85.7143,0.0,-85.7143,2.0524,,,,0.2895,,-41.5516,,34.4788,2.386,2.6795,,,,,,,,,0,1.3637,,,,,,,,,20.6334,2.67,4.97,23.2006,-0.98,136.8256,24941773.0,11.3039,,-39.5161,0.1597,29.2242,9.4938,,,40.0242,60.9667,60.9667,80.0,,,,,0.38,1.8379,,,-94.832,1.6253
2024-03-01,1.6,2.22,1.38,1.5,13294366,-28409070.0431,-2484366.0448,,,,78.5714,0.0,-78.5714,1.9658,,,,-0.119,,-41.5516,,25.4054,2.2497,2.5222,,,,,,,,,0,1.4083,,,,,,,,,50.3914,2.33,2.675,22.4415,-0.84,131.0524,24941773.0,13.3488,,-35.8974,0.3676,29.2242,8.4026,,,52.8183,59.3122,59.3122,35.7143,,,,,0.84,1.6746,,,-87.3016,1.5544
2024-03-08,1.47,2.05,1.19,1.69,32100929,-23183337.4152,-1619344.9211,,,,71.4286,0.0,-71.4286,1.8868,,,,0.2558,,-39.567,,27.0302,2.1636,2.4113,,,,,,,,,0,1.4693,,,,,,,,,36.0023,2.08,2.5397,22.4294,-0.3,111.645,57042702.0,12.8841,,-15.0754,0.4971,30.2165,7.4533,,,58.8033,56.131,56.131,52.6786,,,,,0.86,1.5636,,,-79.5096,1.5333
2024-03-15,1.68,1.98,1.26,1.38,5783389,-27038930.0819,-2345038.9535,,,,64.2857,0.0,-64.2857,1.8035,-1.8538,2.79,7.4338,-0.4167,-51.0119,-41.0199,,27.0302,2.043,2.2738,,,,,,,,,0,1.4513,,,,,,,,,36.057,1.87,2.1,21.7468,-0.22,130.6854,51259313.0,12.4919,,-13.75,0.4759,29.49,6.6273,2.79,,50.3521,35.6132,35.6132,18.4466,,,,,0.72,1.4902,,,-86.0,1.4872
2024-03-22,1.41,1.43,1.19,1.24,1632477,-27991208.3319,-2731726.0505,,,,57.1429,7.1429,-50.0,1.6918,-1.3065,2.4025,6.1115,-0.7083,-59.6773,-41.7016,,27.7031,1.9195,2.1359,,,,,,,,,0,1.414,,,,,,,,,37.4273,1.79,2.1,21.8269,-0.27,136.4341,49626836.0,12.3569,,-17.8808,0.5,29.1492,5.9088,2.4025,,39.0235,25.3265,25.3265,4.8544,50.9892,0.0,,,0.24,1.4445,,,-93.0,1.437
2024-03-28,1.26,1.28,1.15,1.22,802671,-27929464.4088,-2621931.701,,,,50.0,0.0,-50.0,1.5802,-1.3811,2.2435,5.8681,-0.3077,-61.8407,-41.8051,,28.1111,1.8119,2.0138,,,,,,,,,0,1.3821,,,,,,,,,32.8621,1.605,1.77,21.883,-0.12,129.5268,48824165.0,12.2795,,-8.9552,0.5214,29.0974,5.2836,2.2435,,23.6291,9.9477,9.9477,6.5421,17.6558,0.0,,,0.13,1.4184,,,-91.0448,1.3958
2024-04-05,1.22,1.25,1.11,1.14,827004,-28450170.631,-2504337.6559,,,,42.8571,0.0,-42.8571,1.477,0.2536,1.8307,3.4079,-0.6296,-69.9897,-42.2741,,28.5453,1.7077,1.8966,,,,,,,,,0,1.3493,,,,,,,,,33.7135,1.4125,1.66,21.9369,-0.195,130.1318,47997161.0,12.1941,,-14.6617,0.5704,28.863,4.7398,1.8307,,13.3198,4.6853,4.6853,2.6596,0.0,0.0,,,0.135,1.4058,,,-96.875,1.354
2024-04-12,1.14,1.25,1.07,1.07,1242772,-29692942.631,-2623991.396,,,,100.0,57.1429,-42.8571,1.3844,0.4553,1.6802,2.9052,-0.3889,-79.2862,-42.6547,,29.007,1.6096,1.7864,,,,,,,,,0,1.3251,,,,,,,,,33.9791,1.38,1.645,21.9397,-0.19,129.3788,46754389.0,12.0735,,-15.0794,0.6688,28.6727,4.2666,1.6802,,5.9001,3.0672,3.0672,0.0,0.0,0.0,,,0.18,1.3964,,,-100.0,1.3117
