date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_12_ema,ema_26_ema,ema_5_ema,mfi_14_mfi,mom_10_mom,rsi_14_rsi,sar_14_sar,sma_100_sma,sma_20_sma,sma_50_sma,sma_8_sma,stochrsi_14_fastd,stochrsi_14_fastk
1999-11-12,13.63,13.69,12.5,0.61,73069,,,,,,,,,,,,,,,,,,
1999-11-19,12.81,13.38,12.75,0.63,52578,,,,,,,,,,,,0.6012,,,,,,
1999-11-26,12.75,13.25,12.13,0.6,24415,,,,,,,,,,,,0.6435,,,,,,
1999-12-03,12.5,12.88,12.25,0.61,61121,,,,,,,,,,,,0.6435,,,,,,
1999-12-10,12.63,13.06,12.38,0.63,114902,,,,,,,,0.615,,,,0.6429,,,,,,
1999-12-17,13.0,13.19,12.75,0.63,121433,,,,,,,,0.6184,,,,0.6423,,,,,,
1999-12-23,13.5,14.25,13.31,0.66,82453,,,,,,,,0.6327,,,,0.5834,,,,,,
1999-12-31,13.88,14.5,13.81,0.69,54992,,,,,,,,0.6523,,,,0.5844,,,,0.6316,,
2000-01-07,14.75,15.0,13.5,0.66,649130,,,,,,,,0.6553,,,,0.5866,,,,0.6376,,
2000-01-14,13.75,14.06,13.75,0.68,80057,,,,,,,,0.6623,,,,0.5907,,,,0.644,,
2000-01-21,14.22,14.63,14.22,0.7,28761,,,,,,,,0.6749,,0.087,,0.5946,,,,0.6564,,
2000-01-28,14.53,16.88,14.06,0.79,1824519,,,,,,0.6565,,0.7125,,0.1626,,0.5984,,,,0.6786,,
2000-02-04,16.38,16.5,14.75,0.79,189666,,,,,,0.6776,,0.7395,,0.1924,,0.6069,,,,0.6996,,
2000-02-11,16.5,19.19,15.75,0.89,396309,,,,,,0.7102,,0.7896,,0.2794,,0.6151,,,,0.7327,,
2000-02-18,18.25,18.5,16.0,0.85,112619,,0.0632,,,,0.7314,,0.809,77.1644,0.2227,77.4775,0.6305,,,,0.756,,
2000-02-25,17.88,18.0,17.5,0.84,275622,,0.0604,,,,0.7484,,0.8199,78.6953,0.2164,76.2749,0.6451,,,,0.7748,,
2000-03-03,17.88,17.88,16.25,0.8,83674,,0.0617,,,,0.7558,,0.8121,77.3254,0.1351,68.0502,0.659,,,,0.7917,,
2000-03-10,16.63,18.63,16.56,0.87,183484,,0.0644,,,,0.7736,,0.832,79.3486,0.1803,73.2403,0.6722,,,,0.8161,,
2000-03-17,18.38,18.38,17.5,0.85,143012,,0.0628,,,,0.7851,,0.8373,79.6806,0.1866,69.3752,0.6848,,,,0.8346,,
2000-03-24,18.0,18.25,17.31,0.85,188664,,0.0615,0.5285,0.7311,0.9336,0.7956,,0.8427,75.3358,0.1775,69.7873,0.6967,,0.7311,,0.8428,,
2000-03-31,17.75,17.75,17.13,0.84,36969,,0.0593,0.5419,0.7426,0.9434,0.8031,,0.8433,74.2141,0.1443,68.2219,0.708,,0.7426,,0.8492,12.8274,3.3081
2000-04-07,17.75,19.88,17.25,0.94,70927,,0.0641,0.5481,0.7582,0.9684,0.8238,,0.8748,74.4223,0.15,74.5091,0.7187,,0.7582,,0.8552,41.476,100.0
2000-04-14,19.81,20.94,19.38,0.94,128913,,0.0649,0.564,0.7751,0.9862,0.8414,,0.8958,86.3886,0.1443,74.5091,0.733,,0.7751,,0.8664,67.7694,100.0
