date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_200_sma,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2019-06-14,147.19,147.94,144.88,139.86,3171262,281673596.2048,4101869.4245,38.0777,28.266,0.0,100.0,100.0,4.3776,112.486,128.4736,144.4612,-0.3735,111.5788,47.4592,139.6886,55.8119,133.6359,132.5068,126.8809,22.9649,195.94,4.3735,-6.2255,-0.8741,-0.2746,125.5031,1,136.6134,6.755,0.6547,6.1002,10.9439,1.6749,9.2691,56.525,94.2602,131.598,130.7917,8.3144,10.1112,3.13,317398134.0,29.3175,7.7928,1.1615,73.7296,129.6801,90.1279,128.4736,117.9679,65.4849,69.7587,69.7587,81.773,61.5928,84.7785,130.6315,140.8148,2.8436,133.4151,0.7873,65.4266,-8.203,135.355
2019-06-21,146.09,147.44,141.72,139.13,4633085,282467376.502,3826777.6432,38.0259,28.5144,0.0,92.8571,92.8571,4.4568,114.6937,129.7556,144.8176,-0.1783,94.0852,43.7407,140.3801,37.3522,134.4815,133.3902,127.7884,24.1362,196.5055,2.1547,-3.6997,-0.8789,-0.2841,126.0067,1,137.0562,6.6931,0.4743,6.2188,10.4717,0.8015,9.6702,56.716,94.7089,131.8183,132.1438,12.1963,7.9845,3.2033,312765049.0,26.7399,6.0881,1.1315,71.8704,131.7135,90.4703,129.7556,118.6373,72.604,81.9323,81.9323,70.0518,79.5604,53.9027,132.1102,141.1898,5.4859,134.476,0.7972,62.2456,-13.208,136.2046
2019-06-28,145.17,146.92,142.61,140.47,4183066,285757537.4626,4413220.6162,37.9778,29.0722,0.0,85.7143,85.7143,4.4337,116.4852,130.951,145.4167,0.2993,93.8258,46.4028,141.2091,37.3522,135.4022,134.3336,128.7275,25.656,196.8883,2.1814,-2.759,-0.882,-0.2905,126.249,1,137.6779,6.6747,0.3647,6.31,9.9336,0.0038,9.9298,56.9082,95.1665,133.9016,132.2682,11.3841,8.3506,3.1564,316948115.0,24.9592,6.3207,1.1383,73.2014,133.4013,90.8194,130.951,119.2862,76.9847,79.2632,79.2632,85.9649,71.5627,76.0069,133.5278,141.8117,4.1336,135.3873,0.8027,66.317,-6.2721,137.0779
2019-07-05,147.52,151.09,146.54,142.78,3347057,285838455.3241,4277673.8233,38.6505,30.23,0.0,100.0,100.0,4.4342,117.7076,132.0994,146.4911,0.2967,120.0127,50.7538,142.3938,47.3955,136.5368,135.4594,129.7682,27.3111,196.9272,0.2357,0.7901,-0.8824,-0.2912,126.577,1,138.5454,6.7686,0.3669,6.4017,9.4533,-0.6066,10.0599,57.1019,95.6426,136.2636,135.9878,10.5698,8.862,3.1057,320295172.0,29.6162,6.6176,1.1212,75.3769,134.8021,91.1854,132.0994,119.99,80.1087,79.1305,79.1305,81.3749,76.6365,100.0,134.8964,142.9672,4.4405,136.2194,0.8075,63.5472,-11.9368,138.0969
2019-07-12,148.82,152.1,148.1,145.62,2806847,288266377.9791,4605864.2688,39.4259,31.3813,0.0,100.0,100.0,4.3915,119.0906,133.4065,147.7224,0.7525,131.2684,55.5289,143.9971,49.5069,137.9335,136.8136,130.9421,29.4321,195.8542,2.6938,9.9498,-0.8734,-0.2732,126.6877,1,139.7717,6.9914,0.4718,6.5196,9.0944,-0.9896,10.084,57.2971,96.1424,138.382,137.2046,9.9103,8.503,3.0158,323102019.0,29.3437,6.2015,1.1223,77.7644,136.6208,91.5606,133.4065,120.7722,82.2133,88.2462,88.2462,97.3988,92.0023,100.0,136.2421,144.7098,3.8363,137.067,0.8149,67.5631,-1.4933,139.3474
2019-07-19,152.3,153.82,151.0,145.23,2980313,286194954.7593,3662319.8567,40.3933,32.7167,0.0,100.0,100.0,4.271,120.5896,134.6142,148.6387,-0.3085,138.3758,53.3647,145.1346,52.9689,139.0564,137.9361,132.0006,31.9265,191.0237,5.8987,3.9651,-0.8293,-0.1912,126.4178,1,140.5983,7.0558,0.4289,6.6269,8.7039,-1.2837,9.9876,57.4938,96.6333,138.8655,138.9485,9.462,10.5417,2.9408,320121706.0,30.7753,7.8266,1.1074,76.6824,138.3791,91.9379,134.6142,121.4907,84.5724,86.3406,86.3406,80.2479,93.8804,81.6413,137.5651,145.7653,2.7046,138.0002,0.8204,68.2442,-13.364,140.3956
2019-07-26,151.75,152.72,149.66,146.27,3336929,289073873.8965,3859405.9721,40.6972,33.7631,0.0,92.8571,92.8571,4.1755,122.6099,135.9071,149.2042,0.2484,126.3951,55.1782,146.2485,44.648,140.1659,139.047,133.0575,33.7314,187.8054,4.3479,0.1023,-0.7966,-0.1358,126.2548,1,141.4598,7.1084,0.3852,6.7232,8.1499,-1.6317,9.7817,57.6919,97.1296,140.0915,139.1974,11.1854,10.3424,2.8547,323458635.0,29.2303,7.6089,1.1071,77.5891,140.2082,92.3168,135.9071,122.181,87.7468,88.6536,88.6536,88.314,92.5996,96.1575,138.8652,146.7978,2.9348,138.9894,0.8242,66.4133,-7.544,141.4478
2019-08-02,152.69,155.5,150.02,146.96,4148581,289785491.8053,3815600.9019,41.4078,35.1316,0.0,100.0,100.0,4.2527,124.3802,137.1069,149.8336,0.0985,128.4384,56.3956,147.2574,50.6461,141.2109,140.1019,134.0872,34.2604,191.1238,4.6084,4.5205,-0.8302,-0.1929,126.5571,1,142.2436,7.1237,0.3204,6.8033,7.8851,-1.6042,9.4893,57.8916,97.6279,140.499,140.5057,10.198,10.8032,2.8938,327607216.0,31.1282,7.9344,1.0974,78.1978,141.6714,92.6699,137.1069,122.8762,85.3566,81.0757,81.0757,74.6652,92.5996,100.0,140.139,147.6936,5.2557,139.9605,0.8257,66.5887,-12.6135,142.4572
2019-08-09,151.93,157.24,148.43,150.06,4050235,293118545.5794,4511324.9466,42.3077,36.5468,14.2857,100.0,85.7143,4.5525,126.1579,138.4396,150.7213,0.5142,129.2322,61.4535,148.7809,54.0056,142.5718,141.4292,135.2701,33.8452,193.7624,5.6859,7.0743,-0.855,-0.2379,127.3185,1,143.3505,7.3017,0.3987,6.903,7.7743,-1.3824,9.1567,58.0929,98.1522,142.0479,141.3401,8.8461,16.0169,3.0338,331657451.0,29.6198,11.9494,1.0944,80.7268,150.8044,93.0326,138.4396,123.6233,84.8481,84.8151,84.8151,91.4661,98.7192,100.0,141.4051,149.329,8.4494,141.0204,0.8292,71.5092,-3.9521,143.7555
2019-08-16,156.28,157.6,152.7,150.46,3549869,295625187.7712,5183386.8489,43.1923,37.8627,7.1429,100.0,92.8571,4.563,127.359,139.5957,151.8324,0.1224,135.889,62.0696,150.0481,54.6927,143.7852,142.6332,136.3952,32.8482,195.2848,8.2943,5.6559,-0.8685,-0.2636,128.8153,1,144.9738,7.39,0.3896,7.0004,7.7874,-1.0185,8.806,58.2958,98.6752,142.2493,141.5127,8.1953,10.2252,3.0327,335207320.0,27.9813,7.2915,1.1171,81.0348,142.355,93.4049,139.5957,124.3566,83.9947,86.0932,86.0932,92.1483,100.0,100.0,142.6665,150.5779,4.6995,142.2226,0.8323,72.1706,-3.5827,144.9843
2019-08-23,158.0,159.72,153.91,148.28,2951249,293385083.1086,4274343.7028,44.2939,39.3265,0.0,100.0,100.0,4.6351,128.6056,140.5222,152.4389,-0.5835,124.1781,48.2751,150.4654,58.614,144.477,143.3863,137.2757,31.8087,194.5026,8.7191,-2.1021,-0.8617,-0.2504,130.6791,1,145.4407,7.2013,0.1608,7.0406,7.8663,-0.6502,8.5165,58.5002,99.1713,142.2493,143.2235,7.4916,8.4206,3.1258,332256071.0,28.7118,6.0207,1.0909,74.1376,142.355,93.7586,140.5222,125.0206,83.4531,79.451,79.451,54.7387,66.6667,0.0,143.8918,150.6335,5.5722,143.4201,0.8285,65.7712,-24.604,145.7725
2019-08-30,155.75,162.13,155.7,154.93,2764749,295642459.8193,4232141.9416,45.5999,40.4889,7.1429,100.0,92.8571,4.8191,129.0509,141.7113,154.3716,0.9005,147.1239,59.5846,152.3943,62.5789,146.0849,144.9253,138.5833,30.8263,192.9408,6.8464,-4.6409,-0.8475,-0.2239,132.7166,1,147.2545,7.5016,0.3688,7.1328,7.7889,-0.4892,8.2782,58.7064,99.7289,144.484,144.3791,6.6907,15.7959,3.1106,335020820.0,29.0684,11.3531,1.1379,79.7923,142.5716,94.1911,141.7113,125.7947,82.1348,80.8601,80.8601,95.6934,60.6618,81.9855,145.1204,152.8778,7.2122,144.6615,0.8305,68.3239,-2.5454,147.3293
2019-09-06,161.86,164.97,160.42,157.84,2561492,297764838.905,4505439.8446,47.1025,41.908,0.0,100.0,100.0,4.7866,129.3119,142.9977,156.6835,0.5978,164.0579,63.3684,154.6137,66.6355,147.894,146.6478,140.01,29.71,190.6242,5.6572,-2.9411,-0.8254,-0.1844,134.8238,1,150.1731,7.884,0.601,7.283,7.8477,-0.2521,8.0998,58.9144,100.31,148.4883,145.8463,6.255,17.3784,3.0325,337582312.0,31.2401,12.372,1.1776,81.6842,142.9593,94.6453,142.9977,126.6577,81.0009,82.6914,82.6914,97.6421,60.6618,100.0,146.3905,155.4635,4.3638,145.9592,0.8391,73.4656,-1.5117,149.096
2019-09-13,164.33,164.54,153.03,149.62,4844788,295426500.9478,3463641.4691,45.7244,41.9011,0.0,92.8571,92.8571,5.2359,130.4748,143.7831,157.0914,-0.7231,93.9381,27.2024,154.2919,27.8102,148.1599,147.0444,140.7221,28.7616,189.4903,5.6294,0.5524,-0.814,-0.1649,136.7304,1,150.1427,7.4379,0.1239,7.314,7.6965,-0.248,7.9444,59.1238,100.8032,148.4883,147.0689,14.9786,6.8452,3.4994,332737524.0,26.5192,4.7943,1.0669,63.6012,143.5696,95.051,143.7831,127.3463,78.9939,73.4301,73.4301,26.9548,60.6618,0.0,147.6264,154.4058,11.0773,147.1169,0.8342,62.9082,-38.549,149.5398
2019-09-20,154.88,159.94,153.52,152.18,3451535,297243664.2344,3300763.0458,44.4449,41.2354,7.1429,85.7143,78.5714,5.3024,131.1186,144.5363,157.9541,0.5514,82.5134,32.2241,154.6031,27.8102,148.778,147.7288,141.5706,28.2577,187.8779,6.615,-1.5055,-0.7974,-0.1371,138.5499,1,150.2958,7.2074,-0.0853,7.2927,7.5657,-0.2523,7.818,59.3348,101.3169,148.4883,147.0689,13.7343,6.5616,3.4844,336189059.0,24.3161,4.5061,1.0881,66.112,144.1555,95.4594,144.5363,128.1068,71.1345,57.2821,57.2821,47.2493,37.9617,13.8851,148.8025,154.3784,6.167,148.2601,0.8233,64.9055,-27.09,150.2348
2019-09-27,158.78,160.56,154.4,149.46,3365021,295178764.9844,2277048.198,43.3711,40.6745,0.0,78.5714,78.5714,5.3464,132.4953,145.2747,158.0541,-0.5179,71.3814,22.5392,154.1172,29.413,148.8828,147.9595,142.1549,28.218,188.0602,4.2794,-2.8761,-0.7993,-0.1402,139.9906,1,150.2511,6.7278,-0.4519,7.1797,7.2717,-0.4487,7.7204,59.5471,101.7983,149.1548,147.4956,12.6485,4.2267,3.5771,332824038.0,23.1895,2.9103,1.0742,61.2696,144.718,95.849,145.2747,128.9024,54.4278,32.5713,32.5713,23.5099,4.6284,0.0,149.8722,153.3013,5.9173,149.2659,0.8021,57.4148,-40.8449,150.4501
2019-10-04,155.59,158.74,151.88,151.33,3886192,297705356.2847,2455166.7924,41.5554,40.1029,0.0,71.4286,71.4286,5.4352,133.7651,146.045,158.325,0.2843,56.6025,26.5323,154.1355,17.9501,149.2596,148.4092,142.8347,29.1199,189.9585,5.1848,5.014,-0.8187,-0.1729,140.9281,1,150.312,6.4249,-0.6039,7.0287,6.918,-0.695,7.6129,59.7608,102.2937,150.3105,149.3802,14.7344,5.0641,3.5916,336710230.0,21.1813,3.4622,1.0774,63.2662,145.2581,96.2458,146.045,129.7094,42.7156,38.2933,38.2933,44.1207,7.8884,9.7801,150.8276,153.0546,6.5897,150.0921,0.7767,58.1633,-38.9573,150.8168
2019-10-11,157.55,159.57,154.79,150.92,2468912,297633045.0546,2281828.3903,40.0478,39.7369,0.0,64.2857,64.2857,5.3749,135.2157,146.7832,158.3508,-0.0921,64.7668,25.002,153.9967,20.4494,149.5149,148.7438,143.4336,30.3834,191.7401,8.8112,-6.8935,-0.8362,-0.2035,141.5219,1,150.3365,6.0813,-0.7579,6.8392,6.6315,-0.8545,7.486,59.9759,102.7799,151.5381,150.1283,13.8353,3.9605,3.5615,334241318.0,20.9483,2.695,1.057,62.501,145.7765,96.6418,146.7832,130.5522,35.8228,36.6037,36.6037,42.1804,11.7367,25.43,151.661,152.6496,4.5916,150.787,0.7473,60.49,-45.1127,151.0249
2019-10-18,157.44,158.4,152.95,148.34,4031901,295776151.1996,1412648.4182,38.0647,39.229,0.0,57.1429,57.1429,5.3649,137.5098,147.498,157.4863,-0.5541,32.7465,15.5846,153.1946,12.2838,149.3334,148.6893,143.7966,30.5764,194.3369,2.6577,-21.2238,-0.8602,-0.2476,141.8622,1,150.3121,5.5367,-1.042,6.5787,6.1799,-1.1275,7.3073,60.1922,103.2355,151.5381,150.2865,15.2242,-1.7213,3.6168,330209417.0,19.4882,-1.1471,1.0187,57.7923,145.8951,97.0246,147.498,131.3106,37.8061,38.5213,38.5213,29.2627,11.7367,0.0,152.3455,151.3791,5.2352,151.2659,0.7104,53.9209,-62.3022,150.811
2019-10-25,154.89,157.8,147.71,143.05,4358474,292463019.8239,-125525.9551,35.8488,38.273,100.0,50.0,-50.0,5.674,137.9908,147.6389,157.287,-0.5917,-33.9579,-0.8613,151.1908,7.043,148.367,147.9376,143.7415,30.7621,197.0619,-1.8816,-11.7987,-0.8835,-0.2934,142.2749,1,150.244,4.6255,-1.5626,6.1881,5.5029,-1.5419,7.0447,60.4094,103.6336,150.4479,150.0538,19.7031,-7.4074,3.9664,325850943.0,17.1104,-4.9232,0.985,49.5694,158.2181,97.3722,147.6389,131.8137,34.026,26.9531,26.9531,9.4163,8.4767,0.0,152.8206,148.5322,9.6924,151.3143,0.6597,45.9351,-92.8817,149.8667
2019-11-01,148.94,151.32,144.32,139.63,6140359,288147224.6411,-2116575.2156,34.5022,37.955,100.0,42.8571,-57.1429,5.7491,137.9419,147.6274,157.313,-0.5114,-112.2161,-9.8067,148.6898,16.9969,147.0231,146.8302,143.4371,31.9142,201.5271,-3.2737,-8.5323,-0.9172,-0.3669,142.4986,1,149.981,3.5861,-2.0816,5.6677,4.5373,-2.1461,6.6835,60.6274,103.9936,148.738,148.4255,22.103,-8.65,4.1173,319710584.0,15.6809,-5.8335,0.9546,45.0966,158.0548,97.703,147.6274,132.2398,26.8802,15.1662,15.1662,6.8197,0.0,0.0,153.0331,145.178,6.7242,150.9591,0.5955,44.2242,-94.8991,148.4873
2019-11-08,145.5,145.5,136.39,131.36,5593932,282995403.6224,-4377895.2176,34.5114,38.4095,100.0,35.7143,-64.2857,5.9635,135.7632,147.2389,158.7145,-0.9605,-220.2231,-26.9699,144.5919,34.6305,144.6136,144.7677,142.5426,33.5876,207.331,-4.8655,-1.9182,-0.9528,-0.4591,142.2576,1,148.8153,2.0711,-2.8773,4.9484,3.0739,-3.0792,6.153,60.8456,104.2673,144.6027,144.6168,28.9102,-23.5671,4.5398,314116652.0,14.0373,-15.2116,0.8939,36.515,157.6663,98.0093,147.2389,132.5725,16.0164,5.9297,5.9297,1.5531,0.0,0.0,152.8934,139.7842,8.751,150.1723,0.5105,35.9358,-98.7287,146.0682
2019-11-15,135.71,141.82,135.4,135.62,4822655,286856532.3919,-3676449.2265,34.6496,38.9209,100.0,28.5714,-71.4286,5.978,134.7778,146.9964,159.215,0.852,-201.9654,-14.8591,142.3377,36.4458,143.2295,143.5476,142.0295,34.0117,213.9182,-2.0902,-3.362,-0.9814,-0.558,142.1758,1,148.1014,1.2,-2.9987,4.1987,2.0303,-3.4932,5.5235,61.0642,104.5808,144.6027,144.1413,27.9162,-22.2273,4.408,318939307.0,13.0029,-14.0818,0.9038,42.5705,156.8668,98.3431,146.9964,132.9281,10.7545,11.1677,11.1677,25.1304,9.4865,28.4596,152.4259,137.275,6.167,149.0452,0.4225,40.7838,-80.2787,144.3651
2019-11-22,141.54,146.25,141.0,140.23,6288759,292498447.609,-1260116.5496,33.6276,38.9607,92.8571,21.4286,-71.4286,5.9112,134.4258,146.869,159.3121,0.8457,-119.0426,-3.3556,141.6727,20.3418,142.7677,143.1049,141.8961,33.5364,221.1945,-4.1399,-21.2972,-0.9978,-0.6586,142.2458,1,147.8613,0.8716,-2.6617,3.5333,0.6486,-4.1063,4.7549,61.2836,104.9373,144.6027,144.1413,26.215,-9.3946,4.2155,325228066.0,17.3526,-6.2789,0.932,48.3222,155.7947,98.7043,146.869,133.5454,13.912,24.6385,24.6385,47.2321,39.6354,90.4464,151.722,137.0923,5.0431,147.7304,0.3437,41.0649,-63.9012,143.4143
2019-11-29,146.08,148.97,145.0,141.67,3209045,293298688.0498,97561.1903,32.0563,38.8281,85.7143,14.2857,-71.4286,5.7614,134.0315,146.6716,159.3117,0.3526,-74.9473,0.0145,141.5062,11.63,142.5986,142.9134,141.8792,32.7455,231.3285,-10.8529,-25.0164,-0.9939,-0.7807,142.6235,1,147.7456,0.7194,-2.2511,2.9705,-0.9928,-4.8294,3.8366,61.5037,105.3046,144.6027,144.1413,24.9756,-10.5089,4.0668,328437111.0,19.7715,-6.9057,0.9554,50.0072,154.7655,99.0639,146.6716,134.2033,28.4068,49.414,49.414,75.8794,72.9687,100.0,150.8724,137.5582,3.8136,146.2348,0.2765,42.2964,-58.7832,142.7531
2019-12-06,147.56,148.22,144.19,141.03,3494489,294365244.2459,983464.4017,30.7405,38.9215,78.5714,7.1429,-71.4286,5.6264,133.5956,146.4617,159.3278,-0.1836,-76.2514,-1.5073,141.2262,13.6351,142.3579,142.6629,141.8166,33.2433,239.6959,-16.7784,-16.9585,-0.9673,-0.8634,143.0549,1,147.3763,0.5413,-1.9433,2.4847,-1.7392,-4.6139,2.8747,61.7245,105.6619,144.6027,144.1413,24.7359,-8.4244,3.9894,324942622.0,18.7998,-5.6366,0.9103,49.2464,153.7775,99.4445,146.4617,134.998,47.7139,69.0893,69.0893,84.1562,94.9357,94.3606,149.9397,137.779,3.8712,144.5618,0.2182,43.6528,-61.0351,142.0703
2019-12-13,147.08,149.56,146.31,143.55,3269447,296942985.0223,2076663.7441,29.1464,37.4354,71.4286,0.0,-71.4286,5.4649,133.3975,146.326,159.2545,0.6744,-45.8925,4.6989,141.6396,8.4228,142.542,142.7817,141.9453,34.616,240.7843,-20.8841,3.7163,-0.9623,-0.8728,143.1861,1,147.1546,0.5966,-1.5104,2.1071,-2.5998,-4.4488,1.849,61.9461,106.0408,141.7694,143.9351,23.6478,-7.7779,3.8069,328212069.0,19.9737,-5.1396,0.9095,52.3494,152.829,99.8371,146.326,135.8039,68.1082,85.8214,85.8214,97.4286,98.1202,100.0,148.9975,138.9073,3.3656,143.0155,0.1722,50.4195,-51.3731,141.8558
2019-12-20,149.78,151.49,148.05,144.03,5981175,296630016.563,2235513.1704,27.2283,35.8366,64.2857,0.0,-64.2857,5.311,133.2164,146.1794,159.1423,-0.0291,-25.5264,5.8588,142.1015,2.2929,142.7702,142.9476,142.0994,36.1783,244.5338,-16.2547,40.2587,-0.9424,-0.9028,143.2239,1,147.0874,0.6708,-1.149,1.8198,-3.2408,-4.0431,0.8023,62.1685,106.4206,141.7694,142.1488,22.5951,-6.8934,3.6875,334193244.0,21.5821,-4.5676,0.9626,52.9294,151.9184,100.2326,146.1794,136.5826,81.0496,88.2381,88.2381,83.1294,98.1202,100.0,148.0984,139.9901,3.3101,141.8117,0.1368,54.821,-42.2343,141.8403
2019-12-27,149.71,150.48,148.04,142.97,1705153,295679603.4154,1794864.3733,25.4494,34.4103,57.1429,7.1429,-50.0,5.0993,132.9178,145.8249,158.732,-0.4631,-31.0711,2.833,142.2192,2.3237,142.8005,142.9502,142.1637,36.368,252.3595,-3.24,51.6551,-0.8881,-0.953,143.3145,0,146.9147,0.6368,-0.9464,1.5832,-4.0341,-3.7767,-0.2574,62.3915,106.7861,141.3467,142.1488,21.8655,-5.3678,3.5668,332488091.0,20.8724,-3.6187,0.9395,51.4165,151.0442,100.5937,145.8249,137.3013,84.9071,80.6617,80.6617,61.4269,86.3076,58.9227,147.2635,140.489,2.3478,140.9937,0.1078,61.9464,-46.6137,141.7369
2020-01-03,148.48,152.73,146.44,146.83,2861359,298413588.7238,2321333.8841,23.9845,32.7699,50.0,0.0,-50.0,5.1674,132.901,145.6432,158.3855,0.6534,-9.8405,12.6364,143.2812,4.9405,143.4198,143.4669,142.5091,35.6946,260.9173,5.1451,31.1383,-0.8099,-0.9875,143.5211,0,146.9137,0.9108,-0.538,1.4487,-4.5309,-3.2659,-1.265,62.6155,107.1865,141.3467,141.6733,20.0362,3.774,3.5194,335349450.0,22.1188,2.6382,0.9824,56.3182,150.205,100.9614,145.6432,138.0266,83.2958,80.9875,80.9875,98.4062,86.3076,100.0,146.5428,142.2544,6.0524,140.7475,0.0907,64.877,-27.8081,142.2357
2020-01-10,151.84,157.96,150.69,151.38,4547978,302160822.3167,3517979.0195,23.6488,31.8483,42.8571,7.1429,-35.7143,5.298,132.8576,145.798,158.7383,0.7538,49.1069,22.5611,145.2747,19.2845,144.644,144.5216,143.1659,34.9172,276.3487,8.4383,12.614,-0.6246,-0.9939,143.9589,1,146.9327,1.4781,0.0235,1.4546,-4.499,-2.3926,-2.1064,62.8406,107.6284,141.3692,141.6733,18.1465,11.745,3.4999,339897428.0,26.8176,8.4114,1.0003,61.2805,130.0645,101.3537,145.798,138.8136,82.1557,84.818,84.818,94.6208,86.3076,100.0,146.0034,145.1984,6.9954,140.9476,0.0894,65.5271,-8.2052,143.3664
2020-01-17,157.34,161.59,156.54,154.49,3168480,304024265.0098,4280612.9755,23.9214,30.993,35.7143,100.0,64.2857,5.2666,132.8967,145.7758,158.6549,0.6356,101.2311,28.5318,147.6541,27.4655,146.158,145.8501,144.0044,34.0311,296.1277,8.6895,0.6765,-0.3235,-0.8978,144.5778,1,147.026,2.1536,0.5592,1.5944,-3.9021,-1.1365,-2.7656,63.0669,108.097,142.9232,142.7751,16.9506,23.1237,3.4092,343065908.0,29.7874,17.6031,1.0236,64.2659,130.2838,101.756,145.7758,139.6334,87.0643,95.3874,95.3874,93.1353,100.0,100.0,145.6999,148.4988,4.8592,141.5748,0.1033,67.4917,-3.9365,144.9111
2020-01-24,159.66,165.95,159.26,159.06,2633207,306145787.5404,4878482.8558,24.7751,30.3119,28.5714,100.0,71.4286,5.3503,132.7216,145.8364,158.9512,0.843,148.5251,36.3089,150.7003,35.8728,148.1423,147.6108,145.1193,32.7996,-35.0765,7.2728,-5.2908,0.1723,-0.5747,145.3493,1,147.5016,3.023,1.1429,1.8801,-2.7753,0.3707,-3.146,63.2946,108.6066,145.2085,144.8728,15.4938,23.4388,3.3638,345699115.0,32.8284,17.2831,1.0723,68.1545,130.7879,102.1805,145.8364,140.4834,91.6712,94.8082,94.8082,96.6684,100.0,100.0,145.6877,152.5464,6.4373,142.6891,0.1337,71.1803,-2.1118,147.0313
2020-01-31,163.31,165.5,161.82,156.33,3025585,304189023.3284,4056960.7525,25.5678,30.035,21.4286,92.8571,71.4286,5.221,132.3619,146.1719,159.9819,-0.2283,133.8968,27.4129,152.4591,35.8728,149.4023,148.7737,145.9499,31.3145,11.5683,4.5896,-0.6059,0.8345,0.2005,146.2255,1,148.0116,3.4524,1.2578,2.1946,-1.0549,2.098,-3.1529,63.5235,109.0838,145.2085,144.8728,14.7432,16.1049,3.3397,342673530.0,31.238,11.4848,1.0928,63.7064,131.6546,102.579,146.1719,141.2139,93.6171,90.6556,90.6556,82.163,87.4734,62.4203,145.9436,154.5755,3.541,144.1618,0.1685,68.064,-11.3063,148.6863
2020-02-07,163.03,169.9,163.03,162.73,3636873,307000056.1712,4246488.4555,26.851,30.6812,14.2857,100.0,85.7143,5.3588,131.2973,146.6996,162.1019,0.8865,159.542,37.7018,155.4416,43.5331,151.4529,150.6347,147.193,29.7032,43.8633,6.0623,11.764,0.9998,0.6929,147.0566,1,149.8299,4.2599,1.6523,2.6076,0.7171,3.5971,-2.88,63.754,109.6203,147.0463,146.7732,13.3383,21.0628,3.293,346310403.0,33.9045,14.8677,1.1654,68.8509,132.4954,103.022,146.6996,142.079,92.3514,91.5903,91.5903,95.9396,87.4734,100.0,146.4906,158.2478,7.1493,145.9597,0.2145,73.2831,-2.2459,151.0679
2020-02-14,168.79,171.68,167.45,164.91,2581846,309215682.8805,4642950.2455,28.2421,31.4458,7.1429,100.0,92.8571,5.2667,130.1625,147.472,164.7814,0.6123,162.869,40.7743,158.3526,46.3264,153.5226,152.5375,148.505,28.2257,73.9599,11.1347,11.921,0.875,0.9611,147.8681,1,154.2453,5.0176,1.9279,3.0896,2.218,4.5627,-2.3447,63.9861,110.1731,150.2613,147.6296,12.602,23.8714,3.1938,348892249.0,34.3558,16.9259,1.2554,70.3871,133.7349,103.4731,147.472,142.9555,91.4288,92.0404,92.0404,98.0185,87.4734,100.0,147.3312,161.6584,4.0702,148.0708,0.2684,79.0331,-0.8217,153.5195
2020-02-21,170.8,171.73,163.0,162.32,3990391,310426969.9538,4768462.297,28.3054,30.9665,0.0,100.0,100.0,5.4905,129.5955,148.0212,166.4469,-0.2417,123.3558,32.4039,160.0114,29.1288,154.8757,153.8415,149.5282,27.1405,93.9568,13.4583,7.1078,0.6566,0.9976,148.4982,1,155.9494,5.3475,1.8063,3.5412,3.3989,5.0059,-1.6069,64.2196,110.6946,152.5668,150.3433,16.7953,18.7634,3.3826,344901858.0,30.6014,13.0706,1.1969,66.2019,135.3079,103.9111,148.0212,143.7937,91.1635,89.8599,89.8599,75.6215,79.118,37.3541,148.4071,163.1839,8.4002,150.2514,0.3198,74.7548,-9.8164,155.3066
2020-02-28,166.26,169.15,148.71,149.25,6207497,308106750.9185,3648060.0525,26.8685,29.4624,0.0,92.8571,92.8571,6.5032,129.5502,147.9378,166.3254,-0.5455,35.2459,0.0587,158.0461,8.1878,154.0103,153.2294,149.5076,26.5279,107.338,15.3696,-1.1752,0.4643,0.9546,148.8586,1,155.7442,4.5026,0.7692,3.7335,4.302,4.9827,-0.6807,64.4539,111.0802,152.9702,151.8754,28.2698,5.2249,4.3572,338694361.0,23.9908,3.6277,1.0643,50.0294,137.104,104.2867,147.9378,144.3195,83.0158,67.1473,67.1473,27.8019,45.7847,0.0,149.5271,159.6229,19.6679,152.1938,0.3445,60.2105,-59.8183,155.097
