date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_200_sma,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2008-02-08,23.39,25.33,22.1,21.02,28200400,107694814.0475,2139005.1408,30.0726,-1.0476,85.7143,42.8571,-42.8571,1.978,18.9918,25.193,31.3943,0.5325,-133.7683,-18.3032,21.5984,28.0956,22.9219,23.2119,23.7358,16.2853,-39.0863,-2.2443,-4.5446,0.103,-0.6305,25.0653,1,23.2026,-0.8139,-0.9747,0.1608,-1.0476,-1.3388,0.2912,3.646,14.0957,47.9211,23.798,23.685,35.6909,-6.2697,9.4108,80385600.0,20.0345,-4.182,-22.9755,0.7901,40.8484,28.131,,25.193,23.1416,13.9255,22.8216,22.8216,40.665,34.6196,100.0,26.1424,19.9494,2.7038,24.951,0.022,43.3026,-75.0196,22.966
2008-02-15,24.9,25.66,24.02,21.42,17823200,123996521.3646,11913769.0547,29.0755,-1.2384,78.5714,35.7143,-42.8571,1.9348,18.5597,24.9298,31.2999,0.4207,-98.6932,-15.1723,21.3677,25.6729,22.691,22.9731,23.5643,15.9411,-28.3464,-4.0429,-3.6093,0.2866,-0.4748,24.5736,1,23.1626,-0.8734,-0.8273,-0.046,-1.2384,-1.2293,-0.0092,3.6986,14.1689,55.8358,23.798,23.685,33.8821,-6.6715,9.0324,98208800.0,20.039,-4.9579,-23.7485,0.8976,42.4138,27.8378,,24.9298,23.2268,25.6085,42.4096,42.4096,71.4844,67.953,100.0,25.6646,19.9457,1.3728,24.3057,-0.1138,48.0327,-71.249,22.6056
2008-02-22,25.9,26.04,23.76,20.44,13132800,118466921.3646,13070048.0145,28.0467,-1.6349,71.4286,28.5714,-42.8571,1.9329,18.1653,24.4853,30.8053,-0.6491,-92.5063,-20.6826,20.9516,22.793,22.3449,22.6355,23.333,15.6837,-16.4374,-5.271,-0.8439,0.4781,-0.283,24.127,1,22.9732,-0.9881,-0.7537,-0.2345,-1.6349,-1.2909,-0.3439,3.7513,14.2317,49.2224,23.798,23.685,31.4925,-7.3914,9.456,85076000.0,19.8011,-6.5909,-26.5564,0.7916,39.6587,27.5534,,24.4853,23.2933,40.9363,57.5778,57.5778,60.5839,88.1462,64.4385,25.1534,19.6512,1.9085,23.5326,-0.2382,47.9941,-80.4399,22.138
2008-02-29,24.33,24.78,22.56,19.19,15134600,108377188.0312,9144515.3452,27.3922,-2.1536,64.2857,21.4286,-42.8571,1.9276,17.633,23.9939,30.3548,-0.6306,-103.4322,-27.1707,20.3196,28.375,21.8601,22.1767,23.0264,15.4755,3.4427,-4.8565,2.5377,0.7483,0.0601,23.6952,1,22.7107,-1.1663,-0.7455,-0.4208,-2.1536,-1.4509,-0.7027,3.8039,14.2813,48.9661,23.6432,23.685,33.0461,-7.6174,10.0427,69941400.0,18.4376,-8.7607,-28.4109,0.7813,36.4146,27.2775,,23.9939,23.3238,50.344,51.0448,51.0448,21.066,60.461,16.9446,24.6126,19.0425,1.8583,22.7261,-0.3612,50.1627,-92.1445,21.5553
2008-03-07,22.8,22.98,20.73,17.62,18462800,95166028.9201,2503745.4137,27.193,-2.7329,100.0,14.2857,-85.7143,1.9244,16.7688,23.5088,30.2489,-0.7778,-121.0782,-34.4559,19.4332,35.9769,21.2079,21.5692,22.626,15.2626,16.5609,-3.1146,4.4111,0.8793,0.285,23.2616,1,21.6807,-1.4181,-0.7978,-0.6203,-2.7329,-1.6472,-1.0857,3.8565,14.3147,41.0299,22.8563,23.1828,36.4217,-9.099,10.9217,51478600.0,17.1487,-11.2416,-34.0539,0.6457,32.772,27.0099,,23.5088,23.2886,45.9493,29.2254,29.2254,6.0264,27.1277,0.0,24.0357,18.0847,1.8834,21.9261,-0.4921,49.8638,-97.7028,20.814
2008-03-14,21.3,21.81,20.52,17.47,17041600,87371808.7651,-2920525.5543,27.2499,-3.2445,100.0,7.1429,-92.8571,1.8641,16.0167,23.0237,30.0308,-0.3333,-115.653,-35.1251,18.6977,36.8058,20.6328,21.0226,22.244,15.0771,26.35,-1.004,4.2072,0.9475,0.4439,22.732,1,20.5984,-1.6112,-0.7928,-0.8185,-3.2445,-1.7556,-1.4889,3.9089,14.3462,33.273,22.6512,23.0949,35.5882,-7.2742,10.6705,34437000.0,16.4391,-13.4941,-29.3978,0.6219,32.4375,26.6236,,23.0237,23.2499,30.4715,11.1443,11.1443,6.3406,5.6482,0.0,23.426,17.3652,1.0798,21.2255,-0.6233,46.8367,-97.5248,20.1446
2008-03-20,20.51,22.0,20.18,18.01,13552000,93775501.0728,-2836504.711,26.7676,-3.6963,100.0,0.0,-100.0,1.8398,15.4655,22.5943,29.7231,0.5549,-100.8341,-29.9653,18.2589,38.2008,20.2299,20.6214,21.9307,15.0551,32.6735,0.5533,1.7137,0.9769,0.5399,22.1291,1,20.0381,-1.7008,-0.7059,-0.9949,-3.6963,-1.8023,-1.894,3.9613,14.3829,31.2901,22.1406,22.4713,34.5882,-4.1268,10.2132,47989000.0,15.4668,-15.5502,-18.6389,0.6472,35.0174,26.1513,,22.5943,23.2081,17.3715,11.7446,11.7446,22.8669,11.9088,35.7264,22.7987,17.0714,1.5235,20.6494,-0.7427,47.9503,-89.9475,19.649
2008-03-28,21.55,23.13,21.34,18.26,16869400,85953377.0504,-5033126.1268,25.9583,-3.9123,92.8571,0.0,-92.8571,1.8154,14.9705,22.3143,29.6581,0.1508,-77.6813,-27.5445,17.9874,28.081,19.9276,20.3072,21.6592,15.3185,35.7902,0.3284,-1.185,0.9871,0.5848,21.4951,1,19.7058,-1.7316,-0.5893,-1.1423,-3.9123,-1.6437,-2.2686,4.0136,14.4217,37.8534,22.0946,22.1323,32.5491,-1.423,9.9392,64858400.0,18.2767,-16.6863,-7.2279,0.6812,36.2277,25.5957,,22.3143,23.1697,14.8363,21.6199,21.6199,35.6522,43.6757,95.3006,22.1714,16.9952,1.4984,20.1707,-0.8455,39.9105,-86.901,19.2804
2008-04-04,21.91,25.38,21.0,20.77,19190000,100148719.5162,-957487.1826,24.8952,-3.6973,85.7143,0.0,-85.7143,1.9476,14.8719,22.0615,29.2512,0.6621,-45.6944,-6.2941,18.4113,10.6992,20.0569,20.3686,21.5931,15.8297,38.2294,-0.798,-2.3925,0.993,0.6188,21.102,1,19.7911,-1.5363,-0.3152,-1.2211,-3.6973,-1.102,-2.5953,4.066,14.4852,43.2327,21.1068,21.8435,28.1724,1.264,9.378,84048400.0,22.7266,-15.9942,6.4807,0.7773,46.8529,25.0735,,22.0615,23.1967,27.5168,49.1858,49.1858,89.0385,77.009,100.0,21.584,17.8657,3.6664,19.7837,-0.9066,46.0848,-60.8622,19.3269
2008-04-11,24.82,25.44,23.5,19.88,12801800,90646352.5059,-2226616.4648,24.4346,-3.3297,78.5714,0.0,-78.5714,1.9245,14.6741,21.8271,28.9802,-0.5515,-33.6334,-11.8983,18.5508,10.2695,20.0297,20.3036,21.4663,16.4541,42.9427,-2.0015,-1.8216,0.9994,0.6813,20.7325,1,19.7969,-1.4365,-0.1724,-1.2642,-3.3297,-0.4809,-2.8489,4.1183,14.5391,48.0889,19.8052,20.8976,26.4743,0.2511,9.6803,71246600.0,21.5432,-14.6264,1.2793,0.8035,44.0509,24.5826,,21.8271,23.1957,44.9976,64.1871,64.1871,67.8707,91.9542,80.5621,21.0507,18.2552,1.6239,19.4813,-0.9444,45.1148,-62.6959,19.3117
2008-04-18,23.36,24.96,23.36,20.58,17609600,99891392.5059,398217.5984,24.4973,-2.981,71.4286,0.0,-71.4286,1.8827,14.7786,21.4915,28.2044,0.7625,-28.4133,-6.526,18.8522,11.1364,20.1137,20.3398,21.4003,17.0861,48.5071,-2.4057,0.8513,0.9981,0.749,20.5418,1,19.8111,-1.2866,-0.018,-1.2687,-2.981,0.0615,-3.0425,4.1707,14.5995,56.7771,19.4453,19.7675,25.5737,-0.4436,9.1503,88856200.0,20.4485,-13.2453,-2.1107,0.9293,46.737,24.1212,,21.4915,23.1974,64.5198,80.1865,80.1865,83.6502,93.1941,99.0203,20.5862,18.8257,1.3393,19.2804,-0.956,50.8235,-35.9534,19.4355
2008-04-25,24.43,25.45,23.89,20.99,15305400,107740315.5828,3933196.367,24.5103,-2.63,64.2857,0.0,-64.2857,1.8415,15.1449,21.1361,27.1274,0.4103,-12.4397,-3.3708,19.2112,7.2316,20.2478,20.4259,21.3695,17.7032,54.6822,-1.4155,2.9062,0.9858,0.816,20.4702,1,19.832,-1.1218,0.1175,-1.2393,-2.63,0.523,-3.1531,4.2232,14.6634,67.6413,19.4453,19.3448,24.2783,-0.4353,8.7751,104161600.0,21.0037,-11.8109,-2.032,1.0659,48.3146,23.6875,,21.1361,23.2025,75.1225,80.9939,80.9939,91.4607,93.1941,100.0,20.2001,19.4249,1.3058,19.1922,-0.9436,57.5058,-16.5529,19.6289
2008-05-02,25.08,25.5,24.21,21.07,21194800,118091264.42,8315244.4599,24.5077,-2.413,57.1429,28.5714,-28.5714,1.7871,15.6531,20.798,25.9429,0.0698,1.5659,-2.7022,19.5333,6.8192,20.3742,20.5117,21.3473,18.3797,63.1967,-0.2958,4.0585,0.95,0.8926,20.3128,1,19.8592,-0.9731,0.2129,-1.186,-2.413,0.7689,-3.1819,4.2757,14.7274,75.5181,19.4453,19.3448,23.2305,0.6278,8.482,125356400.0,20.2645,-10.941,3.0713,1.0803,48.6489,23.2797,,20.798,23.2114,83.4798,89.2592,89.2592,92.6667,99.6734,100.0,19.895,19.9232,1.0798,19.2052,-0.9125,60.3648,-14.8464,19.8211
2008-05-09,24.92,25.03,23.78,20.11,13566800,109951184.42,6761943.7289,24.1185,-2.3776,50.0,21.4286,-28.5714,1.7425,16.1177,20.4631,24.8085,-0.712,-8.7115,-9.8596,19.565,10.0242,20.3343,20.4588,21.256,19.223,69.6746,1.5485,3.8216,0.9087,0.9377,20.2255,1,19.8612,-0.9217,0.2114,-1.1332,-2.3776,0.7648,-3.1424,4.3283,14.7813,68.7814,19.4453,19.3448,23.598,0.9208,8.663,111789600.0,19.298,-10.8514,4.7972,1.0247,45.0702,22.8965,,20.4631,23.2044,80.6883,71.8119,71.8119,31.3084,74.0562,22.1686,19.6583,19.9763,1.1635,19.292,-0.8784,55.9922,-34.3003,19.8712
2008-05-16,24.03,24.83,23.83,20.38,14623600,110536128.42,5697898.909,23.6707,-2.1732,42.8571,14.2857,-28.5714,1.6779,16.8823,20.1463,23.4103,0.32,10.2266,-7.4698,19.6652,10.0242,20.3417,20.4486,21.1913,20.411,75.0881,2.3027,0.7242,0.8653,0.9663,20.1705,1,19.8664,-0.8496,0.2269,-1.0765,-2.1732,0.8502,-3.0234,4.3808,14.8373,66.8728,19.4453,19.3448,22.757,2.7623,8.2318,126413200.0,18.6103,-10.0142,15.677,0.9697,46.2651,22.5362,,20.1463,23.2064,72.6056,56.7456,56.7456,46.2617,51.8528,33.3898,19.4817,20.1174,0.8371,19.4455,-0.8389,56.8775,-28.8396,19.9524
2008-05-23,24.29,24.47,21.41,18.13,15738600,97369195.0867,555138.2485,23.7411,-2.0142,35.7143,7.1429,-28.5714,1.741,17.2077,19.8157,22.4236,-0.8595,-69.8154,-22.6939,19.1929,26.5206,20.0016,20.1396,20.9646,21.7081,72.8502,1.7289,-0.7738,0.8842,0.9555,20.2255,1,19.783,-0.963,0.0908,-1.0538,-2.0142,0.8223,-2.8365,4.4332,14.8703,59.5227,19.2695,19.3448,28.6766,0.6613,9.6022,110674600.0,16.6545,-9.3887,3.7853,0.8464,38.6531,22.1976,,19.8157,23.1776,52.1506,27.8942,27.8942,6.1125,18.5194,0.0,19.3348,19.4431,2.5614,19.6012,-0.8196,41.6236,-74.744,19.7393
2008-05-30,21.77,24.4,20.75,20.3,25793800,121042956.7305,5933375.0242,24.14,-1.5222,28.5714,0.0,-28.5714,1.8349,17.3292,19.7236,22.1179,0.6795,-25.0539,-4.8128,19.3588,30.2751,20.0474,20.1609,20.9153,22.3289,82.1437,1.6624,-1.3794,0.7971,0.9906,20.1733,1,19.7855,-0.868,0.1487,-1.0166,-1.5222,1.0487,-2.5709,4.4857,14.9245,67.4145,19.2695,19.1188,27.4165,2.2852,9.0392,136468400.0,14.6736,-7.1852,12.6859,0.993,47.5936,21.8793,,19.7236,23.1588,42.2197,42.0195,42.0195,73.6842,40.9442,89.4428,19.2212,19.701,3.0553,19.7759,-0.7901,54.7304,-23.4962,19.8467
2008-06-06,24.29,24.29,22.15,18.73,15699000,108718508.1324,3672749.6036,24.7818,-1.0569,21.4286,64.2857,42.8571,1.8318,17.2429,19.6759,22.1089,-0.8925,-33.2024,-14.5013,19.1105,30.2751,19.8453,19.9706,20.7537,22.231,94.4799,1.0706,-3.164,0.6497,0.9969,20.0192,1,19.7781,-0.9085,0.0865,-0.995,-1.0569,1.2206,-2.2775,4.5381,14.9626,67.3457,19.2695,19.1188,25.5014,0.4688,9.7778,120769400.0,13.6486,-5.0752,2.5665,0.976,42.7493,21.58,,19.6759,23.048,36.4024,39.2936,39.2936,38.0841,45.0866,45.817,19.1255,19.3569,1.7913,19.9278,-0.77,49.2315,-58.6466,19.7468
2008-06-13,22.44,22.68,20.72,17.95,17204000,104153070.9162,961422.8533,25.6908,-0.6823,14.2857,57.1429,42.8571,1.8181,17.051,19.598,22.145,-0.5102,-106.5142,-18.9662,18.7215,38.2085,19.5532,19.7008,20.5458,21.6976,114.9614,-0.0281,-2.7574,0.3427,0.9066,19.8233,1,19.7667,-0.9926,0.0019,-0.9945,-0.6823,1.3011,-1.9834,4.5904,14.9925,67.6734,19.2695,19.1188,28.5602,-2.8209,10.1304,103565400.0,12.7689,-3.3371,-13.5832,1.0185,40.5169,21.2988,,19.598,22.9166,41.4693,43.0949,43.0949,17.5162,52.0356,20.8468,19.0314,18.8318,1.6406,20.0007,-0.7641,46.7364,-76.3158,19.5463
2008-06-20,21.16,21.6,19.57,16.57,22254000,86941849.2413,-5711456.155,26.7826,-0.4294,100.0,50.0,-50.0,1.8096,16.5778,19.4453,22.3127,-0.67,-154.2985,-26.2068,18.0739,43.7521,19.0949,19.2839,20.2516,20.9915,185.4051,-0.5655,-2.6432,-0.7706,-0.0942,19.6248,1,19.734,-1.1567,-0.1298,-1.0269,-0.4294,1.2705,-1.6999,4.6424,15.0083,66.5429,18.8216,18.8635,30.4446,-3.3064,10.9183,81311400.0,11.9125,-2.1417,-16.6316,0.9487,36.8966,21.0344,,19.4453,22.756,34.1622,20.0981,20.0981,4.6939,22.2213,0.0,18.917,17.9695,1.6993,19.9333,-0.7813,41.9275,-96.1214,19.1596
2008-06-27,19.85,20.25,18.88,16.04,26098000,71511644.8618,-12831657.4924,27.5451,-0.4127,100.0,42.8571,-57.1429,1.7623,16.0656,19.1962,22.3268,-0.5036,-168.1522,-28.8776,17.4275,46.8338,18.6247,18.8511,19.9395,20.2571,241.8939,-1.8024,-1.6811,-0.9568,-0.8821,19.4131,1,19.6561,-1.3149,-0.2303,-1.0845,-0.4127,1.0408,-1.4535,4.6943,15.0186,59.0685,18.5538,18.5747,31.3705,-4.5369,10.9878,55213400.0,11.3588,-2.1015,-22.0504,0.8903,35.5612,20.7087,,19.1962,22.5806,24.0957,9.0942,9.0942,5.0725,6.9489,0.0,18.7686,17.1517,1.1468,19.7288,-0.8177,41.3053,-95.7704,18.7101
2008-07-03,18.97,19.03,17.38,14.64,17340200,56483471.5284,-19359644.3281,27.8482,-0.4608,100.0,35.7143,-64.2857,1.7428,15.3214,18.8572,22.393,-0.897,-195.8994,-35.4433,16.5693,52.878,18.0117,18.2897,19.547,19.5889,272.1612,-1.5333,0.6174,-0.6799,-0.9993,19.1523,1,19.4515,-1.5353,-0.3606,-1.1747,-0.4608,0.7758,-1.2366,4.7459,15.0148,53.2058,17.8548,17.9469,34.6009,-6.345,11.9041,37873200.0,10.6651,-2.3937,-30.2353,0.8016,32.2784,20.3163,,18.8572,22.3814,10.9928,3.7861,3.7861,1.5919,-0.0,0.0,18.5692,16.0732,1.49,19.3843,-0.8792,38.2858,-98.6453,18.0929
2008-07-11,17.56,18.26,16.85,15.03,25303000,70660329.6845,-15759398.2268,28.1841,-0.6496,100.0,28.5714,-71.4286,1.7026,14.7598,18.5864,22.4131,0.2766,-174.68,-31.8331,15.9862,54.8319,17.5523,17.8545,19.2121,18.9828,294.2956,-0.8683,-0.7419,-0.3535,-0.9114,18.8636,1,19.0101,-1.6598,-0.3881,-1.2717,-0.6496,0.395,-1.0446,4.7973,15.0149,45.3362,17.8548,17.7251,34.7488,-6.0437,11.3317,63176200.0,10.137,-3.4231,-28.6849,0.7235,34.0834,19.7972,,18.5864,22.2392,7.1303,8.5108,8.5108,18.8679,7.3034,21.9102,18.3204,15.4282,1.1803,18.9464,-0.9492,42.5372,-87.2832,17.5617
2008-07-18,17.58,20.42,17.07,16.06,27408400,77941964.3113,-10537013.9653,27.6756,-0.9204,92.8571,21.4286,-71.4286,1.7813,14.4619,18.4299,22.3978,0.4806,-112.724,-22.3648,15.7896,30.9928,17.3232,17.6157,18.9788,18.3589,-42.7366,-1.8336,-1.772,0.0395,-0.6786,18.6687,1,18.8546,-1.6556,-0.3071,-1.3485,-0.9204,-0.015,-0.9054,4.8484,15.0254,47.2467,17.8548,17.7251,30.8415,-4.0514,11.0893,90584600.0,16.2474,-4.8857,-20.1415,0.808,38.8176,19.2279,,18.4299,22.0971,11.8459,23.241,23.241,49.2632,40.6367,100.0,18.0398,15.3424,2.8042,18.4801,-1.0086,39.144,-72.948,17.2235
2008-07-25,19.23,19.42,17.74,15.03,21061800,62396350.0256,-12389005.4979,27.0639,-1.2514,85.7143,14.2857,-71.4286,1.7545,14.0753,18.3006,22.5258,-0.756,-114.6942,-27.8967,15.3905,30.9928,16.971,17.2714,18.6866,17.8257,-26.8839,-2.3342,-1.1505,0.3109,-0.4522,18.5001,1,18.5137,-1.7156,-0.2937,-1.4219,-1.2514,-0.4308,-0.8206,4.8993,15.0255,40.322,17.8548,17.7251,29.0758,-5.3489,11.6705,69522800.0,15.3172,-6.704,-26.2423,0.7307,36.0517,18.7156,,18.3006,21.9201,21.6088,33.0745,33.0745,31.0924,59.8709,57.7025,17.7327,14.9554,1.4063,17.9402,-1.0684,38.8957,-87.1676,16.7844
2008-08-01,17.84,19.95,17.3,16.08,25120800,73487420.2143,-8491388.2922,26.2848,-1.4511,78.5714,7.1429,-71.4286,1.7877,13.9088,18.2311,22.5533,0.517,-90.9988,-18.6444,15.3448,25.4943,16.834,17.1126,18.4936,17.614,-11.4903,-2.808,-0.5085,0.5521,-0.1992,18.3664,1,18.3454,-1.6596,-0.1901,-1.4694,-1.4511,-0.6384,-0.8128,4.95,15.036,41.2495,17.8548,17.7251,26.4987,-2.0508,11.1171,94643600.0,15.7322,-7.8312,-11.3112,0.7663,40.6778,18.2545,,18.2311,21.7762,35.0454,48.8207,48.8207,66.1064,85.9008,100.0,17.4177,15.0658,2.2182,17.3998,-1.112,43.4318,-72.7168,16.5376
2008-08-08,19.12,19.55,17.82,15.14,26290600,55403134.6652,-11879054.9926,25.6758,-1.6618,71.4286,0.0,-71.4286,1.7634,13.5601,18.0875,22.6149,-0.5954,-90.7058,-23.9528,15.0902,25.4943,16.5738,16.85,18.2453,17.7108,0.3085,-2.8545,0.871,0.7109,0.0054,18.1692,1,18.0737,-1.6716,-0.1617,-1.5099,-1.6618,-0.7818,-0.88,5.0004,15.0371,32.6569,17.5116,17.5283,24.9443,-5.1564,11.6453,68353000.0,14.8094,-9.0788,-25.4021,0.7187,38.0236,17.8395,,18.0875,21.5796,41.9576,43.9776,43.9776,34.7339,72.4843,59.7503,17.0993,14.8554,1.4481,16.8881,-1.1518,43.0424,-84.8411,16.2125
2008-08-15,18.19,19.74,18.05,16.28,18024200,67241514.5468,-8418247.3175,25.0335,-1.6183,64.2857,0.0,-64.2857,1.7385,13.3944,17.9883,22.5823,0.7456,-65.9971,-14.2078,15.1833,23.3417,16.5288,16.7741,18.0998,17.9049,11.4168,-2.2544,2.8099,0.8331,0.1979,17.9547,1,17.995,-1.5711,-0.049,-1.5221,-1.6183,-0.6343,-0.984,5.0507,15.0495,38.3431,17.5116,17.4446,23.4945,-2.4526,10.678,86377200.0,14.6021,-8.9376,-13.092,0.8094,42.8961,17.4661,,17.9883,21.4055,50.0311,57.295,57.295,71.0448,86.5834,100.0,16.7946,15.1261,1.4147,16.4611,-1.1719,47.9965,-67.4185,16.0956
2008-08-22,19.14,19.66,18.15,16.19,17059200,77066764.2886,-3110951.3219,25.0262,-1.7972,57.1429,0.0,-57.1429,1.7046,13.2876,17.7594,22.2312,0.1351,-60.1616,-14.7914,15.2498,23.3417,16.4765,16.6961,17.9583,18.1488,21.7659,-0.6919,2.8443,0.9189,0.3708,17.7225,1,17.9036,-1.4818,0.0322,-1.5141,-1.7972,-0.6613,-1.1359,5.1007,15.0609,32.5452,17.4698,17.294,22.2499,-1.7579,10.5294,69318000.0,13.8286,-10.0164,-9.7948,0.7943,42.6043,17.1299,,17.7594,21.2356,54.0642,60.9199,60.9199,76.9811,85.1626,95.7374,16.5136,15.3255,1.2642,16.1345,-1.1768,53.1267,-67.3228,16.003
2008-08-29,19.37,19.37,17.37,14.78,16680000,65223964.2886,-4425134.658,25.3602,-1.9568,50.0,0.0,-50.0,1.7024,12.9647,17.5045,22.0443,-0.855,-77.5255,-23.3643,14.9664,29.1294,16.2159,16.441,17.7231,18.5291,25.7039,-0.2024,1.5664,0.9438,0.4337,17.5213,1,17.779,-1.5072,0.0055,-1.5127,-1.9568,-0.6493,-1.3075,5.1505,15.0582,32.8322,17.4698,17.2647,23.4265,-1.7913,11.5164,52638000.0,12.8572,-11.0099,-10.8081,0.8153,38.3178,16.8274,,17.5045,21.0431,57.3617,53.8703,53.8703,13.5849,67.2588,6.039,16.2486,15.0075,1.6741,15.9061,-1.1858,48.7537,-89.2715,15.7628
2008-09-05,18.09,18.31,17.18,14.77,17382200,61993643.9346,-5588299.3484,25.7195,-2.1121,42.8571,0.0,-42.8571,1.6484,12.7547,17.214,21.6734,-0.4,-82.5084,-23.463,14.7461,30.5058,15.9928,16.2177,17.504,18.9915,32.606,0.2087,1.1671,0.9767,0.5389,17.279,1,17.4591,-1.5112,0.0012,-1.5124,-2.1121,-0.6211,-1.491,5.2,15.0552,23.8595,16.6871,17.2186,23.1555,-1.2724,11.1635,35255800.0,12.3303,-11.9574,-7.9332,0.7274,38.2685,16.5551,,17.214,20.8358,50.3228,36.1783,36.1783,17.9688,35.6008,5.0259,15.996,14.7844,0.9459,15.71,-1.1954,44.3556,-89.3817,15.5522
2008-09-12,17.81,18.38,16.52,14.25,24713400,50567018.1281,-9191856.8103,26.5046,-2.1821,100.0,0.0,-100.0,1.6419,12.5937,16.8771,21.1605,-0.4247,-88.9028,-26.6189,14.4519,35.2128,15.7243,15.9549,17.2628,19.4481,37.3783,0.3465,-0.0296,0.9912,0.6071,16.9843,1,17.1788,-1.5385,-0.0209,-1.5176,-2.1821,-0.5208,-1.6613,5.2493,15.0472,23.5747,16.097,16.4067,23.9905,-0.3934,11.5243,10542400.0,11.4951,-12.4409,-2.6872,0.7605,36.6905,16.3101,,16.8771,20.587,35.2475,15.6939,15.6939,15.528,3.6883,0.0,15.7504,14.4577,1.557,15.5754,-1.2091,45.7421,-91.8831,15.3252
2008-09-19,16.86,17.26,14.04,14.02,29953200,71031937.3828,-3318850.8445,27.9293,-2.1966,100.0,0.0,-100.0,1.7171,12.5287,16.5247,20.5207,-0.0342,-123.1431,-28.0111,14.1709,49.1499,15.4622,15.697,17.0226,19.8493,37.1888,0.1451,0.0582,0.9907,0.6044,16.7442,1,16.9371,-1.5604,-0.0343,-1.5262,-2.1966,-0.3936,-1.8031,5.2982,15.0369,23.1337,15.2975,14.9167,29.9362,-1.0045,12.2467,-19410800.0,10.2062,-12.6344,-6.6852,0.7813,35.9945,16.0371,,16.5247,20.2808,26.3702,27.2385,27.2385,48.2189,1.6753,0.0,15.5081,14.156,2.6954,15.4702,-1.2258,50.0592,-64.1534,15.1107
2008-09-26,16.49,16.75,15.07,13.36,15440400,71951008.8114,-322111.9636,29.3624,-2.1147,92.8571,0.0,-92.8571,1.6949,12.3221,16.1869,20.0518,-0.3155,-124.1533,-32.0716,13.7927,49.1499,15.1388,15.3854,16.7513,20.1169,38.2828,0.5578,-1.053,0.9931,0.6195,16.465,1,16.7133,-1.6126,-0.0691,-1.5434,-2.1147,-0.2157,-1.899,5.3468,15.0201,23.992,14.8204,14.4228,28.162,-2.7038,12.6868,-34851200.0,9.6013,-12.2966,-16.8317,0.8061,33.9642,15.523,,16.1869,19.9676,25.3963,33.2565,33.2565,36.0225,0.0,0.0,15.2629,13.722,1.4063,15.3665,-1.2499,53.8358,-69.906,14.8455
2008-10-03,15.55,16.11,13.56,11.39,23509000,49363930.38,-6253688.1074,31.1484,-2.0568,100.0,21.4286,-78.5714,1.7263,11.8381,15.7374,19.6368,-0.7608,-175.5748,-42.4675,13.0113,55.8558,14.5624,14.853,16.3544,20.2481,32.8089,-0.4618,-2.5062,0.9774,0.5418,16.1216,1,16.2333,-1.7919,-0.1988,-1.5931,-2.0568,-0.0906,-1.9663,5.395,14.9838,24.7389,13.8368,14.2219,30.9046,-3.6413,15.153,-58360200.0,8.7534,-12.2164,-24.2205,0.7103,28.7662,15.0705,,15.7374,19.649,29.6404,28.4263,28.4263,1.0373,0.0,0.0,14.9944,12.7342,2.1345,15.201,-1.3012,45.0655,-99.2711,14.3486
2008-10-10,13.47,14.12,11.31,9.89,30789800,29531354.5793,-14422089.9112,33.152,-2.1872,100.0,14.2857,-85.7143,1.771,10.8277,15.3252,19.8226,-0.5907,-222.4017,-48.9164,12.0206,63.5659,13.843,14.1907,15.8752,20.2747,18.8917,-1.1766,-1.5041,0.898,0.3238,15.7412,1,15.6479,-2.0323,-0.3513,-1.681,-2.1872,-0.1626,-2.0247,5.4427,14.9329,24.419,13.0835,13.2802,35.569,-6.1944,17.9147,-89150000.0,7.9229,-13.2943,-38.5216,0.6752,25.5418,14.5869,,15.3252,19.3033,25.4645,14.7107,14.7107,7.0721,0.0,0.0,14.6816,11.4958,2.3522,14.9186,-1.3864,40.151,-94.5115,13.695
