date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_12_ema,ema_26_ema,ema_5_ema,mfi_14_mfi,mom_10_mom,rsi_14_rsi,sar_14_sar,sma_100_sma,sma_20_sma,sma_50_sma,sma_8_sma,stochrsi_14_fastd,stochrsi_14_fastk
2013-08-02,28.49,30.79,28.02,28.84,530600,,,,,,,,,,,,,,,,,,
2013-08-09,29.04,30.5,27.5,30.0,732400,,,,,,,,,,,,30.79,,,,,,
2013-08-16,30.3,33.45,29.56,31.91,980500,,,,,,,,,,,,27.5,,,,,,
2013-08-23,31.91,32.35,24.54,25.87,551000,,,,,,,,,,,,33.4499,,,,,,
2013-08-30,25.75,26.46,22.34,23.58,778600,,,,,,,,28.04,,,,33.4499,,,,,,
2013-09-06,24.09,28.18,23.14,27.08,330900,,,,,,,,27.72,,,,33.2277,,,,,,
2013-09-13,27.11,28.99,26.07,26.55,494500,,,,,,,,27.33,,,,33.0098,,,,,,
2013-09-20,27.0,28.12,25.81,26.71,921300,,,,,,,,27.1233,,,,32.7964,,,,27.5675,,
2013-09-27,27.17,29.34,25.03,27.86,1255700,,,,,,,,27.3689,,,,32.5872,,,,27.445,,
2013-10-04,27.49,33.59,26.76,33.18,1532100,,,,,,,,29.3059,,,,22.3375,,,,27.8425,,
2013-10-11,32.92,32.92,24.12,24.76,967200,,,,,,,,27.7906,,-4.08,,22.45,,,,26.9488,,
2013-10-18,24.73,29.58,24.25,28.52,311300,,,,,,27.905,,28.0337,,-1.48,,22.5614,,,,27.28,,
2013-10-25,28.69,29.35,25.51,26.52,300700,,,,,,27.6919,,27.5292,,-5.39,,22.6717,,,,27.6475,,
2013-11-01,26.45,26.47,22.7,23.0,414300,,,,,,26.9701,,26.0194,,-2.87,,33.59,,,,27.1375,,
2013-11-08,23.07,24.9,19.0,19.85,910800,,4.8698,,,,25.8747,,23.963,57.421,-3.73,39.5246,33.4811,,,,26.3,,
2013-11-15,19.87,22.11,17.59,17.6,767600,,4.8448,,,,24.6017,,21.842,51.1722,-9.48,37.412,33.1915,,,,25.1612,,
2013-11-22,17.72,18.66,15.77,17.85,912600,,4.7052,,,,23.5629,,20.5113,42.4179,-8.7,37.8097,32.7234,,,,23.91,,
2013-11-29,17.79,18.23,15.91,17.55,545200,,4.5348,,,,22.6379,,19.5242,43.3647,-9.16,37.5017,32.0453,,,,21.9562,,
2013-12-06,17.6,19.46,16.84,18.86,479600,,4.398,,,,22.0567,,19.3028,48.616,-9.0,39.8075,31.3943,,,,21.2188,,
2013-12-13,18.97,20.13,17.65,19.57,626800,,4.261,15.3181,24.783,34.2479,21.6741,,19.3919,49.2918,-13.61,41.0764,30.7693,,24.783,,20.1,,
2013-12-20,20.02,24.48,19.67,21.77,1858500,,4.3073,15.0696,24.4295,33.7894,21.6889,,20.1846,54.2347,-2.99,44.9488,30.1693,,24.4295,,19.5062,100.0,100.0
