date,open,high,low,close,volume,ema_12_ema,ema_26_ema,sma_200_sma,sma_20_sma,sma_50_sma
1999-11-12,17.88,18.0,17.31,7.65,45732,,,,,
1999-11-19,17.94,17.94,17.37,7.54,41999,,,,,
1999-11-26,17.56,18.5,17.44,7.91,32733,,,,,
1999-12-03,18.38,19.38,18.06,8.18,53332,,,,,
1999-12-10,19.25,19.62,19.0,8.29,55199,,,,,
1999-12-17,19.06,19.62,18.94,8.29,29133,,,,,
1999-12-23,19.25,19.25,18.0,7.89,24133,,,,,
1999-12-31,18.19,18.5,18.12,7.97,16332,,,,,
2000-01-07,18.25,18.75,18.19,8.05,20466,,,,,
2000-01-14,18.69,18.87,18.56,8.05,38666,,,,,
2000-01-21,18.56,18.87,18.5,8.15,20599,,,,,
2000-01-28,18.69,18.69,18.31,7.94,21532,7.9914,,,,
2000-02-04,18.25,18.31,17.94,7.94,14799,7.9832,,,,
2000-02-11,18.5,18.5,17.94,7.86,50733,7.9635,,,,
2000-02-18,18.12,18.31,17.75,7.78,42066,7.9349,,,,
2000-02-25,17.94,18.19,17.94,7.78,16199,7.9106,,,,
2000-03-03,17.94,18.19,17.37,7.53,17399,7.8521,,,,
2000-03-10,17.37,17.37,16.5,7.54,24132,7.8043,,,,
2000-03-17,17.0,17.06,16.44,7.37,21066,7.7381,,,,
2000-03-24,16.38,16.94,16.25,7.24,27066,7.6612,,,7.8464,
2000-03-31,16.5,17.31,16.44,7.46,14933,7.6299,,,7.8369,
2000-04-07,16.56,16.81,16.44,7.37,36999,7.5905,,,7.8287,
2000-04-14,16.62,16.94,16.5,7.37,26199,7.5573,,,7.8017,
2000-04-20,16.62,17.0,16.38,7.4,41066,7.5332,,,7.7627,
2000-04-28,16.94,17.25,16.62,7.43,20266,7.5175,,,7.7198,
2000-05-05,16.94,17.44,16.94,7.68,29999,7.5422,7.7556,,7.6893,
2000-05-12,17.5,17.75,16.88,7.57,28599,7.5461,7.7417,,7.6734,
2000-05-19,17.31,17.62,16.5,7.76,29866,7.5786,7.7428,,7.6629,
2000-05-26,17.5,17.88,17.37,7.81,27865,7.6149,7.7481,,7.6513,
2000-06-02,17.88,18.0,17.69,7.92,11333,7.6625,7.7612,,7.6452,
2000-06-09,17.88,18.19,17.5,7.96,34132,7.7085,7.776,,7.6355,
2000-06-16,17.94,18.5,17.81,8.1,161266,7.7687,7.8,,7.6437,
2000-06-23,18.25,18.25,17.62,7.88,21400,7.7853,7.8057,,7.6406,
2000-06-30,17.69,18.12,17.37,7.93,21599,7.8083,7.8152,,7.6445,
2000-07-07,17.62,17.62,17.0,7.63,28266,7.7803,7.8012,,7.637,
2000-07-14,17.13,17.13,16.69,7.55,30999,7.7442,7.7823,,7.6254,
2000-07-21,17.0,17.69,16.94,7.88,34732,7.7645,7.7893,,7.6427,
2000-07-28,17.37,17.62,17.25,7.85,15732,7.7776,7.7937,,7.6581,
2000-08-04,17.62,17.75,17.37,7.82,19866,7.7846,7.7959,,7.6806,
2000-08-11,17.62,18.12,16.88,7.82,56532,7.7905,7.7979,,7.7098,
2000-08-18,17.62,17.94,17.0,7.6,35200,7.7611,7.7832,,7.7169,
2000-08-25,17.13,17.25,16.62,7.49,52732,7.719,7.7613,,7.7226,
2000-09-01,16.81,17.5,16.75,7.71,37199,7.7178,7.7576,,7.7394,
2000-09-08,17.37,17.69,17.13,7.95,36066,7.7528,7.7715,,7.7666,
2000-09-15,17.56,17.94,17.13,8.14,52266,7.8131,7.7991,,7.8023,
2000-09-22,17.94,17.94,17.56,8.12,16199,7.86,7.8227,,7.8243,
2000-09-29,17.75,18.12,17.37,8.23,40866,7.9164,7.8527,,7.8573,
2000-10-06,18.12,18.38,17.25,7.92,46800,7.9167,7.8575,,7.8653,
2000-10-13,17.56,17.75,16.75,7.72,27399,7.8861,7.8472,,7.8605,
2000-10-20,17.13,17.69,16.75,8.03,28399,7.9085,7.8609,,7.8658,7.8005
2000-10-27,17.69,18.0,17.25,7.83,32133,7.8967,7.8587,,7.8594,7.8042
2000-11-03,17.37,17.62,17.25,8.0,29532,7.9126,7.8691,,7.8543,7.8134
2000-11-10,17.5,17.5,17.31,7.86,28266,7.9043,7.8684,,7.8535,7.8123
2000-11-17,17.44,18.25,17.37,8.17,74599,7.9455,7.8909,,7.8654,7.8121
2000-11-24,18.12,18.19,17.62,8.2,37532,7.9846,7.9138,,7.894,7.8104
2000-12-01,18.0,18.75,17.88,8.34,87732,8.04,7.9457,,7.934,7.8115
2000-12-08,18.25,18.75,18.0,8.52,33199,8.1142,7.9884,,7.9663,7.8242
2000-12-15,18.63,18.75,18.06,8.38,34399,8.155,8.0174,,7.9928,7.8324
2000-12-22,18.19,18.63,18.06,8.43,30933,8.1981,8.0483,,8.0234,7.8402
2000-12-29,18.19,18.63,18.0,8.58,45866,8.2572,8.0878,,8.0613,7.8509
2001-01-05,18.75,19.12,18.38,8.72,28466,8.3291,8.135,,8.1176,7.8623
2001-01-12,19.0,19.06,18.63,8.69,29066,8.3851,8.1763,,8.1779,7.8774
2001-01-19,18.75,18.94,17.37,8.29,44999,8.3707,8.1849,,8.2069,7.8845
2001-01-26,18.12,18.44,17.75,8.49,25599,8.3898,8.2078,,8.2344,7.8973
2001-02-02,18.5,18.62,17.9,8.34,68600,8.3818,8.2175,,8.244,7.9085
2001-02-09,18.1,18.49,18.04,8.49,19599,8.3992,8.238,,8.2629,7.9229
2001-02-16,18.35,18.44,18.13,8.41,18866,8.4004,8.2505,,8.2719,7.9404
2001-02-23,18.39,18.49,18.0,8.5,24199,8.4156,8.269,,8.3009,7.9596
2001-03-02,18.49,18.61,18.3,8.47,44199,8.4242,8.284,,8.3386,7.9815
2001-03-09,18.5,18.59,18.01,8.62,24866,8.4549,8.3091,,8.3682,8.0092
2001-03-16,18.5,18.5,18.2,8.6,17399,8.4773,8.3307,,8.4066,8.0321
2001-03-23,18.5,18.54,18.35,8.6,18533,8.4969,8.351,,8.4369,8.0567
2001-03-30,18.49,18.49,18.0,8.51,19932,8.4985,8.3626,,8.4693,8.0793
2001-04-06,18.2,18.34,17.6,8.55,24066,8.5069,8.3767,,8.4884,8.1024
2001-04-12,18.34,18.4,17.9,8.55,20866,8.5141,8.3898,,8.5061,8.1248
2001-04-20,18.15,18.4,18.0,8.59,23932,8.5252,8.4044,,8.5181,8.143
2001-04-27,18.45,18.83,18.2,8.72,53866,8.5547,8.4275,,8.5279,8.166
2001-05-04,18.85,18.9,18.4,8.76,44066,8.5862,8.4521,,8.5469,8.186
2001-05-11,18.49,18.75,18.35,8.74,33733,8.6099,8.4735,,8.5622,8.2046
2001-05-18,18.8,18.8,18.3,8.71,41733,8.6257,8.4912,,8.5687,8.2203
2001-05-25,18.7,18.9,18.54,8.83,26132,8.6578,8.5166,,8.5741,8.2378
2001-06-01,19.0,19.32,18.96,8.92,20799,8.6978,8.5463,,8.5854,8.2541
2001-06-08,19.08,19.55,18.9,9.01,41733,8.7455,8.5805,,8.6212,8.2768
2001-06-15,19.0,19.35,18.9,9.08,25732,8.7967,8.6174,,8.6504,8.2996
2001-06-22,19.25,19.3,18.6,9.03,16399,8.8328,8.648,,8.685,8.3277
2001-06-29,19.05,19.05,18.6,8.95,31399,8.8509,8.6704,,8.7078,8.3558
2001-07-06,18.99,19.05,18.85,8.99,26466,8.8728,8.6943,,8.7371,8.3782
2001-07-13,18.9,19.15,18.75,8.96,28266,8.8862,8.714,,8.7602,8.4004
2001-07-20,18.9,18.99,18.0,8.58,34399,8.8392,8.7041,,8.7656,8.4155
2001-07-27,18.1,18.35,18.05,8.65,36599,8.8097,8.6999,,8.7668,8.432
2001-08-03,18.25,18.25,17.85,8.55,38133,8.7701,8.689,,8.7644,8.4511
2001-08-10,17.95,18.49,17.95,8.75,48466,8.7665,8.6933,,8.7715,8.4763
2001-08-17,18.5,18.6,17.95,8.54,33332,8.7313,8.6818,,8.773,8.4928
2001-08-24,17.8,18.5,17.75,8.68,32332,8.7228,8.6813,,8.7791,8.5074
2001-08-31,18.25,19.1,18.22,8.88,56533,8.7476,8.6963,,8.7957,8.5222
2001-09-07,18.84,19.2,18.46,9.0,24066,8.7859,8.7186,,8.8162,8.5398
2001-09-10,18.55,18.55,18.35,8.88,6800,8.8005,8.7306,,8.8244,8.5528
2001-09-21,18.28,18.6,18.2,8.9,57865,8.8158,8.7431,,8.8314,8.5725
2001-09-28,18.65,18.7,17.95,8.83,41599,8.8177,8.7494,,8.8358,8.5947
2001-10-05,18.25,18.6,18.1,8.88,26999,8.8266,8.7588,,8.8439,8.6116
2001-10-12,18.59,19.1,18.54,9.12,25199,8.8712,8.7853,,8.8581,8.6373
2001-10-19,18.9,19.15,18.55,9.09,20799,8.9053,8.808,,8.8668,8.6591
2001-10-26,19.0,19.35,19.0,9.19,25866,8.9489,8.8362,,8.8759,8.6857
2001-11-02,19.1,19.2,18.9,9.15,16332,8.9806,8.8599,,8.8797,8.7054
2001-11-09,19.06,19.13,18.65,9.14,21133,9.0045,8.8803,,8.8849,8.7241
2001-11-16,18.9,19.25,18.89,9.16,17399,9.0291,8.9014,,8.8956,8.7405
2001-11-23,18.9,19.4,18.9,9.19,21266,9.0537,8.9226,,8.9054,8.7538
2001-11-30,19.2,19.3,18.45,9.09,42266,9.0596,8.9352,,8.912,8.7681
2001-12-07,19.0,19.25,18.8,9.22,12465,9.085,8.9567,,8.9442,8.7839
2001-12-14,19.0,19.35,18.85,9.39,125332,9.1321,8.9888,,8.9814,8.8
2001-12-21,19.14,19.65,19.14,9.52,17132,9.1914,9.028,,9.0297,8.8159
2001-12-28,19.55,19.8,19.45,9.62,11733,9.2573,9.0718,,9.0733,8.8344
2002-01-04,19.81,19.9,19.5,9.64,27732,9.3169,9.1143,,9.1286,8.8615
2002-01-11,19.78,19.79,19.55,9.54,24866,9.3515,9.1459,,9.172,8.8824
2002-01-18,19.69,19.71,19.25,9.49,21866,9.3733,9.1717,,9.2024,8.9055
2002-01-25,19.55,19.63,19.2,9.49,21466,9.3918,9.1955,,9.2273,8.9255
2002-02-01,19.48,19.48,18.8,9.4,35933,9.3923,9.2103,,9.253,8.9453
2002-02-08,19.2,19.45,19.15,9.47,14532,9.4041,9.2294,,9.2814,8.9647
2002-02-15,19.3,19.43,18.99,9.48,30666,9.4163,9.2483,,9.3142,8.9849
2002-02-22,19.43,19.43,18.84,9.32,22266,9.4018,9.2537,,9.3365,8.9989
2002-03-01,19.2,19.4,18.9,9.27,30333,9.3821,9.2552,,9.3444,9.0124
2002-03-08,18.9,19.25,18.25,9.39,46999,9.383,9.2651,,9.3592,9.028
2002-03-15,18.92,19.25,18.86,9.51,19333,9.4021,9.283,,9.3751,9.048
2002-03-22,19.24,19.27,19.05,9.53,39532,9.4213,9.3011,,9.3937,9.0675
2002-03-28,19.25,19.34,19.05,9.51,15066,9.4345,9.3163,,9.4122,9.0866
2002-04-05,19.15,19.54,19.11,9.61,37866,9.4609,9.3378,,9.4343,9.107
2002-04-12,19.55,19.88,19.5,9.8,32466,9.513,9.372,,9.4648,9.1286
2002-04-19,19.88,19.99,19.52,9.71,31266,9.5425,9.3966,,9.4955,9.1475
2002-04-26,19.7,19.9,19.35,9.83,34066,9.5873,9.429,,9.5259,9.1694
2002-05-03,19.76,20.2,19.75,9.92,27266,9.6382,9.4653,,9.5523,9.1935
2002-05-10,20.0,20.61,20.0,10.1,27532,9.7095,9.5124,,9.5815,9.2188
2002-05-17,20.3,20.99,20.09,10.08,31466,9.7659,9.5542,,9.6043,9.242
2002-05-24,20.3,20.6,20.01,9.94,18132,9.7931,9.5829,,9.6192,9.2607
2002-05-31,20.18,21.0,20.06,10.4,23333,9.8863,9.6433,,9.662,9.2871
2002-06-07,21.6,21.99,20.87,10.77,82866,10.0226,9.727,,9.726,9.3219
2002-06-14,21.48,21.48,19.95,10.08,100865,10.0314,9.7531,,9.7553,9.3445
2002-06-21,20.01,20.3,19.0,9.58,67999,9.9618,9.7402,,9.7645,9.3562
2002-06-28,19.15,19.25,18.75,9.53,24799,9.8959,9.7249,,9.7677,9.3677
2002-07-05,19.1,19.5,19.1,9.74,21333,9.8718,9.7259,,9.7805,9.3909
2002-07-12,19.63,19.63,19.0,9.62,39933,9.8336,9.7184,,9.7956,9.4104
2002-07-19,19.19,19.25,18.21,9.13,40866,9.7257,9.675,,9.7885,9.422
2002-07-26,18.0,18.28,17.39,9.03,47265,9.6182,9.627,,9.7705,9.4276
2002-08-02,18.1,18.55,18.0,9.13,43666,9.5427,9.59,,9.7515,9.4394
2002-08-09,18.25,18.95,17.9,9.01,37666,9.461,9.5471,,9.7257,9.4461
2002-08-16,18.0,18.6,17.76,9.33,22399,9.4406,9.5309,,9.7168,9.455
2002-08-23,18.6,19.8,18.53,9.83,23599,9.5011,9.5534,,9.7282,9.4718
2002-08-30,19.7,19.85,18.8,9.44,30399,9.4915,9.5448,,9.7101,9.4829
2002-09-06,18.85,19.15,18.66,9.38,16866,9.474,9.5325,,9.6938,9.4925
2002-09-13,18.8,19.4,18.5,9.59,40866,9.4917,9.5367,,9.6815,9.5077
2002-09-20,18.75,19.29,18.75,9.75,20933,9.5316,9.5526,,9.6732,9.5252
