date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2023-08-25,18.44,19.69,18.19,22.27,213675,-5028.132,,,,,,,,,,,,0.2157,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,21366.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,19.18,21.97,18.6,23.56,235981,-11124.1404,,,,,,,,,,,,0.1987,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,44963.0,,,,,,21.5858,,,,,,,,,,,3.9991,,,,,
2023-09-08,19.95,20.88,19.49,24.73,596913,45009.2847,,,,,,,,,,,,0.6393,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,104652.0,,,,,,21.6306,,,,,,,,,,,1.6495,,,,,
2023-09-15,21.03,21.75,20.17,25.15,472005,58750.4745,,,,,,,,,,,,0.1013,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,151850.0,,,,,,21.675,,,,,,,,,,,1.875,,,,,
2023-09-22,21.38,21.45,18.54,22.1,495839,12060.0492,,,,,,,,,,,,-0.9468,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,102268.0,,,,,,21.719,,,,,,,,,,,3.4592,,,,,
2023-09-29,18.49,19.99,18.26,23.29,332771,31487.0781,,,,,,,,,,,,0.659,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,135544.0,,,,,,26.0714,,,,,,,,,,,2.053,,,,,
2023-10-06,20.16,20.23,18.01,24.3,2150283,231467.3822,,,,,,,,,,,,0.1749,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,350570.0,,,,,,26.0274,,,,,37.2929,63.5759,,,,,2.1628,,,,,
2023-10-13,18.78,19.99,18.07,23.17,1206995,148533.4317,,,,,,,,,,,,-0.2138,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,229873.0,,,,,,25.9838,,,,,45.5578,36.1703,,,,,2.4185,,,,,
2023-10-20,19.01,19.5,18.38,23.81,1427100,133243.396,,,,,,,,,,,,-0.1161,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,372580.0,,,,,,25.9407,,,44.9845,52.1028,52.1028,56.5622,,,,,1.4251,,,,,
2023-10-27,19.0,20.37,18.06,22.94,1588192,-7698.0975,-2629.6873,,,,,,,,,,,-0.3506,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,213763.0,,,,,,25.898,,,46.3699,41.4492,41.4492,31.6149,,,,,2.9132,,,,,
