date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2024-05-03,36.17,36.94,31.96,32.75,14054732,-9595600.1606,,,,,,,,,,,,-0.6867,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,14054732.0,,,,,,,,,,,,,,,,,,,,,,
2024-05-10,32.81,35.3,31.98,33.52,4279383,-9904953.1486,,,,,,,,,,,,0.2139,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,18334115.0,,,,,,31.96,,,,,,,,,,,3.32,,,,,
2024-05-17,33.34,36.57,32.67,36.57,3578868,-6326085.1486,,,,,,,,,,,,0.8282,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,21912983.0,,,,,,31.98,,,,,,,,,,,3.9,,,,,
2024-05-24,36.7,37.4,32.65,33.56,3461986,-8461583.8812,,,,,,,,,,,,-0.6611,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,18450997.0,,,,,,31.98,,,,,,,,,,,4.75,,,,,
2024-05-31,33.85,34.54,29.24,30.48,3675544,-10417109.292,,,,,,,,,,,,-0.6362,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,14775453.0,,,,,,37.4,,,,,,,,,,,5.297,,,,,
2024-06-07,30.5,34.13,30.4,33.83,3465155,-7509351.8791,,,,,,,,,,,,0.8928,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,18240608.0,,,,,,37.4,,,,,,,,,,,3.73,,,,,
2024-06-14,33.88,36.9,29.65,32.5,9448048,-9529279.3826,,,,,,,,,,,,-0.1903,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,8792560.0,,,,,,37.3184,,,,,37.1277,39.9466,,,,,7.25,,,,,
2024-06-21,32.21,32.27,28.34,28.65,5948340,-14539204.4207,,,,,,,,,,,,-0.9059,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2844220.0,,,,,,37.2376,,,,,33.205,3.4216,,,,,4.16,,,,,
2024-06-28,28.54,31.5,28.35,30.66,4781109,-12308020.2207,,,,,,,,,,,,0.673,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,7625329.0,,,,,,37.0597,,,31.2744,23.4903,23.4903,27.1028,,,,,3.15,,,,,
2024-07-05,31.01,32.8,29.54,32.76,4636794,-7785012.5766,44489.2181,,,,,,,,,,,0.5368,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,12262123.0,,,,,,36.8853,,,28.0273,27.3867,27.3867,51.6355,,,,,3.26,,,,,
