date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_50_sma,sma_7_sma
2006-06-02,44.97,48.7,42.85,4.26,17949700,,,,,,,,,,,,,,,,,,,
2006-06-09,47.05,50.63,45.5,4.34,15905700,,,,,,,,,,,,,,,,3.8825,,,
2006-06-16,47.94,48.25,44.44,4.08,7601300,,,,,,,,,,,,,,,,3.8895,,,
2006-06-23,45.05,47.93,43.47,4.25,7801400,,,,,,,,,,,,,,,,3.8965,,,
2006-06-30,47.0,48.09,46.43,4.35,6758100,,,,,,,,,,,,,,,,3.9034,,,
2006-07-07,47.9,48.0,45.75,4.18,3677200,,,,,,,,,,,,,,,,3.9103,,,
2006-07-14,46.2,46.57,43.9,3.98,4701700,,,,,,,,4.206,,,,,,,,3.917,,,4.206
2006-07-21,44.1,45.78,43.67,4.1,5212000,,,,,,,,4.1801,,,,,,,,3.9237,,,4.1838
2006-07-28,45.45,47.85,44.99,4.2,3260300,,,,,,,,4.1839,,,,,,,,3.9304,,,4.163
2006-08-04,46.3,51.5,44.7,4.53,10128300,,,,,,,,4.2716,,,,,,,,3.9369,,,4.2281
2006-08-11,50.25,54.5,50.25,4.86,5383700,,,,,,,,4.4197,,,,,0.6062,14.2371,,3.9515,,,4.3152
2006-08-18,53.75,55.43,52.46,4.84,4977000,,,,,,,,4.5255,,,,,0.502,11.5633,,3.9811,,,4.3857
2006-08-25,53.3,55.85,52.8,4.98,4612300,,,,,,,,4.6399,,,,,0.9043,22.1679,,4.0228,,,4.5007
2006-09-01,54.85,57.5,54.77,5.12,4034200,,,,,,4.4349,,4.7609,,,,,0.8698,20.4473,,4.0747,4.4349,,4.6638
2006-09-08,56.9,61.25,56.25,5.41,6203700,,0.3233,,,,4.5654,,4.9241,,,,83.5786,1.0646,24.4792,73.5424,4.1428,4.5174,,4.8511
2006-09-15,59.75,65.2,59.6,5.89,7873500,,0.3365,,,,4.7416,,5.1648,,,,82.5365,1.7079,40.8716,78.0878,4.2413,4.6279,,5.0927
2006-09-22,65.74,69.6,64.3,5.97,11333200,,0.3467,,,,4.9058,,5.367,,,,91.6789,1.9915,50.0114,78.8089,4.3746,4.7632,,5.2983
2006-09-29,65.25,70.45,62.2,6.37,12873000,,0.3754,,,,5.1016,,5.6188,,,,92.5126,2.2715,55.3666,81.7814,4.5484,4.9146,,5.5141
2006-10-06,70.35,75.85,68.4,6.82,10897100,,0.3974,,,,5.3304,,5.9185,,,,93.152,2.6224,62.5123,84.3917,4.7319,5.0909,,5.7961
2006-10-13,72.25,73.25,68.28,6.36,12576900,,0.4135,3.2057,4.9456,6.6855,5.4675,,6.0285,,,,82.5475,1.8236,40.2136,72.7669,4.9683,5.2466,,5.9926
2006-10-20,70.0,72.9,69.27,6.46,4590700,,0.4075,3.2273,5.0558,6.8843,5.6,,6.1366,,,,86.1489,1.5972,32.8396,73.6402,5.1787,5.4237,,6.1836
2006-10-27,71.35,74.0,69.0,6.59,7514300,,0.4108,3.2548,5.1682,7.0816,5.7319,,6.2499,,,,86.7812,1.7469,36.0712,74.7365,5.366,5.6014,,6.3516
2006-11-03,72.62,89.75,71.75,8.12,29969600,,0.4981,3.1335,5.3703,7.6071,6.0504,,6.7175,,,,90.2164,3.1369,62.9472,83.5106,5.5326,5.8817,,6.6707
2006-11-10,90.0,97.14,87.76,8.09,32430800,,0.5233,3.0947,5.5622,8.0297,6.3226,,7.0612,,,,92.3108,2.9683,57.9321,82.9406,5.8457,6.1358,,6.9733
2006-11-17,93.94,99.65,92.06,8.6,27345900,,0.5536,3.0437,5.7747,8.5057,6.6262,,7.4457,,,,93.6016,3.1855,58.841,84.9372,6.2314,6.4026,,7.2912
2006-11-24,93.98,105.85,93.72,9.57,14664600,,0.5927,2.9559,6.0442,9.1326,7.0185,,7.9765,,,,94.1205,3.6823,62.5531,87.8628,6.6246,6.7402,,7.6843
