date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_12_ema,ema_26_ema,ema_5_ema,mfi_14_mfi,mom_10_mom,rsi_14_rsi,sar_14_sar,sma_100_sma,sma_20_sma,sma_50_sma,sma_8_sma,stochrsi_14_fastd,stochrsi_14_fastk
2009-08-14,16.63,17.0,15.5,1.18,7966100,,,,,,,,,,,,,,,,,,
2009-08-21,16.27,17.97,16.2,1.27,6517600,,,,,,,,,,,,1.1051,,,,,,
2009-08-28,17.52,19.0,17.15,1.32,4717100,,,,,,,,,,,,1.1069,,,,,,
2009-09-04,18.35,18.44,16.94,1.27,8498000,,,,,,,,,,,,1.1119,,,,,,
2009-09-11,17.76,17.93,16.54,1.2,2161600,,,,,,,,1.2482,,,,1.1167,,,,,,
2009-09-18,16.64,17.9,16.18,1.16,7968800,,,,,,,,1.2171,,,,1.1215,,,,,,
2009-09-25,16.28,17.85,15.87,1.22,3444700,,,,,,,,1.2185,,,,1.1261,,,,,,
2009-10-02,17.32,17.85,15.9,1.15,2393000,,,,,,,,1.1948,,,,1.1307,,,,1.2206,,
2009-10-09,16.1,17.2,15.92,1.16,2377800,,,,,,,,1.1827,,,,1.1315,,,,1.2174,,
2009-10-16,16.22,17.95,16.04,1.17,5897400,,,,,,,,1.179,,,,1.1337,,,,1.2051,,
2009-10-23,16.46,16.91,15.61,1.14,4983200,,,,,,,,1.1674,,-0.0392,,1.3547,,,,1.1835,,
2009-10-30,15.91,16.12,14.72,1.07,2574600,,,,,,1.1924,,1.1348,,-0.2011,,1.3523,,,,1.1589,,
2009-11-06,15.1,15.74,14.33,1.09,1977200,,,,,,1.1766,,1.1199,,-0.2267,,1.3462,,,,1.1447,,
2009-11-13,15.26,15.95,15.09,1.11,745300,,,,,,1.1665,,1.1169,,-0.1554,,1.3365,,,,1.1392,,
2009-11-20,15.63,16.21,15.25,1.1,909900,,0.1085,,,,1.1564,,1.1116,41.0013,-0.1027,43.2558,1.327,,,,1.1241,,
2009-11-27,15.54,15.98,15.01,1.13,1185000,,0.1057,,,,1.1525,,1.118,32.1392,-0.0242,46.0911,1.3179,,,,1.1221,,
2009-12-04,15.87,16.71,15.25,1.18,2995500,,0.1056,,,,1.1564,,1.1379,28.9607,-0.0435,50.2941,1.309,,,,1.1245,,
2009-12-11,16.5,16.99,16.34,1.18,987500,,0.1014,,,,1.1604,,1.1527,37.2587,0.0349,50.6706,1.3004,,,,1.1258,,
2009-12-18,16.74,17.13,16.14,1.17,1247700,,0.0992,,,,1.1616,,1.158,38.1961,0.01,49.3946,1.292,,,,1.1289,,
2009-12-24,16.79,17.0,16.23,1.2,711300,,0.096,1.0521,1.1733,1.2945,1.167,,1.1708,49.2466,0.025,52.0631,1.2839,,1.1733,,1.1447,,
2009-12-31,16.75,18.29,16.75,1.3,1881300,,0.097,1.0454,1.1793,1.3133,1.1881,,1.2152,46.7299,0.1597,60.7033,1.0217,,1.1793,,1.1715,94.2637,100.0
