date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_12_ema,ema_26_ema,ema_5_ema,mfi_14_mfi,mom_10_mom,rsi_14_rsi,sar_14_sar,sma_100_sma,sma_20_sma,sma_50_sma,sma_8_sma,stochrsi_14_fastd,stochrsi_14_fastk
2023-09-22,57.95,58.74,49.85,51.32,92691105,,,,,,,,,,,,,,,,,,
2023-09-29,51.12,56.79,50.02,53.52,42622605,,,,,,,,,,,,49.85,,,,,,
2023-10-06,53.48,54.21,50.8,54.08,26744938,,,,,,,,,,,,49.9194,,,,,,
2023-10-13,54.4,56.33,50.0,50.78,30576201,,,,,,,,,,,,49.9881,,,,,,
2023-10-20,51.04,52.76,46.5,47.87,20777858,,,,,,,,51.514,,,,56.79,,,,,,
2023-10-27,47.22,52.89,46.5,49.09,27876453,,,,,,,,50.706,,,,56.6871,,,,,,
2023-11-03,49.51,53.86,47.12,53.49,17290477,,,,,,,,51.634,,,,56.5852,,,,,,
2023-11-10,53.98,56.1,49.82,52.27,34149086,,,,,,,,51.846,,,,56.4844,,,,51.5525,,
2023-11-17,52.2,56.03,50.57,54.99,20623379,,,,,,,,52.894,,,,56.3845,,,,52.0112,,
2023-11-24,55.35,64.92,55.27,63.88,34548033,,,,,,,,56.556,,,,46.5,,,,53.3062,,
2023-12-01,63.05,64.43,60.79,63.9,24710596,,,,,,,,59.004,,12.58,,46.6842,,,,54.5338,,
2023-12-08,63.9,67.44,60.37,67.23,38984820,,,,,,55.2017,,61.746,,13.71,,46.8666,,,,56.59,,
2023-12-15,67.26,71.89,62.75,71.03,39254631,,,,,,57.6368,,64.8407,,16.95,,47.278,,,,59.485,,
2023-12-22,69.96,73.44,68.02,72.29,27980263,,,,,,59.8911,,67.3238,,21.51,,48.0164,,,,62.385,,
2023-12-29,73.27,78.66,71.76,75.14,27916887,,6.41,,,,62.2379,,69.9309,83.5119,27.275,80.7936,49.0333,,,,65.0919,,
2024-01-05,73.5,73.52,65.11,67.05,30660838,,6.6689,,,,62.9782,,68.9706,74.7484,17.96,65.9351,50.5146,,,,66.9394,,
2024-01-12,67.76,74.38,67.52,70.0,33158258,,6.7162,,,,64.0585,,69.3137,81.2914,16.51,68.2282,51.9219,,,,68.8156,,
2024-01-19,70.0,78.97,66.66,78.58,35543351,,7.1155,,,,66.2926,,72.4025,88.1312,26.31,73.7607,53.2588,,,,70.6531,,
2024-01-26,78.58,79.94,70.8,71.17,33457603,,7.2601,,,,67.0429,,71.9916,83.5081,16.18,63.4798,54.8013,,,,71.5619,,
2024-02-02,72.0,74.15,69.32,71.0,21236951,,7.0866,42.537,61.9342,81.3315,67.6517,,71.6611,78.1466,7.12,63.2619,56.561,,61.9342,,72.0331,,
2024-02-09,71.99,126.58,71.6,115.21,190574246,,10.5507,35.4545,65.1288,94.803,74.9684,,86.1774,87.0064,51.31,81.267,58.1975,,65.1288,,77.5556,33.3333,100.0
2024-02-16,120.16,164.0,117.0,128.34,283552069,,13.2821,28.9103,68.8698,108.8292,83.1794,,100.2316,92.7264,61.11,83.8055,63.6685,,68.8698,,84.5619,66.6667,100.0
2024-02-23,123.78,138.5,115.49,133.34,93344837,,13.977,24.6511,72.8328,121.0144,90.8964,,111.2677,80.8454,62.31,84.6581,71.6,,72.8328,,91.8363,100.0,100.0
2024-03-01,139.0,149.92,131.31,141.62,73868706,,14.3079,21.8047,77.3747,132.9448,98.7,,121.3852,82.387,69.33,85.9749,79.916,,77.3747,,101.1575,100.0,100.0
2024-03-08,145.39,148.48,130.0,131.48,60965376,,14.6059,22.9934,81.5552,140.1171,103.7431,,124.7501,75.8862,56.335,77.2324,87.4836,,81.5552,,108.8425,66.6667,0.0
2024-03-15,126.6,136.29,121.38,126.97,55715360,,14.6276,25.6953,85.4493,145.2032,107.3165,77.5248,125.4901,70.6141,59.92,73.6454,94.37,,85.4493,,114.8913,33.3333,0.0
2024-03-22,128.17,137.0,121.52,134.15,35781579,,14.6885,28.0367,89.4823,150.9278,111.4447,81.7193,128.3767,71.117,64.15,75.5892,100.6367,,89.4823,,122.7638,5.2551,15.7653
2024-03-28,137.16,145.0,122.83,124.99,52898391,68.037,15.2229,32.308,93.1183,153.9285,113.5286,84.9245,127.2478,72.2912,46.41,68.6344,106.3394,,93.1183,,129.5125,5.2551,0.0
2024-04-05,126.36,128.73,120.02,124.82,23743332,67.9155,14.7577,36.9493,96.6098,156.2702,115.2657,87.8797,126.4385,70.0661,53.65,68.5084,111.5289,,96.6098,,130.7138,5.2551,0.0
2024-04-12,124.82,135.41,123.39,126.33,35782491,67.9709,14.5621,40.7172,99.7322,158.7473,116.9679,90.7279,126.4024,72.3502,55.33,69.0518,116.2513,,99.7322,,130.4625,2.5581,7.6742
2024-04-19,126.2,126.87,85.61,87.19,70114256,64.4228,16.4691,43.8702,100.8968,157.9233,112.3867,90.4658,113.3316,67.9321,-28.02,46.604,164.0,,100.8968,,124.6938,2.5581,0.0
2024-04-26,89.94,103.75,89.06,101.95,49902179,61.1281,16.4756,47.7374,102.6327,157.5281,110.7811,91.3165,109.5377,64.7537,-26.39,52.8313,163.2161,,102.6327,,119.735,11.8052,27.7414
