date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_200_sma,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2017-05-19,81.3,81.89,81.3,63.78,8847669,393814470.2385,8909926.6788,18.2383,23.1739,0.3519,28.5714,100.0,71.4286,0.4252,62.0693,62.9286,63.7879,0.8953,145.4666,23.8344,63.4331,20.2534,63.2342,63.1911,63.0933,23.087,176.3892,0.7436,0.3215,-0.6612,0.063,62.7575,0,0.1409,0.129,0.0119,0.3519,0.2344,0.1175,48.2208,60.668,53.4405,63.017,62.9674,19.8857,1.5247,0.6666,474031615.0,29.9865,0.5608,2.4491,1.0157,61.9172,62.3263,60.8608,62.9286,63.3862,60.6639,63.5547,63.5547,93.5551,57.9257,100.0,62.7096,63.6692,0.4614,63.0453,0.0014,64.0213,-2.8087,63.2599
2017-05-26,81.8,81.84,81.58,63.76,6880033,398577570.0077,10631128.5642,18.3823,22.3248,0.3888,21.4286,92.8571,71.4286,0.4093,62.0731,62.9876,63.9022,-0.0,134.4534,22.8407,63.5414,20.2534,63.3145,63.2664,63.1424,23.0408,172.4935,0.7603,-0.4447,-0.6087,0.1306,62.8277,0,0.1721,0.1281,0.044,0.3888,0.2031,0.1857,48.2832,60.6988,60.2444,63.017,62.9674,19.1824,1.2141,0.6419,467151582.0,28.926,0.619,1.9413,1.016,61.4203,62.4163,60.8939,62.9876,63.389,65.1581,77.9918,77.9918,90.4366,75.0991,92.354,62.7945,63.7747,0.2026,63.1464,0.0102,68.5915,-4.1678,63.3501
2017-06-02,81.87,82.11,81.69,64.11,7079334,404737247.759,12328687.8414,19.1927,22.0495,0.4714,14.2857,100.0,85.7143,0.4069,62.0375,63.06,64.0825,0.827,157.1105,31.7435,63.7144,29.729,63.4367,63.3787,63.214,22.7252,168.3078,0.4626,-0.7915,-0.5491,0.2027,62.9085,1,0.2227,0.143,0.0797,0.4714,0.2183,0.2531,48.3454,60.7329,60.2825,63.1818,63.1198,17.9152,1.2566,0.6347,474230916.0,33.0738,0.7496,1.9993,1.0155,65.8718,62.501,60.9292,63.06,63.3963,78.4899,93.9232,93.9232,97.7778,97.4513,100.0,62.8883,63.9692,0.3763,63.253,0.0198,68.0816,-1.157,63.4778
2017-06-09,81.98,82.15,81.77,63.94,10154904,399392561.4433,10201772.096,20.0028,22.2384,0.5187,7.1429,100.0,92.8571,0.3991,62.0811,63.1335,64.1859,-0.3158,134.399,24.2274,63.8086,30.5337,63.5137,63.4532,63.2675,22.1851,167.142,0.1991,-0.5977,-0.532,0.2225,62.9943,1,0.2461,0.1331,0.113,0.5187,0.2011,0.3176,48.4075,60.765,60.7053,63.1818,63.1354,16.9635,1.0071,0.6241,464076012.0,31.8759,0.8241,1.6004,1.0209,62.1137,62.6152,60.9628,63.1335,63.3995,87.0107,89.117,89.117,79.1367,83.7713,58.9599,62.9887,64.0465,0.2968,63.3597,0.0287,68.5707,-11.0149,63.5733
2017-06-16,81.79,82.33,81.77,64.17,9481758,403110332.8171,9587163.6286,21.0159,22.5442,0.5371,0.0,100.0,100.0,0.4018,62.1238,63.2195,64.3152,0.6615,134.96,30.085,63.94,34.1856,63.6149,63.5489,63.3345,21.6759,170.3435,0.0441,0.0393,-0.5785,0.1677,63.0742,1,0.2804,0.1339,0.1465,0.5371,0.1645,0.3726,48.4695,60.799,69.4097,63.3566,63.2057,15.646,1.1458,0.6261,473557770.0,31.8998,0.852,1.818,1.0308,65.0425,62.7391,61.001,63.2195,63.3945,90.2086,87.5856,87.5856,85.8425,80.1102,81.3707,63.0952,64.177,0.4368,63.4634,0.0376,69.8802,-6.0438,63.6875
2017-06-23,82.1,82.28,82.0,64.24,7441841,408928499.4171,10315407.3893,21.9566,22.301,0.5618,0.0,92.8571,92.8571,0.3884,62.1747,63.3059,64.4371,0.5455,130.7725,31.7886,64.0602,34.1856,63.7113,63.6413,63.4017,21.5009,173.3797,0.2699,0.465,-0.6209,0.1153,63.1534,1,0.3096,0.1305,0.1791,0.5618,0.1446,0.4172,48.5313,60.8335,68.33,63.547,63.4191,15.028,0.7105,0.6046,480999611.0,30.6397,0.89,1.1184,1.0272,65.8943,62.8799,61.0395,63.3059,63.383,87.3783,85.4321,85.4321,91.3172,80.1102,100.0,63.2068,64.2899,0.2148,63.5627,0.0462,72.7398,-3.53,63.7929
2017-06-30,82.35,82.39,81.76,63.91,12170548,399462517.6393,6663657.6904,22.0956,21.5888,0.5796,0.0,100.0,100.0,0.3958,62.2272,63.3621,64.4969,-0.8254,100.2117,17.4106,64.0722,23.9032,63.7424,63.6776,63.4396,21.7042,177.0874,0.4244,0.3435,-0.6703,0.0508,63.2266,1,0.3028,0.099,0.2039,0.5796,0.1259,0.4537,48.593,60.8643,58.7966,63.5858,63.5939,17.1468,0.3825,0.6193,468829063.0,27.9189,0.9174,0.602,1.0169,58.7053,63.0081,61.0758,63.3621,63.3778,80.0809,67.2249,67.2249,24.5149,60.4569,0.0,63.3183,64.25,0.4921,63.6571,0.0529,62.0907,-28.8851,63.8383
2017-07-07,81.66,81.67,81.3,63.66,7278719,393757575.7204,2748764.2311,21.4353,20.7614,0.5488,0.0,92.8571,92.8571,0.3882,62.3015,63.4076,64.5137,-0.8649,51.9615,7.7457,64.016,12.8515,63.7302,63.6757,63.4562,22.2519,182.033,0.5284,0.1502,-0.7317,-0.0355,63.2904,1,0.2741,0.0562,0.2179,0.5488,0.0698,0.479,48.6545,60.8923,52.1842,63.6336,63.6416,20.4114,0.2332,0.6098,461550344.0,26.4314,0.868,0.3676,1.0117,53.8728,63.1424,61.1127,63.4076,63.3648,64.2396,40.0618,40.0618,4.3534,33.3333,0.0,63.4234,64.1231,0.2896,63.7396,0.0569,54.4268,-48.481,63.8403
2017-07-14,81.41,81.85,81.36,63.91,8062406,395238425.8021,1368508.821,21.1723,20.4776,0.5321,0.0,85.7143,85.7143,0.389,62.3274,63.4463,64.5652,0.4898,65.6739,15.042,64.0279,17.7529,63.7572,63.7064,63.4895,23.0293,185.9131,0.4968,-0.3181,-0.7762,-0.103,63.3371,1,0.2678,0.0399,0.2279,0.5321,0.0332,0.4989,48.7158,60.9224,51.5965,63.7806,63.7038,18.9153,0.5863,0.6087,469612750.0,27.081,0.841,0.9259,1.014,57.521,63.2633,61.1495,63.4463,63.3505,43.2023,22.3201,22.3201,38.0919,10.1156,30.3469,63.5209,64.1044,0.3992,63.8096,0.0597,54.2095,-34.3969,63.8676
2017-07-21,81.72,82.16,81.66,64.26,8218048,401484142.2821,2666722.4131,21.483,20.6743,0.5323,0.0,78.5714,78.5714,0.3897,62.422,63.5278,64.6337,0.76,96.4338,24.3902,64.1223,25.5218,63.8343,63.7799,63.5464,23.8763,188.637,0.3286,-0.4135,-0.8053,-0.1502,63.3762,1,0.2879,0.048,0.2399,0.5323,0.0133,0.519,48.777,60.9558,52.5114,63.7888,63.7145,17.5315,0.8528,0.6065,477830798.0,29.5466,0.8403,1.3449,1.0114,62.1951,63.372,61.1856,63.5278,63.3504,35.1842,43.1708,43.1708,87.0672,33.1917,69.2283,63.6133,64.2067,0.3992,63.8692,0.0628,53.7146,-7.3054,63.9335
2017-07-28,82.09,82.1,81.73,64.18,7476767,404919413.6064,4048421.3573,21.7714,20.5476,0.5375,21.4286,71.4286,50.0,0.3826,62.6511,63.6241,64.597,-0.2432,88.0195,21.1987,64.1762,25.5218,63.8874,63.8332,63.5933,24.6418,190.662,0.3201,-0.6191,-0.8257,-0.185,63.4096,1,0.2941,0.0434,0.2507,0.5375,0.002,0.5355,48.8381,60.988,46.368,63.7888,63.7145,16.5836,0.4004,0.5961,470354031.0,27.9491,0.8477,0.6277,1.0102,60.5993,63.4699,61.2203,63.6241,63.3437,44.2017,67.1143,67.1143,76.1838,60.1336,80.8255,63.7009,64.2498,0.2896,63.9228,0.0656,57.958,-13.4531,63.982
2017-08-04,81.96,82.16,81.74,64.29,8633839,405752233.9346,4510611.8155,22.4415,20.6553,0.5429,14.2857,100.0,85.7143,0.3788,62.8336,63.7115,64.5893,0.4296,106.6889,24.1546,64.2441,31.1527,63.9494,63.8941,63.6449,25.0509,194.2552,0.0253,-1.0054,-0.8595,-0.2462,63.4526,1,0.3045,0.043,0.2615,0.5429,-0.0006,0.5434,48.899,61.021,54.0374,63.8048,63.7585,15.5521,0.5341,0.5892,478987870.0,29.6265,0.8553,0.8378,1.0136,62.0773,63.558,61.2555,63.7115,63.3412,63.9608,81.5973,81.5973,81.5408,82.8795,98.5847,63.7847,64.3141,0.3299,63.9713,0.0681,56.4122,-10.9472,64.0391
2017-08-11,81.96,82.15,81.84,64.42,7525782,412792481.6121,6529712.9171,23.0638,20.5735,0.5338,7.1429,92.8571,85.7143,0.3691,62.9536,63.79,64.6265,0.5806,110.8523,27.6829,64.3292,31.1527,64.0223,63.9647,63.7026,25.4221,197.5306,-0.3181,-0.407,-0.8873,-0.3012,63.5072,1,0.3197,0.0466,0.2731,0.5338,-0.0113,0.5451,48.9598,61.055,61.0283,63.9144,63.7585,14.8204,0.3146,0.573,486513652.0,28.2326,0.8401,0.4907,1.0174,63.8415,63.655,61.2913,63.79,63.3436,77.9774,85.2205,85.2205,97.9369,93.1367,100.0,63.866,64.4024,0.2431,64.0098,0.0708,58.1993,-1.1523,64.1057
2017-08-18,82.09,82.3,81.88,64.45,8483216,416024182.9454,7790367.1632,23.9065,21.0724,0.5262,0.0,100.0,100.0,0.3663,63.0817,63.8659,64.6501,0.1905,113.0801,28.3167,64.4007,34.8621,64.0877,64.029,63.7577,26.5346,195.0659,-0.2689,0.7034,-0.8666,-0.2599,63.5432,1,0.3299,0.0454,0.2845,0.5262,-0.0177,0.5439,49.0204,61.089,68.5355,64.0551,63.9576,13.8684,0.5099,0.5683,494996868.0,28.7132,0.8273,0.7976,1.0164,64.1583,63.7412,61.3253,63.8659,63.3442,84.8758,87.8098,87.8098,83.9516,99.5282,100.0,63.9454,64.4703,0.3294,64.0414,0.0734,64.3053,-8.6212,64.165
2017-08-25,82.22,82.35,82.1,64.57,6646946,421607617.5854,9374421.5436,24.7773,21.5798,0.5094,0.0,100.0,100.0,0.3541,63.2018,63.9432,64.6846,0.44,126.9763,31.7518,64.4864,36.098,64.1622,64.1015,63.8181,28.2302,194.4762,0.1518,1.1461,-0.8614,-0.25,63.5776,1,0.3442,0.0477,0.2964,0.5094,-0.0286,0.5381,49.0809,61.1238,67.9646,64.1178,64.0863,13.3199,0.4011,0.5484,501643814.0,28.3686,0.8002,0.6251,1.0124,65.8759,63.8382,61.3589,63.9432,63.3538,88.7165,93.1191,93.1191,97.469,100.0,100.0,64.0238,64.5582,0.1961,64.0801,0.076,69.5179,-1.5629,64.2311
2017-09-01,82.33,82.58,82.15,64.61,7782008,419192781.8785,8401866.8339,25.9781,22.5854,0.4894,0.0,100.0,100.0,0.3456,63.2266,63.9974,64.7682,0.1785,139.9834,32.91,64.5627,41.5884,64.2318,64.1699,63.8771,28.9808,194.1546,0.3874,0.6682,-0.8586,-0.2445,63.6094,1,0.3547,0.0467,0.3081,0.4894,-0.0386,0.528,49.1413,61.1587,68.2421,64.1388,64.2002,12.6724,0.3728,0.5349,509425822.0,30.7176,0.7679,0.5803,1.0135,66.455,63.9357,61.3939,63.9974,63.3637,88.9814,86.0152,86.0152,76.6252,100.0,100.0,64.1015,64.6319,0.2352,64.1336,0.0785,67.4848,-13.557,64.2952
2017-09-08,82.45,82.71,82.38,64.91,8196247,420931379.727,7793387.6923,27.5486,23.7757,0.4486,35.7143,100.0,64.2857,0.349,63.2315,64.0661,64.9007,0.3939,170.7008,40.4496,64.6934,47.9643,64.3354,64.2679,63.9532,28.8192,195.2976,0.4228,0.3769,-0.8686,-0.2638,63.6569,1,0.3822,0.0593,0.3229,0.4486,-0.0683,0.5169,49.2016,61.1962,68.5732,64.2842,64.3197,11.6532,0.9916,0.5377,517622069.0,33.1359,0.7028,1.5515,1.0124,70.2248,64.0523,61.4318,64.0661,63.374,88.7806,87.2076,87.2076,87.5285,100.0,100.0,64.181,64.7816,0.393,64.1959,0.0818,65.2396,-7.4278,64.39
2017-09-15,82.42,82.47,82.08,64.58,7481992,416902614.8039,5554094.8687,27.908,24.4619,0.3986,28.5714,92.8571,64.2857,0.3522,63.314,64.1238,64.9336,-0.641,111.5505,23.8414,64.7151,32.581,64.3735,64.3099,63.9999,28.0905,199.5502,0.5029,0.085,-0.903,-0.3346,63.726,1,0.3736,0.0406,0.333,0.3986,-0.1035,0.5021,49.2617,61.23,70.1165,64.2842,64.3197,15.5069,0.9199,0.5453,510140077.0,30.4947,0.6236,1.4449,1.0101,61.9207,64.1955,61.4667,64.1238,63.3757,81.1061,70.0954,70.0954,46.1324,66.6667,0.0,64.2593,64.7739,0.393,64.2628,0.0839,59.2924,-30.854,64.4342
2017-09-22,82.12,82.14,81.89,64.48,7211286,418344872.0039,4592002.8346,27.6147,24.7857,0.3832,21.4286,85.7143,64.2857,0.3427,63.448,64.1818,64.9156,-0.32,70.0614,19.0349,64.7036,23.8021,64.39,64.3327,64.0355,27.0226,197.777,0.4397,-0.1102,-0.8892,-0.3053,63.8232,1,0.3545,0.0172,0.3373,0.3832,-0.1023,0.4855,49.3217,61.2625,63.1057,64.2842,64.3197,17.908,0.575,0.5315,502928791.0,29.096,0.599,0.8998,1.0048,59.5175,64.3173,61.5014,64.1818,63.3826,69.318,50.6512,50.6512,18.2927,33.3333,0.0,64.3335,64.7249,0.2201,64.3288,0.0846,59.2224,-38.2818,64.4586
2017-09-29,82.07,82.23,81.8,64.42,9784720,416015607.0951,3039835.1829,27.038,24.5668,0.3889,14.2857,78.5714,64.2857,0.3426,63.5854,64.2325,64.8796,-0.254,57.1269,16.05,64.6754,19.54,64.3943,64.3441,64.0639,25.7658,193.7248,0.4244,-0.1294,-0.8547,-0.2373,63.9271,1,0.3305,-0.0055,0.336,0.3889,-0.0801,0.469,49.3816,61.2941,55.34,64.2842,64.3197,18.1939,0.16,0.5318,493144071.0,27.0308,0.6073,0.2489,1.0027,58.025,65.0074,61.5354,64.2325,63.392,49.4108,27.486,27.486,18.0328,0.0,0.0,64.4008,64.6595,0.3404,64.3925,0.084,53.5994,-42.8528,64.4716
2017-10-06,81.75,81.88,81.52,64.31,13731224,412152505.0784,899340.0307,26.1622,23.7988,0.373,7.1429,71.4286,64.2857,0.3383,63.6456,64.2588,64.872,-0.2786,23.1763,10.7398,64.6218,14.7775,64.3808,64.3391,64.0818,24.4182,192.663,0.3803,-0.166,-0.8449,-0.2192,64.0298,1,0.299,-0.0296,0.3286,0.373,-0.0771,0.4501,49.4413,61.3242,54.5727,64.2842,64.3197,18.8722,0.1266,0.526,479412847.0,25.417,0.582,0.1972,1.0061,55.3699,65.0003,61.5702,64.2588,63.3934,31.4882,16.3274,16.3274,12.6567,0.0,0.0,64.4587,64.566,0.2827,64.4505,0.0818,51.6122,-50.9695,64.4682
2017-10-13,81.66,82.06,81.65,64.62,10452995,422095597.8833,3105636.0854,25.762,23.4672,0.3613,0.0,64.2857,64.2857,0.3372,63.7154,64.3021,64.8888,0.9512,66.4088,21.6357,64.6543,20.5597,64.4178,64.3767,64.1218,23.043,195.0889,0.4059,-0.3389,-0.8668,-0.2603,64.1259,1,0.296,-0.026,0.3221,0.3613,-0.0696,0.431,49.5009,61.3572,61.8321,64.4055,64.3431,17.5812,0.3312,0.5218,489865842.0,26.6815,0.5635,0.5152,1.0151,60.8179,64.9843,61.6066,64.3021,63.4094,25.5527,32.8448,32.8448,67.8451,27.7217,83.1652,64.5091,64.6016,0.3229,64.4998,0.0798,55.5332,-29.0597,64.5029
2017-10-20,82.0,82.02,81.64,64.34,7827438,416328011.9885,1890740.2244,25.3556,23.4193,0.3435,0.0,57.1429,57.1429,0.3362,63.7335,64.3135,64.8936,-0.8158,31.182,8.7671,64.6077,20.0723,64.4055,64.3715,64.1378,21.7603,196.5197,0.2198,-0.7953,-0.879,-0.2843,64.2059,1,0.2677,-0.0435,0.3112,0.3435,-0.0672,0.4107,49.5603,61.387,55.228,64.5425,64.4605,16.5423,-0.0856,0.5225,482038404.0,24.8508,0.5354,-0.1329,1.0068,54.3836,64.9688,61.6411,64.3135,63.416,28.8192,37.2854,37.2854,31.3544,27.7217,0.0,64.5506,64.5259,0.3229,64.5279,0.0767,52.2774,-61.2189,64.4908
2017-10-27,81.73,81.82,81.43,64.29,10164051,416724013.9756,1347852.5294,24.2598,23.0156,0.3104,0.0,50.0,50.0,0.3338,63.7771,64.3312,64.8853,-0.2597,-11.2638,6.7402,64.556,10.0136,64.3878,64.3607,64.1491,20.6915,205.7541,-0.1425,-0.5997,-0.9441,-0.4345,64.2649,1,0.2387,-0.058,0.2967,0.3104,-0.0781,0.3886,49.6196,61.416,47.5978,64.5425,64.4879,19.008,-0.1564,0.5192,471874353.0,23.2384,0.4836,-0.2427,1.0005,53.3701,64.9535,61.6767,64.3312,63.4459,37.9262,43.6485,43.6485,31.746,27.7217,0.0,64.5822,64.4498,0.3032,64.5324,0.0727,48.6332,-68.9949,64.4682
2017-11-03,81.75,81.85,81.52,64.56,8859279,425583292.9756,3822091.5606,23.6512,23.0464,0.2741,0.0,42.8571,42.8571,0.3293,63.7931,64.3507,64.9083,0.7954,48.4517,16.3428,64.5798,15.7393,64.4144,64.3874,64.1796,20.0141,221.9999,-0.224,-0.254,-0.9986,-0.6691,64.3114,0,0.2348,-0.0495,0.2843,0.2741,-0.0905,0.3646,49.6787,61.4475,54.2639,64.5977,64.5584,17.8936,-0.0116,0.51,480733632.0,24.5783,0.4267,-0.018,1.0059,58.1714,64.9289,61.713,64.3507,63.4899,43.5689,49.7729,49.7729,86.2183,21.4887,64.4662,64.6066,64.4852,0.2703,64.525,0.0691,56.4008,-49.7244,64.4814
2017-11-10,81.86,81.89,81.42,64.26,7631546,417951746.9756,2058598.2043,22.7421,22.9029,0.2257,0.0,35.7143,35.7143,0.3323,63.7947,64.3516,64.9085,-0.9362,11.7519,3.5958,64.5227,10.9238,64.3908,64.3705,64.1856,19.674,237.2664,-0.3019,0.0576,-0.9772,-0.8412,64.3362,0,0.2052,-0.0633,0.2685,0.2257,-0.1141,0.3399,49.7377,61.4756,47.6351,64.5831,64.5702,18.1633,-0.3535,0.517,473102086.0,22.6183,0.3512,-0.5471,0.9995,51.7979,64.905,61.7461,64.3516,63.5298,47.0961,47.8669,47.8669,25.6362,21.4887,0.0,64.6228,64.4058,0.3709,64.5064,0.0648,49.4389,-85.3749,64.4509
2017-11-17,81.54,81.74,81.42,64.47,10112278,424903938.1006,3362084.6251,21.8979,22.9022,0.1908,78.5714,28.5714,-50.0,0.3266,63.8585,64.3797,64.9008,0.4688,17.5724,11.0528,64.5281,10.9238,64.4036,64.3843,64.207,19.463,260.393,-0.1124,0.3654,-0.8152,-0.986,64.3738,0,0.1966,-0.0575,0.2541,0.1908,-0.126,0.3168,49.7966,61.5056,48.7265,64.5831,64.5702,17.1599,-0.4312,0.5065,483214364.0,21.3688,0.2967,-0.6644,1.0008,55.5264,64.8818,61.7797,64.3797,63.5745,52.57,60.0701,60.0701,68.3558,40.9888,58.5002,64.6328,64.4196,0.2526,64.4854,0.0607,52.7576,-61.0041,64.4491
2017-11-24,81.65,81.89,81.6,64.61,5923236,429601676.9971,5084420.1167,21.5435,23.1604,0.1575,71.4286,21.4286,-50.0,0.3196,64.014,64.4269,64.8398,0.7241,62.6327,15.4855,64.5647,16.936,64.4351,64.4142,64.2367,19.2487,276.2204,-0.0066,0.01,-0.6263,-0.9941,64.4123,0,0.1984,-0.0446,0.243,0.1575,-0.1342,0.2917,49.8553,61.5366,47.6558,64.5831,64.5702,16.2821,0.0252,0.4946,489137600.0,22.9216,0.2448,0.039,1.0025,57.7428,64.8594,61.8128,64.4269,63.6238,57.0063,63.0818,63.0818,95.2534,50.5917,93.2749,64.6394,64.4764,0.2289,64.4699,0.0574,56.5082,-45.6594,64.4648
2017-12-01,81.87,81.95,81.35,64.5,10630234,429968705.3404,5443573.6436,20.6837,23.3309,0.1089,64.2857,14.2857,-50.0,0.326,64.1195,64.4568,64.7941,-0.2728,31.7953,10.8801,64.5671,9.5069,64.4457,64.4262,64.2565,18.9477,298.155,-0.1401,0.0827,-0.2898,-0.8817,64.4419,0,0.1892,-0.043,0.2322,0.1089,-0.1517,0.2606,49.9138,61.5663,40.86,64.5831,64.5702,17.2419,0.0235,0.5054,478507366.0,20.8647,0.1692,0.0365,0.9989,55.4401,64.8376,61.8447,64.4568,63.678,65.3607,72.93,72.93,55.1809,69.6401,57.1452,64.6434,64.4822,0.4096,64.4549,0.0542,51.6398,-57.5349,64.465
2017-12-08,81.51,81.85,81.46,64.55,8116598,428511880.0584,4632094.4382,20.0096,23.7791,0.0826,57.1429,7.1429,-50.0,0.3248,64.1447,64.4715,64.7983,0.2821,62.6494,12.5955,64.5795,11.2455,64.4621,64.443,64.2784,18.6114,-28.2762,0.0201,0.2021,0.2878,-0.4737,64.4676,0,0.1837,-0.0388,0.2225,0.0826,-0.1457,0.2283,49.9722,61.5962,41.0133,64.5831,64.5702,16.0722,0.1338,0.5031,486623964.0,20.145,0.1284,0.2078,0.999,56.2978,64.8164,61.8767,64.4715,63.7282,68.8884,70.6533,70.6533,61.5255,75.371,75.693,64.6457,64.5023,0.3084,64.4428,0.0513,54.0451,-52.108,64.4723
2017-12-15,81.66,81.85,81.46,64.71,11619889,438344093.8276,7007457.8318,19.3836,23.6458,0.081,50.0,0.0,-50.0,0.3236,64.1845,64.498,64.8116,0.4103,85.3728,18.2445,64.6278,11.2455,64.5002,64.4786,64.3104,18.342,40.2154,-0.0049,-0.019,0.9965,0.6457,64.4905,0,0.1898,-0.0261,0.216,0.081,-0.1162,0.1972,50.0305,61.6273,42.5607,64.4855,64.4759,14.9779,0.4037,0.5001,498243853.0,18.7734,0.1258,0.6277,0.997,59.1222,64.7959,61.9098,64.498,63.7734,71.382,70.5627,70.5627,94.9816,77.6127,100.0,64.6486,64.5718,0.3084,64.4431,0.0493,57.5449,-15.8687,64.5012
2017-12-22,81.79,81.79,81.25,64.35,13250285,430982824.3832,4999933.6849,18.0279,22.8213,0.0714,42.8571,0.0,-42.8571,0.3327,64.195,64.5012,64.8075,-0.7778,-39.6381,2.2342,64.5769,0.4049,64.4777,64.462,64.3136,18.106,66.5176,-0.021,0.2328,0.9303,0.9172,64.5017,0,0.1641,-0.0415,0.2056,0.0714,-0.0956,0.1669,50.0886,61.6546,40.7544,64.4855,64.4334,17.0942,-0.2673,0.5169,484993568.0,16.9563,0.1108,-0.4136,0.9965,51.1171,64.776,61.9408,64.5012,63.8089,66.6839,58.8357,58.8357,20.0,58.5643,0.0,64.6496,64.4987,0.4508,64.4507,0.0463,50.4078,-63.2001,64.4845
2017-12-29,81.23,81.57,81.17,64.68,8171076,439153900.3832,6324022.1989,16.7692,21.9036,0.073,35.7143,85.7143,50.0,0.3322,64.2005,64.5141,64.8276,0.85,47.7682,13.7508,64.6159,0.4049,64.5088,64.491,64.3408,17.8558,88.9218,0.1739,0.1899,0.7203,0.9998,64.5098,0,0.1681,-0.03,0.1981,0.073,-0.0675,0.1406,50.1466,61.6848,46.4699,64.4855,64.4334,15.8963,0.3422,0.5136,493164644.0,15.7681,0.1134,0.5318,1.0031,56.8754,64.7568,61.9722,64.5141,63.8493,65.7618,67.8871,67.8871,88.6797,57.3109,71.9326,64.6505,64.5566,0.3259,64.4662,0.0441,60.2148,-8.9431,64.5135
2018-01-05,81.45,81.5,81.2,64.43,11731251,432115149.7832,4051181.2002,15.6003,20.8812,0.0278,28.5714,78.5714,50.0,0.3294,64.1993,64.5134,64.8276,-0.6333,-18.6057,3.8173,64.5851,0.4049,64.4974,64.4835,64.3477,17.6233,109.1518,0.1352,-0.1045,0.436,0.9447,64.5093,0,0.1497,-0.0387,0.1884,0.0278,-0.0854,0.1132,50.2044,61.7123,45.8134,64.4855,64.4334,14.885,0.1436,0.5113,481433393.0,14.765,0.0431,0.2234,1.0003,51.9086,64.738,62.0039,64.5134,63.8887,58.4141,48.5194,48.5194,36.8787,27.2736,9.8881,64.6501,64.5136,0.2934,64.4849,0.0415,54.8471,-49.8659,64.5077
2018-01-12,81.33,81.33,80.82,64.25,14934804,429479596.1361,1914508.1585,15.8793,20.8207,0.0073,100.0,71.4286,-28.5714,0.3348,64.1648,64.4974,64.83,-0.5882,-142.1162,-2.9541,64.5139,19.5063,64.4596,64.4526,64.3406,17.4331,160.278,0.0784,0.003,-0.427,0.3375,64.4897,0,0.119,-0.0555,0.1745,0.0073,-0.0816,0.0889,50.2621,61.7377,45.4231,64.4809,64.4095,20.0296,-0.309,0.521,466498589.0,13.491,0.0113,-0.4787,0.9992,48.523,64.7199,62.0333,64.4974,63.9246,55.6065,50.4129,50.4129,25.6803,27.2736,0.0,64.6459,64.417,0.4044,64.4962,0.0379,51.978,-74.3197,64.4776
2018-01-19,81.15,81.19,80.65,63.97,12651981,417764798.9139,-2861067.0346,16.6247,20.9902,-0.0085,100.0,64.2857,-35.7143,0.3414,64.0649,64.465,64.8651,-0.8889,-216.9994,-12.5667,64.3847,26.3149,64.3837,64.3877,64.3129,17.1979,216.9311,0.1438,-0.1456,-0.9901,-0.6009,64.4633,0,0.0709,-0.083,0.1538,-0.0085,-0.0753,0.0668,50.3196,61.76,37.351,64.3382,64.3421,21.0554,-0.2946,0.5338,453846608.0,12.2826,-0.0132,-0.4584,0.9899,43.7166,64.6945,62.0621,64.465,63.9537,40.1679,21.5715,21.5715,2.1554,3.296,0.0,64.6339,64.245,0.4282,64.4925,0.0327,45.0026,-97.9752,64.4098
2018-01-26,80.73,80.96,80.61,64.07,13753902,418943704.7996,-4179508.0105,17.4273,20.8435,-0.0452,100.0,57.1429,-42.8571,0.3369,64.0416,64.4232,64.8048,0.2,-211.4704,-8.3914,64.3059,27.8611,64.3354,64.3453,64.2948,16.8949,258.5155,-0.0227,-0.2757,-0.8337,-0.98,64.4364,0,0.0405,-0.0906,0.1311,-0.0452,-0.0895,0.0443,50.3769,61.7831,35.8691,64.3382,64.3262,20.4889,-0.4046,0.5258,467600510.0,11.5598,-0.0701,-0.6275,0.9958,45.8043,64.6573,62.0909,64.4232,63.9793,29.2867,15.8758,15.8758,19.7917,5.2883,15.865,64.6139,64.1532,0.2775,64.4823,0.0271,46.6292,-81.5129,64.3621
