date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_200_sma,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2000-01-28,55.38,55.38,41.63,21.67,11752300,-20475457.1768,-10060922.8633,,,,,,,,,,,-0.8756,,,,,30.9212,,,,,,,,,,0,,,,,,,,,,,,,-11.08,,-56840600.0,,,-33.8321,,,35.8133,,,,17.0099,11.9015,11.9015,6.3357,,,,,6.875,,,,,
2000-02-04,43.44,47.88,43.0,22.62,5587200,-21345594.8817,-11721111.238,,,,,,,,,,,0.3709,,,,,29.6449,,,,,,,,,,0,,,,,,,,,,,,,-11.095,,-45666200.0,,,-32.9033,,,34.7634,,,,11.5394,9.8106,9.8106,13.4124,,,,,2.44,,,,,
2000-02-11,45.25,52.75,43.0,25.28,9457500,-10927794.8817,-8019969.097,,,,,,,,,,,0.5446,,,,,28.9734,29.9257,,,,,,,,,0,,,,,,,,,,29.1625,29.315,,-11.375,,-26751200.0,,,-31.0326,,,33.787,,,,14.3026,21.1957,21.1957,43.839,,,,,4.875,30.4627,,,-73.7353,27.907
2000-02-18,48.63,49.06,36.88,18.78,39739300,-81531937.082,-28241731.7306,,,,100.0,28.5714,-71.4286,4.285,,,,-0.9089,,-43.3526,,45.981,27.4052,28.4396,,,,,,,,,0,24.5911,,,,,,,,,27.7175,28.1275,28.5798,-13.16,22.8168,-106229800.0,10.5757,,-41.2023,0.5498,28.3237,32.879,,,,17.083,20.2426,20.2426,3.4765,,,,,6.84,29.4065,,,-98.2452,26.4209
2000-02-25,40.25,41.0,38.44,20.12,12769800,-70956946.457,-30582071.0881,,,,92.8571,21.4286,-71.4286,4.1018,,,,0.0,,-37.7275,,45.981,26.2851,27.331,,,,,,,,,0,24.2428,,,,,,,,,27.7175,28.1275,27.6678,-10.72,20.3815,-80690200.0,10.2382,,-34.7544,0.6145,31.1362,31.7239,,,,21.0941,21.8439,21.8439,18.2162,,,,,1.72,28.2103,,,-91.3032,25.2606
2000-03-03,40.81,40.94,39.25,19.94,8642400,-75354854.1493,-30158628.6285,,,,85.7143,14.2857,-71.4286,3.8692,,,,-0.5503,,-38.0874,,45.981,25.309,26.3455,,,,,,,,,0,23.8447,,,,,,,,,27.7175,28.1275,27.2084,-11.75,19.404,-97975000.0,10.0682,,-37.0779,0.5913,30.9563,30.6612,,,,18.5395,13.5321,13.5321,18.9036,,,,,0.845,26.9381,,,-92.2581,24.1958
2000-03-10,40.0,45.5,38.0,21.66,7740600,-68914674.9493,-25194560.7288,,,,78.5714,7.1429,-71.4286,3.8606,,,,0.4413,,-30.5554,,29.2528,24.7468,25.7201,,,,,,,,,0,23.599,,,,,,,,,26.0775,28.1275,25.2082,-11.72,17.828,-82493800.0,13.7978,,-35.1161,0.5908,34.7223,29.6835,,,,20.4183,25.8788,25.8788,40.5167,,,,,3.75,25.6637,,,-83.4065,23.491
2000-03-17,43.13,52.5,41.5,24.75,10479500,-59387856.7675,-17842130.7366,,,,71.4286,0.0,-71.4286,3.9777,,,,0.5791,,-18.042,,8.667,24.7473,25.5908,,,,,,,,,0,23.6454,,,,,,,,,26.0775,26.375,22.5856,-4.0,16.0717,-61534800.0,18.9829,,-13.913,0.7749,40.979,28.784,,,,28.7163,46.738,46.738,80.7939,,,,,5.5,24.611,,,-60.2394,23.3416
2000-03-24,50.0,51.63,46.5,24.62,6396700,-58465135.9098,-12918713.5817,,,,64.2857,21.4286,-42.8571,3.8768,16.6752,27.4418,38.2083,-0.1462,-41.8436,-18.3822,,8.667,24.7285,25.462,,,,,,,,,0,23.6793,,,,,,,,,26.0775,26.375,21.4641,-3.565,15.7435,-74328200.0,18.0402,,-12.6463,0.7983,40.8089,27.9565,,27.4418,,46.3053,66.2989,66.2989,77.5862,,,,,2.565,23.7774,,,-61.0271,23.2441
2000-03-31,49.81,49.92,43.31,24.38,5523800,-51328486.5906,-7459407.8185,,,,57.1429,14.2857,-42.8571,3.836,16.5687,26.9528,37.3368,-0.1604,-48.8607,-19.1056,,15.7582,24.6741,25.3171,,,,,,,,,0,23.7101,,,,,,,,,26.0775,26.375,23.1914,-2.94,15.7374,-85375800.0,16.8773,,-10.7633,0.7692,40.4472,27.1952,,26.9528,,63.5143,77.506,77.506,74.1379,97.6656,94.6941,,,3.305,23.0745,,,-62.6024,23.1725
2000-04-07,48.94,48.94,39.75,23.1,8376100,-44602086.373,-2407709.2262,,,,50.0,7.1429,-42.8571,3.8902,16.3136,26.47,36.6264,-0.2992,-59.9153,-22.8744,,22.948,24.4312,25.0208,,,,,,,,,0,23.6645,,,,,,,,,23.765,26.375,24.5598,1.425,16.8444,-102128000.0,15.3917,,6.5759,0.692,38.5628,26.4947,,26.47,,71.0691,69.4023,69.4023,56.4828,84.7929,61.3818,,,4.595,22.563,,,-70.6679,22.9999
2000-04-14,46.0,46.19,39.38,19.72,7228900,-58805123.3774,-4641370.7375,,,,42.8571,0.0,-42.8571,3.8555,15.7804,25.77,35.7596,-0.9633,-78.1776,-31.8855,,23.6771,23.7064,24.314,,,,,,,,,0,23.4082,,,,,,,,,23.485,24.72,23.3045,-2.905,19.5514,-116585800.0,14.3815,,-12.8398,0.6859,34.0572,25.8504,,25.77,,63.5337,43.6927,43.6927,0.4573,52.0253,0.0,,,3.405,22.305,,,-89.8089,22.4751
2000-04-20,38.38,43.75,37.0,20.4,4445000,-57659301.1551,-4768618.7635,,,,35.7143,0.0,-35.7143,3.8212,16.0574,24.9575,33.8576,0.36,-83.6493,-28.6014,,28.3721,23.1985,23.7928,,,,,,,,,0,23.2522,,,,,,,,,23.0475,23.33,24.0872,-4.875,18.7269,-107695800.0,13.4399,,-19.284,0.7238,35.6993,25.2575,,24.9575,,46.9186,27.6608,27.6608,26.0424,28.5677,24.3213,,,3.375,22.2093,,,-79.908,22.1278
2000-04-28,38.63,43.5,37.5,21.0,4208800,-53450501.1551,-3048000.341,,,,28.5714,0.0,-28.5714,3.7626,15.9609,24.4105,32.8601,0.5617,-76.9988,-25.6739,,28.3721,22.8602,23.4204,,,,,,,,,0,23.1636,,,,,,,,,22.03,23.065,22.6666,2.22,17.917,-99278200.0,12.6473,,11.8211,0.7688,37.163,24.7121,,24.4105,,31.0289,21.7331,21.7331,38.6997,24.3085,48.6043,,,3.0,22.2492,,,-72.3243,21.9339
2000-05-05,42.88,44.38,38.5,20.19,4354400,-56590408.6381,-3066081.5182,,,-4.5073,21.4286,0.0,-21.4286,3.7038,15.7819,23.8778,31.9736,-0.4252,-72.3823,-28.0743,,25.0728,22.4494,22.9897,26.0623,,,,,,,,0,23.1324,,,,,,,,,22.03,22.4075,21.3384,0.065,18.3448,-107987000.0,12.7832,-17.2944,0.323,0.9317,35.9629,24.2104,,23.8778,,26.8036,31.0168,31.0168,28.3082,38.4068,42.2949,,,2.94,22.3088,,,-77.9458,21.6921
2000-05-12,39.69,40.5,37.25,19.9,4037900,-51943717.5612,-1316251.0645,,,-3.8655,14.2857,7.1429,-7.1429,3.5553,15.8653,23.2885,30.7117,0.0369,-88.3859,-28.9438,19.7106,27.9072,22.058,22.5784,25.6062,,,,,,,,0,23.0727,,,,,,,,,22.03,22.4075,21.9155,-0.035,17.8615,-116062800.0,12.3523,-15.1503,-0.1755,0.8798,35.5281,23.7487,,23.2885,,28.426,32.5282,32.5282,30.5767,46.0859,47.3584,,,1.625,22.229,,,-81.5375,21.4264
2000-05-19,39.75,45.38,38.63,21.82,3912900,-48175739.7834,718149.8744,26.2138,,-3.3041,7.1429,0.0,-7.1429,3.5424,16.8921,22.7105,28.5289,0.5748,-42.875,-18.5962,19.9029,10.356,22.0206,22.4766,25.3254,,,,,,,,0,23.041,,,,,,,,,21.765,22.345,20.3792,0.16,16.2386,-108237000.0,16.5544,-13.167,0.7389,0.8629,40.7019,23.324,,22.7105,,36.5152,46.0006,46.0006,79.1169,63.2178,100.0,,,3.375,22.0679,,,-56.7862,21.4413
2000-05-26,42.38,46.56,41.13,21.03,5003600,-54755059.1204,-608301.3373,24.8092,,-2.7252,0.0,28.5714,28.5714,3.4833,17.174,22.3245,27.475,-0.0589,-25.123,-21.3884,19.886,6.5487,21.8682,22.2837,25.0072,,,,,,,,0,22.9976,,,,,,,,,22.235,22.375,19.2125,-3.72,16.5637,-118244200.0,16.8508,-11.0754,-15.0303,1.1198,39.3058,18.44,,22.3245,,44.105,53.7862,53.7862,51.6649,73.4581,73.0159,,,2.715,21.886,,49.644,-67.3548,21.3846
2000-06-02,42.06,52.0,42.0,25.94,6678700,-41718236.7204,3052439.5068,23.6823,,-1.956,57.1429,21.4286,-35.7143,3.5917,17.4992,22.212,26.9248,0.982,82.8164,1.3942,21.1157,9.0324,22.4946,22.7712,25.0763,,,,,,,,0,23.1664,,,,,,,,,22.83,22.375,17.2534,1.315,13.8461,-104886800.0,20.6796,-8.0847,5.3401,1.2889,50.6971,18.4884,,22.212,,58.8143,76.6561,76.6561,99.1864,91.0053,100.0,,,5.0,21.7381,,61.9052,-4.0,21.961
2000-06-09,51.25,52.94,44.88,24.03,6238100,-44349693.2961,3435239.1683,22.808,,-1.7117,50.0,100.0,50.0,3.623,17.8578,22.0478,26.2377,-0.3958,98.153,-5.9968,21.6498,11.4423,22.7308,22.9391,24.9988,,,,,,,,0,23.1938,,,,,,,,,22.83,22.485,15.8505,-0.345,15.0769,-117363000.0,19.9464,-7.1653,-1.4154,1.2051,47.0016,18.6386,,22.0478,,67.8973,73.2496,73.2496,68.8974,82.8846,75.6377,,,4.03,21.6622,,59.5182,-30.6148,22.2275
2000-06-16,47.28,47.44,41.63,21.82,4554600,-47187499.1481,2376606.3343,21.2815,,-1.5986,42.8571,92.8571,50.0,3.5938,17.8672,22.055,26.2428,-0.6282,7.9649,-13.8405,21.5419,1.4367,22.5899,22.7892,24.763,,,,,,,,0,23.1872,,,,,,,,,22.83,22.485,18.1159,-1.28,16.4742,-126472200.0,18.644,-6.7904,-5.5423,1.0074,43.0797,18.8736,,22.055,,72.5268,67.6748,67.6748,34.9406,69.5892,33.13,,,3.215,21.5926,,55.0076,-58.4065,22.1596
2000-06-23,43.5,47.06,41.5,20.88,6122900,-58332058.1409,-1818521.8986,19.8361,,-1.4743,35.7143,85.7143,50.0,3.5357,17.7579,21.9675,26.1771,-0.3147,-7.7677,-17.0054,21.2318,1.0459,22.3261,22.534,24.475,14.9307,,0.6221,2.5097,,,,0,23.1117,,,,,,,0.23,4.1857,22.83,22.485,17.2115,1.155,16.9375,-138718000.0,17.5753,-6.3751,5.857,0.8434,41.4973,19.1015,,21.9675,,59.0957,36.3626,36.3626,5.2498,42.6686,19.2381,,,2.78,21.5469,,51.8548,-70.2008,21.9649
2000-06-30,42.19,42.69,34.38,17.28,19804200,-96224570.7763,-15426099.1143,19.6809,,-1.3398,100.0,78.5714,-21.4286,3.5799,17.1765,21.5675,25.9585,-0.9182,-139.5183,-27.9119,20.0977,17.6639,21.5498,21.8334,23.942,15.5254,,1.0954,2.2124,,,,0,22.7403,-2.6273,0.6716,-3.2989,-1.3398,1.1582,-2.498,0.2505,4.3167,21.61,21.83,22.9948,-3.125,20.7173,-178326400.0,16.0908,-5.953,-15.3149,0.7017,36.0441,26.47,,21.5675,,39.2525,13.7201,13.7201,0.9698,17.456,0.0,,,4.155,21.5357,,44.713,-99.0302,21.3278
2000-07-07,36.38,38.0,33.38,17.75,5227700,-97084538.7417,-19864088.7721,19.6971,,-1.0809,100.0,71.4286,-28.5714,3.4892,16.9739,21.516,26.0581,-0.1905,-156.3294,-25.5883,19.3129,19.907,20.9652,21.289,23.4833,15.8773,,2.6009,1.9745,,,,0,22.4708,-2.717,0.4655,-3.1825,-1.0809,1.0364,-2.1173,0.2715,4.451,21.61,21.58,22.9299,-3.25,19.6576,-167871000.0,15.3162,-4.8947,-15.4762,0.7282,37.2059,26.3772,,21.516,,18.5896,5.686,5.686,10.8384,9.947,10.6029,,,2.31,21.5363,,41.5173,-89.1616,20.8232
2000-07-14,33.5,35.25,32.0,16.19,7064400,-107909373.2032,-23318069.2542,19.9347,,-0.9706,100.0,64.2857,-35.7143,3.365,16.2436,21.3193,26.3949,-0.3446,-183.2266,-30.1254,18.3073,23.0236,20.2306,20.6091,22.9431,15.9804,,3.2291,-3.4919,,,,0,22.1167,-2.8808,0.2413,-3.1222,-0.9706,0.825,-1.7957,0.2929,4.5684,21.065,21.235,23.5533,-4.0,20.7844,-181999800.0,14.7374,-4.4891,-19.8118,0.701,34.9373,26.1835,,21.3193,,8.0542,4.7565,4.7565,2.4611,3.5343,0.0,,,1.75,21.4961,,40.3485,-98.1853,20.1738
2000-07-21,32.5,33.38,30.63,16.0,12419500,-107999696.8396,-22639976.1308,20.3749,,-0.9521,100.0,57.1429,-42.8571,3.2229,15.5648,21.1223,26.6797,-0.1818,-177.8544,-30.6798,17.467,26.0981,19.5797,19.9946,22.4288,15.8554,,0.0395,-6.2461,,,,0,21.936,-2.9915,0.1045,-3.096,-0.9521,0.5822,-1.5344,0.3149,4.6827,20.97,20.8925,24.3671,-3.905,20.1429,-206838800.0,14.2808,-4.4938,-19.6182,0.8114,34.6601,25.878,,21.1223,,5.8851,7.2127,7.2127,8.3384,3.5343,0.0,,,1.375,21.3153,,33.3747,-93.8593,19.5648
2000-07-28,32.5,33.5,30.75,15.47,4207100,-115251207.385,-22611693.5602,20.7499,,-1.107,92.8571,50.0,-42.8571,3.0909,14.7438,20.813,26.8822,-0.5673,-152.6437,-32.2936,16.6779,25.6248,18.9474,19.3913,21.9133,15.6097,,-1.9397,-5.3848,,,,0,21.6561,-3.0864,0.0077,-3.0941,-1.107,0.2476,-1.3546,0.3373,4.7906,20.705,20.8925,23.5803,-6.345,19.9798,-215253000.0,13.9605,-5.2843,-29.0855,0.7581,33.8532,25.4554,,20.813,,5.4753,4.4567,4.4567,2.5705,0.0,0.0,,,1.375,20.8705,,29.8429,-98.6105,18.9206
2000-08-04,30.81,34.75,28.88,16.66,16415200,-98528397.1635,-15223620.7508,21.4129,,-1.1482,100.0,42.8571,-57.1429,3.0797,14.3636,20.4083,26.4529,0.4259,-126.2062,-25.2717,16.3587,30.032,18.5948,19.0265,21.5238,15.4343,,-4.3596,-3.8846,,,,0,21.4806,-3.031,0.0505,-3.0815,-1.1482,0.1166,-1.2648,0.3601,4.9092,20.705,20.455,24.1522,-4.375,18.4914,-182422600.0,12.9959,-5.5418,-20.8036,0.7931,37.3642,25.0498,,20.4083,,10.4991,19.8278,19.8278,48.5746,33.3333,100.0,,,2.935,20.2689,,34.3199,-81.5877,18.4813
2000-08-11,33.0,35.75,25.94,15.38,18732100,-99254003.4836,-11048136.5442,22.4843,,-1.3039,100.0,35.7143,-64.2857,3.2101,13.8471,19.9458,26.0444,-0.2294,-128.074,-29.6173,15.8056,36.4118,18.0994,18.5396,21.0683,15.3021,,-4.9208,0.2674,,,,0,21.2418,-3.0552,0.021,-3.0762,-1.3039,-0.0844,-1.2195,0.3834,5.0139,20.6575,19.72,24.7956,-10.565,20.8788,-219886800.0,11.5584,-6.4112,-40.7286,0.7615,35.1913,24.5193,,19.9458,,19.2256,33.3922,33.3922,49.0316,46.0375,38.1125,,15.3012,4.905,19.5546,,40.331,-82.1852,17.9128
2000-08-18,29.25,34.94,29.0,17.25,9639300,-82831492.3725,-3110263.4203,23.4791,24.8464,-1.5601,92.8571,28.5714,-64.2857,3.193,13.7401,19.5895,25.4389,0.8838,-88.782,-18.7257,15.8491,36.4118,17.9687,18.3676,20.7855,15.1397,,-3.7498,2.0121,,,,0,21.1713,-2.8898,0.1492,-3.0389,-1.5601,-0.3448,-1.2152,0.4072,5.1363,20.6575,19.72,23.1276,-6.78,18.5099,-200608200.0,10.7809,-7.6929,-28.2147,0.8666,40.6372,23.8264,,19.5895,,38.2805,61.6214,61.6214,87.2579,79.3708,100.0,,15.5988,2.97,18.8274,-1.4847,51.1259,-68.2963,17.6401
2000-08-25,32.5,35.13,31.63,17.4,5075900,-74536021.5154,3059267.5322,24.3367,24.5729,-2.1667,85.7143,21.4286,-64.2857,3.0899,13.6139,19.305,24.9961,0.66,-66.2525,-17.8441,15.9453,35.4859,17.882,18.2393,20.5351,14.8898,,-3.0261,2.3663,,,,0,21.0389,-2.7149,0.2593,-2.9741,-2.1667,-0.8745,-1.2922,0.4314,5.259,20.6575,19.72,22.1807,-4.41,17.7529,-190456400.0,10.5618,-10.7397,-20.2154,0.7978,41.0779,23.175,,19.305,,56.8609,75.5691,75.5691,90.4179,79.3708,100.0,,15.923,1.75,18.141,-1.5093,53.7011,-67.1481,17.4134
2000-09-01,34.31,39.13,34.25,19.44,4059500,-67248886.2695,7623685.27,23.8424,23.7623,-2.53,78.5714,14.2857,-64.2857,3.0435,13.6027,19.291,24.9793,0.9365,-14.7339,-6.6477,16.55,17.4165,18.1217,18.3994,20.454,14.6108,,-1.954,2.9582,,,,0,21.0208,-2.3845,0.4717,-2.8562,-2.53,-1.1056,-1.4244,0.4563,5.4008,20.6575,19.72,20.8962,-1.435,15.6557,-182337400.0,14.6971,-12.5523,-6.8743,0.9244,46.6761,22.5627,,19.291,,76.3724,91.9268,91.9268,98.1046,100.0,100.0,,16.916,2.44,17.5852,-1.4945,61.3407,-52.0741,17.5
2000-09-08,37.81,38.63,36.13,18.38,3834800,-71114364.6695,7567959.829,23.3834,23.0957,-2.6905,71.4286,7.1429,-64.2857,2.9243,13.5119,19.1895,24.8671,-0.424,-16.0662,-11.3925,16.7906,17.4165,18.1607,18.3961,20.3,14.4525,,-0.7582,2.3644,,,,0,20.776,-2.1835,0.5381,-2.7217,-2.6905,-1.0873,-1.6032,0.4816,5.5305,19.7025,19.72,20.1867,1.095,15.9145,-190007000.0,14.1981,-13.4328,6.3368,0.7084,44.3038,21.9871,,19.1895,,85.8852,90.1595,90.1595,81.956,93.1145,79.3435,,17.319,1.375,17.1582,-1.4615,57.8717,-59.963,17.4598
2000-09-15,36.69,38.0,36.5,18.62,3491400,-71114364.6695,6857166.7096,22.9572,22.1193,-2.6424,64.2857,0.0,-64.2857,2.769,13.4505,19.0708,24.691,0.3733,-12.6079,-9.9794,17.0616,17.4165,18.2321,18.4267,20.1759,14.4803,,-0.227,1.8903,,,,0,20.6392,-1.9812,0.5924,-2.5736,-2.6424,-0.8534,-1.789,0.5075,5.6615,18.595,18.345,19.7919,0.875,14.867,-183024200.0,13.9204,-13.3498,4.9296,0.7751,45.0103,21.4461,,19.0708,,89.7512,87.1673,87.1673,81.4413,83.9197,72.4157,,17.728,0.75,16.9651,-1.4119,60.3872,-47.3953,17.525
2000-09-22,37.25,38.88,35.63,18.12,4509100,-76691774.5156,4168378.5089,22.265,21.0505,-2.322,57.1429,0.0,-57.1429,2.6873,13.3575,18.9675,24.5775,-0.3077,-14.8567,-12.3736,17.1685,13.2657,18.2156,18.3864,20.024,14.6349,,0.4765,2.0477,,,,0,20.5318,-1.84,0.5868,-2.4269,-2.322,-0.3808,-1.9412,0.5339,5.7861,18.125,18.25,18.9283,1.935,14.8263,-192042400.0,14.4945,-11.881,11.9518,0.8309,43.8132,20.9375,,18.9675,,84.1086,74.9991,74.9991,61.6,66.873,48.8598,,17.8736,1.625,16.9511,-1.3557,56.6163,-51.1837,17.5749
2000-09-29,36.06,38.88,35.88,18.94,4172600,-73910041.1823,3574573.1684,21.6222,20.6515,-2.0138,50.0,0.0,-50.0,2.6025,13.3257,18.9193,24.5128,0.6067,-4.3211,-7.3612,17.4687,13.2657,18.3271,18.4602,19.9437,14.8476,,1.3191,1.5876,,,,0,20.5008,-1.6434,0.6268,-2.2702,-2.0138,0.0282,-2.0419,0.5609,5.9176,17.4075,17.1575,18.1414,2.94,13.7406,-183697200.0,13.8919,-10.4154,18.375,0.9073,46.3194,20.4595,,18.9193,,78.214,72.4755,72.4755,74.3852,69.6049,87.5393,,18.2759,1.5,17.0929,-1.2855,61.2739,-28.7164,17.7687
2000-10-06,37.88,40.88,36.38,19.75,5394000,-69738681.1823,4333942.5138,20.3357,20.0164,-1.5885,42.8571,0.0,-42.8571,2.5773,13.3657,18.816,24.2663,0.36,20.5689,-2.4692,17.9219,3.6114,18.546,18.6322,19.9293,15.1035,,1.8516,0.6031,,,,0,20.476,-1.406,0.6913,-2.0974,-1.5885,0.5024,-2.0909,0.5883,6.0559,17.5625,16.705,16.9997,4.28,13.0496,-172909200.0,15.8147,-8.2707,27.6665,1.1429,48.7654,12.97,,18.816,,72.4581,69.8998,69.8998,73.7143,78.7997,100.0,,18.8653,2.25,17.3775,-1.1972,60.3232,-9.2369,18.0889
2000-10-13,39.44,40.19,33.75,17.78,5964900,-74962599.8158,2588442.9068,19.8826,19.9086,-1.3655,35.7143,92.8571,57.1429,2.6232,13.2837,18.6535,24.0233,-0.6025,-14.3736,-12.868,17.8045,13.9931,18.4281,18.5186,19.7701,15.3858,,1.8309,-0.9733,,,,0,20.4644,-1.3612,0.5889,-1.9501,-1.3655,0.7322,-2.0977,0.6163,6.1732,17.5625,16.705,19.1074,1.125,14.7537,-184839000.0,14.4164,-7.1376,6.7547,1.0017,43.566,13.0447,,18.6535,,66.7346,57.8284,57.8284,25.3857,62.5131,0.0,,18.6188,3.22,17.6694,-1.1199,52.3044,-35.6091,18.1229
2000-10-20,35.06,36.0,31.31,17.78,4931400,-66950389.1549,4188401.65,20.0588,20.2169,-1.0721,28.5714,85.7143,57.1429,2.6033,14.0381,18.2455,22.4529,0.1066,-46.8561,-12.868,17.7159,22.3492,18.3284,18.4201,19.6227,15.6614,,0.93,-1.5321,,,,0,20.4117,-1.3105,0.5117,-1.8222,-1.0721,0.9714,-2.0435,0.6446,6.2893,17.5625,16.705,21.242,2.405,14.6419,-184839000.0,13.4816,-5.6334,15.6423,1.0982,43.566,13.1187,,18.2455,22.6244,58.5216,47.8365,47.8365,44.4096,33.3333,0.0,,18.4302,2.345,17.9378,-1.0512,53.1807,-35.6091,18.1566
