date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_50_sma,sma_7_sma
1999-11-12,26.38,28.13,22.63,27.5,1021600,,,,,,,,,,,,,,,,,,,
1999-11-19,28.13,30.0,24.88,25.56,1065900,,,,,,,,,,,,,,,,22.63,,,
1999-11-26,25.69,28.5,25.0,25.56,351400,,,,,,,,,,,,,,,,22.7037,,,
1999-12-03,25.53,26.75,23.0,25.69,467800,,,,,,,,,,,,,,,,22.7767,,,
1999-12-10,25.88,30.0,23.88,26.63,561200,,,,,,,,,,,,,,,,22.8489,,,
1999-12-17,27.0,32.5,25.25,26.94,1195500,,,,,,,,,,,,,,,,22.9204,,,
1999-12-23,27.63,28.5,24.63,27.25,240500,,,,,,,,26.4471,,,,,,,,23.112,,,26.4471
1999-12-31,27.31,31.06,25.25,31.0,463100,,,,,,,,27.5854,,,,,,,,23.2998,,,26.9471
2000-01-07,31.0,31.0,25.88,26.5,347500,,,,,,,,27.314,,,,,,,,23.4838,,,27.0814
2000-01-14,27.13,28.13,24.0,25.0,694900,,,,,,,,26.7355,,,,,,,,23.6641,,,27.0014
2000-01-21,25.0,35.25,24.38,29.75,1775800,,,,,,,,27.4891,,,,,2.25,8.1818,,23.8408,,,27.5814
2000-01-28,30.38,31.75,26.31,26.94,604100,,,,,,,,27.3519,,,,,1.38,5.3991,,24.0,,,27.6257
2000-02-04,26.88,28.06,25.63,26.5,341200,,,,,,,,27.1389,,,,,0.94,3.6776,,24.3375,,,27.5629
2000-02-11,26.13,27.38,23.63,26.0,1396000,,,,,,26.9157,,26.8542,,,,,0.31,1.2067,,35.25,26.9157,,27.3843
2000-02-18,26.03,26.75,22.13,23.31,463300,,5.1271,,,,26.435,,25.9681,,,,52.8609,-3.32,-12.4671,41.4733,35.1338,26.6164,,26.2857
2000-02-25,23.5,24.13,20.25,22.44,941400,,5.0381,,,,25.9023,,25.0861,,,,43.5724,-4.5,-16.7038,39.9499,34.8737,26.3936,,25.7057
2000-03-03,22.5,22.5,20.0,20.88,1496900,,4.8568,,,,25.2327,,24.0346,,,,40.174,-6.37,-23.3761,37.3039,34.435,26.0593,,25.1171
2000-03-10,20.81,20.88,17.88,17.88,689300,,4.7241,,,,24.2523,,22.4959,,,,39.9996,-13.12,-42.3226,32.8042,33.8576,25.5014,,23.4214
2000-03-17,18.06,18.25,16.38,16.5,783100,,4.5203,,,,23.2187,,20.9969,,,,34.9781,-10.0,-37.7358,30.9545,33.0587,24.7779,,21.93
2000-03-24,16.63,21.5,14.63,20.94,1839300,,4.6881,17.8336,24.9385,32.0434,22.9148,,20.9827,,,,35.2587,-4.06,-16.24,42.2392,32.058,24.3493,,21.1357
2000-03-31,22.75,23.0,16.5,16.75,1031400,,4.8175,16.5638,24.401,32.2382,22.0929,,19.9245,,,,33.7453,-13.0,-43.6975,36.2226,30.838,23.5993,,19.8143
2000-04-07,16.88,18.06,13.63,17.0,555700,,4.7899,15.5246,23.973,32.4214,21.4138,,19.1934,,,,29.6996,-9.94,-36.8968,36.8011,29.7035,22.5993,,18.9129
2000-04-14,18.09,19.56,11.0,11.81,444800,,5.0591,13.3573,23.2855,33.2137,20.1333,,17.3475,,,,30.0423,-14.69,-55.434,30.597,28.4176,21.55,,17.3943
2000-04-20,10.63,15.0,10.0,13.88,344900,,5.0549,12.0315,22.695,33.3585,19.2995,,16.4807,,,,31.4839,-12.12,-46.6154,35.2832,26.85,20.7557,,16.3943
2000-04-28,14.0,15.56,10.81,15.0,816900,,5.0331,11.1088,22.1135,33.1182,18.7263,,16.1105,,,,19.4725,-8.31,-35.6499,37.733,25.165,19.7021,,15.9829
2000-05-05,15.06,17.06,14.88,15.13,660000,,4.8293,10.3514,21.523,32.6946,18.2468,,15.8654,,,,24.5302,-7.31,-32.5758,38.0263,23.6485,18.8586,,15.7871
2000-05-12,15.25,15.25,12.75,14.25,566600,,4.663,9.5976,20.873,32.1484,17.7139,,15.4615,,,,24.652,-6.63,-31.7529,36.7641,22.2837,17.9836,,14.8314
2000-05-19,14.31,14.75,13.25,13.44,292900,11.7044,4.437,9.2904,19.995,30.6996,17.144,,14.9561,,,,28.613,-4.44,-24.8322,35.593,21.0553,17.0864,,14.3586
2000-05-26,13.38,13.38,10.0,10.81,837900,12.2567,4.3658,8.2316,19.2105,30.1894,16.2995,,13.9196,,,,28.8462,-5.69,-34.4848,32.0258,19.9498,16.1936,,13.4743
2000-06-02,11.25,14.0,11.13,13.5,1125800,12.5418,4.2818,7.7253,18.6355,29.5457,15.9262,,13.8147,,,,37.4687,-7.44,-35.5301,38.7837,18.9548,15.555,,13.7157
2000-06-09,13.5,16.13,13.5,14.44,764500,12.0601,4.1638,8.0975,17.87,27.6425,15.728,,13.971,,,,48.6102,-2.31,-13.791,40.9914,18.0593,15.095,,13.7957
2000-06-16,14.75,15.25,13.88,14.38,333600,11.6129,3.9643,8.3029,17.242,26.1811,15.5483,,14.0733,,,,51.0755,-2.62,-15.4118,40.89,17.2534,14.845,,13.7071
2000-06-23,14.88,15.0,13.94,14.0,308700,11.1977,3.7568,8.6605,16.617,24.5735,15.3419,,14.055,,,,54.0701,2.19,18.5436,40.2118,16.528,14.6664,,13.5457
2000-06-30,13.94,15.38,12.88,12.88,978500,11.1681,3.6671,9.1222,15.961,22.7998,15.0136,,13.7612,-3.8338,0.7049,-4.5386,36.2241,-1.0,-7.2046,38.2006,15.8752,14.0907,,13.35
2000-07-07,13.13,15.19,13.06,14.88,262700,11.1406,3.5701,9.5821,15.5395,21.4969,14.9958,,14.0409,-3.5268,0.8095,-4.3363,44.3997,-0.12,-0.8,43.623,15.38,13.9571,,13.5557
2000-07-14,15.13,16.06,14.69,15.75,363500,10.7357,3.413,10.1524,15.205,20.2576,15.0964,,14.4682,-3.1767,0.9277,-4.1043,50.7858,0.62,4.0978,45.8488,10.0,13.8679,,14.2614
2000-07-21,16.16,17.25,15.25,15.5,726700,10.075,3.3121,10.5983,14.936,19.2737,15.1502,,14.7261,-2.8861,0.9746,-3.8607,58.3965,1.25,8.7719,45.2954,10.0606,14.1314,,14.5471
2000-07-28,15.63,15.69,13.38,13.5,554000,9.9772,3.2405,10.5574,14.717,18.8766,14.9302,,14.4196,-2.7851,0.8605,-3.6456,56.753,0.06,0.4464,41.0288,10.2044,14.1043,,14.4129
2000-08-04,13.5,14.25,12.63,13.5,255200,10.1575,3.1247,10.4593,14.567,18.6747,14.7395,,14.1897,-2.6742,0.7771,-3.4513,50.6986,2.69,24.8844,41.0288,10.3453,13.9971,,14.2871
2000-08-11,13.47,14.5,12.75,13.5,185900,10.2068,3.0265,11.2926,14.195,17.0974,14.5742,,14.0173,-2.5569,0.7155,-3.2724,47.0163,0.0,0.0,41.0288,10.4834,13.8807,,14.2157
2000-08-18,13.63,15.13,13.56,14.63,407900,9.9487,2.9268,11.4223,14.089,16.7557,14.5816,,14.1705,-2.3457,0.7414,-3.0871,53.7051,0.19,1.3158,44.7044,10.6187,13.9079,,14.4657
2000-08-25,14.81,15.13,14.0,14.13,213000,9.709,2.7984,11.6358,13.9455,16.2552,14.5214,,14.1603,-2.1934,0.715,-2.9083,54.2193,-0.25,-1.7385,43.4149,10.7514,13.9571,,14.3586
2000-09-01,14.13,16.63,14.06,14.63,812700,9.2741,2.7821,11.9801,14.0865,16.1929,14.5359,,14.2778,-2.0091,0.7194,-2.7285,64.5523,0.63,4.5,45.1196,10.8813,14.23,,14.1986
2000-09-08,14.66,15.44,14.56,15.25,555600,8.8702,2.6463,11.9916,14.155,16.3184,14.6311,,14.5208,-1.7925,0.7488,-2.5413,53.8308,2.37,18.4006,47.2421,11.0087,14.355,,14.1629
2000-09-15,15.38,15.75,15.0,15.44,766100,8.6498,2.5108,11.9712,14.177,16.3828,14.739,,14.7506,-1.5871,0.7634,-2.3505,54.0943,0.56,3.7634,47.907,11.1335,14.4264,,14.44
2000-09-22,15.66,21.5,15.38,21.25,1609700,10.5286,2.7686,10.6995,14.483,18.2665,15.6071,,16.3755,-0.9446,1.1246,-2.0693,67.6101,5.5,34.9206,63.1857,11.2559,14.9171,,15.5471
2000-09-29,21.34,24.13,20.69,23.75,861000,12.8881,2.8166,9.4283,14.958,20.4877,16.6928,,18.2191,-0.2311,1.4705,-1.7017,74.2702,8.25,53.2258,67.5906,11.5632,15.6136,,17.0114
2000-10-06,23.69,25.56,19.0,22.5,829500,14.2187,3.084,9.0336,15.411,21.7884,17.4671,,19.2893,0.2309,1.546,-1.3152,71.6582,9.0,66.6667,63.4995,12.0659,16.3007,,18.1357
2000-10-13,22.22,23.63,19.5,23.63,601800,15.4544,3.1587,9.1018,16.052,23.0022,18.2888,,20.3745,0.6803,1.5964,-0.9161,64.7897,10.13,75.037,65.5306,12.7406,16.9257,,19.4929
