date,open,high,low,close,volume,ema_12_ema,ema_26_ema,sma_200_sma,sma_20_sma,sma_50_sma
1999-11-12,34.63,34.88,33.06,9.41,3173200,,,,,
1999-11-19,33.56,33.75,33.06,9.32,1461500,,,,,
1999-11-26,33.0,33.31,32.0,9.2,1580100,,,,,
1999-12-03,32.56,33.75,31.5,9.37,2495300,,,,,
1999-12-10,33.25,33.75,32.63,9.15,2701700,,,,,
1999-12-17,32.88,32.88,31.5,8.99,9174100,,,,,
1999-12-23,31.5,32.44,31.31,9.13,1782100,,,,,
1999-12-31,32.0,32.31,31.06,9.01,966900,,,,,
2000-01-07,31.38,31.44,29.56,8.9,2367500,,,,,
2000-01-14,31.94,32.13,31.0,8.89,2745500,,,,,
2000-01-21,31.19,37.5,30.5,10.59,3049800,,,,,
2000-01-28,39.0,41.31,33.25,9.47,4397200,9.2861,,,,
2000-02-04,33.63,35.31,33.13,9.47,3099200,9.3147,,,,
2000-02-11,33.25,33.38,31.88,9.26,2464900,9.306,,,,
2000-02-18,32.75,33.38,32.06,9.15,2208600,9.2825,,,,
2000-02-25,32.38,32.5,29.13,8.39,1698100,9.1447,,,,
2000-03-03,29.38,30.38,29.13,8.4,2655100,9.0307,,,,
2000-03-10,31.0,31.19,29.13,8.76,4269800,8.989,,,,
2000-03-17,30.0,32.31,29.75,8.81,6063100,8.9617,,,,
2000-03-24,30.63,30.94,28.44,8.61,2820600,8.9079,,,9.1145,
2000-03-31,29.94,30.44,28.88,8.45,4184700,8.8374,,,9.0666,
2000-04-07,29.13,30.44,28.88,8.52,2890500,8.7889,,,9.0267,
2000-04-14,29.31,30.69,29.0,8.52,2771200,8.7478,,,8.9929,
2000-04-20,28.94,31.0,28.75,8.92,2920800,8.7741,,,8.9702,
2000-04-28,30.81,34.25,30.69,9.45,3457200,8.8774,,,8.9851,
2000-05-05,32.38,33.31,30.75,9.1,3196100,8.9118,9.0481,,8.9907,
2000-05-12,31.31,32.88,31.19,9.29,4088200,8.9694,9.0657,,8.9983,
2000-05-19,32.38,33.88,32.0,9.75,3775900,9.0899,9.1166,,9.0354,
2000-05-26,33.69,34.88,32.0,10.0,3019500,9.2306,9.1823,,9.0905,
2000-06-02,34.38,35.75,33.94,10.22,2365200,9.383,9.2593,,9.1573,
2000-06-09,35.38,35.44,33.75,10.22,1877700,9.5119,9.3305,,9.1387,
2000-06-16,35.56,35.94,34.0,10.06,4320800,9.5968,9.3848,,9.1683,
2000-06-23,34.06,35.0,32.25,9.55,1953300,9.5895,9.397,,9.1721,
2000-06-30,32.69,32.94,30.31,8.98,2564900,9.4956,9.3661,,9.1582,
2000-07-07,30.56,32.0,30.44,9.26,1551600,9.4587,9.3579,,9.1633,
2000-07-14,31.31,32.19,31.19,9.31,1257600,9.436,9.3544,,9.2095,
2000-07-21,31.5,32.69,31.5,9.48,1489000,9.4422,9.3634,,9.2631,
2000-07-28,32.13,32.63,31.31,9.29,1879300,9.4193,9.3583,,9.2898,
2000-08-04,31.75,33.25,31.13,9.64,1721300,9.4533,9.3792,,9.3313,
2000-08-11,32.81,35.0,32.63,10.16,2919500,9.5621,9.4371,,9.4087,
2000-08-18,34.69,36.0,33.94,10.43,1928100,9.6958,9.5107,,9.5078,
2000-08-25,35.44,35.44,32.88,9.86,1950500,9.7212,9.5366,,9.5747,
2000-09-01,33.44,35.0,33.38,10.18,1318400,9.791,9.5839,,9.6574,
2000-09-08,34.63,38.19,34.56,11.21,2478600,10.0092,9.7043,,9.7719,
2000-09-15,37.94,40.25,37.38,11.48,3462600,10.2359,9.8361,,9.8738,
2000-09-22,38.56,38.94,35.88,10.95,5276900,10.3459,9.9186,,9.9662,
2000-09-29,36.19,38.38,36.13,11.4,2035700,10.5086,10.0286,,10.0721,
2000-10-06,37.63,38.56,35.75,10.73,2244200,10.5422,10.0803,,10.1208,
2000-10-13,35.75,37.44,35.31,10.95,1886200,10.605,10.1448,,10.1681,
2000-10-20,36.81,37.5,35.44,10.88,2200600,10.6467,10.1989,,10.2009,9.5706
2000-10-27,36.31,37.25,34.94,10.69,1740100,10.6535,10.2354,,10.2244,9.5963
2000-11-03,35.88,37.38,35.75,11.14,2950100,10.7281,10.3023,,10.2781,9.6326
2000-11-10,37.13,37.94,35.38,10.88,3019200,10.7508,10.3448,,10.3444,9.6662
2000-11-17,36.69,37.63,35.88,11.14,2670800,10.8104,10.4035,,10.4524,9.7015
2000-11-24,37.56,38.0,36.31,11.06,1147400,10.8494,10.4524,,10.5428,9.7399
2000-12-01,36.94,38.19,36.06,11.32,2547400,10.9223,10.5169,,10.6434,9.7865
2000-12-08,38.0,38.75,36.0,10.78,2819700,10.9009,10.5367,,10.7087,9.8195
2000-12-15,36.44,37.19,35.63,10.99,2405900,10.9145,10.5702,,10.7935,9.8591
2000-12-22,36.88,38.44,36.75,11.61,11376900,11.0216,10.6473,,10.892,9.9133
2000-12-29,38.44,39.31,38.25,11.76,1838000,11.1355,10.7298,,10.9721,9.9708
2001-01-05,38.69,38.88,34.32,10.72,4014800,11.072,10.7293,,10.9867,9.9734
2001-01-12,35.56,36.94,33.75,10.42,4859600,10.9718,10.7065,,11.0147,9.9923
2001-01-19,34.75,35.31,33.13,10.51,3155400,10.9014,10.6922,,11.0317,10.0132
2001-01-26,34.81,37.38,34.63,10.84,3369200,10.8916,10.703,,11.0131,10.0448
2001-02-02,35.87,36.99,34.65,10.5,3303500,10.8317,10.6881,,10.964,10.0718
2001-02-09,34.8,38.47,34.75,11.59,9254400,10.9483,10.7549,,10.996,10.1358
2001-02-16,38.45,39.12,35.7,10.87,5505900,10.9369,10.7637,,10.9695,10.1852
2001-02-23,36.33,37.16,34.95,10.63,2765800,10.89,10.754,,10.9648,10.2227
2001-03-02,35.45,38.35,35.18,11.52,7941100,10.9869,10.8107,,10.9933,10.2768
2001-03-09,38.14,39.41,38.14,11.71,4606400,11.0982,10.8774,,11.035,10.3388
2001-03-16,38.41,39.58,38.15,11.71,5141100,11.1924,10.9391,,11.0859,10.404
2001-03-23,38.78,39.24,36.7,11.52,5194800,11.2422,10.9818,,11.1048,10.4639
2001-03-30,37.62,40.2,37.55,12.18,5398700,11.3869,11.0708,,11.1702,10.5371
2001-04-06,39.8,42.45,39.79,12.76,8101300,11.5979,11.1958,,11.2512,10.6139
2001-04-12,42.15,43.56,41.52,12.87,3341200,11.7934,11.3197,,11.3414,10.6824
2001-04-20,42.15,43.9,41.05,12.78,4373600,11.9452,11.4279,,11.4143,10.7559
2001-04-27,41.75,43.23,41.08,12.95,2808300,12.0995,11.5405,,11.5225,10.8292
2001-05-04,42.3,42.43,40.55,12.77,2646700,12.2023,11.6314,,11.6114,10.8895
2001-05-11,41.71,42.9,41.5,13.03,2966100,12.3302,11.7353,,11.6826,10.9501
2001-05-18,42.69,43.39,42.0,13.28,2787200,12.4766,11.8498,,11.7586,11.0113
2001-05-25,43.39,44.95,43.07,13.36,3386000,12.6128,11.9618,,11.8905,11.0741
2001-06-01,43.4,44.94,43.04,13.69,6161900,12.7788,12.09,,12.0541,11.1467
2001-06-08,44.7,44.82,43.2,13.44,5349000,12.8802,12.1898,,12.2003,11.2244
2001-06-15,43.98,45.8,43.2,13.82,5603700,13.0244,12.3104,,12.3493,11.3212
2001-06-22,45.0,47.13,44.58,14.05,3136900,13.1817,12.439,,12.5265,11.417
2001-06-29,45.37,46.69,44.52,14.38,2669200,13.3657,12.5826,,12.6659,11.5184
2001-07-06,46.44,47.04,45.95,14.29,2436000,13.5076,12.7089,,12.8366,11.6146
2001-07-13,46.1,46.8,44.05,13.74,2938000,13.5433,12.7853,,12.992,11.7035
2001-07-20,44.38,44.65,43.3,13.47,2039100,13.5316,12.8358,,13.0893,11.7801
2001-07-27,43.55,43.6,41.3,13.16,5712300,13.4741,12.8597,,13.1617,11.84
2001-08-03,42.55,44.3,41.55,13.68,2320300,13.5055,12.9203,,13.2601,11.9049
2001-08-10,44.18,44.18,41.65,13.14,2388300,13.4487,12.9363,,13.3411,11.9705
2001-08-17,42.6,43.25,42.01,13.11,1884400,13.3968,12.9493,,13.3875,12.0292
2001-08-24,42.45,44.3,42.45,13.62,1913100,13.4315,12.9991,,13.4307,12.0774
2001-08-31,44.0,44.37,43.07,13.4,1589600,13.427,13.029,,13.4574,12.1158
2001-09-07,43.04,44.3,43.03,13.62,1285500,13.4561,13.0725,,13.4992,12.1691
2001-09-10,43.98,43.98,43.4,13.44,350800,13.4531,13.0994,,13.5236,12.2098
2001-09-21,43.15,44.35,42.05,13.41,5698200,13.4463,13.1223,,13.5557,12.2634
2001-09-28,43.0,43.05,41.35,13.49,2977300,13.4525,13.1494,,13.5783,12.3142
2001-10-05,42.9,45.0,42.6,14.09,2182700,13.5513,13.2194,,13.619,12.3785
2001-10-12,44.64,44.64,42.91,13.63,1655400,13.5641,13.2501,,13.6326,12.4374
2001-10-19,43.35,43.99,42.3,13.55,1652900,13.5619,13.2723,,13.6255,12.4856
