date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2025-02-07,26.21,26.47,26.18,25.74,2871723,3097857.9005,403455.483,22.2798,18.095,0.3752,14.2857,64.2857,50.0,0.6044,23.8318,24.798,25.7642,0.4828,148.505,27.5566,25.4127,42.0676,25.0763,25.0087,24.7491,17.5183,129.3897,0.2827,0.7075,0.0978,0.7728,24.7407,1,24.4504,0.3272,0.1249,0.2023,0.3752,0.1054,0.2698,2.5972,13.3033,80.1364,24.8234,25.5767,16.2368,1.254,2.348,8244882.0,39.8174,1.5277,1.0569,63.7783,24.0219,24.798,24.5262,44.7133,55.0555,55.0555,89.0909,94.7211,100.0,24.6635,25.6251,0.381,24.7422,0.121,41.4081,-45.2049,25.0833
2025-02-14,26.57,26.95,26.54,25.97,843651,2418821.7298,210205.7399,24.0914,18.7608,0.4031,7.1429,57.1429,50.0,0.6031,23.788,24.8701,25.9523,0.0354,169.7233,31.7373,25.5974,47.6428,25.2134,25.1365,24.8394,17.1792,149.836,0.5935,0.5983,-0.2561,0.5025,24.8057,1,24.577,0.374,0.1374,0.2366,0.4031,0.1187,0.2844,2.6513,13.4299,82.1155,24.9357,25.5767,15.1094,1.6672,2.3227,9088533.0,42.6073,1.6361,1.0624,65.8687,24.1204,24.8701,24.5726,52.8573,64.3006,64.3006,69.7342,94.7211,100.0,24.7547,25.8307,0.5862,24.8745,0.1434,40.6366,-38.7067,25.2356
2025-02-21,26.78,27.05,26.72,26.1,107022,2311799.7298,77986.9595,25.8516,19.3112,0.4495,0.0,50.0,50.0,0.5927,23.7138,24.9194,26.1249,-0.1826,154.5838,34.2256,25.7767,48.7331,25.3504,25.2655,24.933,17.0187,161.5205,0.7941,0.2204,-0.4465,0.317,24.871,1,24.8503,0.4173,0.1446,0.2728,0.4495,0.1448,0.3047,2.7059,13.5566,83.5441,25.202,25.7171,14.2759,1.427,2.2707,9195555.0,41.4167,1.8178,1.092,67.1128,24.216,24.9194,24.6206,65.7807,77.9858,77.9858,75.1325,100.0,100.0,24.8585,26.0226,0.4577,25.0304,0.167,53.609,-37.8248,25.3917
2025-02-28,26.7,26.7,25.17,25.31,1104558,2275703.0631,5322.4319,24.7147,18.4368,0.4736,28.5714,42.8571,14.2857,0.6586,23.7181,24.9356,26.1531,-0.5131,41.9034,9.3825,25.7203,9.9359,25.3446,25.2718,24.9612,17.0245,172.8065,0.7447,-0.2551,-0.613,0.1252,24.933,1,24.8639,0.3834,0.0885,0.2949,0.4736,0.141,0.3327,2.7607,13.6742,69.4205,25.202,25.7171,28.3569,0.9561,2.6017,8090997.0,34.6136,1.9107,1.0269,54.6913,24.3087,24.9356,24.6437,67.9021,61.4199,61.4199,39.3931,66.6667,0.0,24.9649,25.879,1.5143,25.1717,0.1821,48.4091,-62.7338,25.4213
2025-03-07,26.06,26.27,25.89,25.56,2090591,3210967.4579,272696.3023,23.6591,17.4909,0.4599,21.4286,35.7143,14.2857,0.638,23.7525,24.986,26.2195,0.2763,56.9055,14.733,25.7327,9.9359,25.378,25.3104,25.0056,17.1056,183.8256,0.5292,-0.4013,-0.7527,-0.0667,24.9979,1,24.9019,0.3723,0.0619,0.3104,0.4599,0.0998,0.3601,2.8159,13.7931,78.2118,25.202,25.7171,27.1783,1.0921,2.4961,10181588.0,33.1749,1.8488,1.0438,57.3665,24.3986,24.986,24.6701,65.079,55.8311,55.8311,52.9678,40.5123,21.537,25.0695,25.8474,0.3712,25.3039,0.1928,48.9988,-54.8921,25.4778
2025-03-14,26.12,26.38,25.96,25.68,2307271,4481875.5974,761665.8117,22.8201,17.0889,0.4929,14.2857,28.5714,14.2857,0.622,23.7576,25.0264,26.2952,0.4113,62.5313,17.3104,25.7693,11.913,25.425,25.3602,25.0559,17.2313,192.6431,0.3959,-0.2879,-0.8447,-0.2189,25.078,1,24.9658,0.3692,0.047,0.3221,0.4929,0.1056,0.3873,2.8714,13.912,83.3351,25.2302,25.7171,25.8883,0.9281,2.4217,12488859.0,32.8907,1.9753,1.0569,58.6552,24.4858,25.0264,24.6961,55.9707,50.661,50.661,59.622,17.8163,31.9118,25.1707,25.8574,0.4132,25.4212,0.2009,50.5959,-51.0481,25.5404
2025-03-21,26.37,26.62,26.33,25.76,900387,3829871.218,685000.5074,22.331,16.4626,0.5405,7.1429,21.4286,14.2857,0.6006,23.8284,25.0967,26.365,0.0,80.9668,18.998,25.8148,15.9725,25.4769,25.4138,25.1082,17.4492,198.0575,0.3921,-0.192,-0.8915,-0.31,25.1415,1,25.0168,0.3687,0.0372,0.3315,0.5405,0.1206,0.4199,2.9272,14.0305,84.4076,25.2302,25.7171,24.8956,0.4885,2.3313,13389246.0,34.3602,2.1608,1.044,59.499,24.5704,25.0967,24.709,55.1052,58.8235,58.8235,63.8808,30.7178,38.7047,25.2674,25.8841,0.3224,25.5211,0.2072,47.7148,-48.5879,25.6002
2025-03-28,26.63,26.7,26.34,26.01,202039,3943798.7653,627614.3291,21.9765,15.9309,0.5878,0.0,14.2857,14.2857,0.5828,23.885,25.175,26.465,-0.0236,86.863,24.2331,25.9091,17.3685,25.5585,25.493,25.1748,17.7105,205.3338,0.3907,-0.5568,-0.9417,-0.4279,25.2091,1,25.1436,0.3837,0.0418,0.3419,0.5878,0.1341,0.4537,2.9833,14.1503,89.0764,25.2868,25.7981,23.8224,0.5583,2.2409,13591285.0,33.8369,2.3444,1.0678,62.1165,24.6524,25.175,24.7275,60.7584,72.7907,72.7907,94.8693,56.8722,100.0,25.3613,25.9823,0.3517,25.6114,0.2138,48.3259,-43.0473,25.6824
2025-04-04,26.73,27.9,24.81,24.57,391270,3590516.1439,434674.2103,23.0618,17.7513,0.5502,0.0,100.0,100.0,0.7584,24.0204,25.2082,26.3959,-0.5084,27.3085,-11.7668,25.6233,37.171,25.4061,25.3696,25.1298,17.9256,217.2151,-0.0147,-0.851,-0.9908,-0.6048,25.2506,1,25.1402,0.2762,-0.0525,0.3288,0.5502,0.0688,0.4814,3.0396,14.2544,86.0449,25.3357,25.9404,16.9981,-0.9895,3.0871,13200015.0,37.1111,2.1963,1.004,44.1166,27.4611,25.2082,24.7201,62.0497,54.5348,54.5348,4.8544,46.2349,0.0,25.4385,25.5459,3.0414,25.652,0.2059,32.6088,-95.1456,25.5568
2025-04-11,24.73,25.16,24.12,24.71,1111437,4580175.3245,631119.8819,22.9631,18.8883,0.499,100.0,92.8571,-7.1429,0.7771,24.0284,25.211,26.3936,0.3569,-115.798,-8.5266,25.4241,21.6796,25.2982,25.281,25.0984,18.2605,231.7983,-0.3019,-0.1549,-0.993,-0.7858,25.2794,0,25.138,0.1999,-0.1031,0.303,0.499,0.0038,0.4952,3.0962,14.3589,79.0076,25.3357,25.6009,21.6463,-0.7735,3.1457,14311452.0,33.63,1.993,0.998,45.7367,27.4611,25.211,24.7126,56.4029,41.8832,41.8832,25.9259,36.3335,9.0004,25.4933,25.2612,1.0205,25.6409,0.1899,41.7979,-74.0741,25.4487
2025-04-17,25.18,25.6,25.01,25.16,241317,4792861.494,721782.3577,23.2768,20.2145,0.4428,92.8571,85.7143,-7.1429,0.7631,24.1089,25.2447,26.3806,0.6525,-43.9093,1.6698,25.3756,27.3547,25.2774,25.2652,25.1031,18.8939,240.6701,-0.1067,0.082,-0.9628,-0.8718,25.2916,1,25.1382,0.1743,-0.103,0.2772,0.4428,-0.0568,0.4996,3.1531,14.467,79.9684,25.3357,25.6009,20.4696,-0.5796,3.0327,14552769.0,35.8853,1.7667,0.9956,50.8349,27.4611,25.2447,24.7264,39.8069,23.0026,23.0026,38.2275,15.4415,37.324,25.529,25.2061,0.5807,25.603,0.1734,43.7444,-61.7725,25.4022
2025-04-25,25.67,25.71,25.36,25.27,92727,4866248.2911,716605.3189,23.6667,21.499,0.4102,85.7143,78.5714,-7.1429,0.7332,24.2433,25.2932,26.3431,0.01,-26.39,3.9377,25.362,28.7349,25.2762,25.2658,25.1155,19.4607,256.4391,-0.0867,0.0446,-0.8532,-0.9721,25.3069,0,25.1392,0.1607,-0.0932,0.2539,0.4102,-0.085,0.4952,3.2102,14.575,79.409,25.3357,25.6009,19.7826,-0.6975,2.9015,14645496.0,35.7357,1.6356,0.9929,51.9689,27.3867,25.2932,24.7401,33.3232,35.0838,35.0838,41.0979,29.9827,43.6238,25.5496,25.2027,0.3445,25.5592,0.158,44.4197,-58.9021,25.3709
2025-05-02,25.6,25.75,25.02,24.86,108483,4829479.2081,637642.2476,23.4822,22.1199,0.3174,78.5714,71.4286,-7.1429,0.7318,24.2714,25.3025,26.3336,-0.4685,-68.4365,-5.0483,25.2488,21.0839,25.2126,25.2121,25.0968,19.8046,264.3614,0.1039,-0.5064,-0.7732,-0.9952,25.3077,0,25.1328,0.1158,-0.1105,0.2263,0.3174,-0.1604,0.4778,3.2675,14.6779,77.6753,25.3357,25.6009,21.6673,-1.2412,2.9435,14537013.0,33.245,1.2647,0.9728,47.4758,27.3138,25.3025,24.7325,31.5273,36.4956,36.4956,30.1614,41.2428,42.7805,25.5545,25.0594,0.7141,25.4987,0.1397,42.1166,-69.8386,25.287
2025-05-09,25.39,25.79,25.27,25.34,1750204,6301134.3634,1015625.609,23.3564,22.8181,0.2307,71.4286,64.2857,-7.1429,0.7168,24.4165,25.3518,26.2871,0.6892,-37.1693,5.3463,25.2765,21.7211,25.2326,25.2295,25.115,20.1545,281.2473,-0.4649,-1.3847,-0.5556,-0.9808,25.326,0,25.1341,0.1176,-0.0869,0.2046,0.2307,-0.2217,0.4524,3.3251,14.7845,81.1648,25.3357,25.6009,20.5432,0.0301,2.8283,16287217.0,31.9439,0.9179,0.9947,52.6732,27.2423,25.3518,24.7381,42.6136,56.2616,56.2616,97.5255,62.1348,100.0,25.5494,25.1211,0.5206,25.4285,0.1248,45.3363,-56.9392,25.2738
2025-05-16,25.8,26.01,25.44,25.11,224001,6135568.4069,1025245.488,23.4777,23.7846,0.1014,64.2857,57.1429,-7.1429,0.706,24.5312,25.3837,26.2363,-0.5043,-40.6928,0.144,25.2401,25.0546,25.2136,25.2134,25.1145,20.6318,288.0985,-1.0521,-0.0937,-0.4525,-0.9505,25.3347,0,25.1336,0.099,-0.0844,0.1835,0.1014,-0.3074,0.4089,3.3829,14.8878,76.7583,25.3357,25.6009,19.3668,-0.453,2.8117,16063216.0,32.3156,0.4028,0.9754,50.072,27.1723,25.3837,24.744,50.662,59.2289,59.2289,50.0,64.2442,49.9521,25.536,25.0879,0.566,25.3372,0.1102,42.1377,-63.2275,25.2306
2025-05-23,25.5,25.88,25.39,25.41,658981,6633166.3049,1094303.3617,23.5077,24.6796,0.0804,57.1429,50.0,-7.1429,0.69,24.6143,25.4167,26.219,0.6531,-28.4006,6.6206,25.2865,23.8976,25.2444,25.2401,25.1367,21.6645,294.0894,-0.5574,1.2005,-0.3569,-0.9129,25.3401,0,25.1383,0.1077,-0.0606,0.1683,0.0804,-0.2773,0.3578,3.441,14.993,76.3255,25.3357,25.6009,18.8583,-0.27,2.7151,16722197.0,30.7021,0.3191,0.9787,53.3103,27.1037,25.4167,24.7666,63.8666,76.1092,76.1092,80.8023,83.3174,100.0,25.5191,25.1715,0.4823,25.2562,0.0992,60.7121,-55.0265,25.2342
2025-05-30,25.7,25.7,25.26,24.94,129484,6550767.3958,996854.3515,23.2879,24.0013,0.0113,50.0,42.8571,-7.1429,0.6801,24.5731,25.4,26.227,-0.8182,-81.4165,-3.7852,25.2059,20.4312,25.1978,25.2003,25.1222,22.7878,299.2566,-0.1023,0.9005,-0.2713,-0.8724,25.3367,0,25.1311,0.0755,-0.0742,0.1498,0.0113,-0.2824,0.2937,3.4992,15.0925,75.231,25.2875,25.6009,19.1105,-0.8206,2.7268,16592713.0,28.9247,0.0449,0.9555,48.1074,27.0364,25.4,24.7739,63.2355,54.3683,54.3683,32.3027,53.5921,10.8243,25.4971,25.0711,0.5512,25.2045,0.0864,52.1239,-67.7249,25.1801
2025-06-06,25.75,26.12,25.67,25.7,191712,6733958.8624,924653.9184,23.5881,23.6236,-0.0412,42.8571,35.7143,-7.1429,0.6864,24.5755,25.4125,26.2496,0.8,27.5821,11.1888,25.3294,27.4897,25.2749,25.2668,25.165,22.9944,-39.3862,0.005,0.6912,0.0978,-0.6345,25.3524,0,25.1376,0.11,-0.0318,0.1418,-0.0412,-0.2692,0.228,3.5577,15.1986,83.6748,25.2875,25.6009,17.5836,-0.3084,2.6707,16784425.0,30.9159,-0.1631,1.0153,55.5944,26.9705,25.4125,24.7959,67.0417,70.6474,70.6474,98.8372,70.2748,100.0,25.4771,25.2618,0.7677,25.1873,0.0799,54.7209,-47.3545,25.238
2025-06-13,26.07,26.76,26.06,26.28,128252,6840224.8053,844869.8214,24.5249,23.6725,-0.0597,35.7143,28.5714,-7.1429,0.6865,24.5313,25.4487,26.3661,0.9,121.374,20.6373,25.5732,36.704,25.4295,25.4019,25.2476,22.6228,-9.1332,0.1854,0.4112,0.5859,-0.1587,25.3918,0,25.1596,0.182,0.0321,0.1498,-0.0597,-0.2256,0.1659,3.6165,15.3094,79.8562,25.4237,25.6009,16.3231,1.7126,2.6124,16912677.0,35.2539,-0.2356,1.0281,60.3186,26.9059,25.4487,24.8273,66.9097,75.7133,75.7133,96.0,70.2748,100.0,25.4686,25.6089,0.689,25.1909,0.0832,57.0425,-31.746,25.3698
2025-06-20,26.66,26.96,26.44,26.42,1014195,7386329.8053,909185.207,25.5803,23.9556,-0.1048,28.5714,21.4286,-7.1429,0.6741,24.4854,25.4957,26.5059,0.3462,141.9541,22.7378,25.8032,39.2999,25.5816,25.5374,25.3342,22.075,37.3041,0.1934,0.0965,0.991,0.606,25.4413,1,25.1843,0.2473,0.078,0.1693,-0.1048,-0.2099,0.1051,3.6755,15.4205,76.2575,25.4926,25.6009,15.4377,1.7126,2.5515,17926872.0,35.4279,-0.4123,1.0286,61.3689,26.8426,25.4957,24.8553,80.7623,95.9261,95.9261,92.9412,100.0,100.0,25.4772,25.9161,0.5118,25.2274,0.0938,61.2127,-28.0423,25.513
2025-06-27,26.79,26.88,25.84,25.5,384235,7053818.7476,747043.8731,25.3961,23.6863,-0.0666,21.4286,14.2857,-7.1429,0.699,24.4798,25.4837,26.4875,-0.8462,50.2362,3.1981,25.7591,23.0021,25.5694,25.5327,25.3467,21.469,67.7015,0.1914,0.1559,0.9225,0.9252,25.4748,1,25.1868,0.2227,0.0427,0.18,-0.0666,-0.1187,0.0521,3.7347,15.5213,68.4681,25.4926,25.6009,19.8576,0.3396,2.741,17542637.0,31.722,-0.2617,0.9899,51.599,26.7805,25.4837,24.8725,82.455,75.7255,75.7255,38.2353,75.443,26.3291,25.4953,25.8227,1.0236,25.2814,0.0997,50.4499,-52.6455,25.5272
2025-07-03,25.84,26.0,25.55,25.73,150063,7161874.267,647181.5496,25.0444,24.0531,-0.0186,14.2857,7.1429,-7.1429,0.682,24.4856,25.4719,26.4581,0.6465,25.4725,7.1794,25.7784,20.4722,25.5943,25.5592,25.3752,20.8025,86.5719,0.174,0.3134,0.7481,0.9982,25.4911,0,25.1911,0.2191,0.0313,0.1878,-0.0186,-0.0334,0.0148,3.7942,15.6234,65.8951,25.4926,25.6009,19.93,0.4618,2.6505,17692700.0,30.1909,-0.073,0.9894,53.5897,26.7197,25.4719,24.904,75.8636,55.9393,55.9393,36.6414,48.9017,20.3758,25.5199,25.8272,0.4608,25.3541,0.1042,55.5836,-46.4901,25.5745
2025-07-11,25.73,26.66,25.68,25.96,1357557,7134169.0221,538678.7894,25.4523,24.2077,0.0214,7.1429,0.0,-7.1429,0.7028,24.495,25.4647,26.4343,0.4388,92.7337,11.1036,25.8488,30.7554,25.6505,25.6126,25.4185,20.1928,112.4876,0.322,0.8567,0.3829,0.924,25.4835,0,25.2278,0.232,0.0354,0.1967,0.0214,0.0299,-0.0085,3.8538,15.7268,75.5879,25.5615,25.1383,17.96,1.0969,2.7071,19050257.0,33.9141,0.0838,1.0567,55.5518,26.6602,25.4647,24.9448,57.9871,42.2966,42.2966,52.0131,29.0546,40.4588,25.5507,25.9059,0.9725,25.4525,0.1095,56.8827,-20.6141,25.6547
2025-07-18,26.13,26.57,25.88,26.04,6651934,7423383.5439,537343.3,25.8311,24.554,0.0628,0.0,71.4286,71.4286,0.7015,24.5028,25.501,26.4991,0.1594,93.6949,12.4894,25.9235,30.7554,25.7103,25.6695,25.4645,19.7803,130.004,0.8886,0.6844,0.0871,0.766,25.4885,1,25.2647,0.2459,0.0393,0.2065,0.0628,0.0756,-0.0128,3.9137,15.8299,94.1675,25.6403,25.5763,16.7078,0.6964,2.6939,25702191.0,31.5495,0.246,1.054,56.2447,26.6018,25.501,24.9921,49.1096,49.0929,49.0929,58.6243,36.1286,47.5511,25.5875,25.9884,0.6847,25.5554,0.1154,58.6808,-25.8863,25.7324
2025-07-25,26.31,26.48,26.04,25.87,159954,7285241.453,443993.2708,26.1829,24.9248,0.1347,0.0,64.2857,64.2857,0.6826,24.5055,25.5164,26.5273,-0.5455,78.8228,8.6146,25.9396,30.7554,25.7349,25.6963,25.4945,19.5942,145.9625,0.985,-0.6428,-0.1902,0.5597,25.4993,1,25.278,0.2404,0.0271,0.2133,0.1347,0.1415,-0.0067,3.9738,15.9303,92.8973,25.6403,25.5813,15.9443,0.7616,2.6384,25542237.0,30.1079,0.5272,1.0281,54.3073,26.5445,25.5164,25.0356,48.0566,52.7804,52.7804,47.7037,48.7686,58.296,25.6276,25.9866,0.4366,25.6572,0.1197,50.6684,-34.8599,25.7748
2025-08-01,26.21,26.54,25.91,25.85,176961,7186929.7863,334160.613,26.2236,24.8529,0.1628,7.1429,57.1429,50.0,0.6785,24.5057,25.5247,26.5437,-0.254,68.0475,8.1426,25.9455,26.7537,25.7527,25.7168,25.5209,19.5599,161.2279,0.364,-1.3644,-0.4419,0.3218,25.5115,1,25.2883,0.2318,0.0148,0.217,0.1628,0.1527,0.0101,4.0341,16.0295,91.5862,25.6403,25.5813,16.2531,0.4367,2.6245,25365276.0,28.1261,0.6365,1.023,54.0713,26.4885,25.5247,25.0758,50.8819,50.7723,50.7723,45.9889,41.3286,18.1385,25.6687,25.9737,0.6252,25.7417,0.1222,43.9065,-35.8995,25.8078
2025-08-08,25.85,26.23,25.85,25.93,246988,7303924.1021,296076.2978,26.1258,24.7411,0.224,0.0,50.0,50.0,0.6569,24.5037,25.5331,26.5625,0.7368,52.0134,9.8304,25.9681,24.8544,25.78,25.7452,25.5512,19.521,188.8358,-0.1579,-0.6771,-0.8073,-0.1536,25.5141,1,25.3144,0.2288,0.0094,0.2194,0.224,0.1844,0.0395,4.0946,16.1285,90.5994,25.6796,25.6993,16.2341,0.9885,2.5335,25612264.0,26.9729,0.8756,1.0429,54.9152,26.4335,25.5331,25.1182,50.0299,46.537,46.537,45.9184,38.4211,38.8286,25.7097,25.9874,0.3771,25.7995,0.1239,43.8578,-36.2168,25.8459
2025-08-15,26.1,26.52,25.86,25.93,655032,7184827.3748,215685.9103,26.4234,24.9505,0.2684,21.4286,42.8571,21.4286,0.6568,24.5065,25.5292,26.552,0.0455,67.5324,9.8304,25.9843,30.2912,25.8031,25.7699,25.5793,19.4786,201.19,-0.0879,0.0157,-0.9149,-0.3615,25.541,0,25.328,0.2238,0.0036,0.2202,0.2684,0.1924,0.076,4.1552,16.2265,89.7904,25.6796,25.6993,15.0777,0.2306,2.5329,25612264.0,28.1814,1.0494,1.0232,54.9152,26.3797,25.5292,25.1619,46.9693,43.5987,43.5987,38.8889,31.9319,38.8286,25.7499,25.9938,0.6549,25.8371,0.1246,47.4369,-36.2168,25.8738
2025-08-22,25.96,26.82,25.88,26.25,144305,7215029.323,172800.8344,27.0741,25.2909,0.3717,14.2857,100.0,85.7143,0.6767,24.6458,25.6133,26.5807,0.5198,90.7728,16.9127,26.0746,35.534,25.8714,25.8335,25.6288,19.4371,208.012,0.0173,0.1295,-0.9564,-0.4697,25.5925,1,25.3742,0.2427,0.0179,0.2247,0.3717,0.2428,0.129,4.2161,16.3267,89.7292,25.6796,25.74,13.5888,-0.0325,2.5781,25756569.0,28.5694,1.4531,1.0454,58.4564,23.7406,25.6133,25.2211,46.322,48.8304,48.8304,61.684,59.2191,100.0,25.7914,26.1058,0.9355,25.8811,0.1273,47.815,-21.078,25.9385
2025-08-29,26.47,26.72,26.32,26.49,130383,7331976.2896,176758.1714,27.6784,25.4832,0.3924,7.1429,92.8571,85.7143,0.656,24.7575,25.7025,26.6476,0.5768,113.5591,21.9663,26.206,35.534,25.9667,25.9211,25.6926,19.3084,211.2272,0.0826,0.0422,-0.9712,-0.5184,25.6575,1,25.4272,0.2741,0.0395,0.2346,0.3924,0.2124,0.18,4.2771,16.4284,89.2758,25.716,25.74,13.0161,0.0728,2.4764,25886952.0,27.3651,1.531,1.0424,60.9831,23.7694,25.7025,25.2776,51.6369,62.4815,62.4815,86.8716,79.6095,100.0,25.8375,26.271,0.3871,25.9235,0.1332,50.1274,-7.2221,26.0247
2025-09-05,26.83,27.0,26.61,26.45,188240,7182359.5264,114702.8236,28.5888,26.0884,0.3722,0.0,100.0,100.0,0.6368,24.8029,25.7667,26.7305,-0.4617,131.4177,20.5164,26.2986,40.4234,26.0404,25.9911,25.7484,19.0901,211.9825,0.016,-0.0119,-0.9743,-0.5297,25.7266,1,25.5206,0.292,0.0459,0.2461,0.3722,0.1488,0.2234,4.3384,16.5285,90.4135,25.9965,26.0297,12.4512,0.9435,2.4079,25698712.0,29.3476,1.4503,1.0603,60.2582,23.7978,25.7667,25.3226,61.3403,72.7089,72.7089,69.5713,96.0176,88.0527,25.8886,26.3746,0.3869,25.9633,0.1401,47.6519,-22.7396,26.0947
2025-09-12,26.8,27.18,26.73,26.9,921923,7817462.0375,280967.0872,29.6431,27.084,0.3657,0.0,100.0,100.0,0.6289,24.7944,25.8483,26.9023,0.6889,158.6303,29.7144,26.4844,43.3494,26.173,26.1126,25.8339,18.8407,204.7121,0.0162,0.1535,-0.938,-0.4181,25.8102,1,25.6225,0.3391,0.0745,0.2647,0.3657,0.1041,0.2616,4.3999,16.6323,91.0046,26.2024,26.1535,11.7073,1.171,2.3376,26620635.0,29.6244,1.4225,1.0468,64.8572,23.8577,25.8483,25.3701,72.9679,83.7133,83.7133,94.697,96.0176,100.0,25.9485,26.606,0.5259,26.002,0.1513,52.9349,-4.244,26.2113
2025-09-19,27.3,28.24,26.94,26.75,173629,7649175.4682,269896.0969,31.5827,28.5815,0.4318,21.4286,100.0,78.5714,0.6761,24.9207,25.9429,26.965,-0.2615,203.3068,24.6489,26.5944,56.7983,26.2623,26.1981,25.902,18.5959,193.3567,0.0704,0.3324,-0.8513,-0.231,25.8915,1,25.6505,0.3603,0.0765,0.2838,0.4318,0.1292,0.3026,4.4615,16.7335,91.0428,26.2024,26.6794,10.1117,0.7939,2.5271,26447006.0,36.6999,1.6772,1.018,62.3245,23.9512,25.9429,25.4028,75.4775,70.0103,70.0103,45.7627,82.8278,60.4308,26.0165,26.721,1.29,26.0538,0.1628,43.5643,-47.243,26.2966
2025-09-26,27.0,27.78,26.96,27.22,159029,7673566.4192,248591.8037,33.3839,29.39,0.5093,14.2857,92.8571,78.5714,0.6856,24.9126,26.0367,27.1608,0.5276,176.3698,33.4221,26.7959,56.7983,26.4097,26.3343,25.9996,18.3637,165.9404,0.2473,0.5913,-0.5141,0.2429,26.0008,1,25.7176,0.41,0.101,0.3091,0.5093,0.165,0.3443,4.5234,16.8383,90.3753,26.3612,26.6794,9.2597,1.1809,2.5187,26606035.0,33.6075,1.9743,1.0304,66.7111,24.1141,26.0367,25.4474,73.2592,66.054,66.054,57.7023,86.8103,100.0,26.0954,26.9621,0.8088,26.1363,0.1779,43.3807,-29.8959,26.4395
2025-10-03,27.37,29.98,27.02,27.15,244015,7450985.1692,146455.8494,36.2523,30.6483,0.5091,7.1429,100.0,92.8571,0.848,24.9997,26.1388,27.2779,-0.0035,242.4834,30.959,26.9374,73.5417,26.5236,26.4431,26.0848,18.1698,155.3927,0.5146,0.373,-0.3485,0.4164,26.12,1,26.0119,0.4387,0.1037,0.335,0.5091,0.1264,0.3827,4.5855,16.9415,93.6112,26.4757,27.6576,6.9511,1.2796,3.1235,26362020.0,45.5924,1.9662,1.0646,65.4795,24.2705,26.1388,25.4994,59.1633,41.4256,41.4256,20.8117,80.4484,80.9144,26.1844,27.1098,2.96,26.2492,0.1936,31.8357,-60.9271,26.5655
2025-10-10,27.34,29.24,27.02,27.16,308368,7181598.2256,5644.7633,38.9158,32.1841,0.5081,0.0,92.8571,92.8571,0.9457,25.0554,26.2261,27.3968,-0.0813,173.4704,31.1546,27.0499,73.5417,26.6215,26.5387,26.1645,18.0985,155.1683,0.5008,0.1612,-0.3448,0.42,26.2264,1,26.2275,0.457,0.0976,0.3594,0.5081,0.0938,0.4143,4.6478,17.0437,92.1448,26.5352,27.7317,5.7881,1.3095,3.4819,26670388.0,37.9646,1.9552,1.0555,65.5773,24.5559,26.2261,25.5451,46.5916,32.2952,32.2952,18.3716,85.0229,74.1542,26.2813,27.214,2.215,26.3709,0.2084,24.2177,-62.7135,26.6771
2025-10-17,27.38,27.61,27.24,27.39,148408,7152376.9329,-61770.6162,41.3891,33.6101,0.5491,0.0,85.7143,85.7143,0.91,25.2298,26.3485,27.4672,0.0277,110.2076,35.6698,27.1936,73.5417,26.7397,26.6522,26.2553,18.1311,160.6219,0.5912,0.1148,-0.4324,0.3318,26.3148,1,26.4459,0.4844,0.1,0.3844,0.5491,0.1036,0.4455,4.7103,17.1471,89.7375,26.6203,27.816,5.5854,1.4601,3.3223,26818796.0,36.6352,2.1059,1.0551,67.8349,24.8271,26.3485,25.6057,31.1736,19.7999,19.7999,20.2165,85.0229,100.0,26.3857,27.362,0.4461,26.4993,0.2234,23.7059,-59.8437,26.8058
2025-10-24,27.5,27.96,27.36,27.77,287417,7257763.1662,-50202.1412,43.8107,34.9968,0.6129,21.4286,78.5714,57.1429,0.8878,25.2158,26.4521,27.6883,0.45,121.7009,42.3923,27.3996,75.2924,26.8982,26.8012,26.3675,18.1213,168.1417,0.556,-0.1213,-0.5467,0.2055,26.3918,1,26.7262,0.5308,0.1171,0.4137,0.6129,0.1406,0.4723,4.773,17.2533,73.6788,26.8103,27.816,5.3158,1.8401,3.1972,27106213.0,37.714,2.3419,1.0665,71.1961,25.0848,26.4521,25.6723,25.153,23.3638,23.3638,31.5034,91.3847,100.0,26.4994,27.595,0.6,26.642,0.2409,25.7836,-51.0636,26.9715
