date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2023-09-22,100.51,106.16,83.08,82.75,10912565,-10075779.597,,,,,,,,,,,,-0.6697,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,10912565.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-29,83.43,84.95,80.43,83.02,6212267,-6309936.3271,,,,,,,,,,,,0.1394,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,17124832.0,,,,,,100.3354,,,,,,,,,,,4.4638,,,,,
2023-10-06,84.35,85.58,80.95,80.97,4401847,-8734279.7072,,,,,,,,,,,,-0.5097,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,12722985.0,,,,,,100.1264,,,,,,,,,,,4.5724,,,,,
2023-10-13,81.42,83.5,77.61,76.67,4908074,-13609044.7557,,,,,,,,,,,,-0.643,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,7814911.0,,,,,,99.9194,,,,,,,,,,,5.8207,,,,,
2023-10-20,78.23,80.91,76.31,77.0,4885884,-14968595.0861,,,,,,,,,,,,-0.0565,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,12700795.0,,,,,,99.4539,,,,,,,,,,,4.5428,,,,,
2023-10-27,77.2,85.4,77.07,80.95,4674489,-14143685.2626,,,,,,,,,,,,0.5726,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,17375284.0,,,,,,98.7312,,,,,,,,,,,8.2265,,,,,
2023-11-03,82.42,85.45,81.42,83.87,2969126,-11940785.3271,,,,,,,,,,,,0.6228,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,20344410.0,,,,,,98.0301,,,,,53.5365,92.9881,,,,,3.9799,,,,,
2023-11-10,85.61,87.67,77.0,78.27,11274603,-18439267.8435,,,,,,,,,,,,-0.5951,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,9069807.0,,,,,,97.35,,,,,60.0045,25.9683,,,,,10.5374,,,,,
2023-11-17,78.78,81.0,76.26,77.35,11074194,-19887791.1094,,,,,,,,,,,,-0.097,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,-2004387.0,,,,,,96.6903,,,53.0704,45.6703,45.6703,18.0543,,,,,4.6811,,,,,
2023-11-24,78.35,79.54,76.5,77.52,3747744,-18704293.0041,-3262749.0611,,,,,,,,,,,0.0493,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1743357.0,,,,,,95.8352,,,42.2977,21.2182,21.2182,19.6319,,,,,3.0022,,,,,
