date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2022-08-19,11.0,11.5,8.66,8.95,856363,-681471.9648,,,,,,,,,,,,-0.7218,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,856363.0,,,,,,,,,,,,,,,,,,,,,,
2022-08-26,8.97,9.5,7.38,9.08,959666,-102050.9837,,,,,,,,,,,,0.0519,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1816029.0,,,,,,11.5,,,,,,,,,,,2.12,,,,,
2022-09-02,9.11,9.15,5.98,6.1,659926,-712014.1319,,,,,,,,,,,,-0.9495,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1156103.0,,,,,,11.4588,,,,,,,,,,,3.17,,,,,
2022-09-09,6.0,7.21,5.4,6.78,494425,-452509.2977,,,,,,,,,,,,0.4309,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1650528.0,,,,,,11.3492,,,,,,,,,,,1.81,,,,,
2022-09-16,7.3,8.5,6.39,6.64,897801,-1137561.2455,,,,,,,,,,,,-0.3128,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,752727.0,,,,,,11.1707,,,,,,,,,,,2.11,,,,,
2022-09-23,7.2,7.85,5.63,6.43,884171,-1384491.8852,,,,,,,,,,,,-0.3468,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,-131444.0,,,,,,10.9976,,,,,,,,,,,2.22,,,,,
2022-09-30,6.27,8.3,6.04,7.87,569588,-1031649.7613,,,,,,,,,,,,0.708,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,438144.0,,,,,,10.8297,,,,,37.1055,65.8667,,,,,2.26,,,,,
2022-10-07,7.84,8.29,7.05,8.18,260842,-817086.1806,,,,,,,,,,,,0.2742,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,698986.0,,,,,,10.6668,,,,,60.222,89.6774,,,,,1.24,,,,,
2022-10-14,8.03,8.15,6.51,6.83,295095,-997022.1562,,,,,,,,,,,,-0.7317,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,403891.0,,,,,,10.5088,,,54.3709,65.7853,65.7853,41.8118,,,,,1.67,,,,,
2022-10-21,6.8,7.4,4.68,4.8,1264925,-2150336.1268,-457663.2242,,,,,,,,,,,-0.7353,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,-861034.0,,,,,,10.3555,,,56.9807,44.9347,44.9347,3.3149,,,,,2.72,,,,,
2022-10-28,5.0,5.09,3.65,3.85,1201405,-3018017.5157,-838390.5419,,,,,,,,,,,-0.7986,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,-5.1,,-2062439.0,,,-56.9832,,,10.1285,,,42.3987,16.4759,16.4759,4.3011,,,,,1.44,,,,,
2022-11-04,3.83,3.96,2.33,2.46,1760820,-4497970.5219,-1388819.4428,,,,,,,,,,,-0.8405,,,,,6.4975,,,,,,,,,,0,,,,,,,,,,,,,,-6.62,,-3823259.0,,,-72.9075,,,9.8046,,,21.5588,3.2657,3.2657,2.1812,,,,,1.63,,,,,
2022-11-11,2.55,2.8,2.41,2.76,760232,-3879186.1964,-1290852.6675,,,,,,,,,,,0.5442,,,,,5.9225,,,,,,,,,,0,,,,,,,,,,,,,,-3.34,,-3063027.0,,,-54.7541,,,9.3561,,,8.1217,4.6235,4.6235,7.3883,,,,,0.3859,,,,,
