date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_50_sma,sma_7_sma
2012-05-25,26.1,27.47,25.93,17.3,3151600,14.6101,0.5192,15.315,16.1507,16.9865,16.3727,15.6499,16.6369,0.3232,0.0863,0.2369,50.7244,1.3963,69.1739,15.5922,16.2007,15.5349,16.5342
2012-06-01,27.36,27.69,27.21,17.46,1878900,16.4992,0.5044,15.2174,16.225,17.2326,16.5182,15.7211,16.8436,0.3817,0.1158,0.2658,57.2001,1.6622,70.7074,15.6486,16.3086,15.5967,16.8013
2012-06-08,27.44,28.19,27.36,17.88,1995300,18.6859,0.5061,15.1113,16.3295,17.5478,16.7002,15.8059,17.1036,0.4566,0.1527,0.304,63.6138,1.9499,74.214,15.727,16.46,15.6693,17.0431
2012-06-15,28.24,28.56,27.95,18.03,1944900,21.0024,0.4976,15.0064,16.4259,17.8454,16.8775,15.8931,17.3351,0.5219,0.1743,0.3476,64.535,2.2471,75.3226,15.8371,16.6097,15.733,17.2339
2012-06-22,28.32,28.87,27.94,17.86,1989600,23.3765,0.5043,14.9699,16.5121,18.0543,17.0082,15.9701,17.4658,0.5533,0.1646,0.3887,64.7223,2.2639,71.4396,15.9767,16.7495,15.7911,17.4002
2012-06-29,27.91,28.83,27.72,18.14,1537800,25.068,0.5187,14.9177,16.6074,18.297,17.1588,16.0551,17.6338,0.594,0.1642,0.4298,69.608,1.9466,73.8092,16.1435,16.9163,15.862,17.6109
2012-07-06,28.64,28.93,28.51,18.25,1049300,26.7229,0.5008,14.9165,16.7214,18.5263,17.3038,16.1411,17.7869,0.6277,0.1583,0.4693,69.2393,1.5519,74.6831,16.2987,17.0815,15.9278,17.8453
2012-07-13,28.6,29.0,28.35,18.44,1415400,27.8679,0.4945,14.9302,16.8459,18.7617,17.4557,16.2313,17.9509,0.6626,0.1546,0.508,75.2839,1.7491,76.2401,16.4667,17.2715,16.0134,18.0089
2012-07-20,28.82,29.24,28.39,18.32,1794200,29.1618,0.4978,15.0229,16.9739,18.9248,17.5712,16.3133,18.0438,0.6729,0.1319,0.541,81.1662,1.6597,73.266,16.6446,17.4664,16.107,18.1315
2012-07-27,28.59,28.76,27.88,18.27,1521500,29.1715,0.5045,15.123,17.0908,19.0585,17.6646,16.3901,18.1007,0.6691,0.1025,0.5666,75.2586,1.6662,71.9926,16.8397,17.615,16.1972,18.1869
2012-08-03,28.7,28.95,27.93,18.13,1359100,29.4019,0.5148,15.2641,17.2022,19.1403,17.7269,16.4584,18.1084,0.6474,0.0647,0.5828,74.5443,0.8331,68.4682,17.0153,17.7177,16.282,18.2015
2012-08-10,28.46,28.69,27.67,17.6,2364400,29.0419,0.5244,15.4583,17.2923,19.1264,17.7104,16.5033,17.9822,0.5809,-0.0015,0.5824,66.4702,0.1399,57.1091,17.1733,17.7826,16.3463,18.1651
2012-08-17,27.55,27.71,27.26,17.66,1204500,28.4856,0.5076,15.649,17.3787,19.1084,17.7038,16.5487,17.9019,0.5268,-0.0445,0.5713,69.3426,-0.2224,57.9262,17.3156,17.854,16.415,18.097
2012-08-24,27.37,27.47,26.85,17.5,1487300,27.1146,0.4998,15.8975,17.4646,19.0317,17.6767,16.586,17.8015,0.4656,-0.0846,0.5501,73.4261,-0.5295,54.777,18.5958,17.9179,16.4791,17.9905
2012-08-31,27.25,27.33,26.53,17.06,1296700,25.2439,0.5009,16.2089,17.538,18.8672,17.5949,16.6047,17.6168,0.3774,-0.1382,0.5156,65.9072,-0.7951,47.2519,18.5825,17.9011,16.5176,17.7933
2012-09-07,26.53,27.6,26.4,17.75,1822800,23.9671,0.5202,16.4376,17.616,18.7944,17.6157,16.6497,17.6504,0.3589,-0.1254,0.4843,65.8305,-0.3868,57.2125,18.5521,17.9216,16.5701,17.7117
2012-09-14,27.55,27.7,26.9,17.58,1666200,22.9488,0.5198,16.5597,17.6602,18.7607,17.6106,16.6861,17.6322,0.3265,-0.1262,0.4527,65.3093,-0.6686,54.42,18.5049,17.8997,16.6238,17.6125
2012-09-21,27.3,27.35,26.41,16.99,2245000,21.5385,0.5259,16.6202,17.6751,18.73,17.5281,16.6981,17.4722,0.2507,-0.1616,0.4123,56.0921,-1.451,46.2298,18.4591,17.8256,16.6642,17.4498
2012-09-28,26.46,27.04,26.26,16.92,1697300,20.4873,0.5241,16.6777,17.688,18.6984,17.4472,16.7068,17.3345,0.1828,-0.1836,0.3664,48.0652,-1.4009,45.3415,18.4147,17.7587,16.6949,17.3523
2012-10-05,26.31,26.75,26.0,17.09,2116200,19.9451,0.5211,16.7871,17.7122,18.6373,17.3994,16.7218,17.273,0.1408,-0.1805,0.3213,40.2676,-1.1828,47.8902,18.3537,17.6838,16.7259,17.2705
2012-10-12,26.56,26.68,26.0,16.73,1574800,19.4417,0.5152,16.6778,17.6837,18.6896,17.31,16.7221,17.1369,0.0776,-0.1949,0.2725,34.9186,-1.403,43.2159,18.2721,17.5754,16.7459,17.1603
2012-10-19,25.99,26.53,25.86,16.88,1234500,19.2175,0.5091,16.593,17.6547,18.7163,17.253,16.7284,17.0734,0.0395,-0.1864,0.2259,29.0167,-0.7208,45.6637,18.1946,17.4639,16.7561,17.1346
2012-10-26,26.25,26.33,25.55,16.57,999900,19.5196,0.5086,16.4346,17.5892,18.7437,17.1625,16.7223,16.9485,-0.0154,-0.1931,0.1777,21.8423,-1.0869,41.7843,18.1009,17.3391,16.761,16.9664
2012-11-02,25.95,26.39,25.69,16.57,1009500,19.6459,0.5044,16.2989,17.5161,18.7332,17.0832,16.7163,16.8533,-0.0587,-0.1891,0.1304,26.8645,-0.9326,41.7048,17.9841,17.2174,16.7739,16.8222
2012-11-09,25.76,25.99,24.95,16.12,1775200,20.8224,0.5162,16.0803,17.4291,18.7778,16.9544,16.6928,16.6694,-0.128,-0.2067,0.0787,20.1944,-0.9454,36.4738,17.8755,17.0735,16.795,16.6972
2012-11-16,25.04,25.17,23.65,15.77,1938100,22.8924,0.5351,15.8235,17.3108,18.798,16.7967,16.6567,16.445,-0.2083,-0.2296,0.0213,20.8154,-1.9792,33.0476,17.7292,16.9427,16.7918,16.533
2012-11-23,24.46,24.46,23.82,15.69,1113800,24.8145,0.5267,15.6021,17.1828,18.7635,16.6488,16.6186,16.2555,-0.2756,-0.2376,-0.0381,21.0277,-1.8902,32.248,17.5202,16.8017,16.7841,16.3328
2012-11-30,24.1,24.98,24.1,16.23,2012900,25.355,0.5309,15.5508,17.0721,18.5933,16.5927,16.6033,16.2486,-0.2821,-0.1952,-0.0869,29.2463,-0.7642,41.9111,17.33,16.7108,16.7892,16.2613
2012-12-07,25.18,25.63,24.83,16.5,1540300,24.5771,0.5302,15.555,16.981,18.407,16.5805,16.5993,16.3119,-0.2621,-0.1402,-0.1219,35.6815,-0.4199,46.1003,17.157,16.6707,16.7906,16.2068
2012-12-14,25.37,25.72,24.85,16.35,1809600,23.693,0.5328,15.564,16.8847,18.2054,16.5492,16.5894,16.3202,-0.256,-0.1072,-0.1487,27.452,-0.7434,44.1413,16.9995,16.5703,16.7886,16.1741
2012-12-21,25.04,25.67,25.02,16.64,2056100,22.872,0.525,15.6176,16.8104,18.0032,16.5619,16.5915,16.4014,-0.2243,-0.0605,-0.1638,28.3566,-0.0836,48.6457,16.8562,16.5037,16.8002,16.1852
2012-12-28,25.53,25.54,24.75,16.13,884000,22.5135,0.5248,15.5672,16.7367,17.9062,16.5044,16.5734,16.3336,-0.238,-0.0593,-0.1787,30.2682,-0.7526,42.3322,16.7556,16.4421,16.8032,16.187
2013-01-04,24.75,26.07,24.48,16.98,1376600,21.172,0.5613,15.6054,16.7025,17.7997,16.5674,16.5893,16.4945,-0.1785,0.0002,-0.1786,37.2829,0.403,53.1156,15.4071,16.4461,16.8269,16.3591
2013-01-11,26.02,26.05,25.5,16.78,1181600,19.9263,0.5472,15.6309,16.6666,17.7022,16.596,16.5968,16.5663,-0.1454,0.0266,-0.172,44.9671,0.214,50.7569,15.4228,16.4241,16.8405,16.5155
2013-01-18,25.8,25.95,25.6,16.83,998500,18.7695,0.5244,15.6323,16.6551,17.678,16.6277,16.6061,16.6331,-0.1137,0.0467,-0.1603,51.45,0.7163,51.377,15.4385,16.4317,16.8545,16.602
2013-01-25,25.85,26.26,25.82,17.11,1040300,17.7587,0.5074,15.7049,16.6229,17.541,16.6916,16.6258,16.7517,-0.0657,0.0757,-0.1414,57.4142,1.3355,54.6086,15.4539,16.4477,16.872,16.6886
2013-02-01,26.27,27.15,26.13,17.67,1822500,18.1777,0.5187,15.6889,16.6278,17.5666,16.8226,16.6669,16.9823,0.0179,0.1274,-0.1095,64.2353,1.987,60.4696,15.487,16.5263,16.9062,16.8785
2013-02-08,27.03,27.64,26.66,17.93,2083800,19.1432,0.5272,15.5851,16.6749,17.7647,16.9709,16.7166,17.2204,0.1039,0.1708,-0.0668,66.2462,1.7068,62.845,15.553,16.6239,16.9458,17.0627
2013-02-15,27.52,27.92,27.52,18.13,1814700,20.3376,0.5082,15.4766,16.7353,17.9941,17.1255,16.772,17.4479,0.1858,0.2021,-0.0163,74.5792,1.6287,64.5648,15.6511,16.7677,16.9931,17.3484
2013-02-22,27.45,27.61,26.64,17.78,1683800,20.288,0.5175,15.4381,16.7701,18.102,17.2131,16.8117,17.5316,0.22,0.1891,0.031,74.6942,1.4375,59.3082,15.778,16.9113,17.0301,17.4635
2013-03-01,27.06,27.23,26.49,17.57,2100900,19.9627,0.5154,15.436,16.8119,18.1878,17.2601,16.8412,17.54,0.227,0.1569,0.0702,70.8633,0.9204,56.2238,15.9228,17.0455,17.0634,17.5755
2013-03-08,26.62,27.48,26.61,18.04,1843800,19.9941,0.5195,15.3932,16.8697,18.3463,17.364,16.8882,17.6649,0.2678,0.1581,0.1097,70.9127,1.9094,60.9906,16.0589,17.1749,17.1081,17.7477
2013-03-15,27.3,27.8,27.27,18.17,1431500,20.4267,0.5073,15.376,16.9496,18.5232,17.4717,16.9385,17.7915,0.3071,0.158,0.1492,70.9608,1.1943,62.2213,16.1868,17.2942,17.1529,17.8997
2013-03-22,27.44,27.54,26.76,17.98,8547800,19.8509,0.5097,15.3956,17.0202,18.6449,17.5395,16.9794,17.8387,0.3193,0.1361,0.1832,53.6709,1.1987,59.3,16.3359,17.411,17.1969,17.9435
2013-03-28,27.35,27.75,27.18,18.26,1320100,19.6038,0.5001,15.4729,17.1272,18.7815,17.6352,17.0295,17.9433,0.3472,0.1312,0.216,52.7302,1.4233,62.077,16.4745,17.5261,17.2501,17.9895
2013-04-05,27.75,27.75,27.21,18.04,1560900,19.3743,0.4898,15.6644,17.2406,18.8168,17.6891,17.0691,17.9674,0.3478,0.1054,0.2423,51.3023,0.9323,58.6887,16.6035,17.6625,17.2871,17.9766
2013-04-12,27.31,27.73,27.25,18.01,2254700,19.1612,0.4774,15.9194,17.3566,18.7937,17.7314,17.1059,17.9772,0.3416,0.0794,0.2622,45.2321,0.3325,58.1707,16.7234,17.7361,17.3133,18.0086
2013-04-19,27.25,27.29,26.31,17.9,2124600,18.3203,0.4913,16.0831,17.4402,18.7974,17.7541,17.1371,17.9582,0.3245,0.0498,0.2747,40.1206,-0.0335,56.4533,16.8349,17.816,17.3375,18.0566
2013-04-26,27.17,27.98,26.9,18.36,1892600,17.5506,0.507,16.1917,17.533,18.8742,17.8343,17.1849,18.0577,0.3437,0.0552,0.2885,41.9915,0.2257,61.704,16.9386,17.9248,17.3714,18.1018
2013-05-03,27.91,28.3,27.57,18.49,1525100,17.2646,0.5052,16.3538,17.6404,18.9271,17.9223,17.2362,18.1668,0.3658,0.0619,0.3039,43.0442,0.7116,63.16,17.0583,18.0238,17.4091,18.1479
2013-05-10,28.07,28.19,27.36,18.09,1541200,16.6432,0.5082,16.4974,17.7128,18.9282,17.945,17.2698,18.1482,0.3469,0.0344,0.3125,37.7458,0.5271,56.4469,17.2012,18.0537,17.425,18.1639
2013-05-17,27.38,28.23,27.22,18.59,1579100,15.8293,0.5194,16.8013,17.8359,18.8706,18.0314,17.3217,18.2594,0.3681,0.0445,0.3236,36.8588,0.5534,61.8828,17.3312,18.1007,17.4476,18.2119
2013-05-24,27.89,28.19,26.49,17.79,2123600,15.0199,0.5632,16.9194,17.8768,18.8343,17.9998,17.3402,18.1432,0.3168,-0.0055,0.3223,30.7193,-0.3768,50.96,17.4495,18.0767,17.4458,18.1769
2013-05-31,26.87,27.02,26.06,17.43,1898600,14.8875,0.5686,17.0659,17.9095,18.7531,17.9245,17.3439,17.9661,0.2443,-0.0624,0.3067,30.538,-0.5455,46.94,18.7806,18.0519,17.4339,18.0952
2013-06-07,26.13,26.29,24.62,16.66,3550600,16.294,0.6075,17.0092,17.9006,18.7919,17.7553,17.3169,17.6384,0.1226,-0.1473,0.2699,29.3677,-1.6017,39.6431,18.7806,17.9869,17.4099,17.9172
2013-06-14,25.0,25.17,24.22,16.58,3157800,17.9212,0.6093,16.8655,17.874,18.8824,17.598,17.2879,17.3727,0.0194,-0.2004,0.2198,23.0726,-1.4642,38.9739,18.733,17.8823,17.3786,17.6628
2013-06-21,25.01,25.14,23.84,16.3,3281500,19.7179,0.6277,16.5851,17.805,19.025,17.4243,17.249,17.1034,-0.084,-0.243,0.159,18.0253,-1.7111,36.6425,18.6551,17.7483,17.3396,17.3488
2013-06-28,24.18,25.43,24.05,16.86,2475100,20.8629,0.6485,16.4664,17.7514,19.0364,17.3493,17.2338,17.043,-0.1188,-0.2223,0.1034,29.623,-1.0394,43.9501,18.5442,17.6684,17.308,17.173
2013-07-05,25.45,25.5,24.83,16.75,1502900,21.7988,0.6341,16.339,17.6823,19.0256,17.2692,17.2147,16.9694,-0.1538,-0.2058,0.052,29.7863,-1.6073,42.8848,18.4377,17.5607,17.2765,16.9095
2013-07-12,25.21,26.2,25.1,17.44,1978100,21.4818,0.6411,16.3188,17.6652,19.0117,17.2922,17.2236,17.0875,-0.1242,-0.141,0.0167,35.8173,-1.0528,50.75,18.3355,17.518,17.2599,16.859
2013-07-19,26.12,26.98,26.11,17.9,1493700,20.1021,0.6367,16.3326,17.682,19.0315,17.3734,17.2502,17.2909,-0.0629,-0.0638,0.0008,41.882,-0.1912,55.1617,18.2374,17.5104,17.2553,16.9257
2013-07-26,26.85,27.14,26.51,17.83,1086700,18.7144,0.6212,16.3303,17.6718,19.0133,17.4349,17.2731,17.4268,-0.0195,-0.0163,-0.0033,47.261,-0.7585,54.4011,18.1432,17.5057,17.2599,17.0941
2013-08-02,26.73,27.24,26.47,17.96,1841100,17.5562,0.6135,16.3324,17.6613,18.9902,17.5051,17.3001,17.5604,0.0248,0.0225,0.0024,47.1129,0.1666,55.6523,15.8826,17.4775,17.2659,17.2921
2013-08-09,26.94,27.01,26.23,17.8,1176500,16.4556,0.6068,16.3297,17.6523,18.9749,17.5446,17.3198,17.6206,0.0465,0.0353,0.0112,42.1156,0.3664,53.6498,15.9052,17.428,17.272,17.5072
2013-08-16,26.66,26.84,25.84,17.29,2111600,15.9473,0.611,16.3033,17.6042,18.9051,17.5113,17.3188,17.5392,0.0226,0.0091,0.0135,41.3809,0.6396,47.786,15.9276,17.371,17.2766,17.569
2013-08-23,25.62,25.69,24.86,17.02,1456200,16.2569,0.6074,16.2447,17.5533,18.8618,17.4459,17.3071,17.4096,-0.0183,-0.0254,0.0071,35.9157,0.4452,44.9216,15.9498,17.2587,17.262,17.6079
2013-08-30,25.18,25.28,24.81,16.87,1493400,16.5993,0.5866,16.1723,17.4962,18.8201,17.3685,17.2898,17.2736,-0.0625,-0.0557,-0.0068,36.8893,0.5699,43.3396,15.9718,17.1923,17.2477,17.5256
2013-09-06,25.14,25.3,24.12,16.63,2408000,17.6234,0.6016,16.071,17.4326,18.7942,17.27,17.2639,17.1125,-0.1152,-0.0867,-0.0285,36.3888,-0.2324,40.9749,15.9936,17.1348,17.2405,17.3439
2013-09-13,24.65,25.11,24.55,16.66,1432900,18.5744,0.5856,16.0154,17.3476,18.6799,17.1882,17.2401,16.9985,-0.1531,-0.0997,-0.0534,44.4941,-0.0921,41.3686,16.0151,17.1349,17.2352,17.1756
2013-09-20,24.93,25.49,24.5,16.85,1689000,18.7648,0.5914,16.0269,17.2655,18.5042,17.1433,17.2249,16.9619,-0.1654,-0.0896,-0.0758,53.4938,-0.5894,44.2711,16.0364,17.1546,17.2305,17.0172
2013-09-27,24.91,25.54,24.87,16.92,1323200,18.8516,0.5815,16.0204,17.2069,18.3933,17.1135,17.2129,16.9513,-0.1678,-0.0736,-0.0942,63.2132,-0.9817,45.2772,16.0576,17.1992,17.2343,16.8912
2013-10-04,25.0,25.48,24.78,16.78,2258900,19.045,0.5736,16.1026,17.1161,18.1296,17.0687,17.1958,16.908,-0.179,-0.0679,-0.1112,53.3797,-1.0567,43.5012,16.0785,17.1932,17.2322,16.8174
2013-10-11,24.77,25.8,24.51,17.38,1914500,18.6146,0.5948,16.122,17.0956,18.0692,17.1109,17.2032,17.0272,-0.1374,-0.021,-0.1164,54.2462,-0.5764,52.1616,16.0991,17.2386,17.2484,16.8694
2013-10-18,25.65,25.99,24.85,17.51,1893300,17.8678,0.6072,16.1199,17.0995,18.0792,17.1645,17.2154,17.1486,-0.093,0.0187,-0.1117,54.0942,-0.2883,53.7726,16.1196,17.2437,17.2673,16.9619
2013-10-25,26.0,26.69,25.71,17.97,1978100,17.1345,0.6111,16.1383,17.1653,18.1924,17.2721,17.245,17.3543,-0.0205,0.0729,-0.0935,55.0509,0.6765,59.0833,16.1399,17.2488,17.3044,17.1536
2013-11-01,26.58,26.89,26.41,18.0,2286100,16.7368,0.5905,16.1858,17.2365,18.2872,17.3689,17.2746,17.5154,0.0386,0.1057,-0.0671,57.2899,0.9778,59.3789,16.16,17.2605,17.3489,17.3453
2013-11-08,26.78,27.15,26.1,17.98,2034500,15.8348,0.5989,16.3158,17.321,18.3261,17.4511,17.3024,17.6328,0.0834,0.1204,-0.037,49.3141,1.1194,59.1488,16.1799,17.2622,17.3949,17.5071
2013-11-15,26.75,26.75,26.07,17.96,1494800,14.9458,0.5889,16.3573,17.3758,18.3943,17.5187,17.3281,17.7141,0.1154,0.1219,-0.0065,48.6708,1.3285,58.6592,16.2224,17.2734,17.4295,17.6555
2013-11-22,26.35,26.52,25.81,17.69,1003000,14.2598,0.5814,16.4382,17.4226,18.407,17.5409,17.3422,17.7069,0.1174,0.0992,0.0183,50.8449,1.0291,53.8138,16.2642,17.3013,17.4532,17.7852
2013-11-29,25.93,25.98,25.27,17.27,1166900,13.8021,0.5745,16.4274,17.414,18.4006,17.5047,17.3393,17.5975,0.0845,0.053,0.0315,51.3865,0.4173,47.3756,16.3051,17.319,17.4716,17.7687
2013-12-06,25.39,26.05,25.21,17.66,1197342,13.2447,0.5744,16.4337,17.4019,18.37,17.5252,17.3518,17.6127,0.0887,0.0458,0.043,56.939,0.7388,53.0304,16.3451,17.3757,17.4919,17.7894
2013-12-13,25.86,25.93,24.95,17.22,1289928,13.1589,0.5811,16.4212,17.3712,18.3213,17.4847,17.3467,17.5149,0.0562,0.0106,0.0456,59.4713,0.4437,46.9323,16.3844,17.4179,17.5137,17.6823
2013-12-20,25.25,25.95,25.25,17.69,1657800,13.0369,0.5742,16.4344,17.3574,18.2805,17.5115,17.36,17.5576,0.0671,0.0172,0.0499,59.9849,0.3008,53.1029,16.4229,17.4915,17.5279,17.6376
2013-12-27,26.1,26.24,25.78,17.71,795400,12.3151,0.5556,16.4379,17.3527,18.2674,17.5374,17.3736,17.5947,0.0765,0.0213,0.0552,58.5122,0.1931,53.3606,16.4606,17.5524,17.5464,17.5978
2014-01-03,25.91,26.21,25.38,17.47,1134400,12.3518,0.5564,16.4456,17.3613,18.277,17.5281,17.3772,17.5628,0.064,0.007,0.057,53.1034,-0.5043,49.915,16.4976,17.5916,17.5591,17.5276
2014-01-10,25.6,26.46,25.39,17.97,2571400,11.8683,0.5688,16.4703,17.4089,18.3474,17.5873,17.4006,17.6651,0.0937,0.0294,0.0643,63.6546,-0.0263,56.3349,16.5338,17.6769,17.5764,17.5686
2014-01-17,26.23,26.38,25.82,18.0,1682300,11.4194,0.5555,16.5282,17.4656,18.4029,17.6422,17.424,17.7487,0.1181,0.043,0.0751,63.4066,0.0144,56.6583,16.5693,17.7208,17.5829,17.6729
2014-01-24,26.45,26.8,26.07,17.79,1385500,11.0436,0.5514,16.6595,17.5238,18.3881,17.6626,17.4386,17.7602,0.1195,0.0355,0.084,62.6638,-0.1633,53.4602,16.6041,17.7409,17.5801,17.6924
2014-01-31,26.08,26.15,25.58,17.75,2016100,10.7445,0.5398,16.8073,17.5787,18.3501,17.6747,17.4509,17.7586,0.116,0.0256,0.0904,53.4591,0.0682,52.8181,16.6382,17.7254,17.5725,17.7684
2014-02-07,26.03,26.14,25.03,17.54,3345800,11.3254,0.5553,16.9163,17.6128,18.3094,17.6561,17.4543,17.7028,0.0945,0.0033,0.0912,40.9423,0.2661,49.4095,16.6716,17.6923,17.5676,17.747
2014-02-14,25.66,26.59,25.51,18.07,2025600,10.9978,0.5683,17.0243,17.6703,18.3162,17.711,17.4783,17.794,0.1191,0.0223,0.0968,49.9758,0.4094,56.7382,16.7043,17.6982,17.5776,17.7986
2014-02-21,26.56,26.66,25.23,17.43,3655000,10.5654,0.5823,17.1883,17.703,18.2177,17.674,17.4765,17.7038,0.0863,-0.0084,0.0947,45.6695,0.2115,47.8397,16.7364,17.6607,17.5655,17.7937
2014-02-28,25.36,25.69,25.01,17.55,2362400,10.5337,0.5742,17.2123,17.7113,18.2103,17.6575,17.4794,17.6655,0.069,-0.0205,0.0895,43.351,-0.135,49.4204,16.7678,17.651,17.5531,17.7335
2014-03-07,25.25,25.65,24.46,16.92,4517800,11.3256,0.5919,17.0778,17.6814,18.285,17.5585,17.4573,17.4779,0.004,-0.0684,0.0724,38.586,-0.7909,42.0018,16.7987,17.6257,17.5318,17.5786
2014-03-14,24.45,25.63,24.39,17.25,4093900,12.1573,0.6108,17.0299,17.6455,18.2612,17.5178,17.4493,17.4218,-0.02,-0.0739,0.054,43.9319,-0.2137,46.5997,16.8289,17.5968,17.5117,17.5013
2014-03-21,25.08,25.44,24.65,17.18,3934900,12.9296,0.6062,16.9803,17.6048,18.2293,17.4734,17.4389,17.3624,-0.044,-0.0784,0.0344,40.6827,-0.7877,45.8017,16.846,17.5942,17.4946,17.42
2014-03-28,24.98,25.28,24.75,17.23,3067800,13.6468,0.589,16.9482,17.5672,18.1862,17.4413,17.4308,17.33,-0.0585,-0.0743,0.0158,42.8952,-0.7666,46.4924,16.846,17.5618,17.4791,17.3767
2014-04-04,25.06,25.49,23.99,16.91,14199800,15.3548,0.6209,16.8602,17.5147,18.1692,17.3702,17.4103,17.2246,-0.0951,-0.0887,-0.0064,30.017,-0.8866,42.5694,18.3087,17.5048,17.4593,17.2111
2014-04-11,24.48,24.6,23.94,16.83,8174100,16.9999,0.6092,16.759,17.472,18.1851,17.2985,17.3877,17.1265,-0.1288,-0.0979,-0.0309,26.4433,-0.9216,41.6829,18.2913,17.4595,17.4288,17.1252
2014-04-17,24.42,25.21,24.27,17.0,5929200,17.0627,0.612,16.7206,17.4585,18.1963,17.2584,17.3724,17.0943,-0.1404,-0.0876,-0.0528,30.3601,-0.5375,44.4033,18.2561,17.3899,17.3989,17.0463
2014-04-25,24.65,24.92,24.5,17.16,3542800,17.121,0.589,16.6903,17.4334,18.1765,17.2449,17.3639,17.11,-0.1353,-0.066,-0.0693,32.3433,-0.9108,46.957,18.2217,17.3297,17.3801,17.0808
2014-05-02,24.89,24.99,23.04,16.08,8741300,18.8848,0.6432,16.4293,17.3763,18.3233,17.0895,17.3136,16.8523,-0.2157,-0.1171,-0.0986,27.0273,-1.3538,35.1605,18.188,17.2072,17.3299,16.9131
2014-05-09,23.3,23.88,23.2,16.27,6305400,20.5225,0.6308,16.2545,17.3053,18.3561,16.9796,17.2725,16.7057,-0.2613,-0.1302,-0.1311,25.5888,-1.2847,38.0608,18.1198,17.1009,17.2993,16.7819
2014-05-16,23.6,24.4,23.51,16.78,4958700,20.9548,0.6296,16.2019,17.2592,18.3165,16.9535,17.2533,16.7252,-0.2528,-0.0973,-0.1555,31.5479,-0.1312,45.3707,18.0536,17.0472,17.2863,16.7177
2014-05-23,24.36,24.39,23.45,16.62,3221200,21.3563,0.6159,16.1286,17.2168,18.3049,16.9089,17.2284,16.6986,-0.2564,-0.0808,-0.1756,28.3371,-0.6348,43.604,17.9894,16.9437,17.2855,16.6764
2014-05-30,23.94,24.25,23.8,16.83,2594100,21.3602,0.5969,16.117,17.1596,18.2022,16.8982,17.2127,16.7311,-0.2396,-0.0511,-0.1884,32.2196,-0.3558,46.4581,17.9271,16.9006,17.2906,16.6759
2014-06-06,24.03,24.64,23.63,17.18,4320800,20.5912,0.6047,16.1493,17.1185,18.0877,16.9356,17.2114,16.843,-0.1957,-0.0058,-0.1899,37.0389,-0.0543,50.9166,17.8667,16.874,17.3083,16.7017
2014-06-13,24.5,24.67,24.0,17.08,2900200,19.8192,0.595,16.1646,17.0828,18.001,16.9549,17.2063,16.9023,-0.167,0.0183,-0.1853,41.7131,0.1724,49.6694,17.8081,16.8858,17.3126,16.6908
2014-06-20,24.39,25.6,24.33,17.84,4950400,19.2459,0.616,16.1561,17.087,18.0178,17.0724,17.231,17.1358,-0.0822,0.0824,-0.1647,42.4497,1.0041,58.1795,15.9136,16.9274,17.3344,16.9418
2014-06-27,25.53,25.65,24.88,17.78,4725800,18.7844,0.6105,16.1391,17.0992,18.0593,17.1668,17.2525,17.2969,-0.0194,0.1162,-0.1356,48.3147,0.7823,57.4052,15.9336,16.97,17.3412,17.1581
2014-07-03,25.4,25.48,24.43,17.22,4075100,17.5637,0.6194,16.2024,17.0568,17.9113,17.1739,17.2513,17.2778,-0.0146,0.0968,-0.1114,43.6864,0.0637,50.2091,15.9739,16.9691,17.3276,17.2205
2014-07-11,24.63,25.03,24.54,17.23,2689000,16.4303,0.5996,16.2057,17.0466,17.8875,17.1811,17.2503,17.2652,-0.0101,0.0811,-0.0912,51.1984,1.1481,50.2929,16.0133,16.9919,17.3154,17.3074
2014-07-18,24.74,24.75,24.16,17.02,4188600,15.7736,0.5863,16.2118,17.0203,17.8287,17.1602,17.2415,17.2051,-0.0227,0.0548,-0.0775,54.3403,0.7587,47.7791,16.052,17.0057,17.2967,17.3354
2014-07-25,24.29,24.7,24.19,16.93,3613200,15.1639,0.5699,16.2132,17.0212,17.8292,17.13,17.2294,17.1372,-0.0395,0.0304,-0.0699,46.6098,0.1497,46.6534,16.09,17.0011,17.2793,17.3004
2014-08-01,24.24,24.41,23.32,16.45,4906100,15.8508,0.5837,16.1439,16.9811,17.8182,17.0394,17.1989,16.9656,-0.0907,-0.0167,-0.074,39.9195,-0.1679,41.116,16.1271,16.9506,17.2624,17.2105
2014-08-08,23.54,23.7,22.71,16.53,5459800,17.1601,0.5914,16.0953,16.9486,17.8019,16.9721,17.1728,16.8579,-0.1232,-0.0393,-0.0839,42.0944,-0.2939,42.3965,17.9482,16.9832,17.2527,17.0246
2014-08-15,23.8,24.29,23.73,16.82,3517300,17.272,0.5822,16.0833,16.928,17.7727,16.9521,17.159,16.8488,-0.1243,-0.0323,-0.092,50.2105,-0.3569,46.6642,17.9276,17.0229,17.2518,16.8876
2014-08-22,24.15,24.6,24.03,17.36,3861600,16.4934,0.5812,16.0852,16.9507,17.8162,17.0067,17.167,16.9771,-0.0806,0.009,-0.0897,49.3571,0.2814,53.6317,17.9073,17.0641,17.2665,16.9078
