date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_200_sma,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2000-02-04,30.44,32.06,29.0,9.62,2374950,35348272.1513,8116109.2869,,,,,,,,,,,0.5098,,,,,7.807,,,,,,,,,0,,,,,,,,,,,,,,3.3249,,65910400.0,,,52.8176,,,6.9189,,,,84.2073,82.4299,82.4299,86.2971,,,,,0.9199,,,,,
2000-02-11,31.38,34.81,30.63,9.53,2372750,33009580.7637,6876507.6765,,,,,,,,,,,0.0742,,,,,8.0716,7.7768,,,,,,,,0,,,,,,,,,,,7.8748,7.9688,,2.7988,,61164900.0,,,41.5996,,,7.2284,,,,82.3977,77.7655,77.7655,71.7902,,,,,1.2566,7.7555,,,-18.7891,8.4081
2000-02-18,31.81,32.75,31.19,9.47,1995400,30604867.9432,4979124.9678,,,,0.0,92.8571,92.8571,0.8237,,,,-0.1987,,67.8697,,100.0,8.2867,8.0025,,,,,,,,0,9.5141,,,,,,,,,89.7788,7.8915,8.2027,0.0,2.4802,8.6982,57174100.0,39.2939,,35.4839,1.5449,83.9348,7.5844,,,,77.6169,72.6554,72.6554,59.8788,,,,,0.469,8.0315,,,-21.9944,8.6339
2000-02-25,30.88,32.0,28.88,9.49,3261550,35288119.2253,5240400.6342,,,,0.0,85.7143,85.7143,0.8319,,,,0.2179,,67.996,,69.8967,8.4715,8.2005,,,,,,,,0,9.5082,,,,,,,,,78.6708,7.9576,8.3138,6.3639,2.1585,8.7677,63697200.0,35.9164,,29.4504,1.5395,83.998,7.9013,,,,70.4754,61.0054,61.0054,51.3473,,,,,0.938,8.3089,,,-22.7114,8.8302
2000-03-03,31.5,34.63,30.69,10.2,2206200,38039734.8959,5746400.1534,,,,0.0,78.5714,78.5714,0.8581,,,,0.6089,,72.5814,,74.6634,8.7374,8.4672,,,,,,,,0,9.6765,,,,,,,,,78.964,8.4642,8.3424,5.6901,2.402,8.413,68109600.0,39.2261,,30.8019,1.6203,86.2907,8.1833,,,,66.3743,65.4621,65.4621,85.1602,,,,,1.1998,8.5872,,,-6.2323,9.0898
2000-03-10,33.63,37.38,32.38,11.03,3487300,42921954.8959,6984433.5792,,,,0.0,100.0,100.0,0.9044,,,,0.6,,76.7502,,78.44,9.0899,8.8086,,,,,,,,0,10.0209,,,,,,,,,80.3976,9.0089,8.9054,4.978,3.0045,8.2006,75084200.0,41.2002,,37.445,1.6391,88.3751,8.4342,,,,67.459,75.9093,75.9093,91.2204,,,,,1.5054,8.8632,,,-4.807,9.4227
2000-03-17,35.88,39.38,35.44,11.16,3631250,41631663.0177,6445405.8758,,,,0.0,100.0,100.0,0.9245,,,,0.2995,,77.3306,,80.6938,9.408,9.1219,,,,,,,,0,10.3063,,,,,,,,,81.8315,9.2435,9.3943,4.5001,3.642,8.2858,82346700.0,42.1181,,48.4588,1.5963,88.6653,8.7726,,,,75.3876,84.7915,84.7915,77.994,,,,,1.1862,9.1378,,,-14.1861,9.7319
2000-03-24,37.31,39.25,35.44,11.38,3035850,43113731.5217,6110515.8052,,,,0.0,92.8571,92.8571,0.9404,5.2958,8.5801,11.8644,0.1312,132.7302,78.3459,,80.6938,9.7119,9.4234,,,,,,,,0,10.5731,,,,,,,,,82.3445,9.4496,9.4605,4.0911,2.5901,8.2611,88418400.0,38.2899,,29.4557,1.5532,89.173,9.1735,,8.5801,,81.825,84.7741,84.7741,85.108,,,,,1.1471,9.4027,,,-9.8651,10.0314
2000-03-31,37.75,37.81,32.81,10.4,3314750,41124881.5217,4785197.9758,,,,0.0,85.7143,85.7143,0.9808,5.6207,8.7939,11.9671,-0.638,89.0959,47.5129,,55.847,9.8185,9.5543,,,,,,,,0,10.5559,,,,,,,,,73.7061,9.4496,9.498,9.6131,1.7439,9.4258,81788900.0,33.9312,,20.1354,1.3343,73.7565,9.5222,,8.7939,,79.6244,69.3077,69.3077,44.8211,66.6667,0.0,,,1.5054,9.6423,,,-30.7692,10.1619
2000-04-07,34.31,34.31,28.38,9.58,3246150,42143066.8505,4131972.5615,,,,14.2857,78.5714,64.2857,1.0436,6.0166,8.9646,11.9126,-0.4216,32.515,27.4367,,24.7337,9.7814,9.5573,,,,,,,,0,10.5155,,,,,,,,,67.0143,9.4496,9.498,17.7805,0.2757,10.8969,75296600.0,29.4664,,2.9636,1.1936,63.7184,11.8562,,8.9646,,69.2618,53.7036,53.7036,31.1818,33.3333,0.0,,,1.8606,9.853,,,-48.3243,10.1572
2000-04-14,31.19,32.5,26.75,8.39,2040750,39665773.807,2700880.509,,,,7.1429,71.4286,64.2857,1.0927,6.3701,9.0695,11.7689,-0.5757,-13.1774,5.3669,,15.5898,9.5679,9.4022,,,,,,,,0,10.4764,,,,,,,,,65.8453,9.8887,9.498,19.0114,-1.2262,13.0181,71215100.0,26.0339,,-12.7464,1.1168,52.6834,11.8231,,9.0695,,50.4426,28.3166,28.3166,8.947,0.0,0.0,,,1.7312,10.0183,,,-73.4121,9.9799
2000-04-20,27.88,29.31,26.63,8.6,1379950,40880953.6578,2256547.3028,,,,0.0,64.2857,64.2857,1.0723,6.6732,9.1631,11.6529,0.2537,-37.1921,8.3253,,14.9218,9.4188,9.295,,,,,,,,0,10.4635,,,,,,,,,61.9082,9.8887,9.9204,18.2086,-0.9283,12.4707,73975000.0,24.5958,,-9.7439,0.9779,54.1626,11.7477,,9.1631,,33.4981,18.474,18.474,15.2932,1.3513,4.0538,,,0.8069,10.1198,,,-84.1425,9.8216
2000-04-28,28.44,32.56,27.31,9.73,2598650,45583272.7054,3365826.3879,,,,0.0,57.1429,57.1429,1.1086,7.0101,9.3,11.5898,0.7371,4.4626,22.6805,,27.1927,9.4663,9.3527,,,,,,,,0,10.4465,,,,,,,,,62.4039,9.8887,9.9368,16.3081,0.2578,11.3965,79172300.0,28.4898,,2.7228,1.1231,61.3402,11.6358,,9.3,,23.9352,25.015,25.015,50.805,15.0446,41.08,,,1.5806,10.1729,,,-55.451,9.8157
2000-05-05,32.06,36.0,30.88,10.78,2210400,49675966.4554,4815858.8988,,,1.2066,85.7143,50.0,-35.7143,1.1395,7.2847,9.4726,11.6604,0.7324,73.7568,33.195,,37.4725,9.6686,9.5432,,,,,,,,0,10.4573,,,,,,,,,61.0103,9.8887,9.9368,14.697,1.2936,10.5694,83593100.0,32.3128,13.694,13.6339,1.1591,66.5975,11.5272,,9.4726,,32.7264,54.6901,54.6901,97.9723,48.3779,100.0,,,1.5415,10.1771,,,-28.0,9.9401
2000-05-12,36.0,36.75,31.75,9.92,2193550,47377126.0554,4239799.4443,,,1.0982,78.5714,42.8571,-35.7143,1.1657,7.5241,9.5785,11.6329,-0.612,57.2527,18.9148,10.1791,39.4789,9.7069,9.5931,,,,,,,,0,10.4533,,,,,,,,,55.0121,9.8887,9.9368,13.3138,-0.283,11.7538,79206000.0,30.6834,12.2611,-2.7745,1.0309,59.4574,11.4219,,9.5785,,50.0272,70.3763,70.3763,62.3518,63.2547,48.6842,,,1.5054,10.1219,,,-50.5098,9.9351
2000-05-19,32.69,32.94,29.88,9.03,1260050,45054680.9573,2879742.6413,52.0028,,0.9499,71.4286,35.7143,-35.7143,1.1482,7.683,9.6289,11.5748,-0.8791,-20.5978,6.3376,9.9614,28.4148,9.6031,9.5183,,,,,,,,0,10.4398,,,,,,,,,50.329,9.8887,9.9368,16.1055,-1.9961,12.7124,76685900.0,28.8912,10.4759,-18.0999,0.9481,53.1688,11.3198,,9.6289,,63.2027,64.5415,64.5415,33.3004,49.5614,0.0,,,0.9213,10.0107,,,-73.5686,9.8094
2000-05-26,30.0,30.0,27.75,8.7,1811250,45102980.9573,2076929.1636,49.5045,,0.7322,64.2857,28.5714,-35.7143,1.1146,7.9408,9.688,11.4353,-0.4933,-85.3589,1.9532,9.6981,17.0276,9.4638,9.4089,,,,,,,,0,10.4172,,,,,,,,,50.8,9.8887,9.9368,19.5783,-2.4597,12.8142,73063400.0,27.6141,7.9944,-22.0453,0.9185,50.9766,11.2207,,9.688,,57.4603,37.4632,37.4632,16.7373,16.2281,0.0,,,0.6774,9.8682,,55.7322,-82.2745,9.6438
2000-06-02,28.88,34.0,28.88,9.92,1595400,46897805.9573,2130774.4079,48.0972,,0.517,57.1429,21.4286,-35.7143,1.1461,8.044,9.7442,11.4443,0.7812,-4.6552,15.6143,9.7858,29.8021,9.5334,9.4766,,,,,,,,0,10.4132,,,,,,,,,57.506,9.8887,9.9368,17.6482,-1.4671,11.5579,76254200.0,32.6331,5.5695,-12.8881,1.0452,57.8072,11.1246,,9.7442,,45.965,35.8904,35.8904,57.6334,14.5757,43.7271,,,1.5562,9.7509,,62.3964,-50.5333,9.648
2000-06-09,32.63,32.75,31.19,9.61,1277150,46603079.0343,1865318.4952,46.7904,,0.2874,50.0,14.2857,-35.7143,1.1007,8.1639,9.7919,11.4198,-0.4808,-10.3981,11.474,9.779,29.8021,9.546,9.495,,,,,,,,0,10.4053,,,,,,,,,56.2704,9.8887,9.9368,17.0552,-0.7902,11.4476,73699900.0,31.5365,3.0632,-7.5947,0.9426,55.737,11.0314,,9.7919,,37.8816,40.2912,40.2912,46.503,33.2863,56.1318,,,0.5097,9.6713,,60.5347,-58.39,9.6079
2000-06-16,31.94,31.94,29.44,9.2,1650250,46101403.0343,1427524.3041,44.9132,,0.0334,42.8571,7.1429,-35.7143,1.0759,8.152,9.7867,11.4215,-0.576,-53.5245,5.8411,9.6674,20.5087,9.4925,9.4555,,,,,,,,0,10.3673,,,,,,,,,48.2489,9.8887,9.9368,19.7455,-0.3785,11.6964,70399400.0,29.9341,0.3537,-3.952,0.8341,52.9205,10.941,,9.7867,,41.9009,49.5211,49.5211,44.427,42.7728,28.4595,,,0.754,9.6108,,54.3503,-69.2323,9.5179
2000-06-23,30.31,32.75,29.88,9.77,2394500,49655608.6092,2249535.3357,43.3656,,-0.0955,35.7143,0.0,-35.7143,1.0609,8.161,9.794,11.427,0.7213,-20.6875,12.3398,9.7163,23.2478,9.5345,9.4968,15.5439,,0.0034,-1.305,,,,0,10.3544,,,,,,,0.1034,1.8596,45.0764,9.8887,9.9173,18.5784,1.3717,10.8634,75188400.0,29.8329,-1.0021,16.342,0.8752,56.1699,10.8533,,9.794,,48.2939,55.0692,55.0692,74.2777,53.5406,76.0305,,,0.8656,9.5554,,52.0072,-53.9926,9.5209
2000-06-30,32.5,34.44,31.31,9.88,2059850,49326559.0884,2276611.7888,42.3226,,-0.1418,28.5714,0.0,-28.5714,1.0525,8.1829,9.8115,11.4402,0.0799,16.9613,13.6036,9.7817,28.7633,9.5872,9.5475,16.6779,,-0.637,-0.5387,,,,0,10.343,0.539,-0.2589,0.7979,-0.1418,-0.6515,0.5097,0.1126,1.9398,42.3359,9.5876,9.7005,17.3724,1.2786,10.6562,79308100.0,31.4013,-1.4766,14.8697,0.8677,56.8018,10.7682,,9.8115,,55.7867,62.7697,62.7697,69.6043,61.3056,79.4268,,,0.944,9.5061,,54.7427,-44.7515,9.552
2000-07-07,33.13,35.0,32.13,10.35,783100,50139673.3741,2339441.9934,41.4813,,-0.0879,21.4286,0.0,-21.4286,1.0392,8.2187,9.8554,11.4922,0.4111,44.5156,18.9119,9.9496,30.5445,9.7042,9.6542,17.5017,,-0.3948,0.8074,,,,0,10.343,0.5524,-0.1964,0.7488,-0.0879,-0.4538,0.3659,0.1222,2.0239,50.0682,9.5876,9.5409,16.3259,0.6201,10.0426,80874300.0,30.6851,-0.9051,6.3741,0.9945,59.456,10.6857,,9.8554,,64.9987,77.1573,77.1573,87.5899,85.1524,100.0,,,0.8656,9.5064,,61.6209,-23.5229,9.6602
2000-07-14,33.94,37.88,33.81,11.27,1725850,52743289.836,2980892.1337,41.3035,,0.0396,14.2857,100.0,85.7143,1.0526,8.2062,9.9447,11.6832,0.8452,110.9584,28.2542,10.3133,38.9925,9.9457,9.8701,18.0448,,0.1479,0.5969,,,,0,10.3699,0.6305,-0.0946,0.7251,0.0396,-0.2086,0.2483,0.1321,2.1163,60.4595,9.8337,9.7209,14.9505,0.4922,9.3371,84326000.0,34.0615,0.4042,4.5652,1.1771,64.1271,8.0175,,9.9447,,74.5612,83.7567,83.7567,94.0758,93.1423,100.0,,,1.2275,9.5772,,65.6424,-4.4263,9.8925
2000-07-21,37.13,37.19,33.56,10.33,1044700,51448207.1914,2560241.6102,41.0269,,0.0256,7.1429,92.8571,85.7143,1.0597,8.208,9.9512,11.6943,-0.7934,63.7785,13.852,10.3685,37.4299,10.0047,9.9314,18.3017,,0.0407,0.3849,,,,0,10.3685,0.6092,-0.0928,0.7019,0.0256,-0.1199,0.1456,0.1425,2.1985,62.2326,9.9361,9.7209,14.2908,0.4123,10.2592,82236600.0,31.3886,0.2596,4.1572,1.2306,56.926,8.0516,,9.9512,,79.8925,78.7636,78.7636,54.625,69.8341,9.5024,,,1.1521,9.6711,,59.3335,-32.135,9.9827
2000-07-28,34.0,34.5,31.88,10.39,1689700,54672825.512,3181422.9881,40.0313,,-0.049,0.0,85.7143,85.7143,1.0405,8.2337,9.9191,11.6045,0.1679,26.9587,14.4798,10.4236,27.0895,10.0635,9.9921,18.2843,,0.2692,0.8505,,,,0,10.3691,0.5901,-0.0895,0.6796,-0.049,-0.1078,0.0588,0.1532,2.2804,60.8136,9.9857,9.8233,17.0209,1.3547,10.0172,85616000.0,29.6689,-0.4943,14.999,1.208,57.2399,8.0853,,9.9191,,75.9892,65.4472,65.4472,47.6408,38.4943,5.9807,,,0.7902,9.7516,,63.0365,-32.4001,10.0621
2000-08-04,34.06,35.0,30.0,9.52,3127450,52320983.112,2398008.8801,38.3522,,-0.0783,0.0,78.5714,78.5714,1.0739,8.2437,9.8371,11.4305,-0.5,-9.3023,2.3092,10.2481,16.5237,9.9796,9.9289,18.0442,,0.5289,0.5424,,,,0,10.3639,0.4991,-0.1443,0.6435,-0.0783,-0.071,-0.0074,0.1642,2.3527,49.3952,9.9857,9.8895,19.1035,0.8203,11.2822,79361100.0,26.6664,-0.7906,9.4313,0.9785,51.1546,8.1187,,9.8371,,61.6328,40.6876,40.6876,19.797,5.161,0.0,,,1.508,9.8196,,58.3134,-62.0945,10.0087
2000-08-11,31.88,32.25,29.0,8.99,2120450,50194008.6505,1182755.8818,36.4147,,-0.0612,21.4286,71.4286,50.0,1.0672,8.2523,9.7175,11.1827,-0.6369,-65.9685,-4.3453,9.972,11.2267,9.8274,9.8038,17.8445,,0.6606,0.7106,,,,0,10.3135,0.3801,-0.2107,0.5908,-0.0612,-0.0151,-0.0461,0.1754,2.4191,40.627,9.9857,9.8895,19.8753,-0.9259,11.87,75120200.0,24.9023,-0.6187,-9.337,0.8339,47.8273,8.1518,,9.7175,,43.8849,25.5198,25.5198,9.1216,1.9936,0.0,,9.8261,0.9802,9.8833,,51.9199,-79.2885,9.8868
2000-08-18,30.06,30.94,29.56,9.2,1296800,51133718.7954,877082.3484,34.6155,43.3092,-0.009,14.2857,64.2857,50.0,1.0207,8.2109,9.6572,11.1034,0.3188,-61.1056,-1.5409,9.7989,11.2267,9.7307,9.7231,17.6391,,1.2068,-0.0544,,,,0,10.2975,0.2991,-0.2334,0.5325,-0.009,0.0418,-0.0508,0.187,2.4869,42.4731,9.9857,9.8895,19.2917,-0.4162,11.096,77713800.0,24.1711,-0.0914,-4.3287,0.9275,49.2295,8.1845,,9.6572,,27.3173,15.7445,15.7445,18.315,4.9657,14.8971,,9.5924,0.4162,9.953,0.466,53.7905,-72.5091,9.8098
2000-08-25,30.25,30.38,29.0,8.79,967950,49562553.578,172383.1203,32.7171,41.1108,-0.0763,7.1429,57.1429,50.0,0.9801,8.1223,9.6176,11.1129,-0.8116,-85.2248,-6.8916,9.5554,8.037,9.5853,9.5981,17.2767,,0.7547,-1.6471,,,,0,10.2867,0.1993,-0.2666,0.4658,-0.0763,-0.0276,-0.0487,0.1988,2.5499,43.0571,9.9857,9.8895,19.8912,-0.4132,11.1558,75777900.0,23.3679,-0.7742,-4.4918,0.9727,46.5542,8.2169,,9.6176,,17.044,9.8678,9.8678,2.1667,4.9657,0.0,,9.2738,0.4524,9.9955,0.3927,50.9617,-85.9695,9.6846
2000-09-01,29.13,31.31,29.06,9.2,1657900,50490977.578,163833.516,31.2747,39.6859,-0.0724,0.0,50.0,50.0,0.9585,8.256,9.6578,11.0596,0.6089,-60.3865,-0.9817,9.4617,12.5235,9.5258,9.5448,16.8145,,-0.0456,-1.6908,,,,0,10.2747,0.1517,-0.2513,0.403,-0.0724,-0.0314,-0.041,0.2109,2.6164,49.8547,10.0295,10.0672,18.8779,-0.567,10.4206,79093700.0,24.2831,-0.738,-5.8061,1.0576,49.5092,8.249,,9.6578,,13.591,15.1606,15.1606,25.0,26.3766,64.2325,,9.1825,0.6786,9.9774,0.3209,47.6153,-82.0,9.6168
2000-09-08,30.25,30.63,28.75,8.74,1401800,48254062.6844,-566303.6533,29.818,38.3042,-0.0225,100.0,42.8571,-57.1429,0.9306,8.2837,9.665,11.0463,-0.6702,-98.118,-7.0872,9.2731,10.8805,9.4053,9.4378,16.3801,,-0.6012,-1.5958,,,,0,10.2302,0.0764,-0.2613,0.3377,-0.0225,0.0112,-0.0337,0.2232,2.6776,43.6344,10.0081,10.0548,18.6606,-1.1346,10.645,76290100.0,23.2171,-0.2314,-11.4869,0.8816,46.4564,8.2807,,9.665,,11.9738,10.8931,10.8931,5.5127,21.4108,0.0,,8.9604,0.5679,9.8851,0.2414,46.8246,-97.9045,9.4834
2000-09-15,28.94,30.63,27.94,8.65,1173400,47111197.2569,-1177152.981,28.0979,36.5055,-0.0191,100.0,35.7143,-64.2857,0.9222,8.1612,9.6111,11.0609,-0.1152,-105.1289,-8.3373,9.0987,5.7374,9.2889,9.3327,16.0658,,-1.3084,-0.6711,,,,0,10.1926,0.009,-0.2629,0.2719,-0.0191,0.0212,-0.0402,0.2358,2.7374,38.4795,9.9612,9.9324,19.3861,-1.6987,10.6628,73943300.0,21.746,-0.1981,-16.4165,0.8995,45.8314,8.3121,,9.6111,,14.3854,17.1025,17.1025,20.7949,21.4108,0.0,,8.7677,0.8126,9.7543,0.1579,40.1488,-93.0142,9.3487
2000-09-22,28.88,28.88,24.75,7.85,1850800,45650275.223,-1784870.8094,26.9227,35.1441,-0.0519,100.0,28.5714,-71.4286,0.9455,7.9286,9.4647,11.0009,-0.6973,-175.084,-18.3712,8.762,11.6444,9.0682,9.1356,15.8779,,-1.0793,0.4546,,,,0,10.1145,-0.1073,-0.3034,0.1961,-0.0519,-0.003,-0.0489,0.2486,2.7885,38.5494,9.564,9.4506,24.8722,-3.4191,12.0373,70241700.0,19.6839,-0.5468,-30.3287,0.8539,40.8144,11.4243,,9.4647,,14.389,15.1714,15.1714,19.2068,-0.0,0.0,,8.3541,1.2476,9.58,0.0557,39.2517,-90.4341,9.1173
2000-09-29,26.25,28.94,26.19,8.59,2951100,49406220.6775,-676148.1119,25.8049,34.0638,-0.1285,92.8571,21.4286,-71.4286,0.9414,7.832,9.3984,10.9649,0.7964,-115.1679,-6.7013,8.6764,11.2739,8.9949,9.063,15.6798,,-0.8055,0.6256,,,,0,10.073,-0.1383,-0.2675,0.1292,-0.1285,-0.0708,-0.0577,0.2616,2.8466,39.0897,9.564,9.4506,23.1866,-1.738,10.9569,76143900.0,18.4882,-1.3638,-16.8257,0.8798,46.6493,11.3849,,9.3984,,21.5024,32.2333,32.2333,56.6983,22.3696,67.1087,,8.3116,0.8882,9.3929,-0.0354,45.2756,-71.7615,8.9969
2000-10-06,28.69,29.44,25.13,7.65,2302700,45185494.4595,-1504070.0676,25.1434,33.3123,-0.3565,85.7143,14.2857,-71.4286,0.9671,7.5908,9.3291,11.0675,-0.7842,-137.4355,-17.8849,8.3753,16.5434,8.7874,8.8741,15.3782,,-0.4759,0.6176,,,,0,9.9383,-0.2365,-0.2926,0.0561,-0.3565,-0.2679,-0.0886,0.2747,2.8946,30.2089,9.4598,9.4506,23.3226,-2.7409,12.6489,71538500.0,16.7013,-3.814,-26.3879,0.7741,41.0575,11.3458,,9.3291,,25.2937,28.4763,28.4763,9.5238,23.7585,4.1668,,7.9619,1.302,9.1919,-0.1388,37.9043,-95.7145,8.7617
2000-10-13,25.31,25.75,21.88,6.93,3205700,42286282.5731,-2628508.2799,25.5064,33.405,-0.5835,100.0,7.1429,-92.8571,0.9816,7.2253,9.2407,11.2562,-0.6124,-205.3409,-25.1966,7.9579,30.2261,8.5016,8.6149,15.102,,-0.2771,0.1454,,,,0,9.633,-0.3679,-0.3392,-0.0287,-0.5835,-0.4369,-0.1466,0.288,2.9349,24.9361,9.1018,9.0171,28.5071,-2.5882,14.1638,65127100.0,15.2738,-6.2802,-27.1924,0.6697,37.4017,11.3071,,9.2407,,28.9406,26.1121,26.1121,12.1143,23.7585,0.0,,7.4626,1.1691,8.9699,-0.2629,37.3062,-93.3489,8.4522
2000-10-20,22.94,24.25,20.75,7.21,2637050,46445287.1446,-1526230.7959,26.1318,33.5793,-0.7947,100.0,0.0,-100.0,0.987,6.9332,9.1056,11.278,0.2686,-184.9796,-20.6095,7.6968,34.2617,8.3035,8.4281,15.0474,,-0.3996,-0.3299,,,,0,9.2609,-0.4439,-0.3322,-0.1118,-0.7947,-0.5607,-0.2339,0.3015,2.9777,16.9704,8.6584,8.7423,28.7975,-1.7765,13.6813,70401200.0,14.1001,-8.6022,-19.7597,0.6399,39.6953,11.2131,,9.1056,8.9752,24.6024,19.2188,19.2188,36.0184,9.6561,24.8015,,7.2032,1.0573,8.7403,-0.3875,40.4622,-80.8894,8.2132
