date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2023-06-16,25.01,25.3,25.0,22.22,1039143,692762.0,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1039143.0,,,,,,,,,,,,,,,,,,,,,,
2023-06-23,25.23,25.23,25.04,22.03,18072,674690.0,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1021071.0,,,,,,21.9974,,,,,,,,,,,0.1845,,,,,
2023-06-30,25.08,25.26,25.03,22.2,28288,695943.6838,,,,,,,,,,,,0.675,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1049359.0,,,,,,21.9994,,,,,,,,,,,0.1982,,,,,
2023-07-07,25.16,25.18,24.88,21.98,34753,666360.9383,,,,,,,,,,,,-0.8583,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1014606.0,,,,,,22.2262,,,,,,,,,,,0.2622,,,,,
2023-07-14,24.94,25.44,24.94,22.32,29399,678053.522,,,,,,,,,,,,0.6987,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1044005.0,,,,,,21.9632,,,,,,,,,,,0.4722,,,,,
2023-07-21,25.32,25.64,25.31,22.46,51777,669916.6822,,,,,,,,,,,,0.4036,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1095782.0,,,,,,21.9632,,,,,,,,,,,0.3095,,,,,
2023-07-28,25.52,25.55,25.33,22.45,72167,666636.364,,,,,,,,,,,,-0.3864,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1023615.0,,,,,,21.9765,,,,,73.6642,72.923,,,,,0.1942,,,,,
2023-08-04,25.5,25.5,24.99,22.15,49715,616971.1062,,,,,,,,,,,,-0.9995,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,973900.0,,,,,,21.9896,,,,,58.841,28.4976,,,,,0.3544,,,,,
2023-08-11,25.19,25.23,24.98,22.14,207480,409491.1062,,,,,,,,,,,,-0.8416,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,766420.0,,,,,,22.0025,,,57.7832,40.8443,40.8443,21.1123,,,,,0.2239,,,,,
2023-08-18,25.1,25.1,24.6,21.88,622976,-24349.3802,-252503.4821,,,,,,,,,,,-0.8482,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,143444.0,,,,,,22.6314,,,39.65,19.2648,19.2648,8.1845,,,,,0.4433,,,,,
2023-08-25,24.68,25.25,24.6,21.97,31505,-37930.4586,-298560.8617,,,,,,,,,,,0.1614,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,-0.2442,,174949.0,,,-1.0991,,,22.6232,,,25.7439,17.1225,17.1225,22.0707,,,,,0.5763,,,,,
2023-09-01,24.91,25.66,24.85,22.16,53298,-72109.339,-301135.7187,,,,,,,,,,,0.1052,,,,,22.1649,,,,,,,,,,0,,,,,,,,,,,,,,0.1268,,228247.0,,,0.5754,,,21.8093,,,19.6334,22.5127,22.5127,37.283,,,,,0.7758,,,,,
2023-09-08,25.14,25.14,24.68,22.08,86814,-124952.6434,-291626.8735,,,,,,,,,,,-0.8043,,,,,22.1518,,,,,,,,,,0,,,,,,,,,,,,,,-0.1221,,141433.0,,,-0.5501,,,21.8093,,,23.0006,29.3667,29.3667,28.7463,,,,,0.41,,,,,
2023-09-15,24.81,24.9,24.73,22.06,118075,-216356.5846,-290308.4297,,,,,,,,,,,-0.3576,,,,,22.1378,22.1514,,,,,,,,,0,,,,,,,,,,,22.1708,22.2791,,0.0782,,23358.0,,,0.3557,,,21.8187,,,27.6045,30.9342,30.9342,26.7733,,,,,0.1515,22.1837,,,-73.2267,22.1254
2023-09-22,24.9,24.9,24.47,21.81,173009,-389365.5846,-318425.709,,,,71.4286,78.5714,7.1429,0.3526,,,,-1.0,,-17.7489,,2.0144,22.088,22.1064,,,,,,,,,0,22.0536,,,,,,,,,12.4208,22.1396,22.2791,17.965,-0.5077,1.6166,-149651.0,18.7037,,-2.2746,0.9819,41.1255,22.749,,,26.3278,18.6824,18.6824,0.5276,,,,,0.3811,22.1557,,,-99.4724,22.0804
2023-09-29,24.5,24.54,24.17,21.67,722091,-564039.8653,-356558.6209,,,,100.0,71.4286,-28.5714,0.351,,,,-0.513,,-23.0346,,12.9531,22.0236,22.0481,,,,,,,,,0,22.0435,,,,,,,,,8.6374,22.0672,22.1466,22.5328,-0.7957,1.62,-871742.0,17.3648,,-3.5418,0.9835,38.4827,22.7397,,,20.7265,12.5629,12.5629,10.3877,,,,,0.3302,22.1205,,,-89.6123,22.02
2023-10-06,24.19,24.19,23.68,21.34,376250,-710604.073,-386378.0945,,,,100.0,64.2857,-35.7143,0.3597,,,,-0.6948,,-33.584,,27.657,21.918,21.9533,,,,,,,,,0,21.9873,,,,,,,,,6.4342,21.901,21.973,27.5977,-1.1136,1.6859,-1247992.0,15.6396,,-4.9601,0.9611,33.208,22.7158,,,12.9112,7.4882,7.4882,11.5494,,,,,0.4725,22.0736,,,-90.9791,21.9187
2023-10-13,23.82,24.23,23.82,21.5,252167,-724504.0101,-367874.396,,,,92.8571,57.1429,-35.7143,0.3602,,,,0.4724,,-24.6783,,25.3068,21.8533,21.8926,,,,,,,,,0,21.9698,,,,,,,,,14.6705,21.901,21.973,25.4797,-0.6558,1.6757,-995825.0,15.188,,-2.9603,0.9779,37.6608,22.6702,,,12.4698,17.3582,17.3582,30.1376,,,,,0.367,22.024,,,-80.6142,21.8471
2023-10-20,24.04,24.13,23.57,21.1,462974,-1187478.0101,-474171.4833,,,,100.0,50.0,-50.0,0.3703,,,,-0.8393,,-36.0201,,33.542,21.7375,21.787,,,,,,,,,0,21.8498,,,,,,,,,11.8649,21.7828,21.9248,27.4235,-1.0434,1.755,-1458799.0,13.6475,,-4.7117,0.9453,31.99,22.626,,,12.914,13.8957,13.8957,0.0,,,,,0.5013,21.9557,,,-100.0,21.7272
2023-10-27,23.52,23.71,23.36,20.99,444451,-1400349.3081,-542281.9336,,,,100.0,42.8571,-57.1429,0.3663,21.1193,21.9266,22.7338,-0.1991,-205.941,-38.7082,,39.611,21.623,21.6811,,,,,,,,,0,21.6839,,,,,,,,,9.1815,21.7218,21.8301,29.526,-0.8834,1.7451,-1903250.0,12.7715,,-4.0381,0.9345,30.6459,22.565,21.9266,,14.7125,12.8836,12.8836,8.5133,,,,,0.3148,21.8709,,,-95.5381,21.6045
2023-11-03,23.43,24.13,23.39,21.65,605141,-894813.3841,-359994.6025,,,,92.8571,35.7143,-57.1429,0.3949,21.094,21.8982,22.7024,0.881,-101.6438,-8.622,,11.3965,21.6273,21.6771,,,,,,,,,0,21.6822,,,,,,,,,22.3013,21.5764,21.8301,25.2776,-0.3224,1.8237,-1298109.0,20.1055,,-1.4672,0.9644,45.689,22.4823,21.8982,,20.1115,33.5551,33.5551,92.152,33.3333,100.0,,,0.7654,21.7856,,,-59.7555,21.5836
2023-11-10,24.13,24.17,23.9,21.7,169726,-800521.1619,-222693.6598,,,,85.7143,28.5714,-57.1429,0.384,21.075,21.8814,22.6877,-0.0741,-52.3173,-6.9134,,9.636,21.6378,21.6796,,,,,,,,,0,21.6826,,,,,,,,,25.6189,21.5764,21.8301,24.0925,-0.4638,1.7699,-1128383.0,19.8575,,-2.0932,0.9793,46.5433,22.4037,21.8814,,37.0604,64.7424,64.7424,93.5618,66.6667,100.0,,,0.243,21.7052,,,-57.3073,21.5763
2023-11-17,24.07,24.54,23.99,22.05,506391,-358579.9255,-5662.548,,,,78.5714,21.4286,-57.1429,0.3919,21.0768,21.8739,22.6709,0.7909,-0.5472,5.7056,,5.2762,21.7014,21.7291,,,,,,,,,0,21.6851,,,,,,,,,35.0528,21.5764,21.8301,21.8456,-0.0282,1.7773,-621992.0,24.2793,,-0.1276,0.9958,52.8528,22.3291,21.8739,,64.2131,94.3418,94.3418,97.3117,100.0,100.0,,,0.4949,21.6377,,,-37.9671,21.6207
2023-11-24,24.56,24.66,24.51,22.15,206414,-262253.3922,114287.0354,,,,71.4286,14.2857,-57.1429,0.3739,21.0773,21.8825,22.6877,0.4007,43.0216,9.0706,,9.5722,21.7712,21.7859,,,,,,,,,0,21.692,,,,,,,,,43.6008,21.5764,21.8301,21.2444,0.0938,1.6876,-415578.0,25.742,,0.4254,1.0127,54.5353,22.2582,21.8825,,85.0348,96.0202,96.0202,97.1869,100.0,100.0,,,0.1395,21.5932,,,-32.3364,21.6798
2023-12-01,24.66,24.94,24.61,22.54,1701347,1363242.8767,670170.9473,,,,64.2857,7.1429,-57.1429,0.3762,21.059,21.8935,22.7279,0.8668,94.5685,20.5122,,22.2539,21.8898,21.8867,,,,,,,,,0,21.7168,,,,,,,,,60.058,21.7677,21.8301,19.5583,0.7281,1.6687,1285769.0,30.755,,3.3377,1.0259,60.2561,20.9112,21.8935,,96.1134,97.9782,97.9782,99.4359,100.0,100.0,,,0.4056,21.5771,,,-11.2467,21.7879
2023-12-08,24.8,25.21,24.8,22.62,3463817,1617599.7727,917585.1102,,,-0.2103,57.1429,100.0,42.8571,0.3758,21.0427,21.9014,22.7601,0.5367,130.0036,22.7112,,29.463,22.0027,21.985,21.9711,,,,,,,,0,21.7384,,,,,,,,,75.0561,21.8084,21.8533,18.1416,0.9543,1.6609,4749586.0,33.2969,-0.957,4.404,1.0209,61.3556,20.9276,21.9014,,96.1436,94.4324,94.4324,86.6745,100.0,100.0,,,0.3706,21.5966,,,-9.113,21.9015
2023-12-15,25.02,26.38,25.0,23.15,1092028,1477195.0423,890708.9345,,,-0.1348,50.0,100.0,50.0,0.4381,20.9446,21.9364,22.9281,0.4212,214.5359,35.1833,22.3874,50.7739,22.1791,22.1402,22.0584,,,,,,,,0,21.8233,,,,,,,,,78.4488,22.0712,22.3823,14.368,1.8124,1.8923,5841614.0,44.0077,-0.6127,8.4941,1.0485,67.5916,20.9649,21.9364,,92.4737,85.0105,85.0105,68.9212,100.0,100.0,,,1.2478,21.6735,,,-23.9315,22.0807
2023-12-22,25.76,25.98,25.51,23.3,557083,1299402.5955,742170.2718,23.5878,,-0.0475,42.8571,92.8571,50.0,0.4379,20.8385,21.9939,23.1492,-0.1915,202.8633,38.33,22.644,50.7739,22.3521,22.2954,22.1507,,,,,,,,0,21.9286,,,,,,,,,80.4761,22.1484,22.3823,13.3257,1.8058,1.8791,6398697.0,40.8149,-0.2155,8.4001,1.0563,69.165,21.0516,21.9939,,84.8157,75.004,75.004,69.4164,100.0,100.0,,,0.4358,21.7994,,,-18.6863,22.2704
2023-12-29,26.03,26.14,25.67,23.33,305994,1032471.6593,529001.8599,25.6911,,0.0752,35.7143,85.7143,50.0,0.4371,20.7595,22.0532,23.347,-0.7021,182.6893,38.8938,22.8552,53.0331,22.5027,22.4334,22.2381,,,,,,,,0,22.0785,,,,,,,,,82.3126,22.162,22.3823,12.3787,2.2303,1.8734,6704691.0,40.3337,0.3402,10.5698,1.0695,69.4469,21.1356,22.0532,,76.4201,69.2457,69.2457,69.3996,100.0,100.0,,,0.4267,21.9618,,50.8236,-17.7607,22.4518
