date,open,high,low,close,volume,ema_12_ema,ema_26_ema,sma_200_sma,sma_20_sma,sma_50_sma
2001-10-26,33.2,34.5,33.0,6.11,50201,6.1454,6.0236,,6.1251,5.8413
2001-11-02,34.6,34.6,33.1,6.05,47868,6.1308,6.0256,,6.1413,5.8502
2001-11-09,34.05,34.5,33.1,5.94,42267,6.1009,6.019,,6.161,5.8503
2001-11-16,33.16,35.25,33.1,6.27,52801,6.1262,6.0372,,6.1757,5.8575
2001-11-23,34.9,35.97,34.9,6.33,47334,6.1572,6.0587,,6.2005,5.8652
2001-11-30,35.4,36.25,34.8,6.35,79134,6.1874,6.0806,,6.221,5.8687
2001-12-07,36.1,38.0,35.2,6.74,49400,6.2723,6.1294,,6.2572,5.8821
2001-12-14,37.5,37.5,34.86,6.3,42068,6.2768,6.1421,,6.2657,5.8811
2001-12-21,35.1,37.7,35.05,6.62,84468,6.329,6.1772,,6.288,5.9002
2001-12-28,36.9,37.45,36.1,6.46,30868,6.3495,6.1983,,6.2947,5.9123
2002-01-04,36.15,37.5,34.5,6.58,124334,6.3848,6.2265,,6.2955,5.9296
2002-01-11,36.6,37.6,36.0,6.6,60067,6.4173,6.2539,,6.2986,5.9509
2002-01-18,36.85,36.94,35.7,6.41,43667,6.416,6.2654,,6.2835,5.9692
2002-01-25,35.8,36.98,35.1,6.46,56867,6.4234,6.2801,,6.3097,5.9848
2002-02-01,36.45,36.45,35.7,6.42,67534,6.4225,6.2903,,6.3367,5.9998
2002-02-08,35.8,35.9,34.7,6.32,88801,6.4073,6.2928,,6.3426,6.0219
2002-02-15,35.0,35.2,33.73,6.11,50934,6.3611,6.279,,6.32,6.0332
2002-02-22,33.7,34.9,32.9,6.31,58668,6.3526,6.281,,6.3165,6.047
2002-03-01,34.95,35.0,33.88,6.21,44001,6.3301,6.2754,,6.3223,6.064
2002-03-08,34.5,35.35,34.5,6.32,150468,6.3291,6.279,,6.3446,6.0851
2002-03-15,34.95,35.1,34.45,6.3,74534,6.3241,6.2803,,6.354,6.0959
2002-03-22,34.9,36.0,34.87,6.44,64201,6.3427,6.2925,,6.3738,6.114
2002-03-28,35.7,35.74,34.8,6.37,42401,6.3467,6.2982,,6.3954,6.1266
2002-04-05,35.7,35.75,35.07,6.4,38800,6.3543,6.3054,,6.4019,6.1394
2002-04-12,35.4,38.55,35.2,6.9,167868,6.4385,6.3496,,6.4306,6.1624
2002-04-19,38.0,38.4,37.0,6.81,73267,6.4959,6.3838,,6.4535,6.1894
2002-04-26,37.9,39.1,37.9,7.01,89134,6.5745,6.43,,6.4669,6.2275
2002-05-03,38.9,42.0,38.65,7.58,156401,6.7291,6.5151,,6.5308,6.2707
2002-05-10,41.8,41.8,37.9,6.91,130401,6.757,6.5444,,6.5455,6.2979
2002-05-17,37.75,38.41,37.01,6.93,129401,6.7836,6.573,,6.5689,6.3308
2002-05-24,38.2,38.95,37.7,6.87,119601,6.7964,6.5947,,6.5833,6.356
2002-05-31,37.7,38.2,37.2,6.92,51134,6.8153,6.6187,,6.5994,6.3799
2002-06-07,37.99,37.99,35.4,6.54,71000,6.7727,6.6128,,6.6059,6.3998
2002-06-14,23.95,26.5,23.95,6.98,234200,6.8047,6.64,,6.6318,6.4199
2002-06-21,25.6,29.01,25.6,7.88,286800,6.9704,6.732,,6.705,6.4609
2002-06-28,28.65,28.88,26.0,7.24,276000,7.0119,6.7697,,6.7508,6.4869
2002-07-05,26.5,26.5,24.0,6.68,120300,6.9608,6.763,,6.7794,6.5002
2002-07-12,24.45,24.45,22.65,6.26,186700,6.8524,6.7255,,6.777,6.5027
2002-07-19,23.0,23.4,20.35,5.86,504800,6.6998,6.6614,,6.7597,6.4965
2002-07-26,21.45,23.35,20.25,6.32,289800,6.6421,6.6364,,6.7597,6.4964
2002-08-02,23.4,23.99,21.5,5.96,157300,6.5365,6.586,,6.7427,6.4843
2002-08-09,21.9,25.99,21.45,6.85,184900,6.5843,6.6054,,6.7628,6.4905
2002-08-16,24.8,25.6,23.35,6.89,122500,6.632,6.6268,,6.7891,6.4942
2002-08-23,25.15,26.0,24.0,6.61,156900,6.6291,6.6258,,6.7999,6.5077
2002-08-30,24.0,25.96,24.0,6.61,114200,6.6267,6.6249,,6.7855,6.5224
2002-09-06,24.1,25.9,23.0,7.05,107600,6.6924,6.6567,,6.7976,6.5394
2002-09-13,25.7,27.55,25.25,7.21,266000,6.7727,6.6979,,6.808,6.5524
2002-09-20,26.25,26.7,25.0,7.03,118400,6.8117,6.7223,,6.7803,6.5655
2002-09-27,25.6,27.0,25.05,7.14,130800,6.8622,6.7532,,6.7918,6.5865
2002-10-04,25.91,27.0,25.49,7.08,123800,6.8955,6.7773,,6.7992,6.6105
2002-10-11,25.8,25.9,24.0,6.92,155100,6.9,6.7882,,6.8022,6.6268
2002-10-18,25.13,25.4,24.5,6.92,80600,6.9025,6.7977,,6.802,6.6441
2002-10-25,25.0,26.0,24.8,7.16,80200,6.9428,6.8249,,6.8333,6.6687
2002-11-01,25.93,27.15,25.65,7.43,195500,7.0171,6.8694,,6.8556,6.6919
2002-11-08,26.98,27.07,25.82,7.27,137900,7.0567,6.8994,,6.8252,6.7108
2002-11-15,26.4,27.2,26.02,7.24,103600,7.0854,6.9249,,6.8254,6.7286
2002-11-22,26.1,26.89,25.1,7.03,171400,7.0768,6.9326,,6.8428,6.7344
2002-11-29,25.3,25.3,23.42,6.64,219600,7.0097,6.911,,6.8621,6.7412
2002-12-06,23.8,24.4,23.55,6.66,159200,6.9559,6.8924,,6.902,6.7421
2002-12-13,23.85,24.44,23.4,6.64,126900,6.9078,6.874,,6.918,6.7457
2002-12-20,23.91,25.1,23.1,6.54,153400,6.8517,6.8495,,6.9474,6.745
2002-12-27,23.45,24.15,23.0,6.39,65600,6.7808,6.8155,,6.9245,6.7409
2003-01-03,23.0,23.65,23.0,6.4,106500,6.7229,6.785,,6.9,6.7408
2003-01-10,23.1,23.85,23.0,6.4,101200,6.6739,6.7568,,6.8896,6.7396
2003-01-17,23.1,23.98,22.2,6.53,175500,6.6517,6.74,,6.8854,6.7418
2003-01-24,23.8,24.45,23.05,6.4,163900,6.6136,6.7151,,6.8529,6.7435
2003-01-31,22.9,23.74,22.4,6.36,160200,6.5746,6.6888,,6.8102,6.7485
2003-02-07,23.0,23.0,21.8,6.12,160800,6.5043,6.6465,,6.7648,6.7448
2003-02-14,21.6,22.87,21.57,6.34,134700,6.4794,6.624,,6.7249,6.7475
2003-02-21,22.45,22.7,22.4,6.32,142800,6.4544,6.6012,,6.6868,6.7473
2003-02-28,22.6,24.11,22.05,6.59,142700,6.4752,6.6004,,6.67,6.7532
2003-03-07,23.47,24.6,23.35,6.6,134300,6.494,6.6002,,6.6541,6.7563
2003-03-14,23.6,23.7,22.6,6.38,76100,6.4771,6.5842,,6.6151,6.7566
2003-03-21,22.8,24.13,22.8,6.76,115300,6.5212,6.5974,,6.582,6.7639
2003-03-28,24.1,24.5,23.58,6.69,67600,6.5476,6.6045,,6.5529,6.7597
2003-04-04,23.85,24.64,23.45,6.83,91900,6.5916,6.6215,,6.5324,6.7602
2003-04-11,24.6,25.55,24.2,6.81,125200,6.6258,6.6357,,6.5216,6.7563
2003-04-17,24.32,24.96,23.99,6.96,102300,6.6776,6.6599,,6.5377,6.744
2003-04-25,24.88,26.07,24.77,7.15,88400,6.7508,6.6965,,6.5624,6.7488
2003-05-02,25.6,26.5,25.45,7.33,73700,6.8403,6.7436,,6.5969,6.7569
2003-05-09,26.25,26.65,25.6,7.48,97500,6.9386,6.7981,,6.6436,6.7691
2003-05-16,26.6,26.86,25.1,7.1,131700,6.9641,6.8208,,6.6793,6.7728
2003-05-23,25.15,25.59,24.8,7.19,95700,6.9987,6.8481,,6.7186,6.7858
2003-05-30,25.46,25.8,25.25,7.22,103500,7.0324,6.8754,,6.7592,6.7906
2003-06-06,25.7,27.6,25.7,7.57,130500,7.1149,6.9268,,6.8112,6.7843
2003-06-13,26.9,28.0,26.0,7.64,106300,7.196,6.9798,,6.8731,6.7924
2003-06-20,27.2,28.95,27.2,7.85,114300,7.2973,7.0445,,6.9478,6.8159
2003-06-27,27.7,28.0,26.81,7.87,119800,7.3847,7.1054,,7.0352,6.848
2003-07-03,27.9,28.08,26.8,7.8,135800,7.4491,7.1571,,7.1082,6.8869
2003-07-11,27.9,28.24,27.25,7.76,167600,7.4962,7.2014,,7.1802,6.9155
2003-07-18,27.75,28.2,26.55,7.58,142400,7.5095,7.2296,,7.2298,6.9481
2003-07-25,27.1,27.12,25.8,7.51,153200,7.5103,7.2508,,7.2757,6.9614
2003-08-01,26.75,27.03,26.08,7.38,97900,7.4906,7.2605,,7.3255,6.9712
2003-08-08,26.15,26.15,24.0,6.9,223000,7.3992,7.2335,,7.3322,6.9768
2003-08-15,23.8,25.75,23.5,7.27,140100,7.379,7.2361,,7.361,6.9899
2003-08-22,25.45,26.5,25.44,7.27,105500,7.3615,7.2382,,7.3825,6.9941
2003-08-29,25.5,25.72,24.8,7.15,141300,7.3282,7.2313,,7.3991,6.9928
2003-09-05,25.15,26.19,24.5,7.18,105700,7.3058,7.2277,6.1349,7.4101,6.9959
2003-09-12,25.1,25.25,24.25,7.04,126700,7.2648,7.2138,6.1403,7.4044,6.9939
2003-09-19,24.8,25.15,24.0,6.89,149800,7.2073,7.1899,6.1465,7.3823,6.9901
2003-09-26,24.2,24.45,23.23,6.67,203800,7.1252,7.1516,6.1493,7.3421,6.9851
2003-10-03,23.3,24.85,23.01,7.05,156100,7.1143,7.1444,6.1523,7.3396,6.9879
2003-10-10,24.6,25.5,24.25,7.04,125200,7.1028,7.1366,6.1547,7.3321,6.9854
2003-10-17,24.55,25.75,24.55,7.08,110300,7.0992,7.1324,6.1597,7.3252,6.9784
2003-10-24,24.7,24.79,23.79,6.93,101700,7.0724,7.117,6.1649,7.293,6.9715
2003-10-31,24.25,25.49,24.0,7.0,119200,7.0608,7.1081,6.1702,7.2607,6.9665
2003-11-07,24.35,25.5,24.3,7.25,131700,7.0896,7.1185,6.177,7.2304,6.9709
2003-11-14,25.16,25.58,24.56,7.08,111800,7.0883,7.1158,6.1829,7.1912,6.9797
2003-11-21,24.5,24.54,23.9,7.03,152300,7.0793,7.1094,6.1888,7.1525,6.9871
2003-11-28,24.35,25.2,24.05,6.99,108700,7.0659,7.1007,6.196,7.1143,6.9941
2003-12-05,24.5,25.23,23.92,6.99,131500,7.0536,7.0922,6.2037,7.0845,7.0029
2003-12-12,24.3,25.43,24.05,7.33,142000,7.0955,7.1095,6.2159,7.0751,7.0216
2003-12-19,25.0,25.05,24.05,7.2,134500,7.112,7.1164,6.2278,7.0661,7.0376
2003-12-26,25.1,25.17,24.64,7.23,67900,7.1303,7.1249,6.2419,7.0828,7.0541
2004-01-02,25.2,25.3,24.75,7.22,111000,7.144,7.1319,6.2561,7.0804,7.0679
2004-01-09,25.25,25.85,25.0,7.35,120600,7.176,7.1482,6.2691,7.0848,7.0869
2004-01-16,25.5,26.78,25.5,7.59,145100,7.2403,7.1812,6.2826,7.1072,7.1116
2004-01-23,26.4,26.8,25.77,7.56,115700,7.2899,7.2095,6.2945,7.1262,7.1405
2004-01-30,26.15,26.4,25.5,7.35,102500,7.2986,7.2196,6.3065,7.1416,7.1605
2004-02-06,25.5,25.99,25.05,7.54,115000,7.336,7.2435,6.3176,7.1741,7.185
2004-02-13,25.95,26.0,25.1,7.4,120700,7.3453,7.2548,6.3297,7.2102,7.2012
2004-02-20,25.6,26.24,25.6,7.47,90000,7.3643,7.2707,6.3431,7.231,7.2186
2004-02-27,25.6,25.85,24.5,7.15,246400,7.3312,7.2617,6.3537,7.2364,7.2339
2004-03-05,24.6,24.99,24.0,7.24,316100,7.3166,7.2598,6.3652,7.2443,7.2434
2004-03-12,25.0,25.26,24.19,7.24,184500,7.3043,7.2581,6.377,7.2599,7.2542
2004-03-19,24.8,24.85,24.17,7.17,159400,7.2831,7.2513,6.389,7.2684,7.2609
2004-03-26,24.5,25.0,24.1,7.02,186000,7.2429,7.2343,6.4001,7.257,7.2651
2004-04-02,24.17,25.05,24.17,7.27,254700,7.2464,7.2366,6.4106,7.2662,7.2711
2004-04-08,24.85,25.18,24.72,7.24,98000,7.2448,7.2366,6.4218,7.2766,7.2728
2004-04-16,24.8,25.15,23.81,6.97,205700,7.2033,7.2172,6.4326,7.2757,7.2656
2004-04-23,23.9,24.7,23.54,7.11,157900,7.1892,7.2094,6.4438,7.282,7.2583
2004-04-30,24.3,24.59,23.15,6.73,185300,7.1182,7.1737,6.4524,7.2521,7.2507
2004-05-07,23.15,24.0,21.25,6.27,196500,6.9878,7.1068,6.4583,7.2055,7.2324
2004-05-14,20.94,23.0,20.82,6.56,256900,6.9226,7.0666,6.4647,7.1721,7.2193
2004-05-21,22.3,23.0,22.25,6.72,170800,6.8914,7.0409,6.4725,7.1471,7.2023
2004-05-28,23.05,23.71,22.75,6.87,133500,6.8875,7.028,6.4818,7.1228,7.1868
2004-06-04,23.2,23.58,22.28,6.6,125000,6.8427,6.996,6.4896,7.073,7.1616
2004-06-10,22.48,22.85,22.25,6.59,191500,6.8043,6.9662,6.5006,7.0245,7.1362
2004-06-18,22.5,22.64,21.55,6.52,281300,6.7601,6.9329,6.5108,6.983,7.1105
2004-06-25,22.17,22.7,21.83,6.66,260000,6.7449,6.9127,6.5222,6.939,7.0886
2004-07-02,22.75,23.48,22.25,6.7,202400,6.7387,6.8973,6.5336,6.9044,7.071
2004-07-09,22.85,22.85,22.0,6.47,121900,6.6974,6.8657,6.5421,6.8545,7.0501
2004-07-16,22.06,22.85,21.9,6.47,126800,6.6624,6.8364,6.549,6.8205,7.0319
2004-07-23,22.05,23.0,21.9,6.43,209100,6.627,6.8064,6.5559,6.7803,7.0226
2004-07-30,22.05,23.29,21.9,6.76,209400,6.648,6.8033,6.5639,6.7566,7.0125
2004-08-06,23.2,23.75,21.9,6.52,153600,6.6283,6.7823,6.5695,6.7243,6.9976
2004-08-13,22.0,22.89,21.9,6.68,130400,6.6367,6.7749,6.5775,6.7074,6.9884
2004-08-20,22.65,23.91,22.44,7.09,127800,6.7058,6.798,6.5871,6.6984,6.9864
2004-08-27,23.91,23.95,23.48,7.1,133600,6.7661,6.8202,6.5964,6.6915,6.9876
2004-09-03,23.85,25.98,23.65,7.55,211000,6.886,6.8739,6.607,6.72,7.0007
2004-09-10,25.46,26.0,25.02,7.68,145300,7.0075,6.9333,6.6185,6.7482,7.0207
2004-09-17,25.89,26.0,25.41,7.71,146500,7.1149,6.9905,6.629,6.7971,7.0338
2004-09-24,25.9,25.99,25.1,7.52,443900,7.1775,7.0298,6.6369,6.8596,7.0434
2004-10-01,25.25,25.25,24.7,7.41,338000,7.2131,7.0579,6.6444,6.9019,7.05
2004-10-08,25.1,25.52,24.58,7.36,311600,7.2355,7.0802,6.6515,6.9339,7.0587
2004-10-15,24.78,25.09,23.25,7.2,278700,7.2303,7.0892,6.6566,6.9506,7.0628
2004-10-22,24.2,24.75,23.65,7.17,220700,7.2213,7.0953,6.6622,6.9794,7.0612
2004-10-29,24.2,24.9,24.15,7.29,229500,7.2319,7.1098,6.6669,7.0143,7.0654
2004-11-05,24.45,25.5,24.35,7.53,259500,7.2774,7.1407,6.6762,7.0648,7.0754
2004-11-12,25.4,25.4,24.6,7.45,171600,7.3034,7.1634,6.6841,7.1041,7.0845
2004-11-19,24.95,24.95,24.31,7.35,191400,7.3111,7.1775,6.6923,7.1365,7.0918
2004-11-26,24.45,25.5,24.3,7.62,196000,7.3582,7.21,6.7028,7.1938,7.0976
2004-12-03,25.45,26.45,24.63,7.37,421300,7.3593,7.2215,6.7121,7.2386,7.1009
2004-12-10,24.65,25.16,23.2,7.31,409900,7.3525,7.2284,6.7203,7.2827,7.1026
2004-12-17,24.35,25.9,24.3,7.75,224700,7.4129,7.2667,6.7307,7.3318,7.1131
2004-12-23,26.0,26.28,25.66,7.71,194000,7.459,7.2997,6.7431,7.3915,7.1203
2004-12-31,25.82,26.39,25.46,7.78,161600,7.5077,7.335,6.7543,7.4461,7.1239
2005-01-07,26.0,26.37,24.78,7.41,373300,7.4927,7.3406,6.7633,7.4623,7.1209
2005-01-14,24.73,25.39,24.31,7.5,262700,7.4938,7.3524,6.774,7.4824,7.1239
2005-01-21,25.0,26.0,24.93,7.6,178900,7.5105,7.3709,6.7857,7.4852,7.1252
2005-01-28,25.5,26.1,24.8,7.63,191500,7.5282,7.3897,6.795,7.4827,7.1297
2005-02-04,25.6,26.47,25.6,7.85,215400,7.5782,7.4241,6.8066,7.4901,7.1374
2005-02-11,26.41,27.01,25.63,7.9,220000,7.6275,7.4592,6.8174,7.509,7.1524
2005-02-18,26.25,27.24,25.99,8.2,315100,7.7153,7.5139,6.8296,7.5484,7.1716
2005-02-25,26.93,27.63,26.51,8.22,310800,7.7937,7.5666,6.8419,7.5917,7.1914
2005-03-04,27.32,27.43,26.8,8.25,194400,7.8637,7.6171,6.8559,7.6441,7.2131
2005-03-11,27.25,27.39,25.85,7.91,276700,7.871,7.6389,6.8699,7.6811,7.2308
2005-03-18,26.43,26.85,25.0,7.69,229900,7.8433,7.6428,6.8813,7.7011,7.2394
2005-03-24,25.35,25.59,24.73,7.6,193700,7.8055,7.6394,6.8915,7.7046,7.2466
2005-04-01,25.29,25.9,24.82,7.57,231600,7.7693,7.6343,6.9029,7.7108,7.2585
2005-04-08,25.1,26.1,24.91,7.54,167900,7.7341,7.6273,6.9126,7.7201,7.2671
2005-04-15,25.01,25.64,24.95,7.53,292400,7.7019,7.6198,6.9216,7.7155,7.283
2005-04-22,24.9,25.29,24.76,7.54,287200,7.6775,7.6141,6.9316,7.7244,7.3085
2005-04-29,25.05,26.01,24.9,7.66,316600,7.6749,7.6176,6.9401,7.7417,7.3304
2005-05-06,25.5,26.94,25.5,7.94,235900,7.7157,7.6414,6.9506,7.7514,7.3548
2005-05-13,26.03,27.54,25.84,7.92,334200,7.7478,7.6624,6.9605,7.762,7.376
2005-05-20,26.1,28.13,25.86,8.3,342300,7.833,7.7098,6.9719,7.7884,7.4101
2005-05-27,27.54,28.31,27.29,8.6,232200,7.9506,7.7755,6.9843,7.8477,7.4501
2005-06-03,28.19,28.95,27.98,8.75,228400,8.0729,7.8474,6.9971,7.91,7.4947
2005-06-10,28.75,29.87,28.54,8.79,281900,8.184,7.9175,7.0095,7.9696,7.5374
2005-06-17,28.81,29.71,28.27,8.87,286000,8.2891,7.9879,7.021,8.0317,7.5807
2005-06-24,29.01,31.1,28.25,8.78,209600,8.3641,8.0463,7.0322,8.0779,7.6268
2005-07-01,28.75,29.89,28.55,9.02,178000,8.465,8.1184,7.0438,8.1339,7.6778
2005-07-08,29.57,30.7,29.38,9.31,224000,8.5948,8.2066,7.0606,8.1895,7.7353
2005-07-15,30.6,31.54,29.35,9.23,328100,8.6929,8.2826,7.0774,8.2398,7.7847
2005-07-22,30.45,31.85,29.4,9.45,256900,8.8097,8.3692,7.0936,8.3,7.8433
