date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_12_ema,ema_26_ema,ema_5_ema,mfi_14_mfi,mom_10_mom,rsi_14_rsi,sar_14_sar,sma_100_sma,sma_20_sma,sma_50_sma,sma_8_sma,stochrsi_14_fastd,stochrsi_14_fastk
2013-10-18,53.18,57.8,52.91,55.13,7821100,,,,,,,,,,,,,,,,,,
2013-10-25,55.0,56.52,53.12,56.38,3869000,,,,,,,,,,,,52.91,,,,,,
2013-11-01,56.0,57.76,54.51,55.15,4054500,,,,,,,,,,,,52.9461,,,,,,
2013-11-08,56.95,57.12,53.31,55.64,4325900,,,,,,,,,,,,53.0424,,,,,,
2013-11-15,55.15,55.85,53.36,53.52,2349800,,,,,,,,55.164,,,,53.1367,,,,,,
2013-11-22,53.64,55.98,51.83,55.4,2609900,,,,,,,,55.2427,,,,57.76,,,,,,
2013-11-29,55.45,56.33,54.43,54.9,804800,,,,,,,,55.1284,,,,57.7007,,,,,,
2013-12-06,54.84,55.77,52.72,54.18,3753000,,,,,,,,54.8123,,,,57.642,,,,55.0375,,
2013-12-13,53.11,58.23,53.1,56.41,5274100,,,,,,,,55.3449,,,,51.83,,,,55.1975,,
2013-12-20,56.8,60.99,56.34,59.91,6850400,,,,,,,,56.8666,,,,51.894,,,,55.6387,,
2013-12-27,59.81,62.46,58.54,62.38,1801100,,,,,,,,58.7044,,7.25,,52.0759,,,,56.5425,,
2014-01-03,62.27,63.57,59.65,60.72,2480800,,,,,,56.6433,,59.3763,,4.34,,52.3874,,,,57.1775,,
2014-01-10,60.81,60.81,54.78,55.13,4226600,,,,,,56.4105,,57.9608,,-0.02,,52.8347,,,,57.3788,,
2014-01-17,55.07,57.84,53.61,56.51,4204900,,,,,,56.4258,,57.4772,,0.87,,53.2642,,,,57.5175,,
2014-01-24,58.3,58.72,55.01,57.99,3241500,,3.8314,,,,56.6665,,57.6481,62.9018,4.47,55.3962,53.61,,,,57.9038,,
2014-01-31,58.09,60.03,56.67,58.74,4119100,,3.7978,,,,56.9855,,58.0121,63.2506,3.34,56.7155,53.61,,,,58.4738,,
2014-02-07,59.12,59.26,55.33,55.68,4578600,,3.8072,,,,56.7846,,57.2347,54.6589,0.78,50.1925,54.0084,,,,58.3825,,
2014-02-14,55.7,58.31,55.1,57.14,3142700,,3.7645,,,,56.8393,,57.2032,62.1727,2.96,52.9717,54.3909,,,,58.0362,,
2014-02-21,57.26,58.9,55.96,57.14,2871800,,3.7056,,,,56.8856,,57.1821,67.126,0.73,52.9717,54.758,,,,57.3812,,
2014-02-28,57.47,62.04,56.82,60.34,4747300,,3.8138,52.2647,56.9195,61.5743,57.417,,58.2347,68.6781,0.43,58.8135,55.1,,56.9195,,57.3338,,
2014-03-07,60.34,61.57,57.77,61.24,3721300,,3.8128,52.2867,57.225,62.1633,58.0052,,59.2365,70.4475,-1.14,60.3069,55.4388,,57.225,,58.0975,80.8688,100.0
2014-03-14,61.18,61.83,59.21,60.15,2290700,,3.7276,52.3328,57.4135,62.4942,58.3351,,59.541,76.3656,-0.57,57.5836,55.764,,57.4135,,58.5525,87.6246,62.8738
2014-03-21,60.31,64.95,58.84,63.83,4892400,,3.8978,52.1669,57.8475,63.5281,59.1805,,60.9707,76.4494,8.7,63.5656,56.0763,,57.8475,,59.2825,87.6246,100.0
2014-03-28,64.5,68.43,62.45,64.04,5636500,,4.0465,52.0821,58.2675,64.4529,59.9281,,61.9938,76.1556,7.53,63.8786,56.52,,58.2675,,59.945,87.6246,100.0
2014-04-04,64.1,66.68,61.37,66.03,4783200,,4.1368,52.2419,58.893,65.5441,60.8669,,63.3392,68.1832,8.04,66.7907,57.2346,,58.893,,61.2388,100.0,100.0
2014-04-11,65.1,65.83,61.89,63.22,3864700,,4.137,52.581,59.284,65.987,61.2289,58.3423,63.2995,61.7877,4.48,59.4967,57.9063,,59.284,,61.9988,73.5928,20.7785
2014-04-17,63.47,63.87,56.28,63.36,7512100,,4.3836,53.0969,59.707,66.3171,61.5568,58.714,63.3196,58.0271,7.68,59.7327,68.43,,59.707,,62.7762,41.3378,3.2348
