date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_200_sma,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2000-01-21,17.75,18.38,17.25,10.39,170000,206811.5987,-23217.7615,,,,,,,,,,,-0.3274,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,-0.3708,,,,-3.4444,,,11.5381,,,,39.2911,58.25,58.25,70.4142,,,,,0.6758,,,,,
2000-01-28,17.5,18.0,17.0,10.39,84000,186651.5987,-28035.9327,,,,,,,,,,,-0.12,,,,,10.4893,,,,,,,,,,0,,,,,,,,,,,,,,-0.1495,,,,-1.418,,,11.5124,,,,57.9816,74.7206,74.7206,70.4142,,,,,0.5981,,,,,
2000-02-04,17.13,18.56,17.13,10.99,248700,372741.8085,31752.2397,,,,,,,,,,,0.8741,,,,,10.5667,,,,,,,,,,0,,,,,,,,,,,,,,-0.0359,,,,-0.3254,,,11.487,,,,70.5204,78.5907,78.5907,94.9438,,,,,0.8552,,,,,
2000-02-11,18.44,18.88,17.88,10.73,114000,272421.8085,21404.4703,,,,,,,,,,,-0.5,,,,,10.5917,10.5424,,,,,,,,,0,,,,,,,,,,,10.4868,10.2805,,-0.7476,,,,-6.5138,,,11.4619,,,,76.9615,77.573,77.573,67.3611,,,,,0.5981,10.4188,,,-32.8767,10.4881
2000-02-18,18.06,18.69,17.88,11.06,114100,332993.4134,34498.2143,,,,57.1429,14.2857,-42.8571,0.7745,,,,0.5432,,5.4825,,5.4217,10.6643,10.6119,,,,,,,,,0,10.7322,,,,,,,,,70.7915,10.4868,10.2805,19.2389,0.5203,7.0,17.26,,4.9348,1.0278,52.7412,11.4369,,,,78.9537,80.6974,80.6974,79.7872,,,,,0.4844,10.3955,,,-20.0913,10.5577
2000-02-25,18.63,19.25,18.56,11.51,119600,452593.4134,74773.0901,,,,50.0,7.1429,-42.8571,0.7512,,,,0.8986,,13.1722,,3.971,10.7948,10.732,,,,,,,,,0,10.754,,,,,,,,,67.5274,10.5048,10.2805,18.361,1.2738,6.525,19.8796,,12.4416,1.0919,56.5861,8.9708,,,,80.2177,82.3828,82.3828,100.0,,,,,0.4485,10.4169,,,-2.968,10.6842
2000-03-03,19.25,22.75,19.25,13.23,300100,646372.2706,146108.5311,,,,42.8571,100.0,57.1429,0.8471,,,,0.8229,,35.0307,,39.9702,11.1702,11.0657,,,,,,,,,0,10.9173,,,,,,,,,69.9586,11.366,11.2882,14.9359,2.9903,6.4001,34.8256,,29.1886,1.2001,67.5154,8.9962,,,,84.2217,89.5851,89.5851,88.968,,,,,2.0932,10.5064,,,-8.0,11.0311
2000-03-10,22.06,22.25,21.75,13.23,80800,688388.2706,175377.3451,,,,35.7143,92.8571,57.1429,0.8079,,,,0.14,,35.0307,,39.9702,11.4878,11.3549,,,,,,,,,0,11.0379,,,,,,,,,68.6605,11.366,11.2882,14.5192,2.9544,6.1044,33.8541,,28.7376,1.1532,67.5154,9.0884,,,,88.0156,92.079,92.079,87.269,,,,,0.299,10.6566,,,-8.0,11.357
2000-03-17,22.38,25.0,22.25,14.8,151000,811933.7251,210717.4731,,,,28.5714,100.0,71.4286,0.8728,,,,0.8618,,48.6656,,55.2553,11.9977,11.8145,,,,,,,,,0,11.7191,,,,,,,,,77.2905,12.1494,11.961,12.3835,5.3047,5.8966,42.9684,,55.8564,1.4039,74.3328,9.1787,,,,90.8575,90.9086,90.9086,96.4888,,,,,1.7164,10.9049,,,-2.5,11.8751
2000-03-24,24.0,24.25,22.38,13.42,349700,484674.3668,101890.6867,,,,21.4286,92.8571,71.4286,0.9117,8.5933,11.2431,13.8928,-0.8342,180.066,23.9636,,55.2553,12.2165,12.0286,,,,,,,,,0,11.8708,,,,,,,,,70.1119,12.1494,11.961,10.9511,2.9544,6.7934,37.998,,28.2286,1.3107,61.9818,9.3519,,11.2431,,88.1077,81.3354,81.3354,60.2484,,,,,1.4174,11.1993,,,-25.6,12.1684
2000-03-31,22.19,22.19,19.75,12.11,181400,377618.6291,14044.6587,,,,14.2857,85.7143,71.4286,0.9615,8.6443,11.3103,13.9764,-0.7951,72.6936,5.9841,,21.0645,12.2002,12.0395,,,,,,,,,0,11.8789,,,,,,,,,66.251,12.1494,11.961,21.706,1.7164,7.9393,33.2909,,16.5132,1.1821,52.992,9.5199,,11.3103,,76.7623,58.0428,58.0428,17.3913,43.468,0.0,,,1.6088,11.5048,,,-47.5,12.2568
2000-04-07,20.25,24.44,20.25,14.5,171400,533473.9991,26421.2051,,,,7.1429,78.5714,71.4286,1.0718,8.5298,11.5083,14.4868,0.9547,132.6928,26.8523,,34.3788,12.5545,12.368,,,,,,,,,0,12.0834,,,,,,,,,67.6763,12.1494,11.961,17.9716,4.1086,7.3903,36.8021,,39.5282,1.4107,63.4261,9.6828,,11.5083,,64.6099,54.4513,54.4513,85.7143,26.4323,48.8929,,,2.5058,11.8631,,,-7.5,12.6464
2000-04-14,24.25,24.25,23.0,13.76,41300,492173.9991,15941.5009,,,,0.0,71.4286,71.4286,1.0486,8.5204,11.6447,14.7689,-1.0,123.0837,18.0351,,34.3788,12.7392,12.5529,,,,,,,,,0,12.2161,,,,,,,,,73.8832,12.5979,12.26,17.0302,2.763,7.6236,34.8744,,25.136,1.4484,59.0176,9.8409,,11.6447,,55.8325,55.0035,55.0035,61.9048,25.7092,28.2348,,,0.7476,12.2474,,,-22.2222,12.8961
2000-04-20,22.88,22.88,20.94,12.64,117600,397609.0506,-19883.7254,,,,0.0,64.2857,64.2857,1.0617,8.5501,11.7027,14.8552,-0.9021,61.3446,6.1484,,13.9671,12.7234,12.5641,,,,,,,,,0,12.2288,,,,,,,,,65.9579,12.5979,12.5591,24.0872,1.9078,8.4019,31.9081,,17.7815,1.2074,53.0742,9.9942,,11.7027,,56.1564,59.0145,59.0145,29.4243,25.9717,0.7875,,,1.232,12.5851,,,-48.375,12.9561
2000-04-28,21.06,26.0,21.0,15.55,213100,610709.0506,35072.657,,,,7.1429,100.0,92.8571,1.1995,8.4346,11.9529,15.4713,0.988,120.1835,26.8178,,31.0498,13.1582,12.9621,,,,,,,,,0,12.4787,,,,,,,,,67.4839,12.9717,12.8581,19.7061,4.4854,7.7141,37.4542,,40.5405,1.496,63.4089,10.1429,,11.9529,,59.2648,63.7764,63.7764,100.0,42.9523,99.8347,,,2.9903,12.9147,,,-0.0,13.3838
2000-05-05,26.25,26.5,23.5,14.17,139100,489228.3839,15713.4507,,,1.5024,0.0,100.0,100.0,1.242,8.5973,12.1494,15.7016,-0.8533,111.804,13.9935,,33.3343,13.3135,13.1229,11.8301,,,,,,,,0,12.5497,,,,,,,,,71.6342,13.1392,13.0465,17.6336,2.6553,8.7661,35.268,12.6999,23.0649,1.3631,56.9967,10.3592,,12.1494,,61.4263,61.4881,61.4881,55.04,46.1713,37.8919,,,1.7942,13.1822,,,-29.9893,13.5782
2000-05-12,23.56,25.75,23.5,15.4,126200,615428.3839,46519.8253,,,1.6855,0.0,92.8571,92.8571,1.2494,8.7005,12.4072,16.1138,0.9733,111.0231,21.6068,14.9111,33.3343,13.6345,13.4265,12.0946,,,,,,,,0,12.6906,,,,,,,,,70.8703,13.1392,13.2708,16.2531,2.1649,8.1129,32.5068,14.0357,16.3579,1.401,60.8034,10.6336,,12.4072,,68.5938,80.5169,80.5169,86.5108,70.8384,74.7887,,,1.3456,13.4064,,,-8.7007,13.9009
2000-05-19,25.75,26.5,25.63,15.63,152700,638245.6253,62153.3895,31.3085,,1.8328,7.1429,100.0,92.8571,1.1973,8.8506,12.6745,16.4984,0.4368,124.9485,22.9615,15.2609,36.9675,13.941,13.7199,12.3562,,,,,,,,0,12.8602,,,,,,,,,71.9542,13.3455,13.2708,15.7399,2.3922,7.6616,34.2023,15.0184,18.075,1.4565,61.4807,10.8944,,12.6745,,73.4346,78.2987,78.2987,93.3453,64.6745,81.3429,,,0.5203,13.65,,,-4.2923,14.212
2000-05-26,26.0,26.0,23.0,13.9,180300,487995.6253,15091.8121,30.0429,,1.778,0.0,92.8571,92.8571,1.2455,9.3295,12.8949,16.4602,-0.9167,69.6082,7.762,15.1014,13.5898,13.9354,13.7445,12.4709,,,,,,,,0,12.8865,,,,,,,,,65.0086,13.5698,13.4741,23.1826,-0.8971,8.9572,30.4745,14.4383,-6.0606,1.2568,53.881,11.1916,,12.8949,,77.468,73.5884,73.5884,40.9091,52.0439,0.0,,,1.8719,13.8582,,51.1255,-40.932,14.2467
2000-06-02,23.25,26.0,22.81,15.4,257900,705472.4278,63664.5302,28.7613,,1.8075,0.0,85.7143,85.7143,1.2928,9.5999,13.1416,16.6832,0.7837,83.2601,17.3166,15.3325,12.1012,14.1607,13.9652,12.6879,,,,,,,,0,12.9738,,,,,,,,,67.5215,13.8688,13.6804,21.342,1.9795,8.3948,27.2184,14.5003,14.7504,1.3377,58.6583,11.471,,13.1416,,74.3989,71.3097,71.3097,79.6748,48.068,62.861,,,1.9078,14.0344,,58.0067,-10.3448,14.4538
2000-06-09,25.63,27.0,25.25,15.21,284900,482436.4278,6781.503,28.0054,,1.6623,0.0,100.0,100.0,1.2752,9.9678,13.3826,16.7973,-0.1086,103.6413,15.7159,15.4611,18.1789,14.3228,14.1318,12.875,,,,,,,,0,13.0128,,,,,,,,,68.0557,13.8688,13.9794,20.0748,3.1039,8.3815,28.9952,13.1456,25.6296,1.1496,57.8579,11.7336,,13.3826,,68.6719,61.1175,61.1175,62.7685,38.397,52.33,,,1.0466,14.2166,,57.0241,-21.5172,14.5991
2000-06-16,25.44,29.25,24.5,17.34,751100,1154473.2699,196724.5777,28.1422,,1.7159,21.4286,100.0,78.5714,1.387,10.1904,13.7301,17.2697,0.7495,141.776,27.8846,16.0832,29.92,14.7876,14.56,13.206,,,,,,,,0,13.1683,,,,,,,,,75.8635,14.727,14.6523,17.1059,2.8407,7.9974,31.7124,13.283,19.5876,1.3104,63.9423,12.0426,,13.7301,,70.6492,79.5204,79.5204,96.118,71.7304,100.0,,,2.8407,14.4415,,57.6251,-2.6316,15.0094
2000-06-23,29.25,31.38,28.0,18.06,408700,1275390.4297,295018.1521,28.908,,1.9109,14.2857,100.0,85.7143,1.4323,10.3053,14.0832,17.8611,0.2781,190.3298,31.4474,16.75,38.8639,15.2903,15.026,13.5652,15.6467,,1.1245,-0.5299,,,,0,13.3061,,,,,,,0.1365,2.6713,78.2696,15.0828,15.2892,15.3647,4.3,7.9331,34.8991,14.4562,31.2609,1.2198,65.7237,12.4786,,14.0832,,74.1016,81.667,81.667,86.1144,84.11,100.0,,,2.0214,14.6945,,62.6507,-10.2322,15.4755
2000-06-30,30.0,36.0,29.0,17.34,1147900,127490.4297,-56831.5813,30.622,,1.876,7.1429,100.0,92.8571,1.6291,10.7111,14.4139,18.1167,-0.1429,207.8025,24.807,17.0969,52.9038,15.6061,15.335,13.8451,17.2118,,0.0937,-1.1221,,,,0,13.4577,1.766,0.193,1.573,1.876,0.1236,1.7524,0.1499,2.818,90.6566,15.0828,16.6707,12.5218,4.7067,9.3929,40.6536,13.9062,37.2456,1.2923,62.4035,13.0446,,14.4139,,79.1916,76.3873,76.3873,46.9295,85.9297,57.789,,,4.1864,14.9936,,47.2644,-43.0769,15.8157
2000-07-07,29.19,29.75,28.31,17.79,253000,380490.4297,-115103.6013,31.8245,,1.8934,0.0,92.8571,92.8571,1.5742,11.104,14.7503,18.3967,0.3889,134.0536,27.2998,17.4735,47.4572,15.9424,15.6626,14.1375,18.9332,,0.0265,1.1833,,,,0,13.7528,1.8092,0.189,1.6202,1.8934,0.0975,1.7958,0.164,2.9678,87.8472,15.346,16.8202,13.9155,2.2427,8.8478,39.0528,13.7107,14.4231,1.4691,63.6499,13.8931,,14.7503,,72.5399,59.5653,59.5653,45.6522,77.1412,73.6346,,,0.8612,15.2959,,50.0474,-39.6825,16.1783
2000-07-14,29.88,34.25,29.88,20.26,570500,854384.0224,22306.1338,33.6922,,2.152,0.0,85.7143,85.7143,1.654,11.1247,15.1878,19.251,0.9153,190.3268,39.2442,18.3768,57.9719,16.607,16.2759,14.5911,20.8267,,0.7009,2.1603,,,,0,14.2023,2.0194,0.3193,1.7001,2.152,0.3044,1.8477,0.1789,3.1407,89.1973,16.4494,17.0265,12.2872,6.0941,8.163,46.1843,15.1698,43.0139,1.3971,69.6221,14.6568,,15.1878,,64.6672,58.049,58.049,81.5652,77.1412,100.0,,,2.6912,15.649,,57.5205,-14.077,16.8162
2000-07-21,33.88,34.0,31.56,20.22,256800,1071190.5797,145475.2816,35.4264,,2.1633,7.1429,78.5714,71.4286,1.6401,11.0289,15.5371,20.0452,-0.0287,166.5108,38.8278,19.0783,57.9719,17.1628,16.8018,15.0081,21.558,,1.4733,3.4788,,,,0,14.731,2.1578,0.3662,1.7916,2.1633,0.279,1.8844,0.1945,3.3115,89.7796,16.4494,17.0265,11.5014,4.8203,8.1111,43.2305,14.8538,31.301,1.47,69.4139,15.3441,,15.5371,,61.4095,66.6141,66.6141,72.625,90.2503,97.1163,,,1.4592,16.0988,,58.2714,-14.5418,17.3936
2000-07-28,33.81,36.38,33.75,20.33,389000,756144.9524,82395.844,37.365,,2.2949,0.0,100.0,100.0,1.6353,11.0587,15.892,20.7253,0.0722,165.0061,39.3578,19.6539,62.5667,17.6507,17.2727,15.4026,21.5461,,2.919,1.9934,,,,0,15.4498,2.2507,0.3672,1.8834,2.2949,0.3531,1.9418,0.211,3.4817,92.2104,17.1192,17.1581,10.7066,4.7067,8.0422,46.4968,15.3539,30.1186,1.6091,69.6789,15.9627,,15.892,,66.5208,74.8994,74.8994,70.5081,99.0388,100.0,,,1.5729,16.6107,,56.7458,-15.4746,17.9246
2000-08-04,33.94,34.0,33.5,20.18,119900,756144.9524,49100.0883,39.0233,,2.34,0.0,92.8571,92.8571,1.5398,11.0116,16.1611,21.3107,-0.38,123.4973,37.6677,20.061,60.5808,18.0404,17.6609,15.7568,21.0694,,2.5539,-0.7852,,,,0,15.818,2.2858,0.3219,1.9639,2.34,0.3391,2.001,0.2282,3.6488,89.4474,17.1192,17.6993,11.2548,6.2795,7.6289,45.8481,15.2943,45.1613,1.2981,68.8338,16.6,,16.1611,,70.5649,70.1811,70.1811,67.4102,94.3665,85.9833,,,0.299,17.1272,,50.5002,-19.381,18.3624
2000-08-11,33.88,33.88,31.13,19.92,174500,858306.7706,63521.486,39.2912,,2.3443,28.5714,85.7143,57.1429,1.5473,11.2497,16.4862,21.7226,-0.2073,93.2662,34.5742,20.3035,42.774,18.3298,17.9623,16.0652,20.3122,,1.9204,0.274,,,,0,16.3368,2.2664,0.242,2.0244,2.3443,0.2676,2.0768,0.2461,3.8115,85.8442,17.1192,17.6993,16.9739,4.5213,7.7673,42.3485,14.9763,29.3592,1.4061,67.2871,17.1673,,16.4862,,69.5477,63.5625,63.5625,52.7692,61.9944,0.0,,20.6057,1.6446,17.6451,,52.9387,-22.6234,18.7209
2000-08-18,33.38,34.88,33.31,20.71,125500,943838.6177,90861.1468,39.7361,35.5223,2.5405,21.4286,78.5714,57.1429,1.5039,11.7761,16.9162,22.0563,0.7962,105.9836,39.0025,20.6754,45.5192,18.696,18.3287,16.4093,20.0877,,2.6817,0.813,,,,0,16.8532,2.2883,0.2111,2.0772,2.5405,0.3721,2.1684,0.2648,3.9805,85.9501,17.3076,17.6993,16.2131,5.4961,7.2614,43.3054,15.8535,36.1242,1.3449,69.5012,17.6722,,16.9162,,65.3419,62.282,62.282,66.6667,59.5183,92.5716,,20.942,0.9389,18.1536,2.3562,66.9959,-12.8961,19.1299
2000-08-25,34.56,35.5,34.56,21.12,155300,1036357.7666,123223.3603,40.2699,35.1564,2.6475,14.2857,71.4286,57.1429,1.4366,11.9226,17.2469,22.5712,0.7979,107.5481,41.21,21.0565,47.21,19.0685,18.7005,16.7581,19.8851,,2.9002,-1.0807,,,,0,17.3713,2.3118,0.1877,2.1241,2.6475,0.3973,2.2502,0.2842,4.1518,86.0839,17.5109,17.6993,15.7576,3.7737,6.803,43.9417,16.1492,21.7586,1.3513,70.605,18.1215,,17.2469,,64.0654,66.3516,66.3516,79.619,64.1905,100.0,,21.2956,0.5622,18.6869,2.3427,66.1099,-7.885,19.5426
2000-09-01,35.31,42.63,35.25,24.93,177000,1168268.3357,167231.8686,41.8126,35.2869,3.0074,7.1429,100.0,92.8571,1.6492,11.7664,17.8058,23.8452,0.8645,163.4726,56.9518,22.2935,61.867,19.9707,19.5315,17.3636,19.9568,,2.0981,-1.9928,,,,0,19.643,2.6082,0.3873,2.2209,3.0074,0.6315,2.3759,0.3046,4.3597,89.0842,20.0736,19.5682,12.7333,6.8776,6.6148,54.0506,17.8547,38.0921,1.7931,78.4759,18.5214,,17.8058,,69.3348,79.3706,79.3706,91.8261,97.5239,100.0,,22.8527,4.4136,19.2648,2.3821,69.5935,-4.7427,20.4117
2000-09-08,41.44,41.75,35.5,22.13,339900,991520.3357,113794.4522,43.245,35.6252,3.0641,0.0,92.8571,92.8571,1.7984,12.4523,18.2803,24.1084,-0.7104,122.3265,29.5008,22.5715,61.867,20.3026,19.8777,17.7165,20.3621,,1.3814,-2.2215,,,,0,19.92,2.587,0.2929,2.2941,3.0641,0.5581,2.506,0.3257,4.5373,81.6188,20.0736,20.0736,10.8365,4.7844,8.1274,45.9989,17.8291,27.5862,1.4369,64.7504,19.3583,,18.2803,,73.295,74.1629,74.1629,51.0435,66.6667,0.0,,22.9969,3.7378,19.7633,2.3958,57.8269,-31.0535,20.8018
2000-09-15,37.25,39.13,37.25,22.73,177500,955642.6762,70173.1218,44.5752,36.3587,3.1485,7.1429,85.7143,78.5714,1.761,12.6465,18.6392,24.6318,0.3989,111.6128,32.2228,22.9212,61.867,20.6754,20.2574,18.0876,21.1417,,0.4712,-0.823,,,,0,20.278,2.5886,0.2356,2.353,3.1485,0.5318,2.6167,0.3477,4.7192,81.5501,21.1381,20.0736,10.2748,4.9339,7.7487,43.6143,18.0013,27.7311,1.4937,66.1114,20.0947,,18.6392,,72.6435,64.3972,64.3972,50.3219,36.6386,9.9158,,23.2639,1.2738,20.2185,2.3941,60.7508,-25.5378,21.2076
2000-09-22,37.88,38.38,34.63,20.71,227100,728542.6762,-26310.4336,44.5035,36.7058,3.1487,0.0,78.5714,78.5714,1.7954,13.2791,18.9663,24.6534,-0.8667,70.0285,15.9721,22.6788,43.5722,20.6808,20.3178,18.2819,22.414,,0.6742,1.0778,,,,0,20.2948,2.3996,0.0373,2.3624,3.1487,0.4225,2.7262,0.3704,4.8791,74.6023,21.1381,21.1202,15.6076,0.4485,8.6689,39.7113,17.7183,2.2137,1.1941,57.986,25.4949,,18.9663,,57.5459,34.0776,34.0776,0.8674,3.3053,0.0,,22.7133,2.2427,20.5916,2.3435,52.7271,-54.6822,21.2731
2000-09-29,34.63,36.0,32.0,19.14,297300,431242.6762,-157984.5759,43.3204,36.9712,2.9906,0.0,71.4286,71.4286,1.838,13.7065,19.1532,24.5998,-0.6575,23.233,5.1144,22.0703,27.9401,20.4434,20.1605,18.3453,24.0913,,1.161,3.2302,,,,0,20.2821,2.0987,-0.2109,2.3096,2.9906,0.1871,2.8035,0.3936,5.0217,67.5304,21.1381,21.2129,20.2817,-1.0825,9.6041,36.0095,16.5764,-5.3534,1.06,52.5572,25.4471,,19.1532,,38.5126,17.0631,17.0631,0.0,3.3053,0.0,,21.7092,2.3922,20.9001,2.2351,44.4337,-74.2318,21.0968
2000-10-06,32.25,38.63,32.25,22.13,497000,674289.6981,-120155.893,42.762,37.2933,2.8528,7.1429,64.2857,57.1429,1.9899,14.1372,19.4782,24.8192,0.7445,65.743,20.3768,22.3053,35.5027,20.7026,20.4228,18.6255,26.1225,,3.1225,2.3672,,,,0,20.3717,2.0776,-0.1856,2.2632,2.8528,-0.0077,2.8605,0.4176,5.1928,63.0202,21.3624,21.2129,17.3884,1.7942,8.9929,36.5315,15.5597,8.8235,1.2759,60.1884,25.3209,,19.4782,,22.8413,17.3832,17.3832,51.2821,18.7671,56.3014,,21.9687,3.9651,21.2005,2.1364,50.8448,-39.3156,21.3089
2000-10-13,37.25,38.63,35.75,23.1,288100,962389.6981,-2089.0779,42.2435,37.9678,2.7335,0.0,57.1429,57.1429,1.9708,15.0295,19.9381,24.8468,0.4792,94.4781,24.6328,22.7213,35.5027,21.0718,20.7801,18.9571,28.4222,,2.9534,-5.274,,,,0,20.5197,2.1151,-0.1185,2.2336,2.7335,-0.1702,2.9037,0.4424,5.3719,69.5116,22.0352,21.6823,16.3006,2.9185,8.5307,34.2461,14.6223,14.4593,1.2985,62.3164,25.1972,,19.9381,,27.512,48.0898,48.0898,92.9874,42.7677,72.0016,,22.4804,1.7224,21.4762,2.0568,53.6693,-31.3725,21.6054
2000-10-20,38.75,42.63,38.0,25.15,597700,1412923.8234,189752.6662,42.4816,38.954,2.6538,0.0,100.0,100.0,2.0278,15.4796,20.4258,25.3721,0.7149,150.5857,32.7758,23.5511,45.5774,21.6998,21.3633,19.4161,30.6359,,0.6043,-7.3722,,,,0,20.7502,2.2841,0.0404,2.2437,2.6538,-0.2626,2.9163,0.468,5.5697,70.7802,22.1458,22.0561,14.7077,5.2329,8.0617,39.3421,13.8393,26.2684,1.2414,66.3879,19.1376,,20.4258,15.5286,48.3696,79.6357,79.6357,94.6378,76.101,100.0,,23.5561,2.769,21.6965,2.0161,51.7062,-4.9565,22.1249
2000-10-27,42.06,43.0,38.63,25.38,434000,1735692.7021,353682.3259,42.7623,40.0637,2.7087,21.4286,100.0,78.5714,2.0697,16.1476,20.9342,25.7207,0.087,146.5063,33.6314,24.2594,46.4112,22.2662,21.899,19.858,31.354,,-0.8215,-8.1169,,,,0,20.9953,2.4085,0.1319,2.2767,2.7087,-0.2144,2.9231,0.4945,5.7678,72.6324,22.2595,22.1668,13.3787,4.6708,8.1543,36.5523,13.8527,22.5527,1.2552,66.8157,19.2012,,20.9342,15.821,73.9679,94.1781,94.1781,94.9091,90.6672,100.0,,24.4133,2.6135,21.8916,1.9977,58.7251,-4.7178,22.628
2000-11-03,42.5,44.88,41.5,26.13,388500,1850633.5305,425163.6025,43.3191,41.1712,2.766,14.2857,100.0,85.7143,2.0662,16.3777,21.3734,26.3692,0.3521,167.1542,36.4945,24.9975,50.5566,22.8605,22.463,20.3225,31.1205,,-3.7453,-0.6904,,,,0,21.3017,2.5382,0.2092,2.329,2.766,-0.1303,2.8963,0.5219,5.9714,73.2329,22.6332,22.7289,12.4423,5.0117,7.9078,37.8871,13.8204,23.7327,1.285,68.2472,19.3315,,21.3734,16.1327,89.0629,93.375,93.375,90.578,100.0,100.0,,25.2817,2.0214,22.1133,1.9973,60.6185,-8.6545,23.1817
