date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_200_sma,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2014-11-21,36.93,38.2,36.49,32.03,2422460,16625080.6915,1592481.6801,16.841,18.8538,-1.1914,64.2857,21.4286,-42.8571,1.7255,27.5247,30.6861,33.8474,0.3099,63.8485,10.4126,30.7542,3.2704,30.7821,30.7771,30.7452,16.0506,49.1358,-1.4714,4.1898,0.9974,0.7563,30.5275,1,31.127,0.0369,0.1485,-0.1116,-1.1914,-0.0085,-1.1829,7.5175,21.4283,36.1224,29.7229,23.6412,0.5131,5.3868,-4287625.0,25.2398,-3.7933,1.6278,1.0394,55.2063,33.1923,,30.6861,30.5507,91.9796,88.9441,88.9441,87.9479,92.3887,90.1363,30.5929,30.9966,1.4623,29.6958,-0.1312,60.0572,-17.9098,30.4407
2014-11-28,37.52,38.96,37.52,32.52,1950155,16056285.4831,1217650.3316,16.2583,17.9346,-1.0623,57.1429,14.2857,-42.8571,1.6939,27.494,30.7438,33.9936,0.3542,92.2678,13.7672,31.1911,8.6827,31.0495,31.0095,30.8767,15.5302,75.4921,0.7551,4.6909,0.8617,0.9681,30.5865,1,31.1363,0.1728,0.2275,-0.0547,-1.0623,0.1443,-1.2067,7.5876,21.5393,35.9136,29.7229,22.3625,2.6851,5.2088,-2337470.0,26.6151,-3.3937,8.9997,1.0104,56.8836,26.1239,,30.7438,30.6737,88.0773,84.1027,84.1027,79.1011,92.3887,100.0,30.5133,31.5784,1.2827,29.7384,-0.1019,62.8131,-11.1383,30.7085
2014-12-05,37.9,37.98,36.69,32.01,2772509,16477016.4209,1087483.6845,15.2378,16.7735,-0.8592,50.0,7.1429,-42.8571,1.6548,27.4952,30.7416,33.9881,-0.3658,58.8686,9.1347,31.4152,1.9722,31.1968,31.1425,30.9604,15.1158,110.5318,2.4774,2.7439,0.4142,0.9365,30.6172,1,31.1423,0.2364,0.2329,0.0035,-0.8592,0.3365,-1.1956,7.6579,21.6439,30.8214,29.7229,24.3201,3.5487,5.17,-5109979.0,25.2986,-2.759,12.47,0.9884,54.5674,26.1958,,30.7416,30.7816,81.326,70.9312,70.9312,45.7447,71.9089,25.5905,30.4895,31.8298,1.1459,29.9451,-0.0704,61.3502,-18.2662,30.9047
2014-12-12,37.34,37.65,32.58,27.9,3859002,12641022.2237,-285172.0688,15.802,16.6875,-0.8464,42.8571,0.0,-42.8571,1.8443,27.1145,30.5833,34.0521,-0.9355,-60.3077,-19.2188,30.5719,23.1363,30.6897,30.7103,30.7337,14.9209,136.9661,3.0604,0.262,-0.0343,0.6824,30.5162,0,30.9749,-0.0441,-0.0381,-0.006,-0.8464,0.3072,-1.1535,7.7281,21.7065,30.3981,29.7197,33.7669,-0.5323,6.6102,-8968981.0,21.0779,-2.7331,-1.8723,0.8659,40.3906,26.267,,30.5833,30.8109,65.576,41.6941,41.6941,0.2366,41.8635,0.0,30.4716,30.575,4.3077,30.1958,-0.0702,42.1496,-75.2977,30.5569
2014-12-19,32.99,34.52,31.05,29.43,4329750,16621397.5839,445694.7439,16.8218,17.2749,-0.609,35.7143,78.5714,42.8571,1.9247,27.1065,30.5798,34.0531,0.4006,-89.3499,-7.9487,30.2724,30.0786,30.4963,30.5399,30.6374,14.8107,168.8585,2.4033,-1.7459,-0.5571,0.1932,30.3525,1,30.945,-0.1411,-0.1081,-0.033,-0.609,0.4594,-1.0684,7.7984,21.7838,29.5428,29.7197,34.8894,2.2058,6.5394,-4639231.0,18.7541,-1.9765,8.1015,0.9338,46.0256,26.3375,,30.5798,30.8761,47.355,29.4398,29.4398,42.338,19.9189,34.1663,30.447,30.1631,2.9707,30.4524,-0.0786,47.174,-53.9891,30.4545
2014-12-26,34.34,34.95,33.92,29.72,2041942,17711754.9626,1051099.9019,17.5207,18.0908,-0.3903,28.5714,71.4286,42.8571,1.8502,27.0287,30.478,33.9273,0.3592,-39.814,-5.96,30.1028,26.6063,30.3762,30.43,30.5691,14.6471,204.4104,1.3189,-2.3297,-0.9361,-0.4133,30.1866,1,30.9391,-0.1929,-0.1279,-0.065,-0.3903,0.5765,-0.9668,7.8687,21.8631,35.3315,29.7197,33.7017,1.9325,6.2265,-2597289.0,19.5369,-1.2714,6.9557,0.996,47.02,26.4073,,30.478,30.9249,33.6122,29.7028,29.7028,46.5337,24.7872,40.1953,30.4123,29.9565,0.8818,30.6696,-0.0898,47.8249,-50.0607,30.4098
2015-01-02,34.75,35.12,34.02,29.45,1347721,17295186.6535,1070666.6499,18.068,19.0057,-0.0732,21.4286,64.2857,42.8571,1.7853,26.9358,30.4095,33.8833,-0.3182,-36.4864,-7.6806,29.9025,25.1836,30.2337,30.2993,30.4862,14.42,248.3864,0.664,-2.0433,-0.9178,-0.9297,30.1173,1,30.9223,-0.2525,-0.15,-0.1025,-0.0732,0.7524,-0.8256,7.9391,21.9389,37.8628,29.7197,32.4319,-0.5819,6.0623,-3945010.0,19.3831,-0.2394,-1.9375,1.0348,46.1597,26.4764,,30.4095,30.9714,34.9979,45.8512,45.8512,48.6819,38.3519,40.6941,30.3644,29.7153,0.9417,30.8069,-0.1042,48.7574,-53.751,30.3307
2015-01-09,34.15,34.49,32.51,28.44,3654149,16261689.9666,652498.0419,19.095,19.898,0.0941,14.2857,57.1429,42.8571,1.7789,26.7478,30.2222,33.6966,-0.4697,-69.3496,-14.1216,29.4926,32.4453,29.9577,30.0514,30.3346,14.1525,274.469,0.0603,-2.9331,-0.6499,-0.997,30.1002,1,30.9119,-0.3769,-0.2195,-0.1574,0.0941,0.7762,-0.6821,8.0094,22.004,38.8604,29.7197,35.4152,-2.8491,6.2549,-7599159.0,18.0638,0.309,-9.1058,1.0002,42.9392,26.5447,,30.2222,30.9991,39.4415,42.7704,42.7704,33.0955,39.7777,38.4438,30.2934,29.19,1.6951,30.8236,-0.1275,46.4711,-67.7981,30.1076
2015-01-16,33.18,34.03,32.22,28.41,3444330,16471013.8893,488714.1283,20.1435,20.9433,0.0987,7.1429,50.0,42.8571,1.7625,26.6117,30.0233,33.435,0.0,-72.0103,-14.3398,29.1575,33.7747,29.7189,29.8319,30.1917,13.8707,300.9471,-1.9127,-2.6863,-0.2428,-0.8576,30.139,1,30.8788,-0.4728,-0.2524,-0.2205,0.0987,0.6364,-0.5377,8.0797,22.068,40.147,29.7197,34.1973,-3.747,6.2048,-11043489.0,16.9294,0.3257,-11.6539,1.0433,42.8301,26.6125,,30.0233,31.0302,44.4418,44.7039,44.7039,52.3342,26.3793,0.0,30.1964,28.7949,1.5495,30.7025,-0.1555,48.395,-68.2742,29.8798
2015-01-23,33.3,34.77,33.01,29.58,1728259,17767208.1393,789708.5043,20.6269,20.9742,0.0135,0.0,42.8571,42.8571,1.7442,26.6288,29.8912,33.1537,0.7102,-31.2601,-4.5435,29.1843,26.9114,29.6972,29.7981,30.1463,13.638,-29.9557,-2.555,0.3093,0.2596,-0.4993,30.2241,1,30.8541,-0.449,-0.1828,-0.2662,0.0135,0.4172,-0.4038,8.15,22.1431,46.4055,29.9487,32.0873,-2.0354,5.897,-9315230.0,18.4791,0.0445,-6.4384,1.0646,47.7282,26.6795,,29.8912,31.0845,47.5775,55.2582,55.2582,80.3448,46.1479,100.0,30.0864,28.9226,1.5067,30.4436,-0.1758,50.8383,-55.5006,29.7972
2015-01-30,34.55,35.71,34.26,29.91,4411466,17493393.0082,753927.8888,20.4813,20.2416,-0.1889,57.1429,35.7143,-21.4286,1.7083,26.6348,29.8109,32.9869,0.269,8.1489,-1.8679,29.2945,18.5883,29.7303,29.8133,30.1289,13.4856,14.1018,-1.3576,1.3698,0.8581,0.2436,30.2462,1,30.8495,-0.3986,-0.1059,-0.2927,-0.1889,0.1178,-0.3067,8.2204,22.2208,47.5943,29.9487,30.4218,-2.1206,5.7111,-4903764.0,20.8848,-0.6241,-6.62,0.996,49.0661,26.7458,,29.8109,31.1147,56.7225,70.2053,70.2053,77.937,66.6667,100.0,29.9761,29.1501,1.2413,30.1451,-0.1872,60.0682,-50.5421,29.7419
2015-02-06,35.14,38.14,34.46,32.22,4389178,20666005.3669,1680219.0339,19.0383,18.9713,-0.1567,50.0,28.5714,-21.4286,1.8113,26.5852,29.9299,33.2745,0.6766,78.511,14.4047,29.9615,0.2795,30.1126,30.1336,30.2835,13.3401,39.9238,-0.8893,0.982,0.9961,0.6418,30.2572,0,30.8645,-0.1709,0.0974,-0.2683,-0.1567,0.072,-0.2287,8.2909,22.3207,49.3487,29.9487,26.6423,-0.3051,5.6226,-514586.0,26.4938,-0.5173,-0.9381,1.0296,57.2023,26.8115,,29.9299,31.1556,69.5619,83.2223,83.2223,91.3851,100.0,100.0,29.8964,30.1368,3.1505,29.9344,-0.1741,59.6003,-16.3411,29.9949
2015-02-13,37.31,38.78,37.1,33.09,3242721,23406876.6884,2778504.5561,17.959,17.9219,-0.156,42.8571,21.4286,-21.4286,1.7847,26.6209,30.1614,33.7018,0.7976,118.271,19.6462,30.7198,3.9275,30.5704,30.5275,30.4912,13.1764,69.1058,-0.5738,0.7517,0.9128,0.9342,30.3002,1,30.889,0.0792,0.278,-0.1988,-0.156,-0.004,-0.152,8.3616,22.4284,49.3709,29.9487,25.1087,1.0812,5.3937,2728135.0,27.1616,-0.5135,3.3781,1.0291,59.8231,26.8766,,30.1614,31.1869,80.847,89.1135,89.1135,98.0183,100.0,100.0,29.8704,31.1876,1.4383,29.8171,-0.1382,61.6259,-3.3727,30.3555
2015-02-20,38.61,39.29,38.01,33.64,2338933,25745809.6884,3719417.8101,17.1952,17.0181,-0.1188,35.7143,100.0,64.2857,1.7355,26.669,30.4215,34.174,0.5313,125.3949,22.839,31.4679,7.2662,31.0421,30.942,30.7242,13.0353,98.7327,-0.606,1.0337,0.5916,0.9884,30.3762,1,30.9527,0.3179,0.4134,-0.0955,-0.1188,-0.0213,-0.0975,8.4325,22.5405,55.4407,30.1091,23.9764,5.7359,5.1595,5067068.0,27.7337,-0.3902,20.5585,1.064,61.4195,26.941,23.9219,30.4215,31.2325,89.6012,96.4678,96.4678,100.0,100.0,100.0,29.9117,32.1624,1.0957,29.8181,-0.0847,65.7675,-0.0,30.7802
2015-02-27,39.4,40.4,38.22,32.74,5704276,20146199.303,1984513.7632,16.9849,16.6216,-0.0715,28.5714,100.0,71.4286,1.7448,27.118,30.697,34.276,-0.5321,114.9917,14.781,31.8446,14.2508,31.3029,31.1814,30.8733,12.9219,126.0628,0.0664,1.8181,0.1554,0.8084,30.443,1,30.9685,0.4296,0.42,0.0095,-0.0715,-0.0095,-0.0621,8.5035,22.6424,59.0669,30.5843,22.1445,3.3046,5.3297,-637208.0,29.505,-0.235,11.2275,1.022,57.3905,27.0749,23.9683,30.697,31.2642,91.0648,87.613,87.613,64.8208,89.1285,67.3856,30.0126,32.5656,1.8663,29.9344,-0.029,61.0294,-23.1016,31.0658
2015-03-06,38.15,39.0,37.43,32.52,4485715,18860484.8126,685278.9732,16.3442,15.791,0.3021,21.4286,92.8571,71.4286,1.7162,27.5351,30.9341,34.3331,-0.1019,79.0617,12.8823,32.0902,8.0152,31.4906,31.3603,30.9955,12.8312,152.0714,0.8931,2.0562,-0.2936,0.4684,30.4999,1,30.975,0.4951,0.3885,0.1067,0.3021,0.3225,-0.0204,8.5747,22.7412,51.4028,30.5843,23.7206,2.808,5.2768,-5122923.0,27.8544,0.9917,9.4497,1.0001,56.4412,27.3002,24.0172,30.9341,31.2779,86.2768,74.7495,74.7495,59.4276,55.7952,0.0,30.1605,32.7727,1.3441,30.1884,0.0238,59.7571,-25.7754,31.3162
2015-03-13,38.1,38.37,36.62,31.74,3544293,17138971.0697,-456278.6294,15.3107,15.5564,0.4857,14.2857,85.7143,71.4286,1.7006,27.6296,31.0193,34.4089,-0.5886,44.8159,5.9374,32.0863,1.8757,31.5283,31.4104,31.0504,12.7839,173.1328,1.9513,1.8905,-0.6175,0.1196,30.6455,1,30.9794,0.478,0.2971,0.1809,0.4857,0.4626,0.0231,8.646,22.8312,50.5508,30.5843,25.1405,2.2858,5.3587,-8667216.0,26.1017,1.594,7.7616,0.9915,52.9687,27.5188,24.0528,31.0193,31.2883,69.249,45.3844,45.3844,11.9048,22.4619,0.0,30.335,32.6311,1.4982,30.5544,0.066,54.6626,-35.615,31.4615
2015-03-20,37.17,39.0,37.1,33.32,1810862,18725899.5349,-376867.8071,14.6893,15.7555,0.652,7.1429,78.5714,71.4286,1.6997,27.5863,31.1208,34.6553,0.9011,75.307,16.9998,32.4715,6.61,31.804,31.665,31.2185,12.8096,189.8655,2.7523,0.4672,-0.8178,-0.1713,30.8633,1,31.2502,0.5855,0.3237,0.2618,0.652,0.5674,0.0846,8.7174,22.9361,56.5664,30.5843,23.3579,4.8804,5.101,-6856354.0,26.6644,2.1307,17.1604,1.1943,58.4999,27.7308,24.0932,31.1208,31.3165,54.7332,44.0657,44.0657,60.8648,21.8173,65.4518,30.537,33.0568,1.6872,31.0247,0.1112,62.2002,-15.8215,31.8207
2015-03-27,38.82,39.0,37.5,32.5,1778218,17943483.6149,-559071.3719,14.1122,15.8164,0.7506,0.0,71.4286,71.4286,1.6701,27.5803,31.1381,34.6958,-0.6,65.8305,9.7799,32.5711,6.61,31.9107,31.776,31.3132,12.9081,205.3083,2.4498,-1.3298,-0.9415,-0.4275,31.1016,1,31.3163,0.5975,0.2685,0.329,0.7506,0.5841,0.1665,8.789,23.0317,59.2569,31.0851,22.0737,4.0919,5.1391,-8634572.0,25.1984,2.4405,14.4053,1.1041,54.89,27.9365,24.1348,31.1381,31.3517,41.8402,36.0703,36.0703,35.4414,33.3955,34.7347,30.7545,33.0686,1.2855,31.4641,0.1495,53.7254,-29.8327,32.0185
2015-04-02,38.1,38.77,37.51,32.56,2147326,17432215.5196,-745460.7358,13.5763,15.8222,0.9351,21.4286,64.2857,42.8571,1.6279,27.5788,31.1853,34.7917,-0.0873,61.0643,10.215,32.6596,6.61,32.0102,31.8802,31.4054,13.0469,220.2521,1.4469,-2.1813,-0.9966,-0.6462,31.3507,1,31.3772,0.6048,0.2207,0.3841,0.9351,0.6437,0.2914,8.8607,23.1269,54.4795,31.0851,21.0278,2.979,5.0001,-6487246.0,24.0045,3.0248,10.0717,1.0956,55.1075,28.136,24.1856,31.1853,31.3827,43.8833,51.5137,51.5137,58.2349,46.2847,38.6676,30.9785,33.0771,1.0798,31.8443,0.1815,49.1893,-28.976,32.1952
2015-04-10,37.83,39.22,37.75,33.59,2347211,19676749.989,-39771.7138,13.3394,16.2172,1.1222,14.2857,57.1429,42.8571,1.6018,27.5224,31.2629,35.0034,0.9238,78.4467,17.5549,32.9802,10.2592,32.2526,32.1076,31.5669,13.1962,232.4484,0.3328,-2.076,-0.9916,-0.7928,31.6534,1,31.5477,0.6857,0.2412,0.4444,1.1222,0.6888,0.4335,8.9325,23.2315,58.4978,31.0851,19.8448,3.6735,4.7691,-4140035.0,24.3821,3.6016,12.2811,1.1404,58.7774,28.3295,24.2476,31.2629,31.4399,50.5788,64.1523,64.1523,98.7805,57.8008,100.0,31.2115,33.4227,1.2617,32.1633,0.2152,50.8639,-14.2908,32.4819
2015-04-17,39.03,39.43,38.37,33.35,1872167,19712073.8947,263774.2845,13.241,16.6922,1.2222,7.1429,50.0,42.8571,1.5522,27.4916,31.3042,35.1168,-0.1132,81.9244,15.1887,33.172,11.9616,32.4208,32.2727,31.6987,13.4115,241.1016,-0.466,-0.8748,-0.9608,-0.8755,31.9934,1,31.7501,0.7221,0.2221,0.5,1.2222,0.6356,0.5866,9.0045,23.3327,64.8043,31.0851,19.0152,1.1307,4.655,-6012202.0,24.1823,3.8957,3.5098,1.1725,57.5943,28.5172,24.3043,31.3042,31.4817,64.6755,78.3606,78.3606,78.0663,69.4112,69.566,31.45,33.5787,0.9084,32.4185,0.246,56.6392,-17.7173,32.6972
2015-04-24,39.1,39.43,38.32,33.21,1693006,19336171.4932,244367.403,13.1082,16.8676,1.3748,0.0,42.8571,42.8571,1.5095,27.4722,31.3643,35.2563,-0.3145,74.5924,13.7793,33.285,11.3823,32.542,32.3975,31.8105,13.7678,240.1828,-0.2405,0.4748,-0.9651,-0.8676,32.2346,1,31.9064,0.7315,0.1852,0.5463,1.3748,0.6222,0.7526,9.0767,23.4314,66.8077,31.4232,18.3715,0.1203,4.5454,-7705208.0,23.0909,4.3649,0.3637,1.1691,56.8896,28.6993,24.3703,31.3643,31.4844,74.3503,80.5379,80.5379,64.7668,73.6683,51.4389,31.6879,33.6274,0.9538,32.6092,0.2716,57.4325,-21.7787,32.8475
2015-05-01,38.8,40.08,38.31,34.22,2323477,21265838.8322,828198.0681,13.3905,16.9359,1.4291,0.0,35.7143,35.7143,1.51,27.9413,31.6802,35.4192,0.6384,87.6103,21.4159,33.6203,17.0608,32.8001,32.6405,31.989,14.1936,236.3723,0.2073,0.3111,-0.9804,-0.8327,32.5009,1,32.1468,0.8111,0.2119,0.5992,1.4291,0.5098,0.9193,9.149,23.5393,67.4892,31.9583,17.0533,0.5837,4.4127,-5381731.0,24.0691,4.5212,1.7353,1.1569,60.7079,28.8759,24.4349,31.6802,31.5136,79.2991,78.9989,78.9989,94.1634,73.6683,100.0,31.9301,33.9969,1.5169,32.7707,0.2997,64.0676,-6.9741,33.0869
2015-05-08,39.92,40.15,38.52,33.44,3486548,19918277.3352,562977.585,13.6964,16.3674,1.4089,0.0,28.5714,28.5714,1.5019,28.2161,31.8806,35.5451,-0.5521,76.2165,13.0967,33.6887,17.6726,32.8986,32.7471,32.0965,14.5781,229.452,0.0305,0.4526,-0.997,-0.7599,32.6687,1,32.2293,0.8021,0.1623,0.6398,1.4089,0.3666,1.0423,9.2214,23.6383,58.462,32.0439,15.9204,0.7027,4.4914,-8868279.0,22.7554,4.4503,2.1465,1.1179,56.5483,29.0472,24.4957,31.8806,31.5215,76.7175,70.6156,70.6156,52.9167,50.4796,0.0,32.1691,33.9819,1.3969,32.8958,0.3212,56.7135,-22.5448,33.1781
2015-05-15,39.13,40.49,38.63,34.33,4055323,22081841.0805,1091705.1622,14.202,16.0805,1.3623,0.0,100.0,100.0,1.5088,28.4401,32.1114,35.7828,0.4987,89.47,19.8553,33.9574,20.7745,33.119,32.9583,32.262,14.9161,193.609,0.5357,0.8029,-0.8536,-0.2353,32.8726,1,32.3081,0.857,0.1737,0.6832,1.3623,0.2226,1.1397,9.2941,23.7453,58.4622,33.0273,14.7158,1.808,4.3949,-4812956.0,22.4333,4.2889,5.5592,1.0657,59.9276,29.2134,24.5623,32.1114,31.5036,75.1128,75.7239,75.7239,80.0915,60.4137,81.2412,32.4076,34.2614,1.5983,32.9928,0.3432,60.3131,-11.116,33.3546
2015-05-22,39.7,39.84,38.08,32.84,4118556,19086591.4502,255722.9104,14.1473,15.6713,1.3398,28.5714,92.8571,64.2857,1.5222,28.8091,32.2809,35.7527,-0.7841,48.6208,5.1245,33.7948,13.4367,33.0761,32.9426,32.3048,15.2222,171.8183,0.6953,-0.1126,-0.5993,0.1423,33.0199,1,32.3114,0.7713,0.0704,0.7008,1.3398,0.1237,1.2161,9.3668,23.8362,49.4964,33.0273,15.7558,1.1045,4.6353,-8931512.0,20.6471,4.214,3.4802,0.9925,52.5623,29.4331,24.6205,32.2809,31.4357,64.6627,47.6487,47.6487,9.9379,27.0804,0.0,32.6306,33.931,1.6969,33.0898,0.3524,54.4258,-55.5799,33.312
2015-05-29,38.25,38.31,37.45,32.25,1962794,17945432.1479,-472613.508,13.5316,15.2583,1.3274,21.4286,85.7143,64.2857,1.4668,29.4785,32.4714,35.4643,-0.7209,-0.2993,-0.118,33.5085,5.5276,32.9488,32.8501,32.3007,15.4929,180.4509,0.3831,0.0412,-0.7127,-0.0079,33.0735,1,32.3101,0.6481,-0.0422,0.6903,1.3274,0.0472,1.2802,9.4395,23.9203,44.3251,33.0273,17.813,-1.0712,4.5483,-10894306.0,19.8975,4.1762,-3.215,0.9588,49.941,29.6439,24.6779,32.4714,31.4322,51.7843,31.9803,31.9803,5.9113,27.0804,0.0,32.8233,33.4586,0.7456,33.1725,0.3474,48.2087,-73.2121,33.193
2015-06-05,37.71,39.08,36.53,31.5,3686678,14923801.944,-1689032.2433,12.9151,14.6296,1.3274,100.0,78.5714,-21.4286,1.5181,30.2299,32.6263,35.0227,-0.3725,-38.1608,-6.4527,33.0855,4.8999,32.7264,32.6705,32.2416,15.7346,203.7969,0.7058,-0.0749,-0.9323,-0.4035,33.055,1,32.2951,0.4848,-0.1644,0.6492,1.3274,0.0036,1.3238,9.5123,23.9962,32.1116,33.0051,19.6911,-0.9941,4.8189,-14580984.0,17.8515,4.1788,-3.0591,0.9623,46.7737,29.8463,24.7397,32.6263,31.3924,28.9485,7.2167,7.2167,5.8008,-0.0,0.0,32.9715,32.8313,2.1853,33.2231,0.327,42.9523,-94.1992,32.9878
2015-06-12,36.7,37.04,35.56,30.56,2720615,12429332.65,-2826804.4792,13.0025,14.1566,0.9951,100.0,71.4286,-28.5714,1.4981,30.5008,32.6754,34.8499,-0.7197,-158.9296,-13.8901,32.505,14.1386,32.3932,32.3891,32.1171,15.9169,240.8484,0.4377,-0.8457,-0.962,-0.8733,32.9415,1,32.2445,0.2761,-0.2985,0.5746,0.9951,-0.3146,1.3097,9.5851,24.0618,33.7322,32.6065,22.3293,-1.997,4.9022,-17301599.0,16.7973,3.1227,-6.1337,0.9396,43.055,30.0406,24.7967,32.6754,31.3511,14.5033,4.313,4.313,1.227,-0.0,0.0,33.0606,32.0254,1.2386,33.2156,0.29,39.8741,-98.773,32.6687
2015-06-19,35.49,36.16,35.3,30.66,2612684,12490092.743,-3015941.7752,13.258,13.9736,0.7949,100.0,64.2857,-35.7143,1.4438,30.7115,32.7129,34.7143,0.2907,-198.7186,-12.8351,32.06,16.5806,32.1271,32.159,32.0094,16.0691,271.5229,0.2149,-1.0465,-0.6881,-0.9996,32.8067,1,32.2192,0.1177,-0.3655,0.4832,0.7949,-0.4673,1.2622,9.6578,24.1278,34.6657,32.495,22.6178,-2.9224,4.7086,-14688915.0,16.1842,2.4908,-8.7013,0.9662,43.5824,30.2272,24.8601,32.7129,31.3068,5.7116,5.6052,5.6052,9.7877,1.8493,5.5479,33.0884,31.4581,0.7378,33.1323,0.2442,35.9861,-91.456,32.3819
2015-06-26,35.91,36.62,34.93,30.16,2481594,10656127.0704,-3402674.1308,13.0708,13.5915,0.5779,100.0,57.1429,-42.8571,1.444,30.3253,32.61,34.8948,-0.4508,-193.4097,-16.9102,31.575,10.6374,31.824,31.8921,31.8722,16.2326,293.3879,-0.2381,-2.0991,-0.3683,-0.9178,32.6603,1,32.0709,-0.0482,-0.4251,0.3769,0.5779,-0.5957,1.1736,9.7304,24.1881,29.3184,32.3363,20.9995,-3.1886,4.7883,-17170509.0,16.9614,1.8099,-9.5624,0.9051,41.5449,34.7041,24.9179,32.61,31.2826,5.1252,5.4574,5.4574,5.3575,1.8493,0.0,33.0538,30.8643,1.4465,32.946,0.1907,33.0084,-96.0143,32.0379
2015-07-02,34.87,34.96,33.69,29.08,2836353,8757780.5744,-3855568.1495,13.7262,13.6512,0.2169,100.0,50.0,-50.0,1.4303,29.6713,32.4098,35.1484,-0.7638,-221.3151,-24.919,30.9185,22.2455,31.4026,31.5178,31.6657,16.414,310.682,-1.3642,-1.9594,-0.0753,-0.7583,32.5045,1,31.8392,-0.2631,-0.5121,0.2489,0.2169,-0.8221,1.0389,9.803,24.2371,28.7271,31.8043,24.9986,-4.124,4.9179,-20006862.0,15.9004,0.6795,-12.4184,0.895,37.5405,34.6568,24.97,32.4098,31.2233,5.8068,6.3577,6.3577,3.9279,1.8493,0.0,32.9515,30.0581,1.2526,32.664,0.1263,26.2122,-96.8934,31.581
2015-07-10,33.7,34.01,32.66,29.05,3438578,11432682.9803,-2839231.4689,14.9129,14.1261,-0.1646,100.0,42.8571,-57.1429,1.4109,29.1399,32.1806,35.2212,0.1185,-202.217,-25.1676,30.3843,30.3399,31.0407,31.1888,31.472,16.8689,-41.2454,-1.7396,-1.1308,0.0655,-0.6593,32.3347,1,31.6126,-0.4313,-0.5442,0.1129,-0.1646,-1.0287,0.8641,9.8754,24.2852,28.077,31.3625,28.0067,-5.1695,4.8567,-23445440.0,14.9681,-0.5152,-15.1068,0.8923,37.4162,34.5417,25.0255,32.1806,31.183,8.0397,12.304,12.304,27.6266,-0.0,0.0,32.7853,29.4608,1.1582,32.2814,0.0575,33.1028,-84.5952,31.1521
2015-07-17,34.15,34.82,33.87,29.75,1921277,12747581.5778,-1746968.5941,15.2605,14.2507,-0.5047,92.8571,35.7143,-57.1429,1.369,28.8247,32.031,35.2372,0.5474,-131.0181,-16.7393,30.1323,19.7796,30.8414,30.9963,31.3441,17.5751,-34.1798,-2.1635,-0.5275,0.1877,-0.5618,32.175,1,31.4276,-0.5027,-0.4924,-0.0102,-0.5047,-1.1614,0.6567,9.9477,24.3398,26.8632,31.3625,26.8032,-3.6947,4.6022,-21524163.0,17.951,-1.5776,-11.0488,0.8857,41.6304,34.3461,25.0882,32.031,31.1879,15.3721,27.4545,27.4545,50.8089,22.7809,68.3426,32.5711,29.2803,0.8236,31.8492,-0.0058,36.0482,-74.197,30.8492
2015-07-24,34.67,35.01,33.58,29.01,2518465,11039252.1722,-1684877.8113,15.7569,14.4325,-0.9171,85.7143,28.5714,-57.1429,1.3588,28.4002,31.8552,35.3101,-0.6014,-122.0984,-22.6914,29.7525,22.2097,30.5593,30.7312,31.171,18.0906,-23.177,-1.9856,0.6709,0.3717,-0.3936,31.9837,1,31.1596,-0.6117,-0.4812,-0.1305,-0.9171,-1.323,0.4059,10.0199,24.3865,21.6736,31.3625,26.3825,-5.3239,4.6843,-24042628.0,16.7933,-2.8687,-15.5073,0.8699,38.6543,34.1564,25.1488,31.8552,31.133,25.1978,35.8351,35.8351,29.0698,32.5739,29.379,32.3166,28.9148,1.2269,31.3962,-0.068,37.5012,-85.2371,30.4844
