date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2022-04-08,50.0,54.0,42.96,46.34,7524042,-2139990.2065,,,,,,,,,,,,-0.2799,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,7524042.0,,,,,,,,,,,,,,,,,,,,,,
2022-04-14,47.04,58.08,46.07,54.24,3797829,-353334.5987,,,,,,,,,,,,0.6545,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,11321871.0,,,,,,42.4404,,,,,,,,,,,11.8647,,,,,
2022-04-22,54.64,55.14,50.59,50.88,1932974,-1513118.9987,,,,,,,,,,,,-0.6901,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,9388897.0,,,,,,42.5898,,,,,,,,,,,4.495,,,,,
2022-04-29,51.05,51.25,45.94,46.43,1603498,-2476425.7068,,,,,,,,,,,,-0.7627,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,7785399.0,,,,,,42.7376,,,,,,,,,,,5.4927,,,,,
2022-05-06,48.11,51.68,46.02,47.67,2172186,-2936959.8411,,,,,,,,,,,,0.0247,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,9957585.0,,,,,,42.884,,,,,,,,,,,5.5915,,,,,
2022-05-13,47.28,50.66,43.56,49.64,3002352,-281358.3537,,,,,,,,,,,,0.4183,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,12959937.0,,,,,,43.029,,,,,,,,,,,7.0141,,,,,
2022-05-20,50.21,51.6,45.87,46.93,1624670,-981696.0326,,,,,,,,,,,,-0.4729,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,11335267.0,,,,,,43.0331,,,,,38.3618,34.0242,,,,,5.6607,,,,,
2022-05-27,48.12,50.76,47.82,49.46,1816194,-18001.2571,,,,,,,,,,,,0.6633,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,13151461.0,,,,,,43.0331,,,,,53.4237,80.1724,,,,,3.2206,,,,,
2022-06-03,50.39,52.48,47.76,48.59,2075149,-844543.6554,,,,,,,,,,,,-0.2564,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,11076312.0,,,,,,43.1766,,,50.2842,59.067,59.067,63.0045,,,,,4.6629,,,,,
2022-06-10,50.42,51.74,45.6,45.09,2309732,-3124181.4274,-342206.8396,,,,,,,,,,,-0.7785,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,8766580.0,,,,,,43.3186,,,55.9964,55.4984,55.4984,23.3184,,,,,6.0657,,,,,
