date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_12_ema,ema_26_ema,ema_5_ema,mfi_14_mfi,mom_10_mom,rsi_14_rsi,sar_14_sar,sma_100_sma,sma_20_sma,sma_50_sma,sma_8_sma,stochrsi_14_fastd,stochrsi_14_fastk
1999-11-12,21.0,29.0,20.44,13.28,27449600,,,,,,,,,,,,,,,,,,
1999-11-19,26.69,27.75,25.25,13.56,17433400,,,,,,,,,,,,10.22,,,,,,
1999-11-26,26.25,28.13,25.75,13.84,9430000,,,,,,,,,,,,10.2566,,,,,,
1999-12-03,28.38,31.69,27.06,15.5,26623300,,,,,,,,,,,,10.3327,,,,,,
1999-12-10,31.0,31.94,28.13,14.62,19919600,,,,,,,,14.163,,,,10.4981,,,,,,
1999-12-17,28.5,30.0,26.5,14.4,13366700,,,,,,,,14.2437,,,,10.717,,,,,,
1999-12-23,28.63,30.63,28.19,14.32,7226500,,,,,,,,14.2674,,,,10.9271,,,,,,
1999-12-31,28.56,29.0,27.81,14.47,4313900,,,,,,,,14.335,,,,11.1288,,,,14.2506,,
2000-01-07,29.94,32.81,28.0,16.25,21185400,,,,,,,,14.9733,,,,11.3224,,,,14.6219,,
2000-01-14,33.5,40.56,33.38,20.19,25482400,,,,,,,,16.7122,,,,11.5766,,,,15.45,,
2000-01-21,40.0,45.13,36.13,18.94,30179000,,,,,,,,17.4548,,5.66,,12.0988,,,,16.0869,,
2000-01-28,37.25,40.5,33.81,17.62,20854200,,,,,,15.5842,,17.5115,,4.06,,12.8314,,,,16.3525,,
2000-02-04,35.25,40.13,34.44,19.28,15054600,,,,,,16.1528,,18.101,,5.435,,13.5128,,,,16.9344,,
2000-02-11,38.56,45.5,38.13,22.75,21880500,,,,,,17.1677,,19.6507,,7.25,,14.1464,,,,17.9775,,
2000-02-18,44.81,45.5,40.0,21.5,18446200,,2.4132,,,,17.8342,,20.2671,69.6148,6.875,72.5576,14.8347,,,,18.8756,,
2000-02-25,40.25,42.94,39.25,20.25,11677900,,2.3748,,,,18.2059,,20.2614,64.184,5.845,67.5657,15.4679,,,,19.5981,,
2000-03-03,40.31,42.0,37.63,20.75,17578000,,2.3612,,,,18.5973,,20.4243,58.2218,6.435,68.4992,16.0505,,,,20.1606,,
2000-03-10,46.0,60.0,46.0,26.0,45955200,,2.8533,,,,19.7362,,22.2829,64.5007,11.53,76.2344,16.5865,,,,20.8869,,
2000-03-17,48.31,53.75,46.31,25.0,16874700,,2.9152,,,,20.546,,23.1886,63.0363,8.75,72.5786,17.7937,,,,21.6444,,
2000-03-24,50.94,58.88,50.75,27.0,19342100,,3.0241,9.9538,18.477,27.0002,21.5389,,24.459,68.4033,6.81,75.1458,18.8922,,18.477,,22.8162,,
2000-03-31,54.0,60.38,51.88,29.5,21648600,,3.1117,9.8586,19.288,28.7174,22.7637,,26.1394,70.9428,10.56,77.9274,19.8919,,19.288,,24.0938,81.7564,100.0
2000-04-07,59.25,75.5,51.0,37.75,41030400,,3.7644,8.4688,20.4972,32.5257,25.0693,,30.0096,76.7255,20.125,84.2085,20.9218,,20.4972,,25.9688,95.8138,100.0
2000-04-14,76.75,79.19,62.75,33.0,44763700,,4.0827,8.6711,21.455,34.2389,26.2894,,31.0064,79.9139,13.72,71.5789,22.7729,,21.455,,27.4062,66.6667,0.0
2000-04-20,65.25,79.25,65.19,39.12,23523900,,4.2932,8.0349,22.6362,37.2376,28.2641,,33.7126,80.7503,16.375,76.4779,24.7915,,22.6362,,29.7656,46.2633,38.7898
2000-04-28,77.25,88.88,76.19,43.75,34740800,,4.4397,7.3283,24.0925,40.8567,30.6465,,37.0584,82.3841,22.25,79.3697,26.7199,,24.0925,,32.6406,33.4921,61.6866
2000-05-05,87.0,92.88,84.06,46.0,24901800,,4.4376,7.0101,25.6722,44.3344,33.0086,23.0256,40.0389,87.0638,25.75,80.618,29.2007,,25.6722,,35.1406,57.3491,71.571
2000-05-12,90.0,91.0,77.0,42.84,23846900,,4.6564,7.7773,27.0987,46.4202,34.5219,24.4937,40.9743,79.1998,22.095,73.8682,31.7866,,27.0987,,37.3713,52.8613,25.3264
2000-05-19,85.25,89.56,83.06,41.9,17459600,76.4093,4.5559,9.035,28.4705,47.906,35.6578,25.7834,41.2845,79.6808,15.905,71.9357,33.9846,,28.4705,,39.2344,32.2991,0.0
2000-05-26,83.06,83.5,66.0,37.0,34960900,72.6829,4.8666,10.5841,29.508,48.4319,35.8643,26.6143,39.8563,74.0387,12.0,62.7157,46.44,,29.508,,40.1719,8.4421,0.0
2000-06-02,77.88,90.88,76.88,45.06,17013700,69.7937,5.1218,11.1822,30.7517,50.3213,37.2798,27.981,41.5926,76.7944,18.065,69.6123,46.3056,,30.7517,,41.0862,12.8412,38.5235
2000-06-09,89.75,97.0,85.75,44.38,23493100,67.5276,5.1577,12.3839,32.0235,51.6631,38.3713,29.1954,42.52,80.4996,14.875,68.4458,33.0,,32.0235,,42.5081,29.9677,51.3795
