date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_12_ema,ema_26_ema,ema_5_ema,mfi_14_mfi,mom_10_mom,rsi_14_rsi,sar_14_sar,sma_100_sma,sma_20_sma,sma_50_sma,sma_8_sma,stochrsi_14_fastd,stochrsi_14_fastk
1999-11-12,27.16,27.63,24.0,20.61,397100,,,,,,,,,,,,,,,,,,
1999-11-19,24.72,26.5,24.19,21.13,482200,,,,,,,,,,,,20.0844,,,,,,
1999-11-26,25.38,25.38,24.63,20.82,196900,,,,,,,,,,,,20.1054,,,,,,
1999-12-03,24.59,25.44,23.56,20.08,459500,,,,,,,,,,,,22.1766,,,,,,
1999-12-10,23.88,24.5,23.81,20.03,417300,,,,,,,,20.5363,,,,22.152,,,,,,
1999-12-17,23.94,24.5,14.75,14.54,4043000,,,,,,,,18.5391,,,,22.1276,,,,,,
1999-12-23,17.5,18.0,16.31,14.75,1033700,,,,,,,,17.2773,,,,21.9319,,,,,,
1999-12-31,17.63,19.0,17.13,15.74,1190300,,,,,,,,16.7652,,,,21.7402,,,,18.4651,,
2000-01-07,19.13,22.69,16.75,18.73,1308200,,,,,,,,17.4197,,,,21.5522,,,,18.2298,,
2000-01-14,22.75,26.0,22.5,20.61,1126300,,,,,,,,18.4837,,,,12.3436,,,,18.1649,,
2000-01-21,24.06,26.13,22.13,18.52,1025000,,,,,,,,18.4957,,-2.0921,,12.4377,,,,17.8773,,
2000-01-28,22.63,24.56,22.38,19.62,1148500,,,,,,18.7664,,18.869,,-1.5147,,12.6263,,,,17.8187,,
2000-02-04,22.88,28.31,22.88,23.22,867500,,,,,,19.452,,20.3202,,2.4018,,12.8111,,,,18.2172,,
2000-02-11,27.75,28.5,26.81,23.48,739100,,,,,,20.072,,21.3742,,3.3976,,13.1375,,,,19.3344,,
2000-02-18,27.81,28.0,25.12,21.76,657800,,2.6893,,,,20.3314,,21.5022,37.3112,1.7239,52.6115,13.566,,,,20.21,,
2000-02-25,26.0,28.0,25.13,21.87,846800,,2.6687,,,,20.5676,,21.6238,42.9302,7.3225,52.8631,13.9774,,,,20.9757,,
2000-03-03,26.13,27.0,24.63,22.6,577800,,2.6198,,,,20.8795,,21.9475,41.642,7.8413,54.6002,14.3723,,,,21.459,,
2000-03-10,27.0,27.0,24.5,21.03,474800,,2.5821,,,,20.9027,,21.6417,41.5266,5.2889,50.3086,14.7514,,,,21.5113,,
2000-03-17,24.75,26.75,24.25,22.08,1009700,,2.5471,,,,21.0832,,21.7865,46.9488,3.3474,52.9697,15.1154,,,,21.9559,,
2000-03-24,25.88,26.88,25.5,21.86,458600,,2.4477,15.1292,20.1543,25.1794,21.2025,,21.8105,61.3257,1.2469,52.3418,15.4648,,20.1543,,22.2362,,
2000-03-31,25.5,26.88,22.38,22.23,560800,,2.5418,15.1319,20.2351,25.3383,21.3601,,21.9493,62.1137,3.7073,53.3496,15.8002,,20.2351,,22.1117,60.0804,70.8586
2000-04-07,26.19,28.0,25.75,22.8,630700,,2.4947,15.1059,20.3188,25.5317,21.5823,,22.2343,61.4797,3.1884,54.9581,16.1222,,20.3188,,22.027,72.7449,100.0
2000-04-14,27.13,28.0,26.13,22.29,453800,,2.4283,15.1122,20.392,25.6718,21.6904,,22.2513,54.8586,-0.9373,53.1836,16.4313,,20.392,,22.0929,67.6779,32.1752
2000-04-20,26.63,30.38,22.5,20.08,1706100,,2.7259,15.1122,20.392,25.6718,21.4434,,21.529,42.1626,-3.3976,46.3474,16.7281,,20.392,,21.8701,44.0584,0.0
2000-04-28,24.03,25.75,23.0,21.03,953500,,2.6956,15.1577,20.4418,25.7259,21.3798,,21.3627,42.2464,-0.7281,49.3593,17.1629,,20.4418,,21.6745,22.3847,34.9789
2000-05-05,25.06,25.75,23.38,20.19,616800,,2.6447,16.1789,20.7242,25.2695,21.1972,20.4504,20.9729,44.0778,-1.6737,46.8527,17.5759,,20.7242,,21.5699,13.6156,5.868
2000-05-12,24.09,24.81,22.25,20.61,353200,,2.6088,17.3854,21.0171,24.6489,21.1072,20.4624,20.8525,37.7298,-1.9833,48.2673,17.9683,,21.0171,,21.3868,22.9771,28.0844
2000-05-19,24.13,26.13,23.38,19.98,372400,15.8058,2.5869,18.4623,21.2293,23.9962,20.9344,20.4269,20.563,34.8632,-1.0461,46.2775,18.341,,21.2293,,21.1525,11.3175,0.0
2000-05-26,24.25,25.25,23.63,20.58,336900,16.4031,2.4989,18.7809,21.3217,23.8626,20.8796,20.4381,20.5681,39.639,-1.498,48.4443,18.62,,21.3217,,20.9464,32.7977,70.3086
2000-06-02,24.5,28.25,24.38,23.27,181400,15.4303,2.5518,18.8004,21.4548,24.1092,21.2478,20.6481,21.4697,34.8712,1.4143,56.9288,18.9601,,21.4548,,21.005,56.7695,100.0
2000-06-09,27.25,27.81,25.69,21.71,957400,14.527,2.4962,19.3265,21.6142,23.9019,21.3186,20.7266,21.5491,33.3361,-0.5188,51.6162,19.2833,,21.6142,,20.9328,73.477,50.1225
2000-06-16,26.0,27.0,23.75,21.71,526900,14.4825,2.5122,19.6229,21.7188,23.8148,21.3785,20.7993,21.602,33.1444,-1.0963,51.6162,19.5903,,21.7188,,21.1357,66.7484,50.1225
2000-06-23,25.88,26.5,22.75,19.62,826200,14.8084,2.5569,19.3717,21.5385,23.7053,21.1073,20.7116,20.94,22.5599,-2.6696,45.0918,25.4236,,21.5385,,20.959,33.415,0.0
2000-06-30,23.19,25.88,23.19,21.24,462400,15.111,2.5351,19.4497,21.4263,23.403,21.1276,20.7507,21.0397,22.3806,1.1549,50.3378,25.3597,,21.4263,,21.0897,31.4803,44.3185
2000-07-07,25.44,25.63,24.75,20.92,341400,15.392,2.4066,19.4023,21.3845,23.3667,21.0959,20.7634,21.0003,26.8274,-0.1088,49.3433,25.2965,,21.3845,,21.1284,36.494,65.1635
2000-07-14,25.06,26.5,24.5,20.92,882900,15.1348,2.3542,19.3582,21.3372,23.3163,21.069,20.7751,20.9739,28.5526,0.7281,49.3433,25.2339,,21.3372,,21.2456,58.2152,65.1635
2000-07-21,24.75,24.81,19.38,16.22,1299600,16.6512,2.522,18.1142,21.0184,23.9226,20.3227,20.4375,19.3887,26.7427,-4.3935,36.8549,25.172,,21.0184,,20.7006,43.4423,0.0
2000-07-28,19.56,20.25,17.94,15.32,706700,18.4129,2.4799,16.9124,20.733,24.5536,19.5535,20.0586,18.0334,30.5915,-4.6613,35.0367,24.9929,,20.733,,19.7068,21.7212,0.0
2000-08-04,18.44,19.5,18.25,15.59,532400,20.0488,2.3775,16.0379,20.4087,24.7796,18.9438,19.7277,17.2191,32.6752,-4.9876,36.0528,24.6935,,20.4087,,18.9421,2.3673,7.1019
2000-08-11,18.56,20.5,18.56,17.0,336300,20.9726,2.3237,15.6075,20.1656,24.7237,18.6442,19.5254,17.1449,37.6386,-6.2764,41.2481,24.4031,,20.1656,,18.3532,16.8393,43.4159
2000-08-18,20.5,21.25,19.0,16.76,248400,21.3985,2.2922,15.2079,19.8924,24.5769,18.3547,19.3207,17.0173,41.0202,-4.9458,40.6552,24.1214,,19.8924,,17.9965,46.9911,90.4555
2000-08-25,20.06,20.13,18.63,16.11,518200,21.9171,2.2181,14.7971,19.5577,24.3182,18.0092,19.0828,16.7147,35.946,-5.5985,38.9747,23.8481,,19.5577,,17.3553,65.7572,63.4001
2000-09-01,18.81,19.75,18.81,16.06,578300,22.3987,2.1159,14.4261,19.2463,24.0666,17.7092,18.8588,16.4962,31.0526,-3.5566,38.8417,23.5831,,19.2463,,16.7475,69.1793,53.6822
2000-09-08,19.63,20.0,19.06,16.06,309500,22.6791,2.0209,14.0487,19.0451,24.0415,17.4554,18.6515,16.3505,31.4663,-5.1801,38.8417,23.326,,19.0451,,16.1397,39.0274,0.0
2000-09-15,19.19,19.38,17.34,14.59,414000,23.5632,1.9985,13.458,18.7233,23.9886,17.0153,18.351,15.7652,34.7172,-6.3266,34.822,23.0766,,18.7233,,15.9368,17.8941,0.0
2000-09-22,17.28,17.38,9.0,8.42,2088400,26.1575,2.3603,11.2686,18.1346,25.0005,15.6927,17.6152,13.3164,32.4838,-12.5026,23.6885,22.734,,18.1346,,15.0738,0.0,0.0
2000-09-29,10.25,11.13,9.75,9.16,1084200,28.5665,2.2742,9.769,17.5618,25.3545,14.687,16.9886,11.9293,34.0523,-7.063,26.6981,21.9739,,17.5618,,14.2694,6.6203,19.861
2000-10-06,11.06,11.13,9.5,8.42,721100,30.841,2.2092,8.327,16.9835,25.64,13.7226,16.3538,10.7591,28.2031,-6.904,25.6104,21.2518,,16.9835,,13.1972,10.8479,12.6828
2000-10-13,10.0,10.25,8.75,7.38,1045000,33.068,2.141,6.8856,16.3233,25.7611,12.7461,15.6887,9.6311,23.0766,-8.2154,24.1113,20.5657,,16.3233,,12.0238,12.1137,3.7974
2000-10-20,8.81,10.0,8.38,7.24,896600,35.194,2.0852,5.8611,15.5219,25.1827,11.8996,15.0631,8.8354,11.0942,-9.7527,23.9214,19.7712,,15.5219,18.5319,10.9156,8.0733,7.7396
2000-10-27,9.0,9.62,8.38,7.43,2943600,37.1682,2.011,4.972,14.8078,24.6437,11.2115,14.4975,8.3659,11.1762,-9.3351,24.8108,18.8778,,14.8078,18.2682,9.8366,14.5223,32.03
2000-11-03,8.94,11.13,8.62,9.0,714000,37.9469,2.0171,4.5618,14.1723,23.7827,10.8707,14.09,8.576,16.3999,-7.1132,32.1265,18.0469,,14.1723,18.0255,8.9537,46.5899,100.0
2000-11-10,10.81,12.13,10.0,8.37,624800,38.0256,2.0003,4.0231,13.6099,23.1966,10.4857,13.6662,8.5068,21.2683,-7.6907,30.8342,17.2743,,13.6099,17.7765,8.1754,72.0932,84.2494
2000-11-17,10.02,11.25,9.0,9.26,416600,38.3667,1.992,3.9212,13.0107,22.1003,10.2965,13.3395,8.7564,17.0548,-6.8036,34.8247,16.5557,,13.0107,17.5599,8.28,94.7498,100.0
2000-11-24,11.0,11.28,10.19,8.74,338200,38.6632,1.9148,3.9001,12.4015,20.9028,10.0565,12.9985,8.7499,16.257,-5.858,33.6035,15.8874,,12.4015,17.334,8.2277,90.6848,87.8048
2000-12-01,10.5,11.38,10.5,9.21,461300,38.8665,1.8342,4.172,11.8157,19.4594,9.9256,12.7175,8.9017,20.4463,0.7866,35.7936,15.2659,,11.8157,17.2272,8.3261,95.9349,100.0
2000-12-08,10.88,11.25,10.0,8.58,351700,39.2087,1.7779,3.9461,11.4337,18.9212,9.7182,12.4109,8.7937,21.5942,-0.5774,34.168,14.6879,,11.4337,17.1036,8.4764,85.0093,67.2231
