date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_30_ema,ema_50_ema,ema_7_ema,ema_90_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_30_sma,sma_50_sma,sma_7_sma,sma_90_sma,stochrsi_14_fastd,stochrsi_14_fastk
2010-08-12,22.0,26.81,20.75,26.45,5468100,4818424.7525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-13,26.85,27.0,24.6,25.12,1003000,4250058.0858,,,,,,,,,,,,,,,,,,,,,20.75,,,,,,,,,
2010-08-16,24.51,26.12,23.5,24.67,449400,4202030.6049,,,,,,,,,,,,,,,,,,,,,20.8125,,,,,,,,,
2010-08-17,25.35,32.5,24.9,31.95,939500,5005550.3417,,,,,,,,,,,,,,,,,,,,,20.8744,,,,,,,,,
2010-08-18,33.25,36.19,30.61,32.79,1175500,4748541.3812,,,,,,,,,,,,,,,,,,,,,21.1069,,,,,,,,,
2010-08-19,31.62,34.49,29.66,30.47,591100,4355760.1137,,,,,,,,,,,,,,,,,,,,,21.5594,,,,,,,,,
2010-08-20,30.55,30.55,27.5,28.05,464000,4059104.376,,,,,,,,,,,,28.5,,,,,,,,,21.9983,,,,,,28.5,,,
2010-08-23,28.37,31.5,28.37,30.1,463700,4107992.8744,,,,,,,,,,,,28.9,,,,,,,,,22.4241,,,,,,29.0214,,,
2010-08-24,29.48,33.03,29.1,32.3,442500,4386103.5614,,,,,,,,,,,,29.75,,,,,,,,,22.837,,,,,,30.0471,,,
2010-08-25,31.8,32.93,30.5,31.3,341200,4269561.9976,,,,,,,,,,,,30.1375,,,,,,,,,23.2376,,,,,,30.9943,,,
2010-08-26,31.7,34.0,30.5,33.63,740100,4853183.7119,,,,,,,,,,,,31.0106,,,,,,7.18,27.1456,,23.6262,,,,,,31.2343,,,
2010-08-27,34.0,35.36,33.34,34.81,431100,5049526.2862,,,,,,,,,,,,31.9605,,,,,,9.69,38.5748,,24.0031,,,,,,31.5229,,,
2010-08-30,35.4,35.4,33.29,33.4,164100,4902536.2388,,,,,,,,,,,,32.3204,,,,,,8.73,35.3871,,24.3687,,,,,,31.9414,,,
2010-08-31,33.24,35.0,31.36,34.0,330800,5051577.997,,,,,,,30.6457,,,,,32.7403,,,,,,2.05,6.4163,,24.7233,30.6457,,,,,32.7914,,,
2010-09-01,34.68,35.38,32.5,33.14,267500,4902966.8859,,,3.5906,,,,30.9783,,,,,32.8402,,,,,75.0142,0.35,1.0674,62.7332,25.0673,31.1236,,,,,33.2257,,,
2010-09-02,32.41,33.25,31.75,32.66,193000,4944140.2192,,,3.4413,,,,31.2025,,,,,32.7951,,,,,69.9525,2.19,7.1874,61.5226,25.401,31.6621,,,,,33.2771,,,
2010-09-03,33.5,33.92,32.35,32.9,125500,4906570.1555,,,3.3076,,,,31.4288,,,,,32.8214,,,,,74.1977,4.85,17.2906,61.9183,25.7247,32.25,,,,,33.5057,,,
2010-09-07,32.51,33.1,31.3,32.04,125100,4884330.1555,,,3.1999,,,,31.5103,,,,,32.626,,,,,68.7927,1.94,6.4452,59.5548,26.0387,32.2564,,,,,33.2786,,,
