date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_50_sma,sma_7_sma,stoch_14_slowd,stoch_14_slowk,stochrsi_14_fastd,stochrsi_14_fastk
1999-11-01,102.7,103.0,99.88,794.78,2793333,-153095.4231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-02,100.4,102.2,99.13,786.46,2446667,-322250.1462,,,,,,,,,,,,,,,,,,,816.1749,,,,,,,,,
1999-11-03,99.44,101.9,98.63,805.08,2389333,-175931.6967,,,,,,,,,,,,,,,,,,,815.8682,,,,,,,,,
1999-11-04,103.0,106.9,101.9,809.04,2826667,-370971.6967,,,,,,,,,,,,,,,,,,,781.5469,,,,,,,,,
1999-11-05,104.5,108.2,104.5,835.19,3261333,-496576.5886,,,,,,,,,,,,,,,,,,,781.5469,,,,,,,,,
1999-11-08,106.1,108.1,105.8,852.63,1530667,-431689.632,,,,,,,,,,,,,,,,,,,783.0636,,,,,,,,,
1999-11-09,109.5,109.5,106.1,850.25,2053333,-476983.4556,,,,,,,,,,,819.0615,,,,,,,,784.5499,,,,,819.0615,,,,
1999-11-10,106.0,107.4,105.8,844.7,2257333,-476983.4556,,,,,,,,,,,825.4715,,,,,,,,787.0438,,,,,826.1931,,,,
1999-11-11,106.8,106.8,105.1,839.15,1353333,-482953.985,,,,,,,,,,,828.8923,,,,,,,,789.4629,,,,,833.721,72.1299,56.5343,,
1999-11-12,106.3,109.7,105.0,838.36,2754667,-619222.0701,,,,,,,,,,,831.2597,,,,,,,,791.8095,,,,,838.4754,56.8666,35.6211,,
1999-11-15,105.9,106.1,103.4,825.68,2586667,-698259.1071,,,,,,,,,,,829.8657,,,,,30.9037,3.8883,,794.9077,,,,,840.8526,37.1318,19.2399,,
1999-11-16,105.1,109.9,105.1,870.06,3972000,-412771.6071,,,,,,,,,,,839.9139,,,,,83.5985,10.6297,,797.8821,,,,,845.8334,32.5294,42.7271,,
1999-11-17,108.5,111.2,108.3,874.02,3050667,-325985.4002,,,,,,,,,,,848.4405,,,,,68.939,8.563,,801.5305,,,,,848.8898,42.8358,66.5405,,
1999-11-18,110.1,111.9,109.6,884.32,2498667,-187472.3567,,,,,,,836.4095,,,,857.4107,,,,,75.2783,9.3046,,806.3078,836.4095,,,,853.7574,67.9107,94.4646,,
1999-11-19,111.9,111.9,108.8,868.47,1733333,-250375.0987,,,27.4737,,,,840.6847,,,,860.1764,,,,70.4645,33.2809,3.9848,70.9459,811.9351,841.6733,,,,857.1534,82.3209,85.9578,,
1999-11-22,108.7,109.1,105.6,862.93,2017333,-116367.413,,,27.7753,,,,843.6503,,,,860.864,,,,70.994,10.3012,1.2082,68.616,817.1686,847.1352,,,,860.5495,85.1735,75.098,,
1999-11-23,108.7,109.2,105.3,835.98,2196000,-264175.1053,,,27.9988,,,,842.6282,,,,854.6442,,,,64.54,-14.2633,-1.6775,58.5566,822.0357,849.3426,,,,860.2099,68.3357,43.9513,,
1999-11-24,106.0,107.6,104.8,840.74,1772000,-273667.9624,,,27.5837,,,,842.3764,,,,851.168,,,,58.1996,-3.962,-0.469,59.68,826.5621,851.6066,,,,862.3607,48.2634,25.7408,,
1999-11-26,107.5,107.5,104.6,837.57,844000,-288947.2728,,,27.2548,,,,841.7355,,,,847.7685,,,,52.2368,-1.5848,-0.1889,58.5407,886.6987,851.7764,,,,857.7194,27.2761,12.1362,,
1999-11-29,104.8,104.9,102.1,813.01,2150667,-392640.1299,,,27.3457,786.1337,838.4216,890.7095,837.9048,,838.4216,,839.0777,,,,46.4454,-25.3569,-3.0246,50.4957,886.1203,848.9464,,838.4216,,849.003,17.1169,13.4735,,
1999-11-30,102.6,105.3,102.6,822.91,3056000,-418106.7966,,,26.9493,790.9066,839.8281,888.7497,835.9055,,836.9443,,835.0358,,,,47.9453,-2.7734,-0.3359,53.2836,884.5788,846.9937,,839.8281,,840.23,13.732,15.5862,10.1183,30.3548
1999-12-01,102.6,104.7,102.5,819.74,1873333,-443652.0693,,,26.2702,797.9798,841.4921,885.0044,833.75,,835.3058,,831.2117,,,,48.6013,-50.3191,-5.7834,52.2687,883.068,845.2107,,841.4921,,833.2679,15.9346,18.744,16.5531,19.3046
1999-12-02,103.0,103.9,102.3,816.57,2144000,-463752.0693,,,25.2998,800.2204,842.0664,883.9125,831.4591,,833.5212,,827.5508,,,,47.5167,-57.4523,-6.5733,51.2181,881.5875,843.5974,,842.0664,,826.6453,18.8629,22.2584,19.5463,8.9796
1999-12-03,104.1,106.5,103.5,824.5,3604000,-643952.0693,,,25.4746,802.9349,842.8391,882.7432,830.5307,,832.6617,,826.787,,,,48.74,-59.8256,-6.7651,53.7224,880.1367,842.6069,,842.8391,,825.004,23.216,28.6457,42.7614,100.0
1999-12-06,104.3,104.8,102.6,819.74,1522667,-675097.5238,,,24.9008,801.0178,842.0664,883.1149,829.0918,,831.4309,,825.0251,,,,50.3301,-48.7343,-5.6115,51.9976,878.7148,842.1823,,842.0664,,822.004,26.6998,29.1952,46.7016,31.1252
1999-12-07,102.9,107.6,102.3,841.14,3036000,-576284.3163,,,26.1234,800.7304,841.4923,882.2543,830.6988,,832.356,,829.0549,,,,48.6944,-21.7823,-2.5242,58.4607,877.3214,840.117,,841.4923,,822.5146,35.0245,47.2327,77.0417,100.0
1999-12-08,106.3,108.3,105.8,847.49,1729333,-591848.1963,,,25.6731,800.6933,841.3543,882.0152,832.9372,,833.797,,833.6628,,,,46.28,11.5017,1.3758,60.1719,875.9558,838.2218,,841.3543,,827.4405,44.871,58.1851,77.0417,100.0
1999-12-09,108.3,110.4,107.9,873.65,2452000,-437372.1963,24.9252,,25.8213,799.7751,842.8016,885.8281,838.3654,,837.5924,,843.6593,,,,46.1313,32.9091,3.9143,66.3327,809.0433,837.4594,,842.8016,,834.6888,62.461,81.9652,100.0,100.0
1999-12-10,111.0,112.9,109.4,885.54,2300000,-383157.9106,26.4825,,25.9589,798.2976,845.1209,891.9442,844.6554,,842.1589,,854.1295,,,,53.0881,47.9705,5.7273,68.7026,809.7052,838.6785,,845.1209,,844.089,75.9253,87.6256,100.0,100.0
1999-12-13,111.8,112.4,109.8,879.2,1792000,-403834.8337,27.9286,,25.577,798.1846,847.1627,896.1408,849.261,,845.6864,,860.3966,,,,53.3927,66.1927,8.1417,66.0329,811.4121,839.8407,,847.1627,,853.0361,86.235,89.1141,91.3112,73.9337
