date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_30_ema,ema_50_ema,ema_7_ema,ema_90_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_30_sma,sma_50_sma,sma_7_sma,sma_90_sma,stochrsi_14_fastd,stochrsi_14_fastk
1999-11-01,30.0,30.38,29.5,5.86,226100,390536.3636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-02,29.94,31.0,29.88,5.9,157000,244750.6494,,,,,,,,,,,,,,,,,,,,,5.7395,,,,,,,,,
1999-11-03,30.44,31.06,30.38,5.93,323400,-592284.6448,,,,,,,,,,,,,,,,,,,,,5.7424,,,,,,,,,
1999-11-04,30.94,31.13,30.5,6.06,167400,77315.3552,,,,,,,,,,,,,,,,,,,,,5.7484,,,,,,,,,
1999-11-05,31.0,32.5,30.88,6.27,370800,1102737.5775,,,,,,,,,,,,,,,,,,,,,5.7577,,,,,,,,,
1999-11-08,31.75,32.5,31.75,6.3,202700,1654081.5775,,,,,,,,,,,,,,,,,,,,,5.7803,,,,,,,,,
1999-11-09,32.5,33.63,32.0,6.52,246600,2483141.7002,,,,,,,,,,,,6.1203,,,,,,,,,5.8074,,,,,,6.1203,,,
1999-11-10,33.5,33.69,32.69,6.49,64500,2581181.7002,,,,,,,,,,,,6.2138,,,,,,,,,5.8516,,,,,,6.2106,,,
1999-11-11,33.25,33.88,33.0,6.57,187200,3108745.3365,,,,,,,,,,,,6.3019,,,,,,,,,5.9008,,,,,,6.3062,,,
1999-11-12,34.0,34.0,32.63,6.45,60300,3043603.7307,,,,,,,,,,,,6.3379,,,,,,,,,5.9561,,,,,,6.3793,,,
1999-11-15,33.38,33.38,32.81,6.43,55000,3016586.1868,,,,,,,,,,,,6.3615,,,,,,0.5701,9.7245,,6.0154,,,,,,6.433,,,
1999-11-16,33.0,33.5,33.0,6.42,77600,2706186.1868,,,,,,,,,,,,6.3762,,,,,,0.5234,8.875,,6.0693,,,,,,6.4538,,,
1999-11-17,33.38,34.25,33.13,6.51,349900,2081364.7582,,,,,,,,,,,,6.4087,,,,,,0.572,9.6393,,6.1184,,,,,,6.4833,,,
1999-11-18,33.75,33.84,33.25,6.49,87300,1886049.504,,,,,,,6.3001,,,,,6.4301,,,,,,0.4378,7.2278,,6.173,6.3001,,,,,6.4799,,,
1999-11-19,33.81,34.0,33.5,6.6,328500,2884689.504,,,0.1846,,,,6.3405,,,,,6.4734,,,,,92.2405,0.3288,5.2403,83.5979,6.222,6.353,,,,,6.4955,,,
