date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_30_ema,ema_50_ema,ema_7_ema,ema_90_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_30_sma,sma_50_sma,sma_7_sma,sma_90_sma,stochrsi_14_fastd,stochrsi_14_fastk
1999-11-01,17.75,17.75,17.5,2.8,1600,4800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-02,17.5,17.75,17.5,2.8,400,6000.0,,,,,,,,,,,,,,,,,,,,,2.7984,,,,,,,,,
1999-11-03,17.75,17.75,17.5,2.76,3800,-5400.0,,,,,,,,,,,,,,,,,,,,,2.759,,,,,,,,,
1999-11-04,17.0,17.62,17.0,2.74,9200,-58.0645,,,,,,,,,,,,,,,,,,,,,2.7984,,,,,,,,,
1999-11-05,17.37,17.37,17.37,2.74,300,-58.0645,,,,,,,,,,,,,,,,,,,,,2.7984,,,,,,,,,
1999-11-08,17.37,17.37,17.0,2.74,2200,6541.9355,,,,,,,,,,,,,,,,,,,,,2.7972,,,,,,,,,
1999-11-09,17.37,17.37,17.12,2.7,5500,-9958.0645,,,,,,,,,,,,2.7529,,,,,,,,,2.796,,,,,,2.7529,,,
1999-11-10,17.37,17.37,17.0,2.7,15300,-26085.0915,,,,,,,,,,,,2.7394,,,,,,,,,2.7949,,,,,,2.7387,,,
1999-11-11,17.12,17.12,17.0,2.7,3300,-16185.0915,,,,,,,,,,,,2.7293,,,,,,,,,2.7937,,,,,,2.7245,,,
1999-11-12,17.0,17.0,16.81,2.68,2100,-9885.0915,,,,,,,,,,,,2.717,,,,,,,,,2.7926,,,,,,2.7132,,,
1999-11-15,17.0,17.0,17.0,2.68,500,-9885.0915,,,,,,,,,,,,2.7078,,,,,,-0.1182,-4.2254,,2.7897,,,,,,2.7049,,,
1999-11-16,16.5,17.0,16.5,2.6,3200,-19485.0915,,,,,,,,,,,,2.6812,,,,,,-0.1971,-7.0423,,2.7869,,,,,,2.6853,,,
1999-11-17,16.5,16.5,16.5,2.6,0,-19485.0915,,,,,,,,,,,,2.6612,,,,,,-0.1577,-5.7143,,2.7814,,,,,,2.6657,,,
1999-11-18,16.5,16.5,16.5,2.6,0,-19485.0915,,,,,,,2.7023,,,,,2.6462,,,,,,-0.1372,-5.0086,,2.776,2.7023,,,,,2.6518,,,
1999-11-19,17.0,17.0,17.0,2.68,200,-19485.0915,,,0.0399,,,,2.6994,,,,,2.6547,,,,,2.1831,-0.0583,-2.1301,28.5714,2.7707,2.6939,,,,,2.6491,,,
1999-11-22,17.0,17.0,16.75,2.66,12600,-20997.0915,,,0.0398,,,,2.6941,,,,,2.6559,,,,,1.7173,-0.0788,-2.8785,26.455,2.7657,2.684,,,,,2.6434,,,
1999-11-23,16.87,16.87,16.75,2.66,5900,-3297.0915,,,0.0383,,,,2.6895,,,,,2.6569,,,,,1.6631,-0.0394,-1.4603,26.455,2.7607,2.6769,,,,,2.6405,,,
1999-11-24,17.0,17.0,17.0,2.68,200,-3297.0915,,,0.0371,,,,2.6882,,,,,2.6627,,,,,2.3499,-0.0189,-0.7009,32.2733,2.7559,2.6727,,,,,2.6405,,,
1999-11-26,17.0,17.0,17.0,2.68,500,-3297.0915,,,0.0344,,,,2.6872,,,,,2.6671,,,,,1.7634,-0.0189,-0.7009,32.2733,2.7513,2.6685,,,,,2.6518,,,
1999-11-29,17.0,17.0,16.87,2.66,6800,-23697.0915,,,0.0334,2.581,2.6926,2.8042,2.6835,,2.6926,,,2.6652,,,,,1.6196,-0.0205,-0.7647,29.5611,2.7468,2.6629,,2.6926,,,2.6601,,,
1999-11-30,16.87,17.0,16.87,2.68,700,-21597.0915,,,0.0325,2.5862,2.6867,2.7872,2.683,,2.6914,,,2.6689,,,,,3.1521,0.0,0.0,35.407,2.7424,2.6616,,2.6867,,,2.6714,,84.4613,100.0
1999-12-01,17.0,17.0,16.87,2.68,900,-18897.0915,,,0.0316,2.5943,2.6808,2.7672,2.6827,,2.6903,,,2.6717,,,,,4.5332,0.0788,3.0303,35.407,2.7382,2.6602,,2.6808,,,2.6714,,84.4613,100.0
1999-12-02,17.0,17.0,17.0,2.68,700,-18897.0915,,,0.0294,2.5981,2.6768,2.7555,2.6823,,2.6894,,,2.6738,,,,,7.0411,0.0788,3.0303,35.407,2.7341,2.6589,,2.6768,,,2.6743,,100.0,100.0
1999-12-03,17.0,17.0,17.0,2.68,200,-18897.0915,,,0.0273,2.6004,2.6739,2.7474,2.682,,2.6885,,,2.6754,,,,,7.5233,0.0788,3.0303,35.407,2.7301,2.6589,,2.6739,,,2.6772,,100.0,100.0
1999-12-06,17.0,17.0,17.0,2.68,300,-18897.0915,,,0.0253,2.6036,2.671,2.7384,2.6818,,2.6877,,,2.6766,,,,,5.9845,0.0,0.0,35.407,2.7262,2.6589,,2.671,,,2.6772,,66.6667,0.0
1999-12-07,16.87,17.0,16.87,2.68,1100,-15597.0915,,,0.025,2.608,2.6681,2.7282,2.6816,,2.687,,,2.6775,,,,,6.4204,0.0205,0.7706,35.407,2.7225,2.6645,,2.6681,,,2.6772,,33.3333,0.0
1999-12-08,16.87,16.87,16.75,2.64,800,-17997.0915,,,0.026,2.6057,2.6652,2.7246,2.6761,,2.6826,,,2.6683,,,,,6.2442,-0.0189,-0.7113,28.349,2.7189,2.6673,,2.6652,,,2.6745,,0.0,0.0
1999-12-09,16.75,17.0,16.75,2.68,1900,-12297.0915,51.5658,,0.027,2.6064,2.6642,2.7221,2.6767,,2.6823,,,2.6713,,,,,12.0204,0.0,0.0,41.0122,2.7153,2.6729,,2.6642,,,2.6745,,33.3333,100.0
1999-12-10,17.0,17.0,17.0,2.68,200,-12297.0915,51.052,,0.025,2.6071,2.6633,2.7194,2.6771,,2.6821,,,2.6735,,,,,12.0204,0.0,0.0,41.0122,2.7119,2.6729,,2.6633,,,2.6745,,66.6667,100.0
1999-12-13,17.0,17.0,16.75,2.66,9200,-13401.0915,51.2664,,0.0261,2.6066,2.6622,2.7179,2.6748,,2.68,2.6864,,2.67,,,,,13.5055,0.0,0.0,37.0619,2.7086,2.6729,,2.6622,2.6864,,2.6716,,89.6018,68.8055
1999-12-14,16.75,17.0,16.5,2.64,3800,-13401.0915,51.9835,,0.0298,2.6045,2.6603,2.716,2.6702,,2.6762,2.6835,,2.6627,,,,,14.6286,-0.0394,-1.4706,33.8234,2.7054,2.6716,,2.6603,2.6812,,2.666,,70.6788,43.2311
1999-12-15,16.87,16.87,16.37,2.6,4300,-19593.0915,52.8738,,0.0333,2.6045,2.6603,2.716,2.6611,,2.6691,2.6782,,2.6473,,,,,11.9438,-0.0788,-2.9412,28.2793,2.7012,2.666,,2.6603,2.6746,,2.6547,,37.3455,0.0
1999-12-16,16.75,16.75,16.5,2.6,3100,-28893.0915,53.7005,,0.0338,2.6045,2.6603,2.716,2.6531,,2.6627,2.6732,,2.6358,,,,,20.2046,-0.0788,-2.9412,28.2793,2.6952,2.6603,,2.6603,2.6694,,2.6434,,14.4104,0.0
1999-12-17,16.75,16.75,16.5,2.62,7900,-29841.0915,54.4682,,0.0342,2.609,2.6612,2.7135,2.6487,,2.6586,2.6698,,2.6319,,-0.0219,-0.0056,-0.0162,42.8923,-0.0599,-2.2353,34.2765,2.6895,2.6575,,2.6612,2.6654,,2.6405,,22.7614,68.2843
1999-12-20,16.62,16.62,16.5,2.6,3800,-41241.0915,55.181,,0.0331,2.5997,2.6573,2.7148,2.6424,,2.6532,2.6654,,2.6243,,-0.0236,-0.0059,-0.0177,37.4091,-0.0788,-2.9412,31.4448,2.684,2.6519,,2.6573,2.6609,,2.6292,,40.3561,52.784
1999-12-21,16.5,16.5,16.5,2.6,0,-41241.0915,55.8429,,0.0307,2.5919,2.6544,2.7168,2.6369,,2.6482,2.6613,,2.6185,,-0.0247,-0.0056,-0.0191,37.4091,-0.0788,-2.9412,31.4448,2.6789,2.6462,,2.6544,2.6563,,2.618,,57.9508,52.784
