date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_50_sma,sma_7_sma,stoch_14_slowd,stoch_14_slowk,stochrsi_14_fastd,stochrsi_14_fastk
1999-11-01,10.0,10.13,10.0,1.93,3800,15200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-02,10.13,10.13,10.0,1.91,2500,5200.0,,,,,,,,,,,,,,,,,,,1.9332,,,,,,,,,
1999-11-03,10.0,10.0,10.0,1.91,2000,5200.0,,,,,,,,,,,,,,,,,,,1.9332,,,,,,,,,
1999-11-04,10.0,10.0,10.0,1.91,2000,5200.0,,,,,,,,,,,,,,,,,,,1.9332,,,,,,,,,
1999-11-05,9.94,9.94,9.81,1.87,2900,-6400.0,,,,,,,,,,,,,,,,,,,1.9329,,,,,,,,,
1999-11-08,9.81,9.81,9.81,1.87,100,-6400.0,,,,,,,,,,,,,,,,,,,1.9317,,,,,,,,,
1999-11-09,9.75,9.81,9.62,1.84,18900,-82000.0,,,,,,,,,,,1.8915,,,,,,,,1.9306,,,,,1.8915,,,,
1999-11-10,9.81,9.81,9.81,1.87,700,-82000.0,,,,,,,,,,,1.8868,,,,,,,,1.9277,,,,,1.8829,,,,
1999-11-11,9.88,9.88,9.88,1.88,1700,-82000.0,,,,,,,,,,,1.8862,,,,,,,,1.925,,,,,1.8795,20.0154,43.3352,,
1999-11-12,9.94,10.0,9.94,1.91,7200,-53200.0,,,,,,,,,,,1.8918,,,,,,,,1.9224,,,,,1.8795,45.5716,76.6685,,
1999-11-15,10.0,10.0,9.88,1.9,2300,-53126.4,,,,,,,,,,,1.893,,,,,-0.0366,-1.8954,,1.9198,,,,,1.8778,69.2611,87.7796,,
1999-11-16,9.81,9.81,9.81,1.87,2000,-53126.4,,,,,,,,,,,1.8879,,,,,-0.0357,-1.87,,1.9173,,,,,1.8778,75.2012,61.1556,,
1999-11-17,9.75,9.75,9.75,1.86,6000,-53126.4,,,,,,,,,,,1.8811,,,,,-0.0477,-2.5,,1.9149,,,,,1.8761,58.9191,27.8222,,
1999-11-18,9.75,9.75,9.75,1.86,8600,-53126.4,,,,,,,1.8855,,,,1.876,,,,,-0.0477,-2.5,,1.9126,1.8855,,,,1.8795,29.6593,-0.0,,
1999-11-19,9.75,9.75,9.62,1.84,2400,-62726.4,,,0.018,,,,1.879,,,,1.8662,,,,20.0035,-0.0359,-1.9158,29.8805,1.9103,1.8786,,,,1.8743,9.2741,-0.0,,
1999-11-22,9.5,9.75,9.38,1.84,7500,-52726.4,,,0.0218,,,,1.8734,,,,1.8589,,,,18.219,-0.0359,-1.9158,29.8805,1.9081,1.8735,,,,1.8675,6.342,19.0259,,
1999-11-23,9.62,9.94,9.62,1.9,3400,-39126.4,,,0.0245,,,,1.8765,,,,1.8683,,,,23.9823,0.0597,3.2519,45.6121,1.9033,1.8726,,,,1.8658,23.795,52.3592,,
1999-11-24,10.0,10.0,9.88,1.9,4300,-38988.8,,,0.0245,,,,1.8791,,,,1.8753,,,,29.5792,0.0239,1.2738,45.6121,1.7891,1.8718,,,,1.8658,51.257,82.3859,,
1999-11-26,9.81,9.81,9.81,1.87,700,-38988.8,,,0.0244,,,,1.8783,,,,1.8747,,,,30.7286,-0.0118,-0.6278,41.3185,1.7903,1.8718,,,,1.8658,73.8217,86.72,,
1999-11-29,9.75,9.75,9.62,1.86,1300,-33788.8,,,0.0252,1.8272,1.8798,1.9325,1.8759,,1.8798,,1.8712,,,,30.1015,-0.0477,-2.5,39.3101,1.7915,1.8709,,1.8798,,1.8658,80.8308,73.3867,,
1999-11-30,9.75,9.75,9.5,1.81,9300,-70988.8,,,0.0268,1.8195,1.8738,1.9282,1.8675,,1.8735,,1.8566,,,,36.0398,-0.0836,-4.4073,32.5489,1.7927,1.8692,,1.8738,,1.859,67.8222,43.36,44.2162,0.0
1999-12-01,9.38,9.5,9.31,1.81,3900,-55388.8,,,0.0275,1.811,1.8691,1.9271,1.8603,,1.8677,,1.8457,,,,32.5519,-0.0597,-3.1896,32.5489,1.9084,1.865,,1.8691,,1.8556,48.6066,29.0733,19.9803,0.0
1999-12-02,9.38,9.5,9.38,1.81,1200,-50588.8,,,0.0272,1.8043,1.8643,1.9243,1.854,,1.8625,,1.8375,,,,31.8196,-0.0477,-2.5641,32.5489,1.9071,1.8599,,1.8643,,1.8522,31.3244,21.5399,0.0,0.0
1999-12-03,9.62,9.88,9.44,1.81,8000,-73508.7085,,,0.0312,1.7992,1.8595,1.9199,1.8485,,1.8578,,1.8314,,,,32.4913,-0.0477,-2.5641,32.5489,1.9058,1.853,,1.8595,,1.8403,27.7482,32.6313,0.0,0.0
1999-12-06,9.5,9.5,9.31,1.81,5600,-51108.7085,,,0.0315,1.7932,1.8565,1.9198,1.8438,,1.8535,,1.8268,,,,30.6725,-0.0239,-1.2987,32.5489,1.9045,1.8471,,1.8565,,1.8283,29.6069,34.6493,0.0,0.0
1999-12-07,9.38,9.38,9.31,1.78,3600,-65508.7085,,,0.0318,1.7802,1.8518,1.9233,1.8349,,1.8463,,1.8144,,,,29.8929,-0.0595,-3.2416,27.4359,1.9032,1.8403,,1.8518,,1.8147,29.8211,22.1827,0.0,0.0
1999-12-08,9.31,9.31,9.25,1.77,1100,-69908.7085,,,0.0304,1.7674,1.8482,1.9289,1.8256,,1.8385,,1.8021,,,,32.772,-0.1313,-6.9229,25.9566,1.902,1.8334,,1.8482,,1.8011,22.6411,11.0913,0.0,0.0
1999-12-09,9.25,9.38,9.25,1.78,7600,-69665.5085,40.9458,,0.03,1.7579,1.8434,1.9289,1.8192,,1.8327,,1.7959,,,,41.0865,-0.1193,-6.289,30.0201,1.8992,1.8275,,1.8434,,1.796,12.2113,3.36,20.547,61.6409
1999-12-10,9.31,9.31,9.19,1.78,4700,-50865.5085,39.9532,,0.0295,1.7501,1.8381,1.926,1.8136,,1.8274,,1.7913,,,,39.6739,-0.0954,-5.0953,30.0201,1.8965,1.8232,,1.8381,,1.7909,10.3887,16.7147,41.094,61.6409
1999-12-13,9.31,9.31,9.0,1.77,9300,-28640.5883,39.7229,,0.0317,1.7437,1.8309,1.9181,1.8071,,1.8215,,1.7848,,,,38.7858,-0.0954,-5.1282,28.2237,1.8923,1.8181,,1.8309,,1.784,19.6705,38.9369,59.6914,55.7923
1999-12-14,9.19,9.25,9.0,1.73,84400,-196090.1883,39.5092,,0.0328,1.7303,1.8225,1.9148,1.7968,,1.8127,,1.771,,,,15.0383,-0.0834,-4.6,23.6919,1.8853,1.8062,,1.8225,,1.7721,32.2762,41.1769,39.1444,0.0
