date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_50_sma,sma_7_sma,stoch_14_slowd,stoch_14_slowk,stochrsi_14_fastd,stochrsi_14_fastk
1999-11-01,27.63,28.69,27.5,15.04,1395700,-82100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-02,28.25,28.44,27.94,15.08,820800,-279092.0,,,,,,,,,,,,,,,,,,,14.7417,,,,,,,,,
1999-11-03,28.25,28.25,27.25,14.61,903100,-1182192.0,,,,,,,,,,,,,,,,,,,15.2456,,,,,,,,,
1999-11-04,27.38,28.0,27.38,14.88,499700,-1085475.871,,,,,,,,,,,,,,,,,,,15.2456,,,,,,,,,
1999-11-05,27.88,28.0,26.69,14.37,1847500,-2594502.5885,,,,,,,,,,,,,,,,,,,15.2392,,,,,,,,,
1999-11-08,26.81,26.94,25.69,14.17,730400,-2448422.5885,,,,,,,,,,,,,,,,,,,15.2206,,,,,,,,,
1999-11-09,26.81,27.19,26.31,14.28,553000,-2599240.7703,,,,,,,,,,,14.6322,,,,,,,,15.1771,,,,,14.6322,,,,
1999-11-10,26.63,27.63,26.56,14.68,814900,-2165135.1629,,,,,,,,,,,14.6435,,,,,,,,15.135,,,,,14.5801,,,,
1999-11-11,28.0,28.63,27.44,14.91,1000600,-2543513.3141,,,,,,,,,,,14.7096,,,,,,,,13.7715,,,,,14.5556,43.2368,60.6626,,
1999-11-12,29.5,31.56,28.75,16.69,1690000,-1370737.5134,,,,,,,,,,,15.2041,,,,,,,,13.7872,,,,,14.8528,61.8981,79.3145,,
1999-11-15,31.0,32.06,30.56,17.09,1567500,-179437.5134,,,,,,,,,,,15.6755,,,,,2.0478,13.6137,,13.8498,,,,,15.169,75.7316,87.2177,,
1999-11-16,31.94,32.88,31.69,17.63,697100,517662.4866,,,,,,,,,,,16.1631,,,,,2.5463,16.8859,,13.9499,,,,,15.6339,87.6823,96.5147,,
1999-11-17,32.75,33.63,32.75,18.03,1164800,1682462.4866,,,,,,,,,,,16.6293,,,,,3.4201,23.4128,,14.097,,,,,16.1845,94.2296,98.9565,,
1999-11-18,33.5,33.69,32.5,17.76,1178000,1751756.6042,,,,,,,15.6572,,,,16.9119,,,,,2.884,19.3874,,14.2935,15.6572,,,,16.6823,97.2309,96.2213,,
1999-11-19,32.63,33.88,31.0,17.05,1081000,1278819.1042,,,0.7428,,,,15.8432,,,,16.9469,,,,61.1051,2.6803,18.6498,65.9303,14.5195,15.8008,,,,17.0215,90.2053,75.4382,,
1999-11-22,31.56,31.94,31.25,16.92,866600,1190903.1622,,,0.7162,,,,15.9866,,,,16.9397,,,,55.2157,2.7446,19.3646,64.4559,14.7744,15.9322,,,,17.3087,73.4153,48.5863,,
1999-11-23,31.81,32.13,31.69,17.19,753200,1704448.6167,,,0.6869,,,,16.1465,,,,17.0014,,,,60.8451,2.9108,20.3905,66.0893,15.0116,16.1163,,,,17.3799,51.7749,31.3002,,
1999-11-24,32.13,33.0,32.06,17.36,652700,1496140.1061,,,0.6738,,,,16.308,,,,17.0904,,,,61.4947,2.6803,18.2615,67.1303,15.2321,16.2936,,,,17.4182,38.2029,34.7222,,
1999-11-26,32.38,32.38,31.94,17.26,202200,1523712.8334,,,0.6425,,,,16.4344,,,,17.1318,,,,68.2191,2.348,15.7497,65.8379,15.4372,16.4996,,,,17.3654,36.0121,42.0139,,
