date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_30_ema,ema_50_ema,ema_7_ema,ema_90_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_30_sma,sma_50_sma,sma_7_sma,sma_90_sma,stochrsi_14_fastd,stochrsi_14_fastk
2002-12-06,39.0,43.2,38.9,4.11,5510200,23706674.4186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-09,42.7,42.8,41.14,4.03,629900,23896403.3343,,,,,,,,,,,,,,,,,,,,,3.7302,,,,,,,,,
2002-12-10,42.05,43.3,41.65,4.1,344600,24470736.6676,,,,,,,,,,,,,,,,,,,,,3.734,,,,,,,,,
2002-12-11,42.7,45.5,42.3,4.32,509800,26318761.6676,,,,,,,,,,,,,,,,,,,,,3.7423,,,,,,,,,
2002-12-12,45.06,45.06,43.6,4.21,271100,25538884.9553,,,,,,,,,,,,,,,,,,,,,3.761,,,,,,,,,
2002-12-13,43.91,43.97,43.25,4.19,197500,25648607.1775,,,,,,,,,,,,,,,,,,,,,3.779,,,,,,,,,
2002-12-16,43.5,43.75,42.95,4.13,159600,25149857.1775,,,,,,,,,,,,4.1561,,,,,,,,,3.7965,,,,,,4.1561,,,
2002-12-17,43.0,44.0,42.8,4.15,329200,24793223.8442,,,,,,,,,,,,4.1544,,,,,,,,,3.8135,,,,,,4.1612,,,
2002-12-18,43.2,43.2,42.55,4.09,148400,24325193.0749,,,,,,,,,,,,4.1388,,,,,,,,,3.83,,,,,,4.1701,,,
2002-12-19,42.55,42.7,42.17,4.06,136800,23976740.2447,,,,,,,,,,,,4.1181,,,,,,,,,3.846,,,,,,4.1639,,,
2002-12-20,42.4,44.6,42.0,4.26,180900,24776874.8601,,,,,,,,,,,,4.1542,,,,,,0.1486,3.6131,,3.8615,,,,,,4.1556,,,
2002-12-23,44.35,44.55,43.35,4.16,127700,24191583.1935,,,,,,,,,,,,4.1561,,,,,,0.1323,3.2842,,3.8766,,,,,,4.1486,,,
2002-12-24,43.6,43.6,42.96,4.13,43600,24034895.6935,,,,,,,,,,,,4.1491,,,,,,0.0288,0.7018,,3.8912,,,,,,4.1404,,,
2002-12-26,43.1,43.15,42.55,4.09,65000,23764062.3601,,,,,,,4.1448,,,,,4.1331,,,,,,-0.2359,-5.4594,,3.9053,4.1448,,,,,4.1335,,,
2002-12-27,42.5,42.5,41.75,4.03,166100,23487229.0268,,,0.1228,,,,4.1292,,,,,4.1067,,,,,64.0623,-0.1832,-4.3498,46.1274,3.9191,4.1387,,,,,4.1161,,,
2002-12-30,42.3,42.85,42.1,4.06,215300,23042275.6935,,,0.1199,,,,4.1197,,,,,4.0946,,,,,59.1025,-0.1275,-3.047,47.6791,3.9324,4.1407,,,,,4.1113,,,
2002-12-31,42.27,43.8,42.27,4.19,355600,24494890.0725,,,0.1218,,,,4.1286,,,,,4.1176,,,,,59.3322,0.0537,1.2993,53.6938,3.9453,4.147,,,,,4.13,,,
2003-01-02,43.66,43.95,43.45,4.19,63000,24520090.0725,,,0.1165,,,,4.1372,,,,,4.1363,,,,,51.7506,0.0432,1.04,53.949,3.9579,4.1378,,,,,4.12,,,
2003-01-03,43.72,45.8,43.52,4.39,172300,25381590.0725,,,0.1238,,,,4.1711,,,,,4.2002,,,,,61.4887,0.3001,7.3354,61.8091,3.97,4.1507,,,,,4.1528,,,
2003-01-06,45.03,48.35,45.03,4.61,374900,26973785.8557,,,0.1377,3.9031,4.1748,4.4466,4.23,,4.1748,,,4.3033,,,,,72.3778,0.5562,13.7116,68.2603,3.9869,4.1812,,4.1748,,,4.222,,,
2003-01-07,48.0,48.6,47.25,4.6,276600,27168430.3001,,,0.1371,3.8713,4.1994,4.5275,4.2799,,4.2158,,,4.3786,,,,,79.7472,0.3423,8.0315,67.8311,4.0194,4.2149,,4.1994,,,4.2963,,99.0178,97.0535
2003-01-08,48.03,48.27,47.67,4.6,82200,27223230.3001,,,0.1314,3.8658,4.2281,4.5904,4.3231,,4.2527,,,4.4349,,,,,77.796,0.4421,10.6221,67.7737,4.0578,4.2474,,4.2281,,,4.3786,,97.8846,96.6002
2003-01-09,48.1,49.2,47.66,4.7,129800,27745801.7287,,,0.1326,3.8466,4.2583,4.67,4.3738,,4.2957,,,4.5021,,,,,83.7153,0.5754,13.9373,70.562,4.094,4.2911,,4.2583,,,4.4708,,97.8846,100.0
2003-01-10,48.85,49.35,48.71,4.7,168800,27640301.7287,,,0.1275,3.8233,4.2772,4.731,4.417,,4.334,,,4.551,,,,,89.3717,0.6128,15.0,70.1847,4.1377,4.3369,,4.2772,,,4.5438,,94.3563,86.4688
