date,open,high,low,close,volume,atr_14_atr,ema_14_ema,ema_200_ema,ema_20_ema,ema_50_ema,ema_7_ema,rsi_14_rsi,sma_14_sma,sma_200_sma,sma_20_sma,sma_50_sma,sma_7_sma
2000-03-20,29.38,29.81,29.06,4.89,9267,0.1211,4.7574,,4.7738,5.0673,4.818,53.4628,4.6569,,4.6077,5.1432,4.8426
2000-03-21,29.88,31.63,29.75,5.16,26000,0.1392,4.8114,,4.8107,5.071,4.9041,64.2741,4.6978,,4.6316,5.1287,4.9021
2000-03-22,31.25,31.25,30.31,5.13,15467,0.1404,4.8539,,4.8412,5.0734,4.9607,62.4419,4.755,,4.6596,5.1136,4.9452
2000-03-23,30.75,30.88,30.63,5.14,11067,0.1334,4.8924,,4.8699,5.0761,5.006,62.8619,4.81,,4.6961,5.0977,4.9899
2000-03-24,30.88,31.31,30.88,5.18,5400,0.1289,4.9312,,4.8998,5.0803,5.0505,64.3935,4.8695,,4.7347,5.0841,5.0346
2000-03-27,31.31,31.81,31.31,5.27,4200,0.1278,4.976,,4.9347,5.0876,5.1046,67.2982,4.9305,,4.7784,5.0703,5.0957
2000-03-28,31.44,31.75,31.19,5.23,3467,0.1254,5.0092,,4.9624,5.093,5.1348,64.4664,4.9811,,4.8153,5.0568,5.1433
2000-03-29,31.25,31.25,30.25,5.06,11667,0.1298,5.0159,,4.9716,5.0917,5.1158,54.5742,5.0049,,4.8388,5.0409,5.1671
2000-03-30,30.19,30.19,29.5,4.91,7667,0.131,5.0021,,4.966,5.0846,5.065,47.6455,5.0168,,4.868,5.0225,5.1314
2000-03-31,29.5,29.94,29.5,4.95,12000,0.1269,4.9956,,4.9648,5.0795,5.0372,49.603,5.0257,,4.8971,5.0044,5.1062
2000-04-03,29.88,29.88,29.5,4.98,6400,0.1224,4.993,,4.9658,5.0754,5.0218,50.6366,5.0362,,4.9283,4.9869,5.0824
2000-04-04,29.88,30.0,29.5,5.0,20600,0.1196,4.9933,,4.9687,5.0723,5.0153,51.6229,5.0451,,4.9575,4.9717,5.0555
2000-04-05,30.0,31.19,30.0,5.16,19000,0.1252,5.0158,,4.9871,5.0758,5.052,58.9785,5.0682,,4.9897,4.9622,5.0406
2000-04-06,31.06,31.75,31.06,5.24,11267,0.1252,5.0451,,5.0107,5.0821,5.0978,61.7353,5.0927,,5.0152,4.9558,5.042
2000-04-07,31.56,32.13,31.56,5.33,5800,0.1244,5.0829,,5.041,5.0918,5.1555,64.9627,5.1238,,5.0443,4.9516,5.0805
2000-04-10,32.25,32.25,31.5,5.26,14200,0.1245,5.1059,,5.0614,5.0982,5.1805,60.6353,5.1305,,5.0656,4.9456,5.1295
2000-04-11,31.44,31.44,30.19,5.08,24667,0.1319,5.1023,,5.0631,5.0974,5.1551,51.7003,5.1268,,5.0781,4.9375,5.1474
2000-04-12,30.38,31.25,30.38,5.14,13200,0.1328,5.1076,,5.0706,5.0992,5.1518,54.3001,5.1268,,5.0917,4.9307,5.1712
2000-04-13,30.75,30.75,30.38,5.09,5467,0.1293,5.1051,,5.0724,5.0988,5.1361,51.7729,5.12,,5.1042,4.9226,5.1845
2000-04-14,30.38,30.38,29.5,4.96,11867,0.1326,5.0863,,5.062,5.0935,5.0931,46.3302,5.0984,,5.1078,4.9113,5.1562
2000-04-17,29.63,29.75,29.25,4.92,8467,0.1298,5.0644,,5.0487,5.0868,5.0504,44.6453,5.0767,,5.1092,4.9009,5.1115
2000-04-18,29.38,29.94,29.38,4.99,13400,0.1272,5.0539,,5.0427,5.0828,5.0342,47.7553,5.0715,,5.1004,4.893,5.0624
2000-04-19,29.81,29.81,29.25,4.87,5667,0.1263,5.0295,,5.0263,5.0745,4.9933,43.0281,5.0685,,5.0874,4.884,5.0075
2000-04-20,29.0,29.0,28.75,4.8,4200,0.1233,4.9986,,5.0045,5.0636,4.9443,40.2893,5.0573,,5.0702,4.8757,4.9673
2000-04-24,28.63,28.88,28.5,4.75,8467,0.119,4.9649,,4.9799,5.0512,4.8947,38.4332,5.0409,,5.0483,4.868,4.9107
2000-04-25,28.63,28.94,28.38,4.78,5267,0.1171,4.9399,,4.9606,5.0404,4.8654,40.2501,5.0253,,5.0238,4.8659,4.8662
2000-04-26,28.94,29.38,28.5,4.89,15800,0.1192,4.9335,,4.9541,5.0346,4.8721,46.4326,5.0061,,5.0072,4.8622,4.856
2000-04-27,29.25,29.44,29.13,4.9,7200,0.1144,4.9294,,4.9492,5.0294,4.8797,46.9467,4.9823,,4.9993,4.8599,4.8531
2000-04-28,29.44,30.13,29.44,5.02,31000,0.1144,4.9411,,4.9557,5.029,4.9141,52.5824,4.96,,5.0046,4.8612,4.8576
2000-05-01,29.88,31.25,29.88,5.2,16600,0.1226,4.9761,,4.9793,5.0358,4.9865,60.0085,4.9563,,5.0171,4.8672,4.9052
2000-05-02,31.44,32.0,31.38,5.31,21600,0.1227,5.0205,,5.0107,5.0465,5.067,63.4738,4.9728,,5.0337,4.8768,4.9782
2000-05-03,31.88,31.94,31.31,5.21,6800,0.1215,5.0462,,5.03,5.0531,5.1037,58.532,4.9779,,5.0446,4.8874,5.0451
2000-05-04,31.0,31.19,30.31,5.07,8600,0.1247,5.0492,,5.0337,5.0537,5.095,51.8914,4.9765,,5.04,4.8974,5.0867
2000-05-05,30.0,30.19,29.31,4.94,11667,0.1292,5.0352,,5.0252,5.0494,5.0572,46.9467,4.975,,5.0254,4.908,5.0941
2000-05-08,29.75,29.94,29.25,4.89,7467,0.1282,5.0162,,5.0125,5.0432,5.016,45.0364,4.9729,,5.0036,4.9176,5.0927
2000-05-09,29.31,29.5,29.31,4.9,9400,0.1213,5.001,,5.002,5.0377,4.9876,45.4986,4.9669,,4.9859,4.9278,5.0762
2000-05-10,29.0,29.0,28.31,4.81,19000,0.1223,4.9754,,4.9836,5.0287,4.943,41.9523,4.9625,,4.9725,4.9343,5.0199
2000-05-11,28.44,29.0,28.38,4.88,6400,0.121,4.9631,,4.9741,5.023,4.928,45.5815,4.9687,,4.9595,4.9401,4.9591
2000-05-12,29.0,29.0,28.63,4.88,7400,0.1168,4.9524,,4.9654,5.0175,4.9168,45.5815,4.9785,,4.9492,4.9512,4.9119
2000-05-15,28.94,28.94,28.69,4.85,1800,0.1122,4.9389,,4.9545,5.011,4.9004,44.1976,4.9837,,4.9436,4.9608,4.8808
2000-05-16,28.94,29.0,28.63,4.88,14267,0.1086,4.9315,,4.9477,5.006,4.8961,45.9644,4.9831,,4.9416,4.9714,4.8721
2000-05-17,29.0,29.19,28.81,4.86,4400,0.1055,4.9224,,4.9397,5.0004,4.8878,44.9954,4.9803,,4.9355,4.9805,4.8679
2000-05-18,28.69,28.81,28.38,4.78,13067,0.1039,4.9032,,4.9244,4.9917,4.8606,41.107,4.9632,,4.9309,4.9857,4.8502
2000-05-19,28.25,28.38,28.25,4.77,9067,0.0981,4.8851,,4.9094,4.9829,4.8372,40.5783,4.932,,4.9294,4.9865,4.8442
2000-05-22,28.13,28.5,28.13,4.77,6867,0.0955,4.8693,,4.8958,4.9744,4.8196,40.5783,4.8934,,4.9304,4.9869,4.8276
2000-05-23,28.13,28.88,28.13,4.8,21867,0.0977,4.8599,,4.8866,4.9675,4.8145,42.8905,4.8637,,4.9315,4.9863,4.8156
2000-05-24,28.25,28.31,27.81,4.71,21600,0.099,4.8406,,4.8702,4.9576,4.7896,38.6305,4.8384,,4.9226,4.984,4.7961
2000-05-25,28.25,28.25,27.88,4.69,8800,0.0964,4.8211,,4.8535,4.9473,4.7658,37.6636,4.8206,,4.9122,4.9805,4.7692
2000-05-26,28.0,28.56,28.0,4.79,7200,0.0977,4.8168,,4.8473,4.9411,4.7716,44.6286,4.8132,,4.9008,4.9795,4.7586
2000-05-30,28.5,29.06,28.31,4.88,11467,0.0997,4.8257,,4.8508,4.9388,4.7995,50.5756,4.8119,,4.8848,4.9793,4.7735
2000-05-31,29.13,29.31,29.13,4.94,9267,0.0963,4.8403,,4.8588,4.9387,4.8335,53.5497,4.8209,,4.8661,4.9802,4.7976
2000-06-01,29.88,30.38,29.69,5.03,12267,0.1023,4.8658,,4.8753,4.9423,4.8829,58.4953,4.8315,,4.857,4.9776,4.8353
2000-06-02,30.25,30.75,30.25,5.17,8667,0.1055,4.906,,4.9031,4.9512,4.9541,64.3105,4.8518,,4.862,4.9783,4.888
2000-06-05,30.56,30.56,29.75,5.01,16467,0.1093,4.9198,,4.9132,4.9535,4.968,54.7275,4.8631,,4.8652,4.9757,4.9301
2000-06-06,29.81,29.81,29.31,5.0,8467,0.1075,4.9304,,4.9214,4.9553,4.9758,54.1726,4.8714,,4.8706,4.972,4.9736
2000-06-07,29.56,29.94,29.56,5.02,1067,0.1044,4.9423,,4.9308,4.9578,4.9868,55.152,4.8826,,4.8765,4.967,5.0066
2000-06-08,29.75,29.75,29.56,4.98,5467,0.0999,4.947,,4.9352,4.9586,4.9844,52.6286,4.8968,,4.8849,4.9621,5.0201
2000-06-09,29.69,29.69,29.5,5.0,2267,0.0951,4.954,,4.9413,4.9602,4.9882,53.812,4.9134,,4.8907,4.9609,5.0292
2000-06-12,29.56,29.81,29.0,4.95,7467,0.098,4.9531,,4.9419,4.9596,4.9779,50.5678,4.9262,,4.8939,4.9616,5.0172
2000-06-13,29.31,29.5,29.31,4.94,3600,0.0933,4.9507,,4.9413,4.9587,4.9673,49.8371,4.936,,4.8981,4.9612,4.984
2000-06-14,29.31,29.44,28.56,4.81,8400,0.0972,4.9318,,4.9287,4.9528,4.9277,42.7157,4.9427,,4.8944,4.9579,4.9554
2000-06-15,28.5,28.56,27.88,4.81,7600,0.0985,4.9155,,4.9173,4.9472,4.8981,42.7157,4.9509,,4.8917,4.9541,4.9282
2000-06-16,28.69,29.13,28.5,4.82,20200,0.099,4.9029,,4.9081,4.9422,4.8788,43.5882,4.9532,,4.8938,4.9473,4.8998
2000-06-19,28.81,29.13,28.75,4.89,6267,0.0979,4.9016,,4.9067,4.9403,4.8824,48.7522,4.9539,,4.9001,4.9405,4.8878
2000-06-20,29.25,29.25,29.0,4.88,2200,0.094,4.8991,,4.9045,4.9381,4.8826,48.0907,4.9502,,4.9059,4.9316,4.8712
2000-06-21,29.13,29.13,28.88,4.89,3667,0.0902,4.8984,,4.9034,4.9363,4.8853,48.8383,4.9403,,4.9106,4.9243,4.8635
2000-06-22,29.0,29.0,28.75,4.86,5200,0.0875,4.8936,,4.8996,4.9334,4.8797,46.6669,4.9185,,4.918,4.92,4.8531
2000-06-23,28.88,29.0,28.75,4.87,3600,0.0843,4.8909,,4.897,4.9311,4.878,47.5047,4.9088,,4.927,4.9146,4.8623
2000-06-26,28.88,29.06,28.81,4.87,2867,0.0813,4.8885,,4.8948,4.9288,4.8768,47.5047,4.8998,,4.9312,4.9103,4.8714
2000-06-27,29.0,29.13,28.88,4.89,21200,0.0785,4.8892,,4.8946,4.9274,4.8809,49.3504,4.8908,,4.9317,4.9089,4.8817
2000-06-28,29.19,29.94,28.88,5.04,20067,0.0856,4.9095,,4.9086,4.9319,4.9211,60.3576,4.8953,,4.937,4.9113,4.9029
2000-06-29,29.94,30.38,29.94,5.12,3667,0.0848,4.9369,,4.9283,4.9391,4.9697,64.5105,4.9036,,4.9412,4.9139,4.9361
2000-06-30,30.44,30.63,29.25,5.01,25200,0.0953,4.9462,,4.9357,4.9417,4.9788,55.2949,4.9078,,4.9331,4.9166,4.9522
2000-07-03,29.63,30.0,29.63,5.05,5867,0.093,4.9602,,4.9468,4.946,4.997,57.9801,4.9161,,4.9352,4.9217,4.9792
2000-07-05,29.88,29.88,29.63,4.99,4867,0.0908,4.9641,,4.9508,4.9477,4.9951,53.259,4.929,,4.9347,4.9265,4.9958
2000-07-06,29.69,30.13,29.38,5.07,11400,0.0933,4.9787,,4.9625,4.9527,5.0147,58.211,4.9479,,4.9374,4.9325,5.0244
2000-07-07,30.0,30.25,29.81,5.09,6800,0.0919,4.994,,4.975,4.9582,5.0344,59.3248,4.9674,,4.9432,4.9365,5.053
2000-07-10,30.38,30.5,30.25,5.13,6667,0.0884,5.0116,,4.9893,4.9648,5.0572,61.093,4.984,,4.9495,4.9409,5.065
2000-07-11,30.44,30.44,30.0,5.08,7667,0.0874,5.0212,,4.9983,4.9694,5.0638,57.5481,4.9983,,4.9564,4.9423,5.0605
2000-07-12,30.0,30.13,29.81,5.07,8867,0.0857,5.0281,,5.0055,4.9735,5.0662,56.6978,5.0112,,4.9633,4.9397,5.0701
2000-07-13,30.25,30.44,30.19,5.12,5667,0.0833,5.0398,,5.0159,4.9791,5.0786,59.3903,5.0292,,4.9786,4.9358,5.0792
2000-07-14,30.5,31.38,30.44,5.28,19200,0.0894,5.0723,,5.0415,4.991,5.1299,67.9694,5.0585,,5.0023,4.9372,5.1213
2000-07-17,31.44,31.75,31.06,5.35,20800,0.0913,5.1089,,5.0705,5.0049,5.184,70.4564,5.0923,,5.0286,4.9428,5.1603
2000-07-18,31.56,31.56,31.19,5.28,7467,0.0915,5.1322,,5.0908,5.0159,5.209,65.0197,5.1203,,5.0481,4.9496,5.1875
2000-07-19,31.31,31.31,30.94,5.24,5600,0.0903,5.1468,,5.1052,5.0248,5.2172,61.5631,5.1346,,5.0661,4.9565,5.2041
2000-07-20,31.0,31.19,30.88,5.23,3800,0.0875,5.1579,,5.1171,5.0328,5.2204,60.5918,5.1427,,5.0829,4.9631,5.225
2000-07-21,31.19,31.31,30.63,5.16,5467,0.0895,5.1579,,5.121,5.0377,5.2047,54.8652,5.1536,,5.0976,4.9701,5.237
2000-07-24,30.56,30.94,30.38,5.17,12200,0.0898,5.1592,,5.1254,5.0428,5.1955,55.4972,5.1619,,5.1124,4.9758,5.2445
2000-07-25,30.56,31.63,30.56,5.22,27200,0.0963,5.1673,,5.1344,5.0497,5.2016,58.714,5.1783,,5.1297,4.9825,5.2354
2000-07-26,30.94,31.13,30.0,5.07,12267,0.103,5.1548,,5.1286,5.0507,5.1696,48.1869,5.1783,,5.1387,4.9869,5.1964
2000-07-27,30.06,30.38,29.94,5.04,5200,0.1009,5.1397,,5.1203,5.0503,5.1375,46.2372,5.1746,,5.1387,4.9901,5.1617
2000-07-28,29.94,29.94,29.63,5.01,4267,0.0974,5.1223,,5.1098,5.0487,5.1055,44.3066,5.1663,,5.1334,4.993,5.1285
2000-07-31,29.63,30.13,29.5,5.07,5467,0.0981,5.1158,,5.1063,5.0497,5.0975,48.902,5.1656,,5.1368,4.9989,5.1062
