date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_50_sma,sma_7_sma,stoch_14_slowd,stoch_14_slowk,stochrsi_14_fastd,stochrsi_14_fastk
2014-10-31,20.33,20.35,20.1,18.81,5761,-5761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-03,20.21,20.21,20.06,18.78,4028,-9251.9333,,,,,,,,,,,,,,,,,,,19.041,,,,,,,,,
2014-11-04,19.94,20.05,19.94,18.76,1870,-7381.9333,,,,,,,,,,,,,,,,,,,19.0383,,,,,,,,,
2014-11-05,20.31,20.31,20.0,18.74,4345,-10888.7688,,,,,,,,,,,,,,,,,,,19.0307,,,,,,,,,
2014-11-06,19.75,19.78,19.7,18.48,1990,-10550.4688,,,,,,,,,,,,,,,,,,,19.0232,,,,,,,,,
2014-11-07,20.0,20.0,19.57,18.39,1724,-11632.9804,,,,,,,,,,,,,,,,,,,19.0055,,,,,,,,,
2014-11-10,19.71,19.91,19.71,18.62,3510,-8473.9804,,,,,,,,,,,18.653,,,,,,,,18.9778,,,,,18.653,,,,
2014-11-11,20.5,20.5,19.84,18.64,3250,-10936.1017,,,,,,,,,,,18.6494,,,,,,,,18.3112,,,,,18.6289,,,,
2014-11-12,19.84,19.98,19.84,18.69,6900,-4036.1017,,,,,,,,,,,18.6608,,,,,,,,18.3199,,,,,18.6169,31.3289,42.105,,
2014-11-13,20.07,20.07,19.95,18.7,2450,-4852.7683,,,,,,,,,,,18.6716,,,,,,,,18.3285,,,,,18.6089,38.4707,42.2939,,
2014-11-14,19.87,19.87,19.78,18.51,1130,-5982.7683,,,,,,,,,,,18.6306,,,,,-0.2994,-1.592,,18.3371,,,,,18.5755,39.0339,32.7027,,
2014-11-17,19.79,19.79,19.76,18.49,3510,-9492.7683,,,,,,,,,,,18.5952,,,,,-0.2901,-1.5446,,18.3455,,,,,18.5772,31.0013,18.0073,,
2014-11-18,20.06,20.08,20.01,18.77,1950,-8657.054,,,,,,,,,,,18.6388,,,,,0.0094,0.0499,,18.3539,,,,,18.632,28.3045,34.2036,,
2014-11-19,19.92,19.92,19.92,18.64,850,-8657.054,,,,,,,18.6438,,,,18.6388,,,,,-0.1028,-0.5487,,18.3621,18.6438,,,,18.6347,33.3759,47.9167,,
2014-11-20,19.86,19.88,19.85,18.6,1240,-7417.054,,,0.2204,,,,18.6382,,,,18.6294,,,,40.1542,0.1246,0.6745,42.6667,18.3703,18.6291,,,,18.6293,47.5123,60.4167,,
2014-11-21,20.15,20.15,19.97,18.74,1950,-8067.054,,,0.2227,,,,18.652,,,,18.6575,,,,47.8038,0.3556,1.9338,48.2407,18.3784,18.6265,,,,18.636,53.5256,52.2436,,
2014-11-24,20.09,20.19,20.09,18.89,2580,-5487.054,,,0.2175,,,,18.6839,,,,18.7159,,,,53.8428,0.2713,1.4573,53.4405,18.3865,18.6358,,,,18.6628,60.5235,68.9103,,
2014-11-25,20.22,20.22,20.22,18.92,667,-5487.054,,,0.204,,,,18.7153,,,,18.7668,,,,48.7651,0.2807,1.506,54.3662,18.3944,18.6485,,,,18.7216,70.2991,89.7436,,
2014-11-26,20.21,20.21,20.21,18.91,540,-5487.054,,,0.1901,,,,18.7412,,,,18.8026,,,,50.9155,0.2152,1.1512,53.981,18.4023,18.6795,,,,18.7817,85.9152,99.0917,,
2014-11-28,20.49,20.63,20.49,19.19,1325,-6518.6612,,,0.2046,18.3539,18.7132,19.0725,18.8006,,18.7132,,18.8986,,,,55.7358,0.4823,2.5788,62.4493,18.4101,18.7366,,18.7132,,18.8413,93.8797,92.8039,,
2014-12-01,20.28,20.32,20.07,18.87,1000,-6718.6612,,,0.2191,18.3526,18.7165,19.0803,18.8102,,18.7284,,18.8921,,,,48.57,0.3649,1.9717,50.9791,18.4279,18.7547,,18.7165,,18.8747,85.7728,65.4229,65.569,0.0
2014-12-02,20.22,20.23,20.14,18.93,2350,-4368.6612,,,0.2094,18.3493,18.724,19.0986,18.826,,18.7475,,18.9013,,,,46.9611,0.4398,2.3785,52.6539,18.4454,18.7754,,18.724,,18.9215,66.9161,42.5216,38.2005,14.6016
2014-12-03,20.23,20.33,20.23,19.02,1325,-3043.6612,,,0.2012,18.3405,18.7371,19.1336,18.8522,,18.7736,,18.9315,,,,64.1506,0.2526,1.346,55.3896,18.4626,18.7988,,18.7371,,18.9616,46.299,30.9524,17.6844,38.4516
2014-12-04,20.33,20.35,20.32,19.04,1220,-1823.6612,,,0.1888,18.3339,18.752,19.1701,18.8774,,18.7991,,18.9589,,,,62.1546,0.4023,2.1586,55.9379,18.4794,18.8229,,18.752,,18.983,38.3802,41.6667,32.0951,43.2322
2014-12-05,20.5,20.51,20.5,19.19,1055,-768.6612,,,0.186,18.3484,18.7877,19.2271,18.9192,,18.8364,,19.0169,,,,67.2497,0.5895,3.169,60.1572,18.4959,18.8717,,18.7877,,19.0217,46.0317,65.4762,60.5613,100.0
2014-12-08,20.67,20.69,20.5,19.18,1213,-1981.6612,,,0.1854,18.3969,18.8275,19.2581,18.9541,,18.8693,,19.058,,,,81.3341,0.4398,2.3465,59.772,18.512,18.9211,,18.8275,,19.0605,59.6537,71.8182,79.3659,94.8656
2014-12-09,20.57,20.88,20.57,19.52,1203,-933.887,,,0.1976,18.3584,18.8724,19.3864,19.0293,,18.9311,,19.1731,,,,80.6322,0.6269,3.3185,67.7732,18.5374,18.9746,,18.8724,,19.1079,74.9179,87.4592,98.2885,100.0
2014-12-10,20.86,20.86,20.68,19.35,1026,-1959.887,35.6003,,0.1955,18.3659,18.908,19.45,19.0721,,18.9709,,19.2173,,,,79.7087,0.4304,2.275,61.217,18.5774,19.0254,,18.908,,19.176,78.2773,75.5544,79.8233,44.6044
2014-12-11,20.91,20.91,20.66,19.33,2407,-4366.887,36.3761,,0.1982,18.3772,18.9398,19.5023,19.1066,,19.0053,,19.2457,,,,87.0623,0.4211,2.2266,60.5165,18.6158,19.0775,,18.9398,,19.2335,76.586,66.7444,51.303,9.3046
2014-12-12,20.73,20.73,20.6,19.34,1427,-4259.3131,36.7497,,0.1928,18.3942,18.9716,19.549,19.1378,,19.0372,,19.2694,,,,79.2864,0.1538,0.8017,60.7559,18.6633,19.1203,,18.9716,,19.279,63.5162,48.2497,22.0685,12.2965
2014-12-15,20.55,20.59,20.22,18.98,1250,-5103.9077,35.2316,,0.2091,18.4582,18.995,19.5318,19.1161,,19.0313,,19.1959,,,,70.8911,0.1029,0.5454,48.3281,18.7083,19.1263,,18.995,,19.2696,48.2379,29.7197,7.2004,0.0
2014-12-16,19.95,20.26,19.95,18.77,3305,-6063.4239,32.8018,,0.2162,18.5127,19.009,19.5053,19.07,,19.0064,,19.0894,,,,58.7957,-0.1591,-0.8403,42.9852,19.565,19.1156,,19.009,,19.2095,32.8335,20.531,4.0988,0.0
2014-12-17,20.08,20.23,20.02,18.92,1046,-5017.4239,30.5456,,0.2145,18.5309,19.0168,19.5026,19.0506,,18.9986,,19.0482,,,,62.2938,-0.0978,-0.514,47.672,19.556,19.1166,,19.0168,,19.1728,22.1782,16.284,8.7912,26.3735
2014-12-18,20.87,21.16,20.87,19.78,5602,-188.1135,30.791,,0.2616,18.5161,19.0738,19.6315,19.1479,,19.073,,19.2312,0.1686,-0.0119,0.1805,68.8418,0.7392,3.8821,64.8608,18.6668,19.159,,19.0738,,19.2102,27.6609,46.1678,42.1245,100.0
2014-12-19,21.49,21.49,21.29,20.0,2156,-618.4507,31.547,,0.2663,18.4979,19.1435,19.7891,19.2609,,19.1609,,19.4222,0.2223,0.0335,0.1888,73.9949,0.8047,4.1931,67.7317,18.6781,19.2392,,19.1435,,19.3024,45.1793,73.0863,75.4578,100.0
2014-12-22,21.4,21.6,21.35,20.18,3168,1866.0815,32.4067,,0.264,18.4542,19.2156,19.9769,19.3838,,19.2582,,19.6123,0.2769,0.0704,0.2064,74.9388,1.0012,5.2195,70.0251,18.7067,19.3288,,19.2156,,19.4241,71.8537,96.3072,100.0,100.0
2014-12-23,21.79,21.79,21.0,19.72,2787,-356.4628,32.0144,,0.298,18.4804,19.2572,20.034,19.4291,,19.3026,,19.6403,0.2798,0.0587,0.2211,66.4265,0.2058,1.0547,58.9675,18.7517,19.3789,,19.2572,,19.4789,84.2935,83.4871,83.5108,50.5324
2014-12-24,20.6,21.3,20.6,19.84,1505,744.3372,30.5073,,0.3235,18.5031,19.3034,20.1036,19.4842,,19.3539,,19.6907,0.2884,0.0538,0.2346,61.6005,0.4922,2.5435,60.6866,18.8172,19.4361,,19.3034,,19.6027,83.1728,69.724,55.3598,15.547
2014-12-26,21.18,21.51,21.18,20.08,1280,1636.4584,29.5312,,0.3224,18.5155,19.3618,20.2082,19.5636,,19.423,,19.7879,0.3108,0.061,0.2498,61.9591,0.7485,3.8722,63.9642,18.88,19.4996,,19.3618,,19.7898,71.4126,61.0268,37.0893,45.1884
2014-12-29,21.64,21.64,21.37,20.09,3861,635.4584,28.877,,0.3174,18.5082,19.407,20.3058,19.6336,,19.4865,,19.8632,0.3255,0.0606,0.265,65.2441,0.7486,3.8708,64.0912,18.9404,19.5644,,19.407,,19.9561,65.395,65.4342,35.6906,46.3364
2014-12-30,21.49,21.49,21.26,19.89,2577,-1941.5416,27.9496,31.7749,0.3101,18.5706,19.458,20.3454,19.6682,,19.5251,,19.8706,0.3177,0.0422,0.2755,58.8981,0.9171,4.8328,59.3645,18.9983,19.5912,,19.458,,19.9722,64.4702,66.9496,33.0907,7.7472
2014-12-31,21.48,21.48,21.23,19.86,1363,-3304.5416,26.9984,31.6873,0.3047,18.6354,19.5047,20.3741,19.6943,,19.5575,,19.869,0.3057,0.0241,0.2815,58.2534,1.0947,5.8325,58.696,19.0539,19.6279,,19.5047,,19.9535,65.1453,63.0523,18.0278,0.0
2015-01-02,21.04,21.46,21.04,19.93,3675,-2374.7223,25.5523,31.151,0.3106,18.6915,19.5501,20.4087,19.7257,,19.5929,,19.8843,0.298,0.0132,0.2848,49.2623,1.0054,5.3126,59.8289,19.1073,19.6707,,19.5501,,19.9174,61.0429,53.1269,9.5821,20.9992
2015-01-05,21.29,21.46,21.19,19.86,3939,-5144.5595,24.2226,29.7271,0.3065,18.7557,19.5913,20.4269,19.7442,,19.6188,,19.8793,0.2834,-0.0011,0.2846,56.465,0.0842,0.4257,58.1123,19.1585,19.7082,,19.5913,,19.9374,53.7905,45.1923,6.9997,0.0
2015-01-06,21.3,21.3,20.87,19.64,6633,-8184.6845,22.9044,27.8531,0.3135,18.7983,19.6135,20.4288,19.7297,,19.6204,,19.8183,0.2504,-0.0273,0.2777,49.3547,-0.3602,-1.8016,52.441,19.2077,19.7553,,19.6135,,19.9079,43.1965,31.2701,6.9997,0.0
2015-01-07,21.09,21.31,21.09,19.91,8065,-2319.23,21.6505,26.098,0.3128,18.8502,19.65,20.4498,19.7539,,19.6481,,19.8415,0.2438,-0.0272,0.2709,61.1659,-0.2713,-1.3445,57.7834,19.2549,19.8368,,19.65,,19.8838,38.576,39.2657,24.1044,72.3131
2015-01-08,21.59,21.6,21.59,20.21,342,-1977.23,20.55,25.6705,0.3119,18.8514,19.6846,20.5179,19.8148,,19.7016,,19.9338,0.2596,-0.009,0.2687,60.6328,0.4866,2.4668,62.6807,19.3003,19.9287,,19.6846,,19.9012,44.1931,62.0435,57.4377,100.0
2015-01-09,21.91,21.91,21.58,20.33,2688,-2220.8529,20.2808,25.9139,0.3116,18.87,19.7337,20.5975,19.8838,,19.7617,,20.0334,0.2788,0.0081,0.2707,58.1355,0.4903,2.471,64.4832,19.3438,19.9681,,19.7337,,19.964,61.5535,83.3512,90.771,100.0
2015-01-12,23.17,23.17,22.58,21.13,8851,-10915.8352,21.9915,27.1991,0.3856,18.7882,19.8238,20.8594,20.0503,,19.8922,,20.3082,0.3545,0.067,0.2875,64.0875,1.0528,5.2432,73.538,19.4017,20.0493,,19.8238,,20.1452,77.0571,85.7765,100.0,100.0
2015-01-13,22.89,22.89,22.25,20.92,9047,-16852.929,22.7032,27.3588,0.4009,18.7885,19.9029,21.0173,20.1665,,19.9903,19.282,20.4616,0.393,0.0844,0.3086,51.4844,0.8328,4.1453,68.5798,19.5383,20.1021,,19.9029,19.282,20.2869,80.6412,72.7957,89.5094,68.5283
2015-01-14,22.42,22.59,22.42,21.11,2250,-15238.2231,23.3641,26.9357,0.3876,18.8619,20.0098,21.1577,20.2929,,20.0974,19.3538,20.6248,0.434,0.1003,0.3337,56.0017,1.2219,6.1425,70.5367,19.6668,20.2014,,20.0098,19.3281,20.4654,74.8203,65.8888,80.2951,72.3571
2015-01-15,22.57,22.57,22.01,20.61,5077,-19952.5803,22.9481,26.2396,0.3973,19.0778,20.102,21.1262,20.3356,,20.1465,19.4032,20.6219,0.4212,0.07,0.3512,52.5138,0.7485,3.7683,60.0556,19.7876,20.2565,,20.102,19.3648,20.6051,63.0473,50.4574,46.9618,0.0
2015-01-16,22.12,22.28,22.06,20.84,2492,-17684.9622,22.5619,25.7195,0.3857,19.2794,20.1976,21.1159,20.4025,,20.2123,19.4595,20.6758,0.4243,0.0585,0.3658,49.351,0.9076,4.554,62.7263,19.9011,20.3106,,20.1976,19.4063,20.7375,51.3074,37.5761,30.722,19.8088
2015-01-20,22.49,22.73,22.3,21.25,3934,-14118.7455,22.9224,25.436,0.3889,19.2671,20.2711,21.2751,20.5154,,20.311,19.5296,20.8191,0.4547,0.0711,0.3836,49.5726,1.3847,6.9708,67.072,20.0078,20.3935,,20.2711,19.4565,20.8858,43.8167,43.4166,28.9174,66.9435
2015-01-21,22.79,22.79,22.18,20.79,3002,-16727.0406,22.9485,24.9734,0.4018,19.2909,20.3109,21.3309,20.5521,,20.3567,19.5791,20.812,0.4367,0.0425,0.3942,49.122,1.1556,5.8852,58.844,20.1081,20.4577,,20.3109,19.5028,20.9513,41.3166,42.957,28.9174,0.0
2015-01-22,21.98,22.44,21.98,20.96,4089,-13345.7692,22.468,24.0101,0.4039,19.2937,20.3497,21.4057,20.6064,,20.4141,19.6332,20.8488,0.4312,0.0296,0.4016,46.9607,1.0481,5.2636,60.7502,20.2024,20.5359,,20.3497,19.5542,20.9266,46.3825,52.7738,30.0371,23.1679
2015-01-23,22.38,22.56,22.38,21.05,2394,-12517.3278,22.2357,23.2291,0.3873,19.3587,20.4161,21.4735,20.6659,,20.4749,19.6889,20.8998,0.4293,0.0222,0.4071,51.67,0.8421,4.1667,61.807,20.2911,20.6161,,20.4161,19.6029,20.9453,47.7975,47.6616,19.7263,36.0111
2015-01-26,22.46,22.72,22.46,21.19,2299,-11491.6201,22.3014,22.6029,0.377,19.4093,20.4836,21.5579,20.7359,,20.5432,19.7478,20.9727,0.4341,0.0215,0.4125,50.5311,0.859,4.2246,63.38,20.3744,20.7108,,20.4836,19.6539,20.9562,55.5374,66.177,38.1026,55.1288
2015-01-27,23.21,23.21,22.49,21.2,4786,-14054.789,23.1229,22.3867,0.3982,19.4389,20.5396,21.6403,20.7978,,20.6057,19.8047,21.0295,0.4335,0.0168,0.4167,59.9425,0.0674,0.3188,63.4807,20.4527,20.8226,,20.5396,19.704,21.0401,60.3599,67.2412,63.7133,100.0
2015-01-28,22.72,22.72,22.27,20.84,2075,-16129.789,23.2857,21.9178,0.3998,19.4893,20.577,21.6647,20.8031,,20.6278,19.8452,20.9815,0.3992,-0.014,0.4132,51.8922,-0.0842,-0.4025,56.4462,20.5412,20.8888,,20.577,19.7467,21.0401,62.3731,53.7011,51.7096,0.0
2015-01-29,22.18,22.56,22.18,21.08,1836,-14584.7266,23.196,21.7384,0.3967,19.5753,20.6364,21.6976,20.8401,,20.6709,19.8937,21.0063,0.3872,-0.0208,0.408,53.2113,-0.0338,-0.16,59.6762,20.6235,20.9509,,20.6364,19.7982,21.016,52.8251,37.5329,48.6391,45.9172
2015-01-30,23.0,23.0,22.45,21.07,3440,-17149.0903,23.804,22.8978,0.4051,19.6818,20.6968,21.7117,20.871,,20.7091,19.9399,21.0226,0.3727,-0.0283,0.4009,53.9404,0.4585,2.2242,59.4952,20.7001,21.0037,,20.6968,19.8498,21.0561,40.4719,30.1816,29.7538,43.3441
2015-02-02,22.0,22.12,21.96,20.7,1920,-15229.0903,23.1496,22.9264,0.4136,19.783,20.7351,21.6873,20.8478,,20.7079,19.9696,20.9412,0.3271,-0.059,0.3862,43.3465,-0.1404,-0.6736,52.5589,21.7171,20.9726,,20.7351,19.8884,21.0187,31.4346,26.5892,29.7538,0.0
2015-02-03,22.75,22.75,22.0,20.96,8292,-14775.189,23.4694,23.4167,0.4341,19.9221,20.7897,21.6573,20.8621,,20.7315,20.0082,20.9448,0.3084,-0.0623,0.3706,61.3469,-0.2937,-1.3822,56.3412,21.7054,20.975,,20.7897,19.9347,21.0048,28.671,29.2421,32.162,53.1418
2015-02-04,22.12,22.14,22.12,20.72,555,-14220.189,23.7663,23.3572,0.4215,20.1541,20.8437,21.5334,20.8426,,20.73,20.036,20.8876,0.271,-0.0797,0.3507,58.7283,-0.0749,-0.36,52.1853,21.6938,20.9466,,20.8437,19.977,20.9369,26.6139,24.0103,17.7139,0.0
2015-02-05,22.37,22.54,22.27,21.09,857,-13363.189,24.5628,23.5624,0.4182,20.355,20.9027,21.4504,20.8757,,20.7643,20.0773,20.9382,0.2685,-0.0657,0.3343,66.5955,0.1309,0.6246,57.4648,21.6823,20.9806,,20.9027,20.024,20.9212,30.5286,38.3333,41.7883,72.2232
2015-02-06,22.74,22.74,22.48,21.03,5450,-18813.189,25.5416,24.232,0.406,20.4956,20.9436,21.3916,20.8961,,20.7896,20.1147,20.961,0.2587,-0.0605,0.3192,74.3103,-0.0234,-0.1111,56.3754,21.671,20.9943,,20.9436,20.0667,20.9486,36.1442,46.0889,50.53,79.3668
2015-02-09,22.64,22.64,22.2,20.77,2124,-20937.189,25.7466,24.3475,0.4065,20.6049,20.9655,21.3261,20.8794,,20.7877,20.1404,20.9133,0.2273,-0.0735,0.3008,68.3138,-0.4211,-1.9869,51.8634,21.6598,20.9601,,20.9655,20.1037,20.9042,44.5031,49.0869,50.53,0.0
2015-02-10,22.01,22.5,22.01,21.04,1807,-19203.9442,25.4828,23.9754,0.4103,20.6067,20.9611,21.3155,20.9012,,20.8121,20.1758,20.9458,0.222,-0.063,0.285,70.2634,-0.1564,-0.738,55.8728,21.6486,20.9782,,20.9611,20.1464,20.9002,49.197,52.415,50.3151,71.5785
2015-02-11,22.64,22.64,22.51,21.13,1878,-18886.1288,25.4504,23.8431,0.391,20.61,20.9716,21.3333,20.9322,,20.8427,20.2133,20.9927,0.2224,-0.0501,0.2725,78.84,0.2957,1.4189,57.1368,21.6376,20.9906,,20.9716,20.1853,20.9625,52.8295,56.9864,55.2412,94.145
2015-02-12,22.59,22.73,22.52,21.26,6553,-12333.1288,25.5527,23.927,0.3768,20.6002,20.9791,21.3581,20.9765,,20.8828,20.2546,21.0606,0.2307,-0.0335,0.2641,80.8677,0.1837,0.8713,58.9846,21.6267,21.0057,,20.9791,20.2332,21.0067,63.4413,80.9224,88.5745,100.0
2015-02-13,22.89,22.89,22.69,21.33,1014,-12230.7148,25.8989,24.5109,0.3633,20.6454,21.0152,21.3849,21.0241,,20.9257,20.2969,21.1288,0.2401,-0.0193,0.2593,80.2918,0.2621,1.2438,59.9643,21.6159,21.0159,,21.0152,20.2813,21.0949,75.6138,88.9326,98.0483,100.0
2015-02-17,23.12,23.18,22.93,21.69,3813,-8417.7148,26.6368,24.9612,0.3627,20.5954,21.0577,21.52,21.1126,,20.9983,20.3514,21.2686,0.2729,0.0109,0.262,79.8507,0.9909,4.7875,64.6294,20.5475,21.0508,,21.0577,20.3346,21.1803,88.6065,95.9646,100.0,100.0
