date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_50_sma,sma_7_sma,stoch_14_slowd,stoch_14_slowk,stochrsi_14_fastd,stochrsi_14_fastk
1999-11-01,13.16,13.16,13.13,0.63,1071,-18299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-02,13.16,13.56,13.16,0.65,6576,94058.0,,,,,,,,,,,,,,,,,,,0.6315,,,,,,,,,
1999-11-03,13.38,13.75,13.38,0.66,5057,180461.0,,,,,,,,,,,,,,,,,,,0.6317,,,,,,,,,
1999-11-04,13.56,13.75,13.56,0.65,4390,105454.0,,,,,,,,,,,,,,,,,,,0.6323,,,,,,,,,
1999-11-05,13.44,13.75,13.44,0.66,14240,254575.1935,,,,,,,,,,,,,,,,,,,0.6328,,,,,,,,,
1999-11-08,13.63,13.69,13.5,0.65,11378,60172.1935,,,,,,,,,,,,,,,,,,,0.6334,,,,,,,,,
1999-11-09,13.5,13.56,13.13,0.63,18779,-260683.8065,,,,,,,,,,,0.648,,,,,,,,0.6613,,,,,0.648,,,,
1999-11-10,13.25,13.25,12.88,0.62,21588,-629534.8065,,,,,,,,,,,0.6409,,,,,,,,0.661,,,,,0.6463,,,,
1999-11-11,12.91,12.91,12.63,0.62,9060,-585306.8065,,,,,,,,,,,0.6347,,,,,,,,0.6601,,,,,0.6411,24.6276,5.3571,,
1999-11-12,12.5,12.75,12.5,0.61,12264,-375765.8065,,,,,,,,,,,0.6293,,,,,,,,0.6586,,,,,0.6343,12.3087,12.3599,,
1999-11-15,12.81,13.0,12.81,0.63,7471,-248116.8065,,,,,,,,,,,0.6283,,,,,-0.0063,-0.9901,,0.6563,,,,,0.6304,15.2668,28.0832,,
1999-11-16,13.0,13.25,13.0,0.63,22650,-232636.9665,,,,,,,,,,,0.6291,,,,,-0.0207,-3.1711,,0.6541,,,,,0.6266,30.3897,50.7261,,
1999-11-17,12.81,12.88,12.81,0.62,2423,-191237.9665,,,,,,,,,,,0.6267,,,,,-0.0418,-6.3273,,0.6519,,,,,0.6223,46.4738,60.6122,,
1999-11-18,13.13,13.38,12.88,0.63,15767,-331322.3265,,,,,,,0.6347,,,,0.6263,,,,,-0.0269,-4.1298,,0.6499,0.6347,,,,0.6214,58.3888,63.8283,,
1999-11-19,13.0,13.0,12.75,0.63,4267,-258417.3265,,,0.0153,,,,0.6334,,,,0.626,,,,46.3475,-0.0332,-5.0402,47.5285,0.648,0.6343,,,,0.6222,57.8321,49.0558,,
1999-11-22,12.75,13.25,12.75,0.63,5232,-258417.3265,,,0.0159,,,,0.6323,,,,0.6258,,,,45.8123,-0.024,-3.7037,47.5285,0.6461,0.6323,,,,0.6236,52.7595,45.3944,,
1999-11-23,13.0,13.0,12.75,0.61,8182,-398214.3265,,,0.0156,,,,0.6298,,,,0.6227,,,,41.6823,-0.0183,-2.8941,42.8091,0.6443,0.6289,,,,0.6236,40.3017,26.455,,
1999-11-24,12.19,12.88,12.13,0.62,10035,-226757.3265,,,0.0171,,,,0.6284,,,,0.6218,,,,40.376,0.0,0.0,45.8217,0.6426,0.6266,,,,0.6227,35.0257,33.2275,,
1999-11-26,12.5,12.5,12.5,0.6,966,-226757.3265,,,0.0172,,,,0.6248,,,,0.6167,,,,34.2051,-0.0149,-2.42,39.3042,0.6396,0.6225,,,,0.6184,30.2315,31.0119,,
1999-11-29,12.5,12.75,12.5,0.61,18779,94098.6735,,,0.0168,0.5962,0.6292,0.6621,0.6232,,0.6292,,0.6158,,,,44.4775,0.0,0.0,44.8608,0.6368,0.6199,,0.6292,,0.6175,37.9012,49.4643,,
1999-11-30,12.56,12.88,12.25,0.61,12379,137742.7688,,,0.0178,0.5937,0.628,0.6622,0.6211,,0.6271,,0.6137,,,,46.6156,-0.0178,-2.8462,42.8338,0.6341,0.6182,,0.628,,0.615,43.0325,48.6214,40.573,54.1553
