date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_50_sma,sma_7_sma,stoch_14_slowd,stoch_14_slowk,stochrsi_14_fastd,stochrsi_14_fastk
2013-11-18,49.75,50.0,47.49,42.32,587100,-126308.3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-19,48.99,49.0,45.3,39.99,1682000,-1353713.7719,,,,,,,,,,,,,,,,,,,43.652,,,,,,,,,
2013-11-20,45.98,46.0,43.99,38.98,1106900,-1733694.369,,,,,,,,,,,,,,,,,,,43.6109,,,,,,,,,
2013-11-21,44.5,45.15,43.04,38.23,730200,-1944794.8429,,,,,,,,,,,,,,,,,,,43.5068,,,,,,,,,
2013-11-22,43.9,44.1,43.25,38.41,947600,-1242456.0194,,,,,,,,,,,,,,,,,,,43.3289,,,,,,,,,
2013-11-25,44.28,45.62,43.7,38.57,727300,-1606106.0194,,,,,,,,,,,,,,,,,,,43.1563,,,,,,,,,
2013-11-26,45.0,45.0,43.04,37.72,873700,-2337161.1214,,,,,,,,,,,39.1727,,,,,,,,42.9889,,,,,39.1727,,,,
2013-11-27,43.55,43.55,42.5,37.75,1153300,-1864857.3119,,,,,,,,,,,38.8171,,,,,,,,42.8265,,,,,38.5197,,,,
2013-11-29,42.75,43.85,42.75,37.75,949900,-1968482.7664,,,,,,,,,,,38.5503,,,,,,,,42.5976,,,,,38.2005,15.4749,17.6138,,
2013-12-02,43.9,44.74,41.52,37.66,5130700,-1936615.0646,,,,,,,,,,,38.3285,,,,,,,,42.3778,,,,,38.0121,20.8934,28.9827,,
2013-12-03,42.8,44.9,42.7,37.45,3239300,-4586951.4282,,,,,,,,,,,38.1097,,,,,-4.8672,-11.5008,,42.0714,,,,,37.9011,26.9639,34.2951,,
2013-12-04,42.43,42.6,41.65,36.52,2777700,-6318032.4524,,,,,,,,,,,37.7121,,,,,-3.466,-8.6681,,41.7802,,,,,37.6317,30.908,29.4463,,
2013-12-05,42.28,42.28,40.63,35.84,3380500,-7977550.6342,,,,,,,,,,,37.2436,,,,,-3.1429,-8.0627,,41.5037,,,,,37.2414,27.7652,19.5543,,
2013-12-06,40.75,41.06,40.64,35.53,4662300,-11307764.9199,,,,,,,38.0511,,,,36.8159,,,,,-2.6977,-7.0564,,41.1417,38.0511,,,,36.9296,18.6276,6.8823,,
