date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_200_sma,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,willr_14_willr,wma_14_wma
2015-06-22,25.0,25.14,24.54,13.87,495268,4333227.6907,-1072047.0821,42.4408,39.6027,0.0633,85.7143,0.0,-85.7143,0.6948,13.5077,14.5849,15.662,-0.7,-87.5576,-52.6315,13.2121,45.2078,14.3646,14.5532,16.169,20.6715,299.7903,-0.6731,-0.2788,-0.2624,-0.8678,14.487,1,14.1903,-1.8044,0.3749,-2.1794,0.0633,1.6719,-1.6086,20.6219,24.2376,21.7303,14.5106,14.5726,38.0606,-1.1399,5.0092,26409374.0,14.3616,0.4432,-7.594,0.908,23.6842,17.7248,25.8373,14.5849,21.054,12.136,16.3463,16.3463,27.7778,45.0701,100.0,12.7345,13.9339,0.3781,14.453,-1.7367,-90.2909,14.1922
2015-06-23,23.67,23.8,22.5,12.78,3584865,1520487.4599,-1926630.9859,43.4038,40.2958,-0.086,100.0,0.0,-100.0,0.729,13.2149,14.5263,15.8377,-0.7923,-200.0931,-61.6598,12.9484,55.9237,14.1201,14.3161,15.9177,20.7019,-42.2884,-0.6865,0.1245,0.0473,-0.6729,14.4978,1,13.7609,-1.7975,0.3055,-2.103,-0.086,1.1453,-1.2313,20.6394,24.1229,16.4692,13.8927,13.983,44.9627,-2.0314,5.7062,22824509.0,12.71,-0.6035,-13.7195,0.8382,19.1701,17.4846,25.7549,14.5263,20.7354,14.4786,15.2648,15.2648,4.8951,45.0701,0.0,12.6948,13.5509,1.1737,14.3097,-1.688,-96.9298,13.9694
2015-06-24,22.3,23.69,22.25,13.28,11887213,10931197.7516,893231.6904,44.3773,40.979,-0.2292,100.0,0.0,-100.0,0.735,13.0436,14.4621,15.8805,0.8611,-159.5609,-47.6045,12.8737,57.0328,13.9914,14.1784,15.7225,20.7334,-26.1584,-0.548,0.3184,0.323,-0.4409,14.4888,1,13.6997,-1.7311,0.2975,-2.0286,-0.2292,0.7068,-0.936,20.6563,24.0145,61.1275,13.8927,13.8787,42.783,-1.5123,5.533,34711722.0,11.7063,-1.6082,-10.2212,0.8971,26.1977,17.1974,25.6752,14.4621,20.4218,18.7761,24.7173,24.7173,41.4791,66.6667,100.0,12.6581,13.4505,0.8126,14.1679,-1.6396,-72.497,13.8378
2015-06-25,23.52,23.71,23.24,13.26,2465988,11193536.9005,2049080.5426,45.257,41.5709,-0.3603,92.8571,21.4286,-71.4286,0.7014,12.891,14.3709,15.8509,-0.0426,-122.2297,-47.8217,12.8193,56.6931,13.879,14.0561,15.5402,20.7666,-13.5379,-0.4606,0.1396,0.5219,-0.2341,14.4537,1,13.6221,-1.6612,0.2939,-1.9551,-0.3603,0.3483,-0.7086,20.6725,23.907,64.45,13.8927,13.8787,41.6275,-1.4164,5.2894,32245734.0,11.505,-2.528,-9.6501,0.8838,26.0892,16.8724,25.5973,14.3709,20.0913,23.2859,29.8756,29.8756,43.2526,66.1517,98.4551,12.624,13.378,0.2652,14.0254,-1.5908,-73.3498,13.7177
2015-06-26,23.44,23.51,22.78,12.97,2322100,10143820.4622,2001647.0661,46.2312,42.3018,-0.5052,85.7143,14.2857,-71.4286,0.6807,12.7169,14.2555,15.7942,-0.6301,-128.3591,-50.6829,12.7132,58.8954,13.7387,13.9109,15.3496,20.8043,-5.3346,-0.4274,0.2062,0.6383,-0.093,14.3864,1,13.4929,-1.6109,0.2754,-1.8863,-0.5052,0.0385,-0.5436,20.6881,23.7976,58.3135,13.7911,13.8787,42.5518,-1.3994,5.2496,29923634.0,11.0077,-3.5463,-9.7408,0.8639,24.6585,16.5702,25.5187,14.2555,19.7663,30.4189,36.6637,36.6637,25.2595,92.1843,78.0978,12.5902,13.2313,0.4119,13.8822,-1.5447,-84.4363,13.575
2015-06-29,22.78,23.03,22.16,12.52,1628964,8627211.7214,1317717.2203,47.3376,43.0254,-0.6595,100.0,7.1429,-92.8571,0.6672,12.4813,14.1167,15.7521,-0.6782,-146.4881,-54.7433,12.5271,61.7209,13.5514,13.7256,15.1401,20.8716,-1.0197,-0.2675,-0.3108,0.6944,-0.0178,14.2881,1,13.2875,-1.5886,0.2381,-1.8268,-0.6595,-0.2138,-0.4457,20.7031,23.6848,56.3578,13.6585,13.8533,44.0612,-1.5518,5.3282,28294670.0,10.4292,-4.638,-11.0265,0.8457,22.6284,16.2892,25.4361,14.1167,19.4314,29.9955,23.4471,23.4471,1.8293,75.2541,49.2094,12.5515,12.9754,0.4909,13.735,-1.5059,-99.3724,13.3924
2015-06-30,22.35,22.59,21.79,12.35,1697192,7354317.7214,513123.5361,48.4807,43.8368,-0.7949,100.0,0.0,-100.0,0.6518,12.2549,13.9706,15.6862,-0.575,-148.6751,-56.2174,12.3451,63.3404,13.3669,13.5425,14.9336,21.0045,0.7049,-0.7052,-0.6875,0.7158,0.0123,14.1663,1,13.082,-1.5666,0.2081,-1.7747,-0.7949,-0.3878,-0.4072,20.7175,23.5715,52.3157,13.5146,13.6134,44.1695,-1.6816,5.2764,26597478.0,9.9133,-5.6033,-11.9823,0.8349,21.8913,15.9864,25.3569,13.9706,19.0829,23.6255,10.7657,10.7657,5.2083,42.4357,0.0,12.505,12.7345,0.4514,13.5801,-1.4733,-97.8587,13.209
2015-07-01,21.83,22.36,21.44,12.17,3047385,5168150.2214,-558274.7698,49.6503,44.6736,-0.8851,100.0,0.0,-100.0,0.6423,12.0357,13.8171,15.5985,-0.2826,-142.7381,-57.7966,12.1635,64.8552,13.1831,13.3597,14.729,21.1714,1.059,-0.825,0.3114,0.7201,0.0185,14.0288,1,12.8791,-1.5459,0.183,-1.729,-0.8851,-0.4615,-0.4237,20.7312,23.4575,48.2766,13.2692,13.3849,43.8158,-1.8057,5.2769,23550093.0,9.3409,-6.2693,-12.9189,0.8293,21.1017,15.6543,25.2781,13.8171,18.7484,12.8226,4.2548,4.2548,5.7269,16.4031,0.0,12.4485,12.5021,0.5191,13.4126,-1.4463,-97.1491,13.0248
2015-07-02,21.67,22.28,21.6,12.35,1798365,4839670.9376,-1050337.9607,50.7363,45.5154,-0.9403,92.8571,0.0,-92.8571,0.6252,11.8639,13.6941,15.5242,0.3066,-116.7849,-52.0742,12.0708,64.8552,13.0544,13.2246,14.5525,21.3706,1.6122,-0.4159,0.2979,0.7267,0.0281,13.8881,1,12.7915,-1.4982,0.1847,-1.6828,-0.9403,-0.4517,-0.4886,20.7442,23.3464,51.7823,13.1225,13.3081,41.7962,-1.4333,5.064,25348458.0,8.9104,-6.7005,-10.4013,0.8594,23.9629,15.2987,25.1986,13.6941,18.4236,8.5836,10.7304,10.7304,21.256,26.8139,80.4417,12.3848,12.4011,0.4035,13.2517,-1.4189,-89.7388,12.8877
2015-07-06,21.67,22.14,21.65,12.47,1021605,5694483.2845,-884165.5229,51.7448,46.315,-0.9654,85.7143,0.0,-85.7143,0.6003,11.7671,13.5674,15.3677,0.8776,-101.2836,-47.9731,12.037,64.8552,12.9646,13.1241,14.3983,21.6344,2.9829,-0.4957,-0.3118,0.7429,0.052,13.78,1,12.7525,-1.4337,0.1993,-1.633,-0.9654,-0.3625,-0.6029,20.7567,23.2377,53.7596,13.1027,13.2043,40.4212,-1.3374,4.8138,26370063.0,8.6172,-6.9288,-9.6853,0.8861,26.0134,14.9786,25.1195,13.5674,18.1001,12.6056,22.8317,22.8317,41.512,60.1472,100.0,12.3179,12.3811,0.2765,13.1048,-1.388,-83.1633,12.7865
2015-07-07,22.19,22.63,21.76,12.62,1478234,6255427.121,-557325.0756,51.888,46.7163,-0.96,78.5714,14.2857,-64.2857,0.5925,11.7307,13.4478,15.1648,0.1954,-79.423,-43.0628,12.0559,53.7491,12.9112,13.0566,14.2664,21.9337,6.3067,-0.6465,-0.327,0.7805,0.1099,13.6804,1,12.7397,-1.3552,0.2222,-1.5774,-0.96,-0.26,-0.7,20.7686,23.1314,56.5313,13.0745,13.2043,38.0292,-1.2527,4.6959,27848297.0,11.4399,-6.9413,-9.0317,0.8991,28.4686,14.6906,25.0428,13.4478,17.7771,26.7524,46.6952,46.6952,77.3174,93.4806,100.0,12.2528,12.4289,0.4909,12.9605,-1.3511,-76.5306,12.7201
2015-07-08,22.58,22.58,21.84,12.48,719347,6080450.8237,-428625.9803,52.0209,46.9599,-0.9622,71.4286,7.1429,-64.2857,0.58,11.6849,13.3315,14.9781,-0.6216,-75.7496,-44.881,12.0463,53.7491,12.8451,12.98,14.1342,22.3322,10.0829,-0.804,-0.1465,0.82,0.1751,13.5793,1,12.714,-1.2891,0.2307,-1.5198,-0.9622,-0.1808,-0.7814,20.7799,23.025,56.495,13.0209,13.2043,36.0735,-0.2934,4.6467,27128950.0,10.8516,-7.0121,-2.2968,0.893,27.5595,14.4314,24.9657,13.3315,17.4519,42.7286,58.659,58.659,57.1477,95.8865,87.6594,12.1916,12.4277,0.4176,12.8214,-1.3111,-82.6531,12.6491
2015-07-09,22.33,22.39,21.73,12.29,1064370,5177349.0056,-624360.9307,52.2013,47.2146,-0.9791,64.2857,0.0,-64.2857,0.5652,11.6452,13.2063,14.7673,-0.8333,-80.7452,-47.4417,11.9991,54.5465,12.7598,12.888,13.9976,22.8258,12.6017,-0.8135,0.5205,0.8443,0.2182,13.4986,1,12.6719,-1.2379,0.2255,-1.4634,-0.9791,-0.1289,-0.8502,20.7905,22.9176,56.5147,13.0209,13.1422,35.1601,-0.9931,4.5986,26064580.0,10.3409,-7.1952,-7.4766,0.8919,26.2792,14.198,24.8918,13.2063,17.1139,51.9997,50.6448,50.6448,17.4694,79.689,51.4076,12.1343,12.3684,0.3724,12.6961,-1.2711,-90.8108,12.5667
2015-07-10,21.88,22.24,21.66,12.5,989847,5894134.7642,-419606.039,52.4068,47.4238,-0.8964,57.1429,7.1429,-50.0,0.5482,11.664,13.0976,14.5313,0.4828,-72.7648,-39.6339,12.0222,55.0773,12.7205,12.8369,13.887,23.3063,16.2649,-0.5189,1.1534,0.8769,0.2801,13.4067,1,12.6594,-1.1665,0.2375,-1.404,-0.8964,-0.0027,-0.8937,20.8007,22.8135,59.3986,13.0209,13.1422,34.1753,-0.7561,4.3839,27054427.0,9.8999,-6.6389,-5.7021,0.9056,30.1831,13.9881,24.8198,13.0976,16.7893,50.5083,42.2211,42.2211,52.0461,79.689,100.0,12.0832,12.4066,0.3273,12.5961,-1.227,-80.5405,12.5272
2015-07-13,22.23,22.41,21.94,12.56,739092,6156393.2158,-214250.7997,52.2692,47.8365,-0.8702,50.0,0.0,-50.0,0.5278,11.6813,13.0073,14.3334,0.0645,-57.9394,-37.5693,12.0622,50.4815,12.696,12.8001,13.7888,23.8229,19.073,-0.0973,1.1189,0.8994,0.3268,13.3397,1,12.652,-1.0928,0.2489,-1.3418,-0.8702,0.0469,-0.9171,20.8102,22.7109,59.6142,12.7275,12.7641,32.9617,-0.4063,4.2017,27793519.0,10.8466,-6.4864,-3.1332,0.9056,31.2154,13.7991,24.7463,13.0073,16.4894,45.5528,43.7925,43.7925,61.862,83.8025,100.0,12.0404,12.4618,0.2624,12.529,-1.1785,-65.2542,12.5076
2015-07-14,22.23,22.28,21.86,12.47,665776,6251504.0729,-80501.9472,52.1971,48.2872,-0.8386,42.8571,0.0,-42.8571,0.507,11.677,12.9272,14.1774,-0.3095,-60.8949,-39.1203,12.0786,51.2593,12.6613,12.7562,13.6912,24.6261,21.6047,0.172,0.6032,0.9178,0.3682,13.2904,1,12.6489,-1.0299,0.2495,-1.2794,-0.8386,0.0833,-0.9219,20.8192,22.6085,65.2625,12.7275,12.7387,32.5369,-0.0508,4.0655,27127743.0,10.4845,-6.2965,-0.4056,0.9761,30.4398,13.629,24.6769,12.9272,16.1877,46.6417,53.9114,53.9114,47.8261,94.7631,84.2893,12.006,12.4772,0.237,12.4944,-1.1283,-70.9251,12.4884
2015-07-15,22.07,22.08,21.28,12.02,755466,5552528.5515,-240869.4511,52.4904,48.8737,-0.8023,100.0,7.1429,-92.8571,0.5038,11.6266,12.8268,14.027,-0.9472,-90.7363,-46.2242,11.9869,56.3029,12.5634,12.6587,13.5677,25.7519,23.1498,0.2107,-0.1453,0.9282,0.3931,13.2446,1,12.5742,-1.0043,0.22,-1.2244,-0.8023,0.1104,-0.9127,20.8276,22.5027,41.9227,12.6428,12.6936,35.0424,-0.3273,4.19,26372277.0,9.7967,-6.0764,-2.6496,0.9053,26.8879,13.4759,24.6047,12.8268,15.8456,45.0505,37.4477,37.4477,2.6549,65.5404,12.3318,11.9755,12.3375,0.4627,12.4595,-1.0839,-98.7654,12.4127
2015-07-16,21.31,21.91,21.31,12.05,791940,4866180.5515,-502960.5707,52.7627,49.4969,-0.7357,92.8571,0.0,-92.8571,0.492,11.6078,12.7303,13.8528,0.0667,-89.5842,-45.2997,11.9244,56.3029,12.484,12.5772,13.4551,26.7213,24.1906,-0.0207,-0.3851,0.9348,0.4098,13.2037,1,12.5148,-0.9711,0.2026,-1.1737,-0.7357,0.1543,-0.89,20.8355,22.3982,32.083,12.4961,12.6372,33.32,-0.1241,4.0841,27164217.0,9.3152,-5.617,-1.0199,0.9085,27.3501,13.3145,24.5325,12.7303,15.5157,36.7503,18.8919,18.8919,6.1947,35.7676,10.6818,11.9469,12.2446,0.3386,12.429,-1.043,-96.861,12.3519
2015-07-17,21.33,21.48,20.32,11.48,1219508,3709750.5515,-932410.9769,53.5462,50.4419,-0.6807,100.0,0.0,-100.0,0.5036,11.4762,12.6154,13.7547,-0.8448,-153.9061,-53.2564,11.7391,63.7322,12.3301,12.4313,13.3091,27.0742,25.5685,-0.0541,-0.0644,0.943,0.4316,13.1289,1,12.3764,-0.979,0.1558,-1.1348,-0.6807,0.1777,-0.8583,20.8427,22.289,34.4392,12.0503,12.2309,38.1497,-0.8634,4.3859,25944709.0,8.4504,-5.2482,-6.9927,0.8856,23.3718,13.1708,24.4601,12.6154,15.1992,19.9226,3.4283,3.4283,1.4354,7.6712,0.0,11.9138,11.9826,0.6546,12.3921,-1.0134,-98.8929,12.2275
2015-07-20,20.33,20.52,19.27,10.92,1365610,2541578.1419,-1395021.8209,54.6951,51.5879,-0.6403,100.0,0.0,-100.0,0.5179,11.2456,12.4713,13.6969,-0.7791,-242.4776,-59.5323,11.4564,69.6299,12.1138,12.2304,13.1324,26.8413,24.7078,0.0347,-0.1905,0.9379,0.418,13.0214,1,12.1699,-1.0186,0.0929,-1.1115,-0.6403,0.1825,-0.8228,20.8494,22.1754,35.3233,11.771,11.8218,42.6254,-1.5461,4.7402,24579099.0,7.6315,-4.9922,-12.3982,0.8725,20.2338,12.9662,24.3856,12.4713,14.8759,8.6201,3.54,3.54,2.99,3.5606,0.0,11.8681,11.5965,0.7025,12.3395,-1.0002,-97.3213,12.0428
2015-07-21,19.42,20.05,19.26,10.92,2683285,469674.5343,-2116693.6031,55.7654,52.7079,-0.6266,100.0,28.5714,-71.4286,0.5127,11.0967,12.3237,13.5508,-0.0949,-234.5765,-59.5913,11.2332,69.6804,11.93,12.0555,12.9685,26.2257,21.3424,-0.0237,-0.8778,0.916,0.3639,12.869,1,12.0069,-1.0385,0.0585,-1.0969,-0.6266,0.1589,-0.7855,20.8555,22.0628,33.9717,11.7682,11.8189,40.0567,-1.6985,4.6955,21895814.0,7.1576,-4.937,-13.4615,0.884,20.2043,12.6942,24.3102,12.3237,14.5265,3.1688,2.5381,2.5381,3.1888,-0.0,0.0,11.8071,11.3127,0.4458,12.2627,-0.9968,-97.3293,11.8725
2015-07-22,19.25,19.6,18.88,10.98,1169645,1184457.5898,-1992065.3051,56.8975,53.8169,-0.6319,100.0,21.4286,-78.5714,0.5051,10.8949,12.234,13.5731,0.2917,-199.9051,-56.881,11.0754,71.6146,11.784,11.9123,12.8212,25.3532,15.1524,-0.4091,-1.2884,0.8674,0.2614,12.6967,1,11.9011,-1.0372,0.0477,-1.085,-0.6319,0.1151,-0.747,20.861,21.952,38.254,11.7682,11.7117,40.7876,-1.501,4.5998,23065459.0,6.7464,-5.0251,-12.0253,0.9022,21.5595,12.4386,24.2346,12.234,14.2015,4.8395,8.4402,8.4402,19.1419,6.3214,18.9642,11.7321,11.1317,0.4063,12.155,-0.9972,-84.5329,11.7241
2015-07-23,19.35,19.91,19.21,10.99,915276,949100.9041,-1834870.3737,57.2982,54.5215,-0.6506,92.8571,14.2857,-78.5714,0.4972,10.7658,12.1192,13.4725,0.1714,-149.7463,-56.6206,10.9566,62.507,11.6613,11.7889,12.6853,24.4249,4.4238,-0.7266,-1.0498,0.7595,0.0771,12.518,1,11.7714,-1.024,0.0488,-1.0728,-0.6506,0.0691,-0.7196,20.8659,21.8423,34.173,11.7682,11.7117,38.4732,-1.3035,4.5258,23980735.0,8.8764,-5.2225,-10.6061,0.8899,21.6897,12.1708,24.1607,12.1192,13.8703,8.662,15.0077,15.0077,22.6923,21.9528,46.8942,11.6459,11.0094,0.395,12.0138,-0.9981,-84.2662,11.5878
2015-07-24,19.4,19.53,18.58,10.71,1561717,702514.0094,-1682216.4251,57.9489,54.9185,-0.6725,100.0,7.1429,-92.8571,0.5,10.6122,11.9916,13.3711,-0.4421,-151.0689,-60.1142,10.7991,66.4086,11.515,11.645,12.539,23.6488,-3.8641,-0.9833,-1.0248,0.6578,-0.0674,12.3576,1,11.5599,-1.024,0.039,-1.063,-0.6725,0.0251,-0.6977,20.8702,21.731,26.6945,11.6638,11.6271,40.6054,-1.7944,4.6686,22419018.0,8.1967,-5.4541,-14.3502,0.8588,19.9429,11.9433,24.0865,11.9916,13.5484,14.7611,20.8354,20.8354,20.6718,21.9528,0.0,11.5493,10.833,0.5361,11.847,-1.0022,-90.1232,11.4276
2015-07-27,18.89,19.96,18.81,11.12,1761750,1698285.7485,-1150001.8542,57.7086,54.8648,-0.6677,92.8571,0.0,-92.8571,0.5106,10.5467,11.8994,13.252,0.713,-103.1423,-41.7929,10.7817,54.5844,11.4545,11.5753,12.4341,22.8981,-13.0938,-1.3888,-0.3395,0.5285,-0.2265,12.2081,1,11.503,-0.9795,0.0668,-1.0463,-0.6677,0.011,-0.6787,20.874,21.6249,27.0124,11.6356,11.613,36.9196,-1.4389,4.5913,24180768.0,10.8467,-5.4597,-11.4555,0.8815,29.1036,11.7098,24.0156,11.8994,13.2347,25.3071,40.0783,40.0783,76.8707,48.9647,100.0,11.4488,10.8565,0.6489,11.6715,-0.9991,-71.75,11.3391
2015-07-28,19.75,19.82,19.31,10.92,1466015,462233.8858,-1221021.3175,57.4855,54.8434,-0.6887,85.7143,0.0,-85.7143,0.4947,10.434,11.8192,13.2045,-0.7843,-89.9512,-45.1275,10.7242,54.5844,11.3721,11.4878,12.3218,22.0914,-15.2882,-1.2495,0.7884,0.4956,-0.2637,12.0566,1,11.4242,-0.9497,0.0773,-1.027,-0.6887,-0.0226,-0.6661,20.8772,21.5179,34.2575,11.6356,11.565,35.3856,-1.5518,4.5309,22714753.0,10.396,-5.6832,-12.4434,0.8748,27.4362,11.5138,23.9488,11.8192,13.1786,37.3423,51.1132,51.1132,55.7971,60.5998,81.7993,11.3473,10.8149,0.2878,11.4962,-0.993,-79.8956,11.2377
2015-07-29,19.35,19.46,18.87,10.76,1851131,-132189.0355,-1328207.3622,57.5305,54.9686,-0.7191,78.5714,14.2857,-64.2857,0.4831,10.3042,11.7397,13.1752,-0.4752,-97.67,-47.64,10.6451,58.1162,11.2781,11.3909,12.2062,21.2286,-11.7558,-0.8283,1.176,0.5482,-0.2037,11.9125,1,11.3364,-0.9281,0.0791,-1.0072,-0.7191,-0.0549,-0.6642,20.8798,21.4103,33.1102,11.6356,11.565,37.317,-1.264,4.4898,20863622.0,9.885,-5.9934,-10.5115,0.8756,26.18,11.3491,23.8826,11.7397,13.1278,49.0833,56.0584,56.0584,35.5072,83.295,68.0856,11.2461,10.7392,0.3325,11.3358,-0.9859,-87.2063,11.1302
2015-07-30,18.97,19.24,18.8,10.76,1686881,174516.6009,-1153721.9178,57.6117,54.9405,-0.7844,71.4286,7.1429,-64.2857,0.4664,10.1866,11.6689,13.1511,0.2045,-91.9644,-47.7321,10.5863,58.6669,11.1977,11.3061,12.0987,20.3887,-0.7797,-0.42,0.9292,0.6974,-0.0136,11.7854,1,11.228,-0.9011,0.0849,-0.986,-0.7844,-0.1086,-0.6757,20.882,21.3037,26.2915,11.6356,11.565,36.5029,-1.2922,4.3361,19176741.0,9.5091,-6.5799,-10.726,0.8601,26.134,11.2107,23.8173,11.6689,13.0789,49.7335,42.029,42.029,34.7826,72.4894,67.5832,11.1465,10.6904,0.2483,11.1968,-0.9768,-87.4674,11.0365
2015-07-31,19.19,19.95,19.08,10.89,4930854,-2375925.1233,-1788961.883,56.2638,54.2304,-0.7871,64.2857,0.0,-64.2857,0.4689,10.1103,11.5958,13.0813,0.1149,-63.0795,-41.5676,10.5775,38.7408,11.1496,11.25,12.0088,19.757,8.6294,-0.264,0.6106,0.8052,0.15,11.6831,1,11.1709,-0.8593,0.1014,-0.9607,-0.7871,-0.095,-0.6921,20.8836,21.1996,39.3283,11.5904,11.5284,33.7104,-0.5981,4.308,24107595.0,14.8844,-6.6544,-5.2088,0.8666,29.2162,10.4844,23.7557,11.5958,13.0333,45.1993,37.5104,37.5104,42.2414,78.5563,100.0,11.0518,10.7087,0.5022,11.0845,-0.9622,-80.8108,10.9767
2015-08-03,19.29,19.51,18.59,10.63,1570337,-3126955.8624,-2125164.2054,55.3857,53.938,-0.8043,57.1429,0.0,-57.1429,0.4725,10.0176,11.5035,12.9894,-0.5,-80.0719,-46.3861,10.5117,43.9705,11.0689,11.1667,11.9064,19.4,21.0964,-0.0635,0.479,0.9142,0.3599,11.5674,1,11.0739,-0.8374,0.0986,-0.936,-0.8043,-0.0925,-0.7118,20.8846,21.0938,38.0492,11.3365,11.4726,35.2447,-0.2991,4.447,22537258.0,13.7163,-6.8582,-2.7376,0.852,26.8069,11.2575,23.6933,11.5035,12.9823,37.0321,31.557,31.557,17.6471,63.1391,21.8342,10.9614,10.6406,0.5191,10.9939,-0.9476,-92.862,10.8983
2015-08-04,18.44,18.5,15.94,9.03,4431609,-7350833.1905,-3413465.7413,55.8994,54.331,-0.8573,100.0,0.0,-100.0,0.5552,9.5759,11.3241,13.0722,-0.9531,-176.6337,-65.3288,10.0669,62.5773,10.755,10.8816,11.6932,19.3137,23.4798,0.0549,-0.0247,0.9303,0.3984,11.4248,1,10.5868,-0.9382,-0.0017,-0.9364,-0.8573,-0.1205,-0.7368,20.885,20.9732,33.8092,10.538,10.6791,47.0875,-1.8904,6.1499,18105649.0,10.8388,-7.4063,-17.3127,0.7508,17.3356,11.2575,23.6183,11.3241,12.8989,29.843,20.4616,20.4616,1.4963,40.6114,0.0,10.8601,10.0402,1.6308,10.8998,-0.9617,-98.995,10.6245
2015-08-05,16.14,17.32,15.89,9.59,3953960,-5166601.4233,-2935200.2853,56.3942,54.9702,-0.8557,100.0,0.0,-100.0,0.5732,9.362,11.1796,12.9973,0.6014,-167.5344,-45.7347,9.8548,62.8277,10.5762,10.7098,11.5376,19.4593,22.7692,-0.1179,-0.2498,0.9257,0.387,11.276,1,10.449,-0.9614,-0.0199,-0.9414,-0.8557,-0.096,-0.7596,20.8849,20.8594,30.9033,10.2559,10.5437,42.704,-1.3881,5.9755,22059609.0,9.749,-7.4646,-12.6413,0.7963,27.1326,11.2122,23.542,11.1796,12.8118,22.5041,15.4938,15.4938,27.3381,34.7656,82.4627,10.7468,9.7967,0.8069,10.8018,-0.9821,-80.1445,10.4545
2015-08-06,16.8,16.82,15.6,8.83,1676279,-6705480.5052,-2962353.1899,56.9605,55.8278,-0.8942,100.0,0.0,-100.0,0.5887,8.9965,11.0067,13.0168,-0.9426,-192.0658,-53.7105,9.5012,64.3219,10.3078,10.4593,11.3371,19.7121,15.4449,-0.1548,-0.3494,0.8699,0.2663,11.1361,1,10.2105,-1.0294,-0.0704,-0.959,-0.8942,-0.11,-0.7843,20.8842,20.7391,30.8173,9.9766,10.1896,40.5969,-2.1556,6.6663,20383330.0,8.8145,-7.8942,-19.6199,0.769,23.1447,11.1449,23.4625,11.0067,12.6971,15.3167,9.9946,9.9946,1.1494,43.7862,48.8959,10.616,9.3615,0.79,10.6831,-1.0185,-98.9827,10.2064
2015-08-07,15.6,16.29,15.6,8.99,1716186,-6730352.7661,-2712070.262,57.4863,56.6259,-0.9375,92.8571,0.0,-92.8571,0.5745,8.7628,10.8312,12.8996,0.4928,-175.1336,-48.656,9.2644,64.3219,10.1057,10.264,11.1636,19.977,8.3499,-0.2259,-0.5072,0.8023,0.1452,10.985,1,10.0884,-1.0579,-0.0791,-0.9788,-0.9375,-0.1233,-0.8142,20.8829,20.6216,30.7937,9.9766,10.0584,38.6315,-1.7154,6.3867,22099516.0,8.3878,-8.3671,-16.0169,0.8233,25.672,11.0512,23.3805,10.8312,12.5753,12.6276,12.3944,12.3944,8.6957,72.1499,85.0911,10.4688,9.1074,0.3894,10.543,-1.0594,-92.3596,10.0053
2015-08-10,16.0,16.36,15.76,9.07,1362090,-6684949.7661,-2348683.5404,57.844,57.3708,-0.9713,85.7143,0.0,-85.7143,0.5576,8.6121,10.6565,12.7009,0.1167,-145.5026,-46.3329,9.1,62.494,9.9461,10.1046,11.0084,20.1902,1.1015,-0.3205,-1.4154,0.7206,0.0192,10.8254,1,9.9947,-1.0623,-0.0668,-0.9955,-0.9713,-0.1257,-0.8457,20.881,20.5061,36.557,9.9766,10.033,36.9561,-2.054,6.1492,23461606.0,8.53,-8.7672,-18.4678,0.8305,26.8335,10.9613,23.2975,10.6565,12.4512,10.3577,8.684,8.684,16.2069,76.978,96.9469,10.3096,8.9597,0.3386,10.3756,-1.0982,-89.2202,9.8323
2015-08-11,16.03,16.17,15.69,8.94,1243648,-7099499.0994,-2118410.7112,58.2079,57.753,-0.9829,78.5714,21.4286,-57.1429,0.5371,8.4843,10.4802,12.4761,-0.375,-126.6921,-47.819,8.9451,62.938,9.7919,9.9498,10.8555,20.3226,-4.8439,-1.2122,-1.6448,0.6449,-0.0844,10.6559,1,9.8847,-1.0635,-0.0544,-1.0091,-0.9829,-0.1079,-0.875,20.8785,20.3905,36.7472,9.9766,10.033,36.1502,-1.975,6.0056,22217958.0,8.2228,-8.9814,-18.0879,0.8145,26.0905,10.8749,23.2137,10.4802,12.3241,11.4081,13.1458,13.1458,14.5349,85.3017,73.867,10.1422,8.8233,0.2709,10.1765,-1.1345,-94.2661,9.6605
