date,open,high,low,close,volume,atr_14_atr,ema_14_ema,ema_200_ema,ema_20_ema,ema_50_ema,ema_7_ema,rsi_14_rsi,sma_14_sma,sma_200_sma,sma_20_sma,sma_50_sma,sma_7_sma
1999-11-01,33.19,34.25,33.06,9.48,473100,,,,,,,,,,,,
1999-11-02,34.0,35.25,33.94,9.76,1033700,,,,,,,,,,,,
1999-11-03,34.94,34.94,34.44,9.76,526300,,,,,,,,,,,,
1999-11-04,35.0,35.0,33.88,9.57,427200,,,,,,,,,,,,
1999-11-05,34.56,34.88,34.31,9.76,465700,,,,,,,,,,,,
1999-11-08,34.63,34.88,34.44,9.76,247600,,,,,,,,,,,,
1999-11-09,34.63,34.75,34.0,9.53,1536900,,,,,,9.6581,,,,,,9.6581
1999-11-10,33.75,34.13,33.56,9.41,454400,,,,,,9.5954,,,,,,9.6481
1999-11-11,33.06,33.81,33.06,9.44,476300,,,,,,9.5575,,,,,,9.6032
1999-11-12,33.63,34.13,33.38,9.41,458000,,,,,,9.52,,,,,,9.5532
1999-11-15,33.56,33.75,33.19,9.36,206500,,,,,,9.4792,,,,,,9.5231
1999-11-16,33.63,33.69,33.38,9.39,259600,,,,,,9.4571,,,,,,9.4707
1999-11-17,33.56,33.63,33.38,9.39,318300,,,,,,9.4405,,,,,,9.4182
1999-11-18,33.63,33.75,33.38,9.39,263500,,9.5281,,,,9.428,,9.5281,,,,9.3982
1999-11-19,33.31,33.5,33.06,9.32,413600,0.1814,9.5005,,,,9.4011,43.6652,9.5169,,,,9.3858
1999-11-22,33.0,33.13,32.56,9.21,354600,0.1823,9.4611,,,,9.3522,39.6994,9.4775,,,,9.3517
1999-11-23,32.44,32.5,32.0,8.99,291200,0.1861,9.3979,,,,9.2609,33.4712,9.4224,,,,9.2917
1999-11-24,32.25,32.94,32.0,9.16,772900,0.1916,9.3667,,,,9.2366,41.4597,9.3936,,,,9.264
1999-11-26,33.31,33.31,32.81,9.2,161400,0.1903,9.3441,,,,9.2267,42.8669,9.3536,,,,9.2364
1999-11-29,32.56,32.56,31.5,8.99,397800,0.203,9.2965,,9.4127,,9.1668,36.897,9.2985,,9.4127,,9.1788
1999-11-30,32.06,33.06,32.0,9.27,1157600,0.2097,9.2926,,9.3989,,9.1919,47.4129,9.2797,,9.4022,,9.1611
1999-12-01,33.0,33.06,32.5,9.15,618800,0.2059,9.2731,,9.3749,,9.1806,44.0162,9.261,,9.3717,,9.1363
1999-12-02,32.69,33.06,32.69,9.23,108500,0.1998,9.2678,,9.3614,,9.1939,46.966,9.246,,9.3455,,9.1403
1999-12-03,33.19,33.75,33.19,9.37,212600,0.2018,9.282,,9.3626,,9.2388,51.4128,9.2436,,9.3358,,9.1956
1999-12-06,33.25,33.5,33.06,9.36,473500,0.1962,9.292,,9.3621,,9.2684,50.8617,9.2436,,9.3157,,9.2232
1999-12-07,33.38,33.75,33.38,9.39,741400,0.1896,9.3051,,9.3648,,9.2989,51.9706,9.2436,,9.2974,,9.2508
1999-12-08,33.44,33.56,33.38,9.38,419600,0.1796,9.315,,9.3662,,9.319,51.553,9.2428,,9.2898,,9.3069
1999-12-09,33.44,33.63,33.38,9.37,616700,0.1718,9.3229,,9.3669,,9.3327,51.3309,9.2416,,9.2881,,9.3221
1999-12-10,33.44,33.44,32.63,9.15,450500,0.1757,9.2994,,9.3459,,9.2862,43.2109,9.2292,,9.2733,,9.3221
1999-12-13,32.88,32.88,32.25,9.06,490800,0.1758,9.2671,,9.3184,,9.2289,40.4861,9.2186,,9.2558,,9.2969
1999-12-14,32.38,32.44,32.0,9.08,385300,0.1721,9.2417,,9.2954,,9.1908,41.3573,9.225,,9.2417,,9.2544
1999-12-15,32.38,32.69,32.13,9.06,6488600,0.171,9.217,,9.2727,,9.1574,40.7154,9.2174,,9.2251,,9.2116
1999-12-16,32.0,32.5,31.5,9.03,1359000,0.1791,9.1918,,9.2493,,9.1249,39.7197,9.2053,,9.2069,,9.1597
1999-12-17,31.56,31.56,31.56,8.99,450400,0.169,9.165,,9.2247,,9.0913,38.4457,9.2055,,9.1869,,9.1042
1999-12-20,31.5,32.0,31.31,8.99,327800,0.1709,9.1421,,9.2027,,9.0669,38.6088,9.186,,9.1706,,9.0498
1999-12-21,31.88,32.44,31.5,9.17,904900,0.1779,9.1458,,9.1996,,9.0926,47.8384,9.1876,,9.1688,,9.0532
1999-12-22,32.06,32.19,31.31,8.99,379500,0.1831,9.1251,,9.1796,,9.0671,41.0801,9.1703,,9.169,,9.0437
1999-12-23,31.69,32.19,31.56,9.13,169900,0.1828,9.1262,,9.1752,,9.0836,47.428,9.1531,,9.1674,,9.0517
1999-12-27,32.0,32.31,31.63,9.01,330800,0.1836,9.1107,,9.1595,,9.0653,43.1249,9.1283,,9.1581,,9.0451
1999-12-28,31.56,32.06,31.56,9.04,95700,0.1806,9.1019,,9.1486,,9.0602,44.6346,9.1036,,9.161,,9.0475
1999-12-29,31.63,31.75,31.19,8.89,120200,0.1791,9.073,,9.1235,,9.0164,39.3812,9.0683,,9.1419,,9.0325
1999-12-30,31.44,31.56,31.25,8.94,236300,0.1739,9.0552,,9.1059,,8.9971,41.8806,9.0373,,9.1315,,9.0247
1999-12-31,31.75,31.75,31.06,9.01,183900,0.1755,9.0492,,9.0969,,9.0005,45.0888,9.0276,,9.1204,,9.0019
2000-01-03,31.38,31.38,29.88,8.56,572300,0.1986,8.9844,,9.046,,8.8912,32.8319,8.9923,,9.0798,,8.9409
2000-01-04,29.56,30.13,29.56,8.58,561200,0.196,8.9309,,9.002,,8.8142,33.6973,8.957,,9.0411,,8.8624
2000-01-05,30.31,31.44,30.31,8.89,378200,0.2086,8.9248,,8.9908,,8.8319,45.2096,8.9448,,9.0159,,8.8445
2000-01-06,31.0,31.38,30.69,8.81,288500,0.2078,8.91,,8.974,,8.8274,43.3,8.9295,,8.9876,,8.8115
2000-01-07,31.0,31.25,30.88,8.9,567300,0.2005,8.909,,8.9671,,8.8461,46.3274,8.9232,,8.964,,8.8139
2000-01-10,31.94,32.13,31.31,8.96,632800,0.204,8.9153,,8.9661,,8.8737,48.1545,8.9206,,8.9545,,8.8164
2000-01-11,31.31,31.44,31.0,8.96,359700,0.1984,8.9208,,8.9652,9.1994,8.8944,48.1545,8.9053,,8.9495,9.1994,8.8086
2000-01-12,31.31,31.94,31.25,8.99,1021700,0.1983,8.9301,,8.9676,9.1912,8.9184,49.4158,8.9053,,8.9452,9.1897,8.8697
2000-01-13,31.69,31.75,31.19,8.97,321400,0.1955,8.9359,,8.9682,9.1827,8.9322,48.7769,8.8939,,8.941,9.174,8.9254
2000-01-14,31.56,31.75,31.0,8.89,409900,0.1968,8.9291,,8.9603,9.171,8.9204,45.503,8.8849,,8.9339,9.1565,8.9254
2000-01-18,31.19,31.31,30.5,8.78,251200,0.1992,8.9088,,8.9428,9.1555,8.8845,41.7995,8.8658,,8.9232,9.1407,8.9201
2000-01-19,31.0,32.13,30.88,9.08,581500,0.2119,8.9319,,8.956,9.1526,8.9338,53.3205,8.8799,,8.9276,9.1272,8.9458
2000-01-20,32.0,34.06,31.88,9.65,985800,0.2411,9.0278,,9.0223,9.1722,9.1132,66.621,8.9307,,8.9517,9.1251,9.0451
2000-01-21,34.75,37.5,33.88,10.59,1231300,0.2975,9.2367,,9.172,9.228,9.4835,77.863,9.0439,,9.0319,9.1463,9.2791
2000-01-24,39.0,41.31,37.38,10.7,1822600,0.3601,9.4318,,9.3175,9.2857,9.7876,78.7255,9.1965,,9.1102,9.1722,9.5233
2000-01-25,37.63,38.0,35.25,10.18,773400,0.3903,9.5321,,9.4,9.3209,9.8867,65.3177,9.3108,,9.1689,9.187,9.6962
2000-01-26,35.81,35.88,35.38,10.22,443300,0.3726,9.624,,9.4782,9.3562,9.9703,65.7686,9.4063,,9.2277,9.2033,9.8871
2000-01-27,35.75,35.75,34.5,9.97,963600,0.3741,9.6702,,9.5251,9.3803,9.9704,60.0745,9.4889,,9.282,9.2155,10.0576
2000-01-28,34.5,34.69,33.25,9.47,394300,0.383,9.6437,,9.5201,9.3839,9.8458,50.678,9.5296,,9.3086,9.2172,10.1134
2000-01-31,33.63,35.0,33.38,9.9,906000,0.3912,9.6778,,9.5562,9.4041,9.8592,56.9008,9.5969,,9.353,9.2273,10.1488
2000-02-01,34.88,35.31,34.69,9.9,637000,0.3759,9.7073,,9.5889,9.4235,9.8692,56.9008,9.6643,,9.4199,9.2375,10.0495
