date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_50_sma,sma_7_sma,stoch_14_slowd,stoch_14_slowk,stochrsi_14_fastd,stochrsi_14_fastk
1999-11-01,35.25,37.75,35.0,18.25,270700,49218.1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-02,36.75,38.25,36.13,18.62,254900,78074.7856,,,,,,,,,,,,,,,,,,,17.5,,,,,,,,,
1999-11-03,37.88,38.25,36.0,18.53,184200,56789.4523,,,,,,,,,,,,,,,,,,,17.5162,,,,,,,,,
1999-11-04,37.13,37.13,35.56,18.16,105200,47408.5605,,,,,,,,,,,,,,,,,,,17.5323,,,,,,,,,
1999-11-05,37.38,38.88,37.38,19.16,411500,244928.5605,,,,,,,,,,,,,,,,,,,17.5483,,,,,,,,,
1999-11-08,38.13,40.5,37.5,20.0,326900,680795.2272,,,,,,,,,,,,,,,,,,,17.5861,,,,,,,,,
1999-11-09,40.88,43.06,40.38,20.19,650100,-619404.7728,,,,,,,,,,,18.9864,,,,,,,,17.666,,,,,18.9864,,,,
1999-11-10,40.25,41.0,39.88,20.07,117800,-749826.2014,,,,,,,,,,,19.2561,,,,,,,,17.8206,,,,,19.2457,,,,
1999-11-11,40.0,42.0,40.0,20.72,239900,-538714.2014,,,,,,,,,,,19.6221,,,,,,,,17.969,,,,,19.545,72.3569,65.5596,,
1999-11-12,41.63,41.63,40.38,20.5,46700,-539461.4014,,,,,,,,,,,19.8415,,,,,,,,18.1114,,,,,19.8264,67.4577,65.1206,,
1999-11-15,40.63,40.63,38.94,19.82,116100,-582054.3008,,,,,,,,,,,19.8349,,,,,1.565,8.5753,,18.2481,,,,,20.0636,60.3574,50.392,,
1999-11-16,39.38,41.81,39.38,20.82,631400,493664.2177,,,,,,,,,,,20.0799,,,,,2.19,11.7584,,18.3794,,,,,20.3007,57.1271,55.8686,,
1999-11-17,41.5,41.63,41.0,20.75,760200,1386597.5511,,,,,,,,,,,20.2474,,,,,2.22,11.9806,,18.5054,,,,,20.4079,56.3442,62.7721,,
1999-11-18,41.06,41.88,41.0,20.72,107000,1386597.5511,,,,,,,19.735,,,,20.3656,,,,,2.565,14.1283,,18.6264,19.735,,,,20.4836,68.0583,85.5342,,
1999-11-19,41.56,41.63,39.25,20.22,428800,1386597.5511,,,0.9757,,,,19.7997,,,,20.3292,,,,77.6551,1.065,5.5599,65.9903,18.7426,19.8757,,,,20.5057,73.8482,73.2382,,
