date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_30_ema,ema_50_ema,ema_7_ema,ema_90_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_30_sma,sma_50_sma,sma_7_sma,sma_90_sma,stochrsi_14_fastd,stochrsi_14_fastk
1999-11-01,22.38,22.56,22.31,4.73,589300,1178600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-02,22.44,22.88,22.44,4.78,196800,1446963.6364,,,,,,,,,,,,,,,,,,,,,4.674,,,,,,,,,
1999-11-03,22.81,22.81,22.5,4.75,117400,1499982.9912,,,,,,,,,,,,,,,,,,,,,4.6752,,,,,,,,,
1999-11-04,22.63,22.75,22.44,4.73,237700,1392634.6041,,,,,,,,,,,,,,,,,,,,,4.6764,,,,,,,,,
1999-11-05,22.56,22.81,22.5,4.75,205900,1485621.7009,,,,,,,,,,,,,,,,,,,,,4.6776,,,,,,,,,
1999-11-08,22.56,22.69,22.13,4.65,2450700,-2365478.2991,,,,,,,,,,,,,,,,,,,,,4.7934,,,,,,,,,
1999-11-09,22.0,22.06,21.63,4.63,611000,-3246455.0433,,,,,,,,,,,,4.7162,,,,,,,,,4.7919,,,,,,4.7162,,,
1999-11-10,21.63,21.69,21.19,4.56,241300,-3362279.0433,,,,,,,,,,,,4.6771,,,,,,,,,4.7883,,,,,,4.6924,,,
1999-11-11,21.38,21.38,21.06,4.51,194300,-3580866.5433,,,,,,,,,,,,4.6344,,,,,,,,,4.7802,,,,,,4.6535,,,
1999-11-12,21.31,21.31,21.13,4.53,162600,-3472466.5433,,,,,,,,,,,,4.6088,,,,,,,,,4.7687,,,,,,4.6218,,,
1999-11-15,21.13,21.25,20.75,4.48,387400,-3472466.5433,,,,,,,,,,,,4.5763,,,,,,-0.2477,-5.2412,,4.7576,,,,,,4.5864,,,
1999-11-16,21.0,21.0,20.56,4.44,362400,-3373630.1797,,,,,,,,,,,,4.5417,,,,,,-0.3406,-7.1277,,4.741,,,,,,4.5414,,,
1999-11-17,20.75,20.75,20.5,4.38,235500,-3618550.1797,,,,,,,,,,,,4.5025,,,,,,-0.3688,-7.7581,,4.7196,,,,,,4.5037,,,
1999-11-18,20.69,20.94,20.44,4.36,354800,-4328150.1797,,,,,,,4.5909,,,,,4.4667,,,,,,-0.3671,-7.7681,,4.6953,4.5909,,,,,4.4656,,,
1999-11-19,20.5,20.81,20.38,4.36,428900,-4946564.1332,,,0.0839,,,,4.56,,,,,4.4398,,,,,14.8037,-0.3944,-8.2965,18.2153,4.6684,4.5647,,,,,4.4369,,,
1999-11-22,20.44,20.44,20.06,4.29,304700,-5331448.3437,,,0.0837,,,,4.5244,,,,,4.4032,,,,,11.3603,-0.3557,-7.6523,16.2162,4.6394,4.53,,,,,4.4065,,,
1999-11-23,20.25,20.25,19.75,4.22,488200,-6073512.3437,,,0.0853,,,,4.4845,,,,,4.3586,,,,,10.7916,-0.4009,-8.6676,14.4529,4.6033,4.4922,,,,,4.3626,,,
1999-11-24,20.06,20.19,19.88,4.25,303400,-6445422.0211,,,0.085,,,,4.4536,,,,,4.3321,,,,,14.9752,-0.3071,-6.7353,18.3378,4.5603,4.4584,,,,,4.3303,,,
1999-11-26,20.0,20.13,20.0,4.27,123700,-6692822.0211,,,0.0818,,,,4.4285,,,,,4.3154,,,,,13.7049,-0.241,-5.3478,20.1403,4.522,4.4235,,,,,4.3056,,,
1999-11-29,20.0,20.0,19.13,4.12,557100,-7345973.7452,,,0.0892,4.0926,4.4893,4.886,4.3871,,4.4893,,,4.2661,,,,,19.7079,-0.4137,-9.1294,15.8166,4.4879,4.3856,,4.4893,,,4.2675,,,
1999-11-30,19.44,19.94,19.31,4.24,601700,-6371792.7929,,,0.0925,4.0697,4.465,4.8602,4.3675,,4.4655,,,4.2595,,,,,32.2906,-0.2389,-5.3333,29.3163,4.4389,4.358,,4.465,,,4.2505,,74.6588,100.0
1999-12-01,19.94,19.94,19.56,4.22,388100,-6126677.0034,,,0.0916,4.0565,4.4373,4.818,4.3485,,4.4426,,,4.2509,,,,,39.2215,-0.2133,-4.8054,28.7075,4.3958,4.3341,,4.4373,,,4.2313,,73.1555,95.49
1999-12-02,19.88,20.0,19.63,4.25,311500,-5705731.0574,,,0.0907,4.0527,4.4122,4.7718,4.3357,,4.4245,,,4.2513,,,,,44.5369,-0.1322,-3.0156,31.5506,4.3579,4.316,,4.4122,,,4.2255,,98.4967,100.0
1999-12-03,19.63,20.06,19.63,4.24,262300,-5620331.0574,,,0.0908,4.0516,4.3879,4.7242,4.3229,,4.4069,,,4.2484,,,,,45.484,-0.1194,-2.7397,30.9373,4.3245,4.2951,,4.3879,,,4.2276,,97.1975,96.1025
1999-12-06,19.88,19.94,19.5,4.24,316900,-5159385.6029,,,0.091,4.0654,4.3622,4.659,4.3118,,4.391,,,4.2463,,,,,46.3258,-0.1194,-2.7397,30.9373,4.2952,4.278,,4.3622,,,4.2258,,91.5112,78.4309
1999-12-07,19.69,19.94,19.63,4.22,298000,-5063256.5706,,,0.0892,4.0696,4.341,4.6124,4.3002,,4.3752,,,4.2409,,,,,53.0251,-0.0682,-1.5897,30.1446,4.2782,4.2628,,4.341,,,4.22,,75.0269,50.5473
1999-12-08,19.75,19.81,19.5,4.21,439800,-4524146.8932,,,0.0876,4.0774,4.3203,4.5633,4.2885,,4.3597,,,4.2337,,,,,51.0688,-0.0128,-0.3029,29.448,4.2544,4.2505,,4.3203,,,4.2334,,42.9927,0.0
1999-12-09,19.69,19.75,19.13,4.16,369800,-4380998.5061,67.3999,,0.0908,4.074,4.3003,4.5265,4.2712,,4.3405,,,4.215,,,,,44.0308,-0.0938,-2.2066,26.6815,4.2526,4.2362,,4.3003,,,4.2218,,16.8491,0.0
1999-12-10,19.56,19.63,19.13,4.11,308600,-4701942.5061,67.9282,,0.0919,4.0596,4.2802,4.5008,4.2491,,4.3181,,,4.1876,,,,,45.2804,-0.16,-3.75,24.2301,4.2319,4.218,,4.2802,,,4.2048,,0.0,0.0
1999-12-13,19.19,19.31,19.06,4.12,440900,-3820142.5061,68.4809,,0.0892,4.0607,4.2595,4.4583,4.2316,,4.2991,4.3934,,4.1703,,,,,44.2561,0.0,0.0,25.9877,4.2136,4.2055,,4.2595,4.3934,,4.1856,,9.9053,29.7159
1999-12-14,19.31,19.5,19.25,4.13,361800,-3791198.5061,67.8423,,0.0866,4.0636,4.2423,4.4209,4.2185,,4.2833,4.3766,,4.161,,,,,52.4879,-0.1066,-2.5151,28.0835,4.1943,4.199,,4.2423,4.3736,,4.1703,,34.522,73.85
