date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_50_sma,sma_7_sma,stoch_14_slowd,stoch_14_slowk,stochrsi_14_fastd,stochrsi_14_fastk
2013-10-10,54.15,55.02,51.56,52.01,29240900,-21634885.5491,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-11,52.26,55.44,51.85,53.3,3245300,-22258634.0171,,,,,,,,,,,,,,,,,,,51.56,,,,,,,,,
2013-10-14,53.18,56.5,53.0,55.64,1018700,-21740552.3028,,,,,,,,,,,,,,,,,,,51.5988,,,,,,,,,
2013-10-15,56.38,57.67,55.87,57.06,1566100,-21235920.0806,,,,,,,,,,,,,,,,,,,51.6968,,,,,,,,,
2013-10-16,57.4,57.8,55.98,57.56,2233300,-19591622.2784,,,,,,,,,,,,,,,,,,,51.876,,,,,,,,,
2013-10-17,57.5,57.62,53.9,54.9,1985800,-20509787.8698,,,,,,,,,,,,,,,,,,,52.113,,,,,,,,,
2013-10-18,55.3,56.56,52.91,55.13,1017200,-20289626.7739,,,,,,,,,,,55.0857,,,,,,,,52.3405,,,,,55.0857,,,,
2013-10-21,55.0,55.48,54.62,55.13,849200,-20131636.0762,,,,,,,,,,,55.0968,,,,,,,,52.5588,,,,,55.5314,,,,
2013-10-22,54.7,56.01,53.85,54.35,1071600,-20707124.9651,,,,,,,,,,,54.9101,,,,,,,,52.7685,,,,,55.6814,50.5685,40.0818,,
2013-10-23,53.25,55.0,53.12,54.82,781600,-20075193.0502,,,,,,,,,,,54.8876,,,,,,,,52.9697,,,,,55.5643,41.9669,38.4662,,
2013-10-24,54.82,55.45,54.48,55.2,629700,-19770080.6791,,,,,,,,,,,54.9657,,,,,3.19,6.1334,,53.12,,,,,55.2986,40.9315,44.2465,,
2013-10-25,55.05,56.52,54.31,56.38,536900,-19301204.2085,,,,,,,,,,,55.3193,,,,,3.08,5.7786,,53.12,,,,,55.13,49.7014,66.3914,,
2013-10-28,56.0,57.15,55.59,57.0,518900,-18882092.67,,,,,,,,,,,55.7394,,,,,1.36,2.4443,,53.3072,,,,,55.43,65.2015,84.9667,,
2013-10-29,57.0,57.22,56.04,56.33,1172600,-19478329.9582,,,,,,,55.3436,,,,55.8871,,,,,-0.73,-1.2794,,53.4869,55.3436,,,,55.6014,80.503,90.151,,
2013-10-30,55.85,57.08,55.55,56.84,979300,-18806261.3307,,,2.19,,,,55.5431,,,,56.1253,,,,60.1679,-0.72,-1.2509,68.5057,53.6594,55.6886,,,,55.8457,87.4295,87.1707,,
2013-10-31,56.5,57.76,56.02,56.49,396100,-18988376.2733,,,2.1579,,,,55.6693,,,,56.2165,,,,52.8621,1.59,2.8962,66.5826,53.8251,55.9164,,,,56.1514,84.4875,76.1409,,
2013-11-01,56.75,57.0,54.51,55.15,987600,-19468294.3455,,,2.1816,,,,55.6001,,,,55.9499,,,,46.1292,0.02,0.0363,59.6756,53.9841,55.8814,,,,56.1986,73.3063,56.6074,,
2013-11-04,56.95,57.12,54.23,54.98,810100,-19857927.2175,,,2.2322,,,,55.5174,,,,55.7074,,,,37.3132,-0.15,-0.2721,58.8416,54.1367,55.7329,,,,56.1671,55.8191,34.7091,,
2013-11-05,55.99,56.0,54.58,55.19,521300,-19931349.7527,,,2.1742,,,,55.4738,,,,55.578,,,,23.9832,0.84,1.5455,59.5928,54.23,55.5636,,,,55.9971,38.0093,22.7114,,
2013-11-06,55.96,56.06,54.88,55.04,719300,-20455585.3459,,,2.1032,52.8442,55.425,58.0058,55.4159,,55.425,,55.4435,,,,33.2721,0.22,0.4013,58.7677,54.23,55.5736,,55.425,,55.7171,27.0722,23.796,,
2013-11-07,54.7,54.7,53.31,54.0,1566500,-20466855.1301,,,2.0765,53.3578,55.5245,57.6912,55.2271,,55.2893,,55.0827,,,,31.773,-1.2,-2.1739,53.2616,57.8,55.4929,,55.5245,,55.3843,23.086,22.7506,2.5911,0.0
2013-11-08,56.72,56.72,54.0,55.64,708700,-20320946.3066,,,2.1225,53.7303,55.6415,57.5527,55.2822,,55.3227,,55.222,,,,30.9656,-0.74,-1.3125,59.6774,57.7551,55.5293,,55.6415,,55.2129,26.8724,34.0704,33.3333,100.0
2013-11-11,55.15,55.85,54.16,54.28,646400,-20875549.8569,,,2.0916,53.5722,55.5735,57.5748,55.1486,,55.2234,,54.9865,,,,32.1498,-2.72,-4.7719,53.1604,57.7106,55.5243,,55.5735,,54.8971,30.9082,35.9036,33.3333,0.0
2013-11-12,54.28,55.06,53.6,54.24,523700,-20940115.6103,,,2.0465,53.4731,55.4325,57.3919,55.0274,,55.1297,,54.7999,,,,32.9081,-2.09,-3.7103,52.9772,57.6666,55.4829,,55.4325,,54.7671,36.3106,38.9578,33.3333,0.0
2013-11-13,54.48,54.48,53.77,54.07,433100,-21007215.6103,,,1.951,53.4738,55.258,57.0422,54.8998,,55.0288,,54.6174,,,,27.5959,-2.77,-4.8733,52.1544,57.6231,55.4021,,55.258,,54.6371,33.6211,26.002,0.0,0.0
2013-11-14,54.04,54.13,53.36,53.8,362400,-20955444.1817,,,1.8666,53.3133,55.203,57.0927,54.7531,,54.9118,,54.4131,,,,22.8719,-2.69,-4.7619,50.8047,57.5799,55.2179,,55.203,,54.4386,28.615,20.8851,0.0,0.0
2013-11-15,54.0,54.52,53.4,53.52,384200,-21257315.6103,,,1.8133,53.0951,55.1225,57.1499,54.5887,,54.7792,,54.1898,,,,21.6839,-1.63,-2.9556,49.3777,57.5372,54.9693,,55.1225,,54.2214,20.2744,13.9361,0.0,0.0
2013-11-18,53.64,54.15,51.83,52.06,395600,-21574477.6793,9.9746,,1.8495,52.5417,54.969,57.3963,54.2516,,54.5202,,53.6573,,,,23.5851,-2.92,-5.311,42.6504,57.495,54.6643,,54.969,,53.9443,14.5673,8.8806,0.0,0.0
2013-11-19,52.0,52.99,51.89,52.7,569800,-21305117.6793,10.8512,,1.796,52.2754,54.8865,57.4976,54.0447,,54.3469,,53.418,,,,24.7999,-2.49,-4.5117,46.116,57.3817,54.3686,,54.8865,,53.5243,12.7043,15.2962,12.155,36.4649
2013-11-20,52.55,53.28,51.97,52.67,383800,-21278749.7403,11.3704,,1.7613,51.9945,54.779,57.5635,53.8614,,54.1872,,53.231,,,,24.4507,-2.37,-4.306,45.9757,57.2706,54.0957,,54.779,,53.2943,15.9133,23.5632,25.7484,40.7804
2013-11-21,52.75,53.78,52.41,53.49,349800,-21077040.2513,11.3547,,1.7333,51.8614,54.6935,57.5256,53.8119,,54.1208,,53.2958,,,,30.4981,-0.51,-0.9444,50.4147,57.1618,53.9771,,54.6935,,53.1871,26.873,41.7596,59.0817,100.0
2013-11-22,54.76,55.98,54.1,55.4,910900,-20728184.9321,11.4818,,1.7874,51.8982,54.6445,57.3908,54.0236,,54.2426,,53.8218,,,,41.073,-0.24,-0.4313,58.8882,57.0552,54.0071,,54.6445,,53.3771,41.6588,59.6536,80.2601,100.0
2013-11-25,55.45,55.45,54.43,55.18,48800,-20705220.2263,11.5999,,1.7325,52.0125,54.5535,57.0945,54.1778,,54.3319,,54.1614,,,,43.547,0.9,1.6581,57.6659,56.9507,54.0064,,54.5535,,53.5743,59.1571,76.0581,96.8445,90.5334
2013-11-26,55.06,55.62,54.95,55.1,409900,-20931582.9128,11.8286,,1.6567,52.0692,54.492,56.9148,54.3008,,54.405,,54.396,-0.2444,0.1905,-0.4349,41.221,0.86,1.5855,57.2009,56.8483,54.0107,,54.492,,53.8,72.406,81.5064,92.4886,86.9324
2013-11-27,55.12,56.33,54.85,54.86,253700,-21181854.5344,12.5249,,1.644,52.2123,54.393,56.5737,54.3753,,54.4484,,54.512,-0.1866,0.1986,-0.3852,53.6874,0.79,1.4611,55.7486,56.7479,54.0721,,54.393,,54.2,77.0765,73.665,80.1379,62.9477
2013-11-29,55.14,55.71,54.66,54.9,92400,-21232014.5344,12.9769,,1.6016,52.3381,54.3135,56.2889,54.4453,,54.4914,,54.609,-0.136,0.1994,-0.3354,46.9718,1.1,2.0446,55.9494,56.6495,54.0193,,54.3135,,54.5143,71.327,58.8098,52.0913,6.3937
2013-12-02,54.84,55.14,52.72,54.23,623300,-21077477.3444,12.3811,,1.6601,52.3297,54.2675,56.2053,54.4166,,54.4665,,54.5143,-0.1482,0.1497,-0.298,47.2328,0.71,1.3266,51.7174,56.5532,54.0157,,54.2675,,54.7371,59.7363,46.7342,23.1138,0.0
2013-12-03,54.34,55.06,53.72,54.34,885400,-21143551.9712,11.8279,,1.6372,52.3249,54.2355,56.1461,54.4064,,54.4544,,54.4707,-0.1473,0.1205,-0.2678,59.0115,2.28,4.3796,52.3546,56.4587,54.0229,,54.2355,,54.8586,48.8011,40.8593,6.0046,11.6202
2013-12-04,54.0,54.93,53.82,54.4,769200,-21108903.3226,11.3142,,1.5995,52.3339,54.196,56.0581,54.4055,,54.4493,,54.453,-0.1402,0.1021,-0.2423,67.9098,1.7,3.2258,52.7211,56.3661,54.0464,,54.196,,54.7157,44.0024,44.4137,11.7792,23.7173
