date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_50_sma,sma_7_sma,stoch_14_slowd,stoch_14_slowk,stochrsi_14_fastd,stochrsi_14_fastk
2020-02-13,25.04,25.05,24.82,24.73,300,-300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-14,24.76,24.8,24.7,24.71,6912,6612.0,,,,,,,,,,,,,,,,,,,24.9637,,,,,,,,,
2020-02-18,26.69,26.69,24.32,24.33,5813,1254.3353,,,,,,,,,,,,,,,,,,,24.2342,,,,,,,,,
2020-02-19,24.68,24.8,24.68,24.71,1662,2823.2182,,,,,,,,,,,,,,,,,,,24.2342,,,,,,,,,
2020-02-20,24.6,24.72,24.59,24.5,691,2132.2182,,,,,,,,,,,,,,,,,,,24.2342,,,,,,,,,
2020-02-21,24.49,24.49,24.3,24.22,4502,-2369.7818,,,,,,,,,,,,,,,,,,,26.598,,,,,,,,,
2020-02-24,23.15,23.29,22.97,22.89,16680,-19049.7818,,,,,,,,,,,24.2999,,,,,,,,26.5742,,,,,24.2999,,,,
2020-02-25,22.39,22.39,22.15,22.07,1629,-20678.7818,,,,,,,,,,,23.7433,,,,,,,,26.5006,,,,,23.9205,,,,
2020-02-26,22.08,22.31,21.32,21.29,13721,-33058.7148,,,,,,,,,,,23.1311,,,,,,,,26.3678,,,,,23.432,1.4267,0.4745,,
2020-02-27,21.32,21.32,20.52,20.47,4119,-36945.0955,,,,,,,,,,,22.4653,,,,,,,,26.1629,,,,,22.8808,0.3798,0.6649,,
