date,open,high,low,close,volume,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_10_ema,ema_14_ema,ema_200_ema,ema_20_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_10_sma,sma_14_sma,sma_200_sma,sma_20_sma,sma_50_sma,sma_7_sma
2014-10-14,22.5,22.79,22.3,14.98,1605776,,,0.3919,,,,15.1493,15.2642,,,,15.0626,,,,83.2313,-0.6473,-4.1418,36.0,14.7606,15.1864,15.2778,,,,15.0209
2014-10-15,22.13,22.2,21.5,14.58,3405401,,,0.4092,,,,15.0458,15.1731,,,,14.9421,,,,70.7499,-1.061,-6.7833,27.9681,15.7549,15.0803,15.2206,,,,14.9456
2014-10-16,21.51,21.95,21.47,14.55,3105758,,,0.4028,,,,14.9552,15.0896,,,,14.8433,,,,62.2952,-1.0276,-6.5981,27.4191,15.7408,14.9775,15.1515,,,,14.8769
2014-10-17,21.89,22.07,21.73,14.63,2750608,,,0.3903,,,,14.8955,15.0279,,,,14.7893,,,,59.5574,-0.8742,-5.6393,30.9237,15.7126,14.8901,15.089,,,,14.7978
2014-10-20,21.82,22.38,21.82,14.93,1870599,,,0.3891,,,,14.9025,15.0154,,,,14.8255,,,,56.2298,-0.1735,-1.1484,42.4042,15.6848,14.8727,15.0395,,,,14.7883
2014-10-21,22.11,22.93,22.11,15.23,1165506,,,0.4004,14.4769,15.1603,15.8438,14.9617,15.0437,,15.1603,,14.9261,,,,51.4288,0.2002,1.3321,50.8234,15.6577,14.8928,15.0099,,15.1603,,14.8398
2014-10-22,22.78,23.0,22.4,15.08,884653,,,0.4003,14.4692,15.1443,15.8195,14.9834,15.0487,,15.1528,,14.9648,,,,46.6726,-0.1001,-0.6593,47.115,15.6311,14.8828,14.9746,,15.1443,,14.8541
2014-10-23,22.97,23.08,22.59,15.37,1154177,,,0.395,14.4695,15.1437,15.8179,15.0533,15.0913,,15.1733,,15.0656,,,,52.5655,0.367,2.4466,54.1561,15.605,14.9195,14.9651,,15.1437,,14.9093
2014-10-24,23.32,23.49,22.77,15.47,1357806,,,0.4011,14.472,15.1413,15.8107,15.1287,15.1415,,15.2013,,15.1662,,,,58.0695,0.6006,4.0395,56.3399,14.3269,14.9795,14.9909,,15.1413,,15.0361
2014-10-27,23.15,23.19,22.72,15.25,2898819,,,0.3946,14.4777,15.1286,15.7796,15.1503,15.1557,,15.2058,,15.1866,,,,54.744,0.2669,1.7817,50.6263,14.3404,15.0062,15.0066,,15.1286,,15.1362
2014-10-28,23.16,23.59,22.93,15.53,1500595,,,0.4017,14.4862,15.124,15.7617,15.2202,15.2062,,15.2371,,15.2736,,,,54.5458,0.5539,3.6971,56.7772,14.3537,15.0616,15.0318,,15.124,,15.2659
2014-10-29,23.35,23.53,23.2,15.67,1302330,,,0.3888,14.4831,15.1253,15.7675,15.3017,15.2678,,15.2781,,15.3722,,,,59.6529,1.0877,7.46,59.316,14.3815,15.1704,15.0795,,15.1253,,15.3707
2014-10-30,23.46,23.69,23.3,15.64,1153487,,,0.3797,14.4765,15.1286,15.7808,15.3634,15.3176,,15.3127,,15.4395,,,,63.7001,1.0944,7.5229,58.5749,14.4087,15.2798,15.1348,,15.1286,,15.4298
2014-10-31,23.59,23.92,23.37,15.76,1238628,24.2478,,0.3788,14.4511,15.1417,15.8322,15.4358,15.3768,,15.3555,,15.5201,,,,63.5916,1.1344,7.7555,60.9397,14.4507,15.3932,15.1906,,15.1417,,15.5271
2014-11-03,23.49,24.0,23.16,16.02,1826936,24.8345,,0.3918,14.399,15.187,15.9751,15.5412,15.4619,,15.4183,,15.6438,,,,64.0429,1.081,7.2386,65.4268,14.5111,15.5013,15.2644,,15.187,,15.6195
2014-11-04,23.74,23.91,23.43,15.81,1474474,25.4005,,0.3868,14.3966,15.2264,16.0562,15.5909,15.509,,15.4561,,15.6866,,,,75.1967,0.5872,3.8563,59.6053,14.5863,15.5601,15.3526,,15.2264,,15.6691
2014-11-05,23.8,23.95,23.55,16.02,1097594,26.005,,0.3783,14.3704,15.2682,16.1659,15.6682,15.5766,,15.5094,,15.769,,,,86.6795,0.9351,6.2003,63.1512,14.6725,15.6536,15.4575,,15.2682,,15.7789
2014-11-06,23.79,24.46,23.75,16.28,1010740,27.4369,,0.3853,14.3416,15.3323,16.3231,15.7802,15.6709,,15.5832,,15.8977,,,,85.652,0.9162,5.9616,67.2759,14.7689,15.7452,15.5759,,15.3323,,15.8859
2014-11-07,24.48,24.48,23.96,16.06,600659,28.7962,,0.3826,14.3768,15.3921,16.4074,15.8316,15.7232,,15.6289,,15.939,,,,81.427,0.5949,3.8463,61.1905,14.8987,15.8047,15.6565,,15.3921,,15.9423
2014-11-10,24.04,24.25,23.75,16.05,1531257,29.2183,,0.3792,14.4102,15.4455,16.4809,15.8712,15.7667,,15.6689,,15.9666,0.2027,0.1314,0.0713,73.6075,0.8017,5.2581,60.8313,15.0342,15.8849,15.7152,,15.4455,,16.0006
2014-11-11,23.97,24.22,23.75,16.04,658274,29.6102,,0.3746,14.4551,15.4986,16.5421,15.9024,15.8035,,15.7045,,15.9857,0.2095,0.1106,0.099,69.7752,0.5081,3.2708,60.6397,15.1576,15.9357,15.7839,,15.4986,,16.0408
2014-11-12,23.75,23.98,23.51,15.99,940834,29.0485,,0.3704,14.5951,15.5691,16.543,15.9182,15.8283,,15.7317,,15.9866,0.2082,0.0874,0.1208,64.3777,0.321,2.049,59.0373,15.2698,15.9678,15.8283,,15.5691,,16.0371
2014-11-13,23.62,23.96,23.58,15.96,1149713,28.5269,,0.3621,14.7735,15.6398,16.5062,15.9262,15.8462,,15.7536,,15.9805,0.2026,0.0655,0.1372,64.0526,0.3209,2.0518,58.2091,15.3719,15.9999,15.8636,,15.6398,,16.0581
2014-11-14,23.74,24.0,23.74,16.06,1111501,28.1447,,0.3487,14.9631,15.7113,16.4594,15.9499,15.8742,,15.7824,,15.9994,0.2035,0.053,0.1504,77.2632,0.2946,1.8693,60.3079,15.4649,16.0293,15.9214,,15.7113,,16.0639
2014-11-17,24.11,24.11,23.56,16.08,992390,27.0746,,0.3501,15.0954,15.7687,16.4421,15.9741,15.902,,15.8111,,16.0203,0.2039,0.0428,0.1611,70.3993,0.0679,0.4237,60.912,15.5495,16.0361,15.9605,,15.7687,,16.0351
2014-11-18,24.04,24.04,23.71,15.9,586010,26.0809,,0.3409,15.1748,15.8024,16.43,15.961,15.902,,15.8197,,15.9908,0.1875,0.0211,0.1664,65.2541,0.0871,0.5508,54.8449,15.6264,16.0448,15.9772,,15.8024,,16.0122
2014-11-19,23.8,24.0,23.51,15.9,812772,24.3919,24.3198,0.34,15.3094,15.8432,16.3769,15.9491,15.9011,,15.8269,,15.9669,0.172,0.0045,0.1675,59.1192,-0.1206,-0.7531,54.6279,15.6965,16.0328,15.9954,,15.8432,,15.9902
2014-11-20,23.57,23.87,23.5,15.89,745775,22.7867,23.8106,0.3334,15.382,15.8692,16.3564,15.9381,15.8995,,15.8328,,15.9474,0.1574,-0.0081,0.1655,52.6648,-0.3954,-2.428,54.3961,16.4047,15.9932,16.0045,,15.8692,,15.9681
2014-11-21,23.95,24.21,23.7,15.93,725247,22.3948,23.8976,0.3343,15.4408,15.8922,16.3437,15.9364,15.9034,,15.842,,15.9427,0.1473,-0.0146,0.1619,48.8528,-0.134,-0.8344,55.6131,16.3981,15.9798,15.9983,,15.8922,,15.9595
2014-11-24,23.8,24.36,23.68,16.25,836847,22.4405,24.2228,0.3429,15.5732,15.9424,16.3116,15.9935,15.9497,,15.8809,,16.0197,0.1634,0.0012,0.1622,46.3953,0.201,1.2526,63.9107,16.3916,15.9999,16.0294,,15.9424,,16.0007
2014-11-25,24.24,24.3,24.02,16.1,701615,22.483,24.9599,0.3318,15.6467,15.9708,16.2949,16.0135,15.9701,,15.902,,16.0406,0.1624,0.0002,0.1622,44.7332,0.0603,0.3759,58.5118,16.3852,16.006,16.0356,,15.9708,,16.0074
2014-11-26,24.11,24.27,23.92,16.24,703711,22.0752,25.4357,0.3249,15.6868,15.9993,16.3117,16.0541,16.0057,,15.934,,16.0897,0.1704,0.0066,0.1638,43.3117,0.2479,1.5507,61.6809,16.3788,16.0307,16.0323,,15.9993,,16.0294
2014-11-28,24.22,25.09,24.05,16.51,713406,23.5396,26.3789,0.3515,15.7022,16.0424,16.3827,16.1361,16.0723,,15.9884,,16.1936,0.1962,0.0259,0.1703,48.8607,0.5428,3.4005,67.0947,15.748,16.085,16.0639,,16.0424,,16.1156
2014-12-01,24.62,24.9,23.49,16.07,2282591,23.0084,26.3093,0.3936,15.7429,16.0578,16.3728,16.124,16.072,,15.9961,,16.1626,0.1794,0.0072,0.1721,45.9774,0.0134,0.0835,53.7945,16.8135,16.0864,16.0653,,16.0578,,16.1405
2014-12-02,24.02,24.43,23.8,16.22,1369272,22.5152,25.7819,0.3957,15.7462,16.0679,16.3897,16.1409,16.0913,,16.0171,,16.1762,0.1759,0.003,0.1729,53.6343,0.134,0.8333,56.908,16.8135,16.0998,16.0778,,16.0679,,16.1874
2014-12-03,24.33,24.59,24.19,16.24,1854537,22.4046,25.4658,0.3865,15.7814,16.089,16.3967,16.1584,16.1108,,16.0381,15.6118,16.1914,0.1728,-0.0001,0.1729,63.0222,0.3351,2.107,57.3303,16.8027,16.1333,16.0955,,16.089,15.6118,16.2314
2014-12-04,24.32,24.56,24.09,16.35,1433907,21.9774,25.061,0.3814,15.7799,16.1058,16.4317,16.1935,16.1428,,16.0679,15.6408,16.2313,0.1775,0.0037,0.1738,63.8031,0.4557,2.8668,59.7379,16.7921,16.1788,16.1232,,16.1058,15.6308,16.2458
2014-12-05,24.45,25.22,24.45,16.85,1008380,22.8383,24.9564,0.3934,15.6777,16.1343,16.5908,16.3135,16.2376,,16.1427,15.6883,16.3869,0.2192,0.0363,0.1829,63.6595,0.965,6.0734,68.2495,15.7413,16.2753,16.1802,,16.1343,15.6602,16.353
2014-12-08,25.08,25.14,24.68,16.78,2244927,23.6377,24.8593,0.3878,15.6357,16.1701,16.7046,16.3983,16.3099,,16.2034,15.7311,16.4852,0.2435,0.0485,0.195,72.7677,0.8511,5.3429,66.0442,15.7528,16.3604,16.23,,16.1701,15.6855,16.4305
2014-12-09,24.71,25.33,24.5,16.86,1141758,24.6896,24.5408,0.3999,15.6012,16.2107,16.8202,16.4823,16.3833,,16.266,15.7754,16.579,0.2662,0.057,0.2093,77.2088,0.6098,3.7526,67.286,15.7643,16.4214,16.2984,,16.2107,15.7127,16.4813
2014-12-10,25.15,25.41,24.62,16.52,630958,25.7938,24.2903,0.4091,15.616,16.2345,16.8529,16.4889,16.4013,,16.29,15.8046,16.5639,0.2537,0.0356,0.2181,77.9017,0.4155,2.5801,57.638,15.7885,16.463,16.3429,,16.2345,15.7305,16.5454
2014-12-11,24.85,25.28,24.51,16.55,1709147,26.4078,24.4013,0.4167,15.6404,16.2623,16.8842,16.4992,16.4205,,16.3144,15.8336,16.5593,0.2432,0.02,0.2231,73.3623,0.3083,1.8985,58.1449,15.8257,16.4938,16.3898,,16.2623,15.7486,16.5923
2014-12-12,24.52,24.83,24.4,16.39,950809,26.5713,24.5059,0.4076,15.6752,16.2837,16.8922,16.4796,16.4166,,16.3217,15.8555,16.5173,0.2198,-0.0027,0.2225,68.3159,-0.1139,-0.6902,54.1336,15.8618,16.4824,16.4229,,16.2837,15.7649,16.6143
2014-12-15,24.68,24.8,24.27,16.41,1175223,26.2527,24.3678,0.4041,15.6999,16.3015,16.903,16.4672,16.4159,,16.3302,15.8773,16.4908,0.2006,-0.0175,0.2181,62.3845,0.3418,2.1268,54.5738,15.8968,16.5166,16.4344,,16.3015,15.7831,16.6229
2014-12-16,24.53,24.88,24.22,16.25,1314152,26.1172,24.0962,0.4065,15.7161,16.3099,16.9036,16.4278,16.3939,,16.3226,15.8919,16.4307,0.1705,-0.0381,0.2086,56.5785,0.0335,0.2066,50.406,15.9307,16.5199,16.4449,,16.3099,15.806,16.5368
2014-12-17,24.22,24.8,24.22,16.46,2160460,25.9914,24.7655,0.4053,15.7714,16.3377,16.9039,16.4333,16.4025,,16.3356,15.9141,16.4376,0.1615,-0.0377,0.1992,59.7633,0.2211,1.3619,55.1686,15.9636,16.5421,16.4607,,16.3377,15.8346,16.4908
2014-12-18,24.75,25.14,24.68,16.81,1768470,26.6291,24.8188,0.4041,15.82,16.3832,16.9465,16.5012,16.4564,,16.3804,15.9491,16.5299,0.1804,-0.015,0.1954,61.8324,0.4557,2.7869,61.7962,15.9955,16.5876,16.4822,,16.3832,15.8671,16.4832
2014-12-19,25.04,25.6,24.84,16.75,7523121,28.0073,25.2612,0.4116,15.8896,16.4265,16.9633,16.547,16.4959,,16.4159,15.9807,16.5857,0.1889,-0.0052,0.1941,78.1391,-0.1005,-0.5964,60.3188,16.0265,16.5776,16.531,,16.4265,15.9022,16.5167
2014-12-22,25.16,25.28,24.66,16.82,1689581,28.5937,25.4992,0.4118,15.9594,16.471,16.9826,16.5967,16.5392,,16.4544,16.0136,16.6443,0.1987,0.0037,0.195,72.0479,0.0402,0.2396,61.556,16.0717,16.5816,16.5741,,16.471,15.9412,16.5559
2014-12-23,25.31,25.5,25.12,17.05,1174551,29.5072,25.7423,0.4015,15.9521,16.5109,17.0697,16.6787,16.607,,16.511,16.0542,16.7452,0.2224,0.0219,0.2005,71.3829,0.1876,1.1129,65.4953,16.115,16.6004,16.632,,16.5109,15.9826,16.6498
2014-12-24,25.45,25.59,25.18,17.09,547225,30.4987,26.6685,0.3925,15.9797,16.5605,17.1413,16.7544,16.6721,,16.5666,16.095,16.8327,0.2421,0.0333,0.2088,70.4204,0.5763,3.4888,66.2618,16.1566,16.658,16.6852,,16.5605,16.0248,16.7474
2014-12-26,25.51,25.51,25.25,16.96,304036,31.4194,27.5285,0.3769,16.0108,16.5967,17.1826,16.7919,16.7106,,16.6041,16.1289,16.8647,0.2441,0.0282,0.2159,68.3005,0.4155,2.5111,62.0224,16.1965,16.6995,16.6928,,16.5967,16.0724,16.8489
2014-12-29,25.2,25.51,25.18,17.0,1070954,31.9675,28.3286,0.3658,16.0117,16.6215,17.2313,16.83,16.7493,,16.6419,16.1631,16.8988,0.2461,0.0242,0.2219,62.021,0.6098,3.7204,62.7915,16.2349,16.7605,16.7086,,16.6215,16.1215,16.9264
2014-12-30,25.46,25.5,25.16,16.88,511820,32.3858,29.0898,0.3559,16.0983,16.662,17.2257,16.8392,16.7668,,16.6647,16.1913,16.8942,0.2352,0.0106,0.2246,58.6673,0.4691,2.8583,58.9355,16.2717,16.8074,16.7101,,16.662,16.1666,16.9369
2014-12-31,25.25,25.28,24.83,16.66,621617,31.3997,28.9038,0.3523,16.1585,16.6841,17.2097,16.8065,16.7525,,16.6641,16.2096,16.8355,0.2064,-0.0146,0.2209,58.6852,0.4088,2.5155,52.5626,16.307,16.8483,16.7201,,16.6841,16.2011,16.9235
2015-01-02,24.97,25.0,24.29,16.59,643550,29.5022,28.0367,0.3611,16.2154,16.7019,17.1884,16.7675,16.7311,,16.6573,16.2246,16.7747,0.1761,-0.0359,0.2119,61.5929,0.134,0.8143,50.7709,17.1552,16.8617,16.7235,,16.7019,16.2284,16.891
2015-01-05,24.58,24.68,23.84,16.2,1330389,28.7634,27.5081,0.3793,16.1831,16.6945,17.2059,16.665,16.6608,,16.6141,16.2238,16.6319,0.1193,-0.0741,0.1934,60.5882,-0.6031,-3.5885,41.859,17.1464,16.8014,16.7101,,16.6945,16.2508,16.7704
2015-01-06,24.17,24.22,23.7,16.02,2075044,28.3546,27.2359,0.3771,16.07,16.653,17.2359,16.5482,16.5757,,16.5578,16.2159,16.4796,0.0591,-0.1075,0.1666,58.3529,-0.7304,-4.36,38.4734,17.123,16.7283,16.6823,,16.653,16.2639,16.6172
2015-01-07,23.99,24.13,23.79,16.08,1160199,27.975,26.9832,0.3665,15.9883,16.6181,17.2479,16.4636,16.51,,16.5126,16.2107,16.3805,0.016,-0.1204,0.1364,63.7574,-0.7371,-4.3825,40.2093,17.0858,16.6546,16.6703,,16.6181,16.2762,16.4918
2015-01-08,24.07,24.48,23.94,16.2,661452,26.5486,26.5889,0.3661,15.9411,16.5853,17.2295,16.4164,16.4692,,16.4831,16.2104,16.3363,-0.0083,-0.1158,0.1075,61.2008,-0.8444,-4.9528,43.6347,17.0497,16.5702,16.6521,,16.5853,16.2954,16.3779
2015-01-09,24.15,24.18,23.78,16.01,718867,25.5969,26.8021,0.3591,15.8685,16.5598,17.2511,16.3424,16.4078,,16.438,16.2025,16.2545,-0.0427,-0.1202,0.0774,55.6374,-1.0856,-6.3505,39.6896,17.0146,16.4616,16.5952,,16.5598,16.3048,16.2534
2015-01-12,23.8,24.04,23.62,16.0,941126,25.0702,26.832,0.3536,15.7999,16.5327,17.2655,16.2806,16.3538,,16.3965,16.1947,16.1915,-0.0698,-0.1178,0.048,26.4728,-0.9583,-5.6499,39.5568,16.9807,16.3658,16.5416,,16.5327,16.3115,16.1596
2015-01-13,23.94,24.19,23.61,16.0,990061,24.1171,26.8121,0.3561,15.7454,16.5129,17.2804,16.2288,16.3061,,16.3584,16.1869,16.1426,-0.0907,-0.111,0.0203,35.6335,-1.0052,-5.9125,39.4147,16.9346,16.2653,16.4827,,16.5129,16.3186,16.0744
2015-01-14,23.6,23.74,23.1,15.71,962525,24.2882,27.3934,0.3675,15.6341,16.4777,17.3213,16.1341,16.2263,,16.2964,16.1681,16.0339,-0.129,-0.1194,-0.0096,26.707,-1.1727,-6.9472,33.7953,16.8789,16.148,16.387,,16.4777,16.3175,16.0036
2015-01-15,23.37,23.61,22.67,15.39,1558030,25.14,28.2797,0.3863,15.469,16.4345,17.4,15.9981,16.1143,,16.2097,16.1374,15.872,-0.1833,-0.1389,-0.0443,20.6475,-1.2732,-7.6428,28.8505,16.795,16.0207,16.2649,,16.4345,16.305,15.9126
2015-01-16,22.83,23.24,22.79,15.54,1951966,25.9309,28.9492,0.3802,15.3476,16.3886,17.4296,15.9148,16.0377,,16.146,16.114,15.789,-0.2114,-0.1336,-0.0777,18.5307,-1.0521,-6.3409,33.8454,16.6828,15.9155,16.1634,,16.3886,16.2995,15.8351
2015-01-20,23.16,23.85,22.91,15.48,1742114,24.9293,28.6575,0.398,15.2285,16.3223,17.416,15.8358,15.9634,,16.0825,16.0892,15.7117,-0.2358,-0.1264,-0.1094,28.6178,-0.7237,-4.4665,32.8729,16.5784,15.8431,16.0548,,16.3223,16.2887,15.7317
2015-01-21,23.07,23.59,23.01,15.6,787349,23.9992,27.6995,0.3974,15.1466,16.2646,17.3826,15.793,15.915,,16.0366,16.07,15.6839,-0.2426,-0.1066,-0.136,33.0036,-0.4222,-2.6349,36.7851,16.4813,15.8009,15.9634,,16.2646,16.2751,15.6733
2015-01-22,23.3,24.16,23.28,16.18,486535,22.7296,26.1159,0.4111,15.1436,16.2325,17.3213,15.8628,15.9499,,16.05,16.0742,15.8072,-0.1992,-0.0506,-0.1487,36.4085,0.0938,0.5833,51.3683,16.3911,15.8103,15.9289,,16.2325,16.2774,15.6982
2015-01-23,24.04,24.04,23.67,15.89,656610,21.5508,25.1571,0.4042,15.1436,16.1745,17.2054,15.8675,15.9417,,16.0346,16.0669,15.8275,-0.186,-0.0298,-0.1561,36.4328,-0.315,-1.9438,45.6924,16.3071,15.7788,15.8786,,16.1745,16.2741,15.6829
2015-01-26,23.75,24.31,23.53,16.14,1167764,21.0036,24.6791,0.4127,15.1864,16.1269,17.0674,15.9176,15.9686,,16.045,16.0699,15.9065,-0.1531,0.0024,-0.1555,44.3215,0.134,0.8372,50.8599,15.1917,15.7922,15.8743,,16.1269,16.2761,15.7451
2015-01-27,23.86,24.64,23.76,16.18,1308167,21.093,24.534,0.4253,15.2278,16.088,16.9483,15.966,15.9973,,16.0582,16.0744,15.9757,-0.1224,0.0265,-0.1489,55.4404,0.1809,1.1307,51.6423,15.2027,15.8103,15.8858,,16.088,16.28,15.859
2015-01-28,24.17,24.35,23.84,15.99,1301860,21.176,23.8623,0.4194,15.2858,16.0374,16.7891,15.9702,15.9962,,16.0516,16.071,15.9791,-0.1125,0.0291,-0.1416,47.1807,-0.0067,-0.0419,47.6899,15.2289,15.8096,15.8791,,16.0374,16.2806,15.9231
2015-01-29,23.92,24.35,23.26,16.24,1818610,19.8098,22.7034,0.4416,15.3519,16.0056,16.6593,16.02,16.0292,,16.0699,16.0778,16.0453,-0.0831,0.0468,-0.1299,39.695,0.5361,3.413,52.7887,15.2546,15.8632,15.882,,16.0056,16.2843,16.0323
2015-01-30,24.1,24.24,23.81,16.02,1882316,18.5412,21.8057,0.4306,15.3923,15.9735,16.5546,16.0192,16.0275,,16.0648,16.0754,16.038,-0.0773,0.0421,-0.1194,47.8941,0.6299,4.0941,48.2564,15.2797,15.9262,15.8825,,15.9735,16.283,16.0916
2015-02-02,23.85,24.16,23.69,16.08,1445837,17.3485,20.7328,0.4224,15.4372,15.948,16.4588,16.0308,16.0349,,16.0665,16.0757,16.0492,-0.0666,0.0423,-0.1088,46.5292,0.5428,3.4929,49.6263,15.3044,15.9805,15.8882,,15.948,16.2866,16.0782
2015-02-03,23.91,24.45,23.8,16.34,1351750,16.8357,20.5619,0.4234,15.4267,15.955,16.4833,16.0878,16.0761,,16.093,16.0862,16.123,-0.0365,0.0578,-0.0944,47.6516,0.8645,5.5844,54.667,15.3285,16.0669,15.9131,,15.955,16.2956,16.1433
2015-02-04,24.27,24.38,23.93,16.16,1102434,16.3596,20.7498,0.4148,15.4268,15.9617,16.4966,16.1002,16.0868,,16.099,16.0889,16.1313,-0.0276,0.0534,-0.081,47.2046,0.5554,3.5603,50.7262,15.3522,16.1225,15.9451,,15.9617,16.3009,16.1451
2015-02-05,24.09,24.41,23.98,16.38,984601,15.9844,20.9577,0.4059,15.4128,15.9768,16.5407,16.152,16.1265,,16.1262,16.1005,16.1946,-0.0021,0.0632,-0.0652,54.1132,0.2079,1.2852,54.971,15.3754,16.1433,16.0164,,15.9768,16.31,16.1739
2015-02-06,24.41,25.0,24.22,16.49,1748389,16.7857,20.8575,0.4144,15.3919,15.9909,16.5898,16.2126,16.1744,,16.1604,16.1156,16.2674,0.026,0.073,-0.047,64.457,0.597,3.7573,56.7415,15.3981,16.203,16.084,,15.9909,16.3147,16.2448
2015-02-09,24.48,24.53,24.11,16.32,781608,17.2111,20.6051,0.405,15.3903,16.0066,16.623,16.2329,16.1944,,16.176,16.1238,16.2816,0.0349,0.0655,-0.0306,57.8695,0.1809,1.1203,53.1412,15.4408,16.2211,16.1443,,16.0066,16.3192,16.2563
2015-02-10,24.73,24.96,24.53,16.7,1384891,18.3161,20.5229,0.4097,15.3549,16.0415,16.7282,16.318,16.2619,,16.226,16.1465,16.3864,0.0714,0.0816,-0.0102,59.4789,0.5175,3.1974,59.5851,15.4823,16.2728,16.2229,,16.0415,16.3284,16.3541
2015-02-11,24.88,25.0,24.55,16.8,1393061,19.4034,20.4771,0.402,15.3201,16.0818,16.8435,16.406,16.3339,,16.2809,16.1722,16.4903,0.1073,0.094,0.0133,61.587,0.8127,5.083,61.1271,15.5225,16.3541,16.2675,,16.0818,16.3344,16.4568
2015-02-12,24.8,25.37,24.75,17.04,985050,20.9472,20.9754,0.4031,15.3004,16.1487,16.9969,16.522,16.4286,,16.3536,16.2064,16.6288,0.1536,0.1122,0.0414,65.8124,0.8003,4.9269,64.6165,15.5745,16.4341,16.3501,,16.1487,16.3539,16.5568
2015-02-13,25.28,25.67,25.14,17.12,1164524,22.7575,21.9253,0.3998,15.3618,16.2356,17.1094,16.6316,16.5215,,16.427,16.2424,16.7528,0.1945,0.1225,0.072,65.9418,1.1089,6.9237,65.7211,15.6493,16.545,16.4202,,16.2356,16.372,16.6952
2015-02-17,25.71,25.74,25.26,17.2,1807100,24.5229,22.8495,0.3943,15.4102,16.3185,17.2268,16.7348,16.6118,,16.5005,16.2799,16.8643,0.2302,0.1266,0.1036,67.0041,1.1159,6.9385,66.7459,15.7467,16.6566,16.4927,,16.3185,16.3913,16.8115
2015-02-18,25.63,25.63,25.06,16.96,1783474,25.4948,22.6523,0.3935,15.5293,16.3927,17.2561,16.7764,16.6587,,16.5446,16.3067,16.8891,0.2368,0.1065,0.1303,65.0619,0.6191,3.7876,60.5438,15.8568,16.7185,16.5623,,16.3927,16.4035,16.8798
2015-02-19,25.02,25.22,24.85,16.84,896846,25.7377,22.1394,0.3832,15.652,16.4545,17.2569,16.7871,16.6823,,16.5723,16.3274,16.8757,0.2291,0.079,0.15,68.0124,0.6796,4.2066,57.4243,15.9593,16.7865,16.6046,,16.4545,16.4031,16.9528
2015-02-20,25.1,25.26,24.86,16.99,744802,26.0319,21.6902,0.375,15.6709,16.4951,17.3194,16.8241,16.7233,,16.6121,16.3534,16.9044,0.2327,0.0662,0.1666,66.0836,0.6056,3.6961,60.1041,16.0545,16.847,16.6742,,16.4951,16.4074,16.9942
2015-02-23,25.1,25.1,24.68,16.76,743580,25.7137,21.2747,0.3758,15.7562,16.5388,17.3213,16.8127,16.7284,,16.6264,16.3694,16.8687,0.2147,0.0385,0.1762,68.6013,0.2759,1.6735,54.6301,16.1431,16.8746,16.7226,,16.5388,16.4054,16.9884
