date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_30_ema,ema_50_ema,ema_7_ema,ema_90_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_30_sma,sma_50_sma,sma_7_sma,sma_90_sma,stochrsi_14_fastd,stochrsi_14_fastk
2015-10-01,32.0,34.0,30.64,30.71,643746,-582436.8571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-02,30.99,32.45,30.25,32.15,273217,-358895.6753,,,,,,,,,,,,,,,,,,,,,33.8972,,,,,,,,,
2015-10-05,31.98,32.79,31.0,32.49,122178,-264096.4989,,,,,,,,,,,,,,,,,,,,,33.8598,,,,,,,,,
2015-10-06,32.65,33.78,30.84,32.64,124215,-227487.9895,,,,,,,,,,,,,,,,,,,,,33.8228,,,,,,,,,
2015-10-07,32.76,33.0,32.48,32.58,35763,-235783.3533,,,,,,,,,,,,,,,,,,,,,33.7861,,,,,,,,,
2015-10-08,32.68,33.0,31.7,32.04,35578,-247277.7841,,,,,,,,,,,,,,,,,,,,,33.7499,,,,,,,,,
2015-10-09,32.5,34.25,32.31,33.7,153507,-164985.3717,,,,,,,,,,,,32.3305,,,,,,,,,30.1585,,,,,,32.3305,,,
2015-10-12,34.14,34.5,33.66,33.9,67358,-177815.4669,,,,,,,,,,,,32.7222,,,,,,,,,30.1984,,,,,,32.7863,,,
2015-10-13,34.0,34.5,34.0,34.3,49606,-147992.3397,,,,,,,,,,,,33.1157,,,,,,,,,30.2823,,,,,,33.0925,,,
2015-10-14,35.0,35.0,34.11,34.13,65865,-196095.9914,,,,,,,,,,,,33.3684,,,,,,,,,30.4057,,,,,,33.3261,,,
