date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_20_ema,ema_30_ema,ema_50_ema,ema_7_ema,ema_90_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_20_sma,sma_30_sma,sma_50_sma,sma_7_sma,sma_90_sma,stochrsi_14_fastd,stochrsi_14_fastk
2025-10-01,25.0,33.46,24.5,32.53,41146522,32604944.8884,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-02,36.09,36.99,27.39,28.78,23635568,15813914.7523,,,,,,,,,,,,,,,,,,,,24.5,,,,,,,,
2025-10-03,30.01,31.55,27.8,28.6,10265159,9928556.9257,,,,,,,,,,,,,,,,,,,,24.6249,,,,,,,,
2025-10-06,28.65,29.29,25.87,26.35,7894784,4249852.645,,,,,,,,,,,,,,,,,,,,24.7485,,,,,,,,
2025-10-07,25.69,28.25,24.3,28.17,7702638,11640485.0551,,,,,,,,,,,,,,,,,,,,36.9899,,,,,,,,
2025-10-08,27.37,28.67,26.27,26.84,5094195,8966032.6801,,,,,,,,,,,,,,,,,,,,36.863,,,,,,,,
2025-10-09,27.15,27.84,26.05,26.77,3276252,8322923.9965,,,,,,,,,,,28.2914,,,,,,,,,36.7374,,,,,28.2914,,,
2025-10-10,27.0,30.0,26.47,29.08,8333994,12312853.1353,,,,,,,,,,,28.4886,,,,,,,,,36.613,,,,,27.7986,,,
2025-10-13,28.11,32.39,27.8,30.01,6030848,12089488.3946,,,,,,,,,,,28.8689,,,,,,,,,36.4899,,,,,27.9743,,,
2025-10-14,29.11,30.55,28.08,29.59,2969438,12753494.2421,,,,,,,,,,,29.0492,,,,,,,,,36.368,,,,,28.1157,,,
2025-10-15,30.89,31.0,27.8,28.5,4336581,10313955.6758,,,,,,,,,,,28.9119,,,,,,-4.03,-12.3886,,36.2473,,,,,28.4229,,,
2025-10-16,28.5,31.47,28.0,29.66,3812691,10149141.9438,,,,,,,,,,,29.0989,,,,,,0.88,3.0577,,36.1278,,,,,28.6357,,,
2025-10-17,28.57,28.7,26.71,27.0,3402696,7736866.8303,,,,,,,,,,,28.5742,,,,,,-1.6,-5.5944,,36.0095,,,,,28.6586,,,
2025-10-20,27.6,28.0,24.1,25.39,5350235,5926018.061,,,,,,,28.3764,,,,27.7781,,,,,,-0.96,-3.6433,,35.8924,28.3764,,,,28.4614,,,
2025-10-21,24.76,24.8,21.26,21.71,6397699,1152558.5815,,,3.7964,,,,27.4876,,,,26.2611,,,,,50.0817,-6.46,-22.9322,26.7412,35.6566,27.6036,,,,27.4086,,,
2025-10-22,21.85,23.1,18.7,19.89,7741992,-2401719.564,,,3.8395,,,,26.4746,,,,24.6683,,,,,30.0842,-6.95,-25.8942,24.663,35.2247,26.9686,,,,25.9629,,,
2025-10-23,19.97,21.64,18.9,19.84,3934090,-3636506.9362,,,3.761,,,,25.59,,,,23.4612,,,,,33.4048,-6.93,-25.8872,24.6064,34.5637,26.3429,,,,24.57,,,
2025-10-24,20.84,23.99,20.77,23.54,5343537,213494.8774,,,3.7888,,,,25.3166,,,,23.4809,,,,,41.372,-5.54,-19.0509,36.2592,33.9292,26.1421,,,,23.8614,,,
2025-10-27,25.52,25.65,23.0,23.83,5154435,-1712124.2358,,,3.7074,,,,25.1184,,,,23.5682,,,,,50.0306,-6.18,-20.5931,37.0801,33.32,25.8321,,,,23.0286,,,
2025-10-28,25.65,30.9,25.49,29.86,11150567,5151348.6127,,,3.9476,20.024,26.797,33.57,25.7506,26.797,,,25.1412,,,,,54.5363,0.27,0.9125,51.1632,32.7352,26.0479,26.797,,,23.4371,,,
2025-10-29,28.52,29.83,27.92,28.71,4110576,4441144.3823,,,3.8042,20.2904,26.606,32.9216,26.1452,26.9792,,,26.0334,,,,,59.5177,0.21,0.7368,48.9146,32.1738,26.1864,26.606,,,23.9114,,97.1776,91.5328
