date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_30_ema,ema_50_ema,ema_7_ema,ema_90_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_30_sma,sma_50_sma,sma_7_sma,sma_90_sma,stochrsi_14_fastd,stochrsi_14_fastk
2023-12-29,7.6,8.25,7.6,6.78,115618,-19566.1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-02,7.8,7.8,7.5,6.59,149239,-19566.1231,,,,,,,,,,,,,,,,,,,,,7.1075,,,,,,,,,
2024-01-03,7.5,7.76,7.4,6.68,258054,217277.9591,,,,,,,,,,,,,,,,,,,,,7.1011,,,,,,,,,
2024-01-04,7.5,7.53,7.32,6.36,118252,166598.5305,,,,,,,,,,,,,,,,,,,,,7.0866,,,,,,,,,
2024-01-05,7.41,7.6,7.41,6.55,126872,293470.5305,,,,,,,,,,,,,,,,,,,,,7.0632,,,,,,,,,
2024-01-08,7.45,7.6,7.41,6.54,122953,403481.1095,,,,,,,,,,,,,,,,,,,,,7.0405,,,,,,,,,
2024-01-09,7.43,7.6,7.4,6.55,239093,642574.1095,,,,,,,,,,,,6.5771,,,,,,,,,7.0184,,,,,,6.5771,,,
2024-01-10,7.42,7.6,7.39,6.55,73639,716213.1095,,,,,,,,,,,,6.5697,,,,,,,,,6.9971,,,,,,6.5439,,,
2024-01-11,7.54,7.6,7.42,6.5,145529,780892.665,,,,,,,,,,,,6.5534,,,,,,,,,6.9763,,,,,,6.5316,,,
2024-01-12,7.49,7.6,7.41,6.55,105505,886397.665,,,,,,,,,,,,6.5519,,,,,,,,,6.9562,,,,,,6.5131,,,
2024-01-16,7.42,7.43,7.35,6.38,64104,902423.665,,,,,,,,,,,,6.5078,,,,,,-0.4049,-5.972,,6.9367,,,,,,6.5156,,,
2024-01-17,7.35,7.65,7.29,6.39,270089,827398.9428,,,,,,,,,,,,6.4789,,,,,,-0.1981,-3.0065,,6.9178,,,,,,6.4934,,,
2024-01-18,7.37,7.39,7.22,6.28,65778,815791.0605,,,,,,,,,,,,6.4293,,,,,,-0.3963,-5.9355,,6.8923,,,,,,6.4565,,,
2024-01-19,7.28,7.38,7.25,6.36,45063,860854.0605,,,,,,,6.5032,,,,,6.4115,,,,,,0.0,0.0,,6.8587,6.5032,,,,,6.4294,,,
2024-01-22,7.27,7.32,7.1,6.18,48841,843093.6968,,,0.22,,,,6.4598,,,,,6.3529,,,,,42.8302,-0.3705,-5.6579,29.1667,6.8268,6.4602,,,,,6.3765,,,
2024-01-23,7.17,7.35,7.16,6.33,37821,880914.6968,,,0.216,,,,6.4428,,,,,6.3477,,,,,47.8419,-0.2068,-3.1621,36.4943,6.7842,6.4417,,,,,6.3519,,,
2024-01-24,7.36,7.37,7.3,6.32,33074,885639.554,,,0.2049,,,,6.4269,,,,,6.3417,,,,,57.4157,-0.224,-3.4211,36.2698,6.7442,6.4165,,,,,6.3199,,,
2024-01-25,7.3,7.4,7.29,6.35,46221,906649.0994,,,0.197,,,,6.4165,,,,,6.3436,,,,,63.507,-0.1981,-3.0263,37.5116,6.7065,6.4159,,,,,6.3162,,,
2024-01-26,7.32,7.43,7.28,6.4,80848,987497.0994,,,0.1922,,,,6.4145,,,,,6.358,,,,,62.2302,-0.1034,-1.5894,40.0286,6.6711,6.4054,,,,,6.3174,,,
2024-01-29,7.25,7.46,7.23,6.33,48789,989618.3603,,,0.1926,6.1602,6.448,6.7359,6.4035,,6.448,,,6.3515,,,,,65.8699,-0.2154,-3.2895,37.84,6.6379,6.3906,,6.448,,,6.3248,,,
2024-01-30,7.15,7.35,7.08,6.23,105638,1001355.9159,,,0.1954,6.1609,6.4205,6.6801,6.3802,,6.4272,,,6.3208,,,,,52.9845,-0.1465,-2.2973,34.7692,6.6066,6.3679,,6.4205,,,6.3063,,47.2586,0.0
2024-01-31,7.24,7.36,7.19,6.26,86826,998724.8249,,,0.1916,6.1482,6.4041,6.66,6.3646,,6.4116,,,6.3064,,,,,59.7373,-0.1292,-2.0216,36.6157,6.5711,6.3476,,6.4041,,,6.3186,,25.6282,35.1088
2024-02-01,7.28,7.43,7.24,6.39,48334,1041971.0355,,,0.1896,6.1667,6.3899,6.6131,6.3683,,6.4097,,,6.328,,,,,69.6945,0.112,1.7833,43.1182,6.5381,6.3396,,6.3899,,,6.3273,,45.0363,100.0
2024-02-02,7.26,7.34,7.19,6.3,93932,1098330.2355,,,0.1902,6.1604,6.3869,6.6133,6.3589,,6.3991,,,6.3204,,,,,60.6071,-0.0603,-0.9485,39.8867,6.5074,6.3217,,6.3869,,,6.3236,,65.4676,61.2939
2024-02-05,7.18,7.33,7.1,6.29,69738,1149471.4355,,,0.1905,6.1563,6.374,6.5916,6.3496,,6.3886,,,6.3126,,,,,60.3678,0.112,1.8131,39.5961,6.4789,6.3156,,6.374,,,6.3149,,73.036,57.814
2024-02-06,7.31,7.42,7.31,6.37,25200,1160925.9809,,,0.1843,6.1613,6.3653,6.5694,6.3519,,6.3865,,,6.3261,,,,,48.4966,0.0345,0.5442,43.5794,6.4523,6.3137,,6.3653,,,6.31,,73.036,100.0
2024-02-07,7.38,7.45,7.35,6.41,51698,1202284.3809,,,0.1773,6.1708,6.3585,6.5461,6.3596,,6.3887,,,6.347,,,,,55.6635,0.0862,1.3624,45.7208,6.4276,6.3229,,6.3585,,,6.3211,,85.938,100.0
2024-02-08,7.26,7.31,7.19,6.2,25718,1180852.7143,26.8603,,0.18,6.1632,6.3412,6.5192,6.3387,,6.371,,,6.311,,,,,51.3942,-0.1465,-2.3066,38.2217,6.4183,6.3119,,6.3412,,,6.3174,,66.6667,0.0
2024-02-09,7.2,7.38,7.2,6.31,17462,1188613.6032,26.4348,,0.1782,6.1701,6.3317,6.4934,6.3355,,6.3657,,,6.312,,,,,55.7002,-0.0862,-1.3459,43.6164,6.4183,6.3217,,6.3317,,,6.3248,,57.3125,71.9375
2024-02-12,7.29,7.56,7.24,6.38,34503,1187568.7106,24.5985,,0.1852,6.1931,6.3231,6.4532,6.3408,,6.3666,6.4034,,6.3278,,,,,55.5411,0.0431,0.6803,46.3339,6.0996,6.3248,,6.3231,6.4034,,6.3223,,57.3125,100.0
