date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_50_sma,sma_7_sma,stoch_14_slowd,stoch_14_slowk,stochrsi_14_fastd,stochrsi_14_fastk
2001-06-07,7.0,7.3,6.85,0.57,16700,-200400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-08,6.8,6.8,6.75,0.56,4100,-249600.0,,,,,,,,,,,,,,,,,,,0.6083,,,,,,,,,
2001-06-11,6.8,6.95,6.8,0.57,8900,-285200.0,,,,,,,,,,,,,,,,,,,0.6079,,,,,,,,,
2001-06-12,6.85,6.9,6.8,0.57,27900,-620000.0,,,,,,,,,,,,,,,,,,,0.6074,,,,,,,,,
2001-06-13,6.85,6.85,6.65,0.56,7900,-676880.0,,,,,,,,,,,,,,,,,,,0.607,,,,,,,,,
2001-06-14,6.7,6.7,6.25,0.53,13600,-782053.3333,,,,,,,,,,,,,,,,,,,0.6059,,,,,,,,,
2001-06-15,6.25,6.25,6.11,0.52,9300,-766110.4762,,,,,,,,,,,0.5531,,,,,,,,0.6034,,,,,0.5531,,,,
2001-06-18,6.12,6.12,6.07,0.51,5600,-833310.4762,,,,,,,,,,,0.5413,,,,,,,,0.5996,,,,,0.5438,,,,
2001-06-19,6.1,6.1,5.52,0.46,19800,-1070910.4762,,,,,,,,,,,0.521,,,,,,,,0.5949,,,,,0.5292,6.398,3.1746,,
2001-06-20,5.5,5.5,5.35,0.45,4700,-1127310.4762,,,,,,,,,,,0.5022,,,,,,,,0.5868,,,,,0.5113,3.3862,-0.0,,
2001-06-21,5.35,5.35,5.35,0.45,600,-1127310.4762,,,,,,,,,,,0.4881,,,,,-0.125,-21.8978,,0.5769,,,,,0.494,1.0582,-0.0,,
2001-06-22,5.35,5.75,5.35,0.48,11900,-984510.4762,,,,,,,,,,,0.4859,,,,,-0.0833,-14.8148,,0.5678,,,,,0.4829,5.772,17.316,,
2001-06-25,5.75,5.8,5.7,0.48,7700,-984510.4762,,,,,,,,,,,0.4842,,,,,-0.0917,-16.0584,,0.5592,,,,,0.476,17.4699,35.0938,,
2001-06-26,5.7,6.24,5.7,0.52,4100,-935310.4762,,,,,,,0.5148,,,,0.4931,,,,,-0.0467,-8.2353,,0.5513,0.5148,,,,0.4765,40.279,68.4271,,
2001-06-27,6.05,6.1,6.05,0.51,4600,-880110.4762,,,0.0201,,,,0.514,,,,0.4969,,,,27.5357,-0.0492,-8.8191,36.2637,0.5439,0.5104,,,,0.4769,60.9073,79.201,,
2001-06-28,6.14,6.14,6.14,0.51,300,-880110.4762,,,0.0189,,,,0.5137,,,,0.5006,,,,28.6697,-0.0158,-3.0016,37.2538,0.537,0.5067,,,,0.4843,79.5465,91.0112,,
2001-06-29,6.2,6.49,6.2,0.53,8200,-842786.3383,,,0.0196,,,,0.5163,,,,0.5088,,,,27.8553,0.0175,3.3926,43.4076,0.4458,0.504,,,,0.4968,85.8087,87.2138,,
2001-07-02,6.4,6.45,6.35,0.53,24400,-842786.3383,,,0.0188,,,,0.5185,,,,0.5149,,,,50.0167,0.0275,5.4366,43.4076,0.4468,0.5017,,,,0.5093,88.9616,88.6597,,
2001-07-03,6.35,6.35,6.35,0.53,1000,-842786.3383,,,0.0178,,,,0.52,,,,0.5185,,,,53.3563,0.0692,15.0362,42.4784,0.4477,0.4996,,,,0.5164,85.8908,81.799,,
2001-07-05,6.35,6.35,6.35,0.53,1400,-842786.3383,,,0.0165,0.441,0.5176,0.5943,0.5212,,0.5176,,0.5212,,,,60.9543,0.0833,18.6916,42.4784,0.4487,0.4998,,0.5176,,0.5236,80.9073,72.2631,,
