date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_30_ema,ema_50_ema,ema_7_ema,ema_90_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_30_sma,sma_50_sma,sma_7_sma,sma_90_sma,stochrsi_14_fastd,stochrsi_14_fastk
2018-10-29,9.7,9.7,9.6,9.6,261100,-261100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30,9.6,9.6,9.6,9.6,20101,-261100.0,,,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,
2018-10-31,9.6,9.6,9.6,9.6,0,-261100.0,,,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,
2018-11-01,9.6,9.6,9.6,9.6,34,-261100.0,,,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,
2018-11-02,9.54,9.61,9.54,9.61,1000109,739009.0,,,,,,,,,,,,,,,,,,,,,9.54,,,,,,,,,
2018-11-05,9.6,9.6,9.54,9.6,251200,990209.0,,,,,,,,,,,,,,,,,,,,,9.61,,,,,,,,,
2018-11-06,9.62,9.62,9.55,9.6,107307,1036197.7143,,,,,,,,,,,,9.6014,,,,,,,,,9.54,,,,,,9.6014,,,
2018-11-07,9.6,9.6,9.6,9.6,6,1036197.7143,,,,,,,,,,,,9.6011,,,,,,,,,9.54,,,,,,9.6014,,,
2018-11-08,9.55,9.58,9.53,9.56,131007,1062399.1143,,,,,,,,,,,,9.5908,,,,,,,,,9.62,,,,,,9.5957,,,
2018-11-09,9.6,9.6,9.6,9.6,400,1062399.1143,,,,,,,,,,,,9.5931,,,,,,,,,9.6191,,,,,,9.5957,,,
2018-11-12,9.6,9.6,9.6,9.6,0,1062399.1143,,,,,,,,,,,,9.5948,,,,,,0.0,0.0,,9.6182,,,,,,9.5957,,,
2018-11-13,9.58,9.58,9.58,9.58,2000,1062399.1143,,,,,,,,,,,,9.5911,,,,,,-0.02,-0.2083,,9.6173,,,,,,9.5914,,,
2018-11-14,9.54,9.59,9.54,9.58,6910,1066545.1143,,,,,,,,,,,,9.5883,,,,,,-0.02,-0.2083,,9.6165,,,,,,9.5886,,,
2018-11-15,9.58,9.58,9.58,9.58,0,1066545.1143,,,,,,,9.5936,,,,,9.5863,,,,,,-0.02,-0.2083,,9.6156,9.5936,,,,,9.5857,,,
2018-11-16,9.56,9.56,9.56,9.56,109,1066545.1143,,,0.0293,,,,9.5891,,,,,9.5797,,,,,7.0953,-0.05,-0.5203,35.7143,9.6147,9.5907,,,,,9.58,,,
2018-11-19,9.55,9.56,9.55,9.55,210625,855920.1143,,,0.0279,,,,9.5839,,,,,9.5723,,,,,6.3072,-0.05,-0.5208,33.1633,9.6139,9.5871,,,,,9.5786,,,
2018-11-20,9.56,9.56,9.56,9.56,1715,855920.1143,,,0.0266,,,,9.5807,,,,,9.5692,,,,,6.4009,-0.04,-0.4167,37.9373,9.613,9.5843,,,,,9.5729,,,
2018-11-21,9.63,9.63,9.58,9.58,2005,853915.1143,,,0.0297,,,,9.5806,,,,,9.5719,,,,,6.5106,-0.02,-0.2083,46.2123,9.53,9.5829,,,,,9.57,,,
2018-11-23,9.55,9.57,9.55,9.55,530102,323813.1143,,,0.0297,,,,9.5765,,,,,9.5664,,,,,8.9862,-0.01,-0.1046,38.0228,9.531,9.5786,,,,,9.5657,,,
2018-11-26,9.58,9.58,9.5,9.56,90010,368818.1143,,,0.0333,9.5444,9.5835,9.6226,9.5743,,9.5835,,,9.5648,,,,,10.3303,-0.04,-0.4167,41.7297,9.63,9.5757,,9.5835,,,9.5629,,,
2018-11-27,9.55,9.55,9.55,9.55,36756,368818.1143,,,0.0317,9.5401,9.581,9.6219,9.5711,,9.5803,,,9.5611,,,,,4.0403,-0.05,-0.5208,39.2045,9.6287,9.5721,,9.581,,,9.5586,,39.4006,15.3133
2018-11-28,9.56,9.56,9.55,9.56,37140,405958.1143,,,0.0301,9.5381,9.579,9.6199,9.5696,,9.5784,,,9.5608,,,,,7.4385,-0.02,-0.2088,42.9241,9.6274,9.5693,,9.579,,,9.5586,,46.9363,59.8477
2018-11-29,9.55,9.6,9.55,9.55,377085,28873.1143,,,0.0315,9.5349,9.5765,9.6181,9.567,,9.5757,,,9.5581,,,,,35.17,-0.03,-0.3132,40.2707,9.6261,9.5686,,9.5765,,,9.5586,,40.3416,45.8637
2018-11-30,9.57,9.57,9.57,9.57,205,28873.1143,,,0.0307,9.5348,9.575,9.6152,9.5674,,9.5751,,,9.5611,,,,,35.1601,-0.01,-0.1044,47.2887,9.6249,9.5664,,9.575,,,9.56,,68.5705,100.0
2018-12-03,9.57,9.57,9.57,9.57,0,28873.1143,,,0.0285,9.5361,9.573,9.6099,9.5677,,9.5746,,,9.5633,,,,,35.1601,0.01,0.1046,47.2887,9.6236,9.5643,,9.573,,,9.5586,,81.9546,100.0
2018-12-04,9.52,9.6,9.52,9.57,52710,42050.6143,,,0.0322,9.5367,9.5715,9.6063,9.568,,9.5742,,,9.565,,,,,33.8343,0.02,0.2094,47.2887,9.6224,9.5636,,9.5715,,,9.5614,,100.0,100.0
2018-12-06,9.6,9.6,9.56,9.56,392124,-350073.3857,,,0.0328,9.537,9.5695,9.602,9.567,,9.5728,,,9.5637,,,,,48.9797,0.0,0.0,44.0561,9.6212,9.5621,,9.5695,,,9.5614,,84.646,53.938
2018-12-07,9.57,9.57,9.57,9.57,1000,-350073.3857,39.5272,,0.0311,9.5386,9.568,9.5974,9.5674,,9.5726,,,9.5653,,,,,48.9514,-0.01,-0.1044,47.8921,9.62,9.5614,,9.568,,,9.5643,,84.646,100.0
2018-12-10,9.56,9.56,9.54,9.54,510989,-861062.3857,39.6717,,0.0311,9.5353,9.567,9.5987,9.5637,,9.5695,,,9.559,,,,,37.8129,-0.01,-0.1047,39.2066,9.6188,9.56,,9.567,,,9.5614,,51.3127,0.0
2018-12-11,9.6,9.6,9.54,9.55,1546403,-1891997.719,38.3648,,0.0331,9.5359,9.5645,9.5931,9.5619,,9.5676,9.5753,,9.5567,,,,,66.9193,-0.01,-0.1046,42.9225,9.6176,9.56,,9.5645,9.5753,,9.5614,,47.5941,42.7823
2018-12-12,9.56,9.58,9.55,9.56,95005,-1923666.0524,37.1512,,0.0329,9.5389,9.5625,9.5861,9.5616,,9.5669,9.5743,,9.5576,,,,,66.9035,0.01,0.1047,46.4475,9.6164,9.56,,9.5625,9.574,,9.56,,42.0501,83.3679
2018-12-13,9.56,9.57,9.56,9.56,35961,-1959627.0524,36.0244,,0.031,9.5393,9.5615,9.5837,9.5614,,9.5662,9.5734,,9.5582,,,,,66.2185,0.0,0.0,46.4475,9.6152,9.5586,,9.5615,9.5727,,9.5586,,69.8394,83.3679
2018-12-14,9.56,9.56,9.56,9.56,138628,-1959627.0524,34.978,,0.0288,9.54,9.5605,9.581,9.5612,,9.5656,9.5726,,9.5586,,,,,74.2666,0.01,0.1047,46.4475,9.6141,9.5593,,9.5605,9.5713,,9.5571,,88.912,100.0
2018-12-17,9.53,9.56,9.52,9.55,904225,-1507514.5524,34.9098,,0.0296,9.5401,9.559,9.5779,9.5597,,9.5642,9.5711,,9.5565,,-0.011,0.003,-0.014,59.297,-0.02,-0.209,43.1213,9.6129,9.5586,,9.559,9.5697,,9.5557,,63.0031,5.6415
2018-12-18,9.54,9.55,9.54,9.54,666900,-2174414.5524,34.8465,,0.0282,9.5374,9.558,9.5786,9.5571,,9.5619,9.5691,,9.5524,,-0.0116,0.002,-0.0135,58.923,-0.03,-0.3135,40.0339,9.6118,9.5579,,9.558,9.5673,,9.5514,,35.2138,0.0
2018-12-19,9.54,9.56,9.54,9.54,111175,-2285589.5524,34.3611,,0.0276,9.5357,9.5575,9.5793,9.5548,,9.5598,9.5672,,9.5493,,-0.0119,0.0013,-0.0132,59.6688,-0.03,-0.3135,40.0339,9.6107,9.5564,,9.5575,9.5653,,9.5514,,1.8805,0.0
