date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_20_ema,ema_30_ema,ema_50_ema,ema_7_ema,ema_90_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_20_sma,sma_30_sma,sma_50_sma,sma_7_sma,sma_90_sma,stochrsi_14_fastd,stochrsi_14_fastk
2025-06-30,50.25,54.6,45.57,48.33,27065695,-9561413.8483,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,47.47,49.0,47.0,47.37,4899759,-11913298.1683,,,,,,,,,,,,,,,,,,,,45.4214,,,,,,,,
2025-07-02,47.0,47.47,45.25,45.6,6820802,-15661666.835,,,,,,,,,,,,,,,,,,,,48.8402,,,,,,,,
2025-07-03,44.13,46.74,43.75,45.05,5068388,-15814227.0089,,,,,,,,,,,,,,,,,,,,48.8402,,,,,,,,
2025-07-07,44.55,47.15,44.0,46.03,6626620,-13268763.4533,,,,,,,,,,,,,,,,,,,,48.7356,,,,,,,,
2025-07-08,47.01,48.35,46.51,47.84,4671799,-10374279.2903,,,,,,,,,,,,,,,,,,,,48.633,,,,,,,,
2025-07-09,47.5,49.32,46.75,48.58,3179264,-8620416.3039,,,,,,,,,,,46.972,,,,,,,,,43.6073,,,,,46.972,,,
2025-07-10,49.36,50.05,48.5,48.95,1634313,-8968366.8136,,,,,,,,,,,47.4665,,,,,,,,,43.6628,,,,,47.0603,,,
2025-07-11,48.79,49.39,47.17,47.25,1658730,-10283396.0028,,,,,,,,,,,47.4112,,,,,,,,,43.7873,,,,,47.0432,,,
2025-07-14,47.17,48.38,46.42,47.21,1429977,-10341762.4109,,,,,,,,,,,47.3598,,,,,,,,,43.9093,,,,,47.2725,,,
2025-07-15,48.66,49.76,47.37,48.04,2246025,-11027786.7833,,,,,,,,,,,47.5306,,,,,,-0.2891,-0.5981,,44.0288,,,,,47.6997,,,
2025-07-16,48.78,48.8,47.14,47.33,1435188,-11871923.6849,,,,,,,,,,,47.4792,,,,,,-0.0399,-0.0842,,44.146,,,,,47.8848,,,
2025-07-17,47.95,48.52,47.21,47.86,1825520,-11439930.4024,,,,,,,,,,,47.5753,,,,,,2.2626,4.9617,,44.2608,,,,,47.8876,,,
2025-07-18,47.74,48.23,46.52,46.49,1508170,-12736427.42,,,,,,,47.2803,,,,47.3034,,,,,,1.4353,3.1858,,44.3733,47.2803,,,,47.5886,,,
2025-07-21,46.99,47.6,46.52,46.37,1198169,-13934596.42,,,2.0674,,,,47.1587,,,,47.0697,,,,,46.0124,0.3389,0.7362,42.1514,44.4836,47.1401,,,,47.2198,,,
2025-07-22,47.03,47.57,45.97,46.52,1835963,-14164091.795,,,2.0337,,,,47.0733,,,,46.9317,,,,,49.5567,-1.3257,-2.7708,42.8865,44.5917,47.0796,,,,47.1159,,,
2025-07-23,47.09,48.13,46.3,47.94,2102865,-12129985.3236,,,2.0191,,,,47.1893,,,,47.1846,,,,,61.5982,-0.6379,-1.3131,49.4781,44.6976,47.2469,,,,47.2212,,,
2025-07-24,48.0,49.0,46.65,46.77,1079008,-12961051.0598,,,2.0421,,,,47.133,,,,47.0802,,,,,72.0722,-2.1829,-4.4594,44.8756,44.8013,47.3693,,,,47.039,,,
2025-07-25,46.47,47.54,45.9,47.35,1746272,-11299963.0598,,,2.013,,,,47.1612,,,,47.1464,,,,,61.1325,0.0997,0.211,47.4625,44.9031,47.4633,,,,47.0418,,,
2025-07-28,47.36,48.5,46.92,48.14,801694,-10701229.5661,,,1.9817,45.2674,47.2504,49.2334,47.2921,47.2504,,,47.3954,,,,,54.8061,0.9369,1.9848,50.8861,45.0027,47.4847,47.2504,,,47.0817,,,
2025-07-29,48.29,48.75,46.99,47.15,668238,-11133623.3354,,,1.9653,45.2711,47.1911,49.1111,47.2726,47.2405,,,47.333,,,,,46.204,-0.8971,-1.8672,46.7823,45.1004,47.3821,47.1911,,,47.1757,,68.0707,31.722
2025-07-30,47.66,47.97,45.76,46.37,943583,-11428226.1725,,,1.9822,45.1904,47.1413,49.0922,47.152,47.1574,,,47.0918,,,,,39.6612,-0.9569,-2.0219,43.8141,45.1961,47.1977,47.1413,,,47.1757,,43.9073,0.0
2025-07-31,46.18,46.83,44.97,45.57,1126091,-11646179.2693,,,1.9731,45.1841,47.1398,49.0954,46.9412,47.0063,,,46.7116,,,,,40.8354,-2.2925,-4.7897,40.9448,49.8868,47.0781,47.1398,,,47.0404,,10.574,0.0
2025-08-01,45.2,45.74,43.49,44.24,1204080,-11897698.2026,,,1.9923,44.9463,47.0989,49.2515,46.5804,46.7424,,,46.0925,,,,,41.4556,-2.2526,-4.8456,36.6189,49.8362,46.866,47.0989,,,46.5107,,-0.0,0.0
2025-08-04,44.97,45.56,42.58,42.79,1187926,-12806581.1825,,,2.0622,44.1062,46.9369,49.7677,46.075,46.366,,,45.2669,,,,,31.7044,-3.5783,-7.7171,32.6047,49.7064,46.4908,46.9369,,,45.9426,,-0.0,0.0
2025-08-05,42.52,44.37,42.34,43.47,1358979,-12467675.3084,,,2.059,43.5457,46.7182,49.8906,45.7274,46.09,,,44.8171,,,,,32.0556,-3.05,-6.5567,36.1402,49.4884,46.2152,46.7182,,,45.3887,,10.5134,31.5403
2025-08-06,43.68,45.19,43.16,43.38,1732837,-13585910.0227,,,2.0565,43.0919,46.458,49.8242,45.4141,45.8317,,,44.4574,,,,,31.1553,-4.5651,-9.5218,35.872,49.1972,45.8949,46.458,,,44.708,,23.5719,39.1755
2025-08-07,43.46,44.46,42.0,42.66,1354762,-14059526.0065,17.044,,2.0847,42.597,46.1435,49.6901,45.047,45.5297,,,44.0081,,,,,31.6264,-4.1066,-8.7809,33.7161,48.9176,45.6215,46.1435,,,44.0673,,32.8011,27.6874
2025-08-08,42.54,45.09,42.23,44.85,1444553,-12705888.9295,17.5891,,2.1395,42.4728,46.0239,49.5751,45.0212,45.4652,,,44.2194,,,,,38.8599,-2.4918,-5.2632,44.6601,48.5648,45.5132,46.0239,,,43.8508,,55.621,100.0
2025-08-11,45.08,45.62,44.18,44.59,1323367,-12994373.7773,17.6542,,2.0895,42.3336,45.8934,49.4532,44.9642,45.3823,46.3357,,44.3131,,,,,47.3369,-3.5484,-7.3706,43.7409,48.2298,45.3758,45.8934,46.3357,,43.7113,,73.0962,91.6012
2025-08-12,46.48,47.39,42.69,44.38,1812914,-13387814.6879,16.4347,,2.2749,42.2363,45.7105,49.1846,44.887,45.2873,46.2099,,44.331,,,,,46.1195,-2.761,-5.8562,42.9716,47.9114,45.1217,45.7105,46.2042,,43.7326,,92.0577,84.572
2025-08-13,45.36,47.13,44.28,44.95,1857647,-14175335.909,15.3022,,2.3151,42.185,45.5918,48.9987,44.8958,45.2554,46.1288,,44.4865,,,,,48.2622,-1.4154,-3.0525,45.76,47.609,44.9921,45.5918,46.1238,,44.0416,,92.0577,100.0
2025-08-14,44.65,44.9,43.55,43.45,901729,-15023629.1164,14.7297,,2.2601,42.0097,45.3711,48.7325,44.7027,45.0833,45.9558,,44.2268,,,,,50.8374,-2.1231,-4.6588,40.1583,47.3217,44.7137,45.3711,46.052,,44.0388,,61.524,0.0
2025-08-15,44.39,44.6,42.44,43.36,1329023,-15054393.5377,14.8541,,2.2524,41.785,45.2146,48.6441,44.5234,44.919,45.7882,,44.0097,,-0.9417,-0.0573,-0.8844,44.8996,-0.8771,-1.9829,39.8452,47.0488,44.372,45.2146,45.9955,,44.0359,,33.3333,0.0
2025-08-18,43.64,43.94,43.2,43.06,824556,-15878949.5377,14.9696,,2.1444,41.5398,45.0491,48.5584,44.3282,44.7419,45.6122,,43.772,,-0.9876,-0.0826,-0.905,44.6818,0.2691,0.6289,38.7604,46.7895,44.0801,45.0491,45.8965,,44.0929,,0.0,0.0
2025-08-19,43.51,43.51,42.35,42.7,1213462,-16067245.3653,15.5613,,2.0738,41.2747,44.8582,48.4418,44.1111,44.5474,45.4243,,43.5041,,-1.0409,-0.1087,-0.9322,44.2516,-0.7675,-1.7657,37.443,46.5432,43.8181,44.8582,45.7251,,43.7853,,0.0,0.0
2025-08-20,42.63,43.27,40.97,41.65,1731991,-16564251.4783,16.7923,,2.0894,40.9946,44.5438,48.0929,43.7835,44.2718,45.181,,43.0415,,-1.1543,-0.1777,-0.9766,43.146,-1.7244,-3.9752,33.8314,46.3092,43.5383,44.5438,45.4942,,43.3653,,0.0,0.0
2025-08-21,41.57,42.58,41.34,41.83,1245459,-16544163.4299,17.9354,,2.0284,40.7146,44.2971,47.8795,43.5234,44.0396,44.965,,42.7394,,-1.2157,-0.1912,-1.0244,43.2156,-0.8273,-1.9393,34.9891,45.9808,43.3667,44.2971,45.2569,,43.0008,,6.4168,19.2505
2025-08-22,42.16,43.99,41.82,43.61,1708377,-15213676.2733,17.7789,,2.038,40.8039,44.1102,47.4165,43.5346,43.9984,44.8775,,42.9564,,-1.1084,-0.0672,-1.0412,50.6371,-1.2459,-2.7778,45.1997,45.6721,43.4251,44.1102,45.1357,,42.8085,,39.7502,100.0
2025-08-25,43.71,43.71,42.11,42.22,1170192,-16018183.2733,17.6335,,2.0092,40.9783,43.8142,46.65,43.3596,43.8292,44.7061,,42.7728,,-1.1222,-0.0648,-1.0574,51.1707,-2.3722,-5.3196,39.9261,45.382,43.3361,43.8142,44.9696,,42.6334,,57.6208,53.6118
2025-08-26,42.41,42.59,41.23,41.12,2558992,-18501910.8027,18.0103,17.5271,1.9625,40.883,43.5127,46.1423,43.0604,43.5708,44.4745,,42.3584,,-1.2085,-0.1209,-1.0876,40.8369,-3.2693,-7.3658,36.2854,45.1093,43.1745,43.5127,44.7386,,42.313,,58.3994,21.5863
2025-08-27,41.53,42.74,41.47,42.19,896767,-18184158.7161,18.2253,17.9072,1.9284,40.9675,43.3038,45.6402,42.9446,43.4395,44.3272,,42.3168,,-1.1765,-0.0711,-1.1054,46.1635,-2.761,-6.1419,41.8422,44.8529,43.141,43.3038,44.5675,,42.1891,,47.4387,67.1179
2025-08-28,42.38,43.05,41.62,42.55,951628,-17711672.0867,18.139,17.8966,1.8925,41.0427,43.1528,45.263,42.8921,43.3548,44.2126,,42.3753,,-1.1094,-0.0032,-1.1062,44.677,-0.8971,-2.0647,43.6077,44.6119,42.9765,43.1528,44.3904,,42.1678,,56.9486,82.1416
2025-08-29,42.37,43.09,41.78,41.67,706002,-18385338.1172,18.0206,17.2276,1.8506,40.8822,43.0247,45.1673,42.7296,43.1947,44.0488,,42.1999,,-1.1141,-0.0063,-1.1078,39.0128,-1.6845,-3.8851,40.3807,44.3854,42.7679,43.0247,44.23,,42.1706,,68.3962,55.9291
2025-09-02,42.14,42.83,41.0,42.45,1369880,-17374770.9041,18.4336,16.8679,1.8487,40.8528,43.0078,45.1628,42.6925,43.1239,43.9457,,42.2627,,-1.0431,0.0518,-1.0948,29.896,-0.608,-1.412,44.3142,44.1724,42.6298,43.0078,44.0994,,42.2589,,79.3569,100.0
2025-09-03,42.63,43.28,41.85,42.13,780866,-17696946.3866,18.3603,16.545,1.8185,40.7645,42.941,45.1175,42.6178,43.0294,43.8287,,42.2301,,-1.001,0.0751,-1.0761,25.0285,-0.5681,-1.3305,43.0591,43.9723,42.4283,42.941,43.9532,,42.0482,,74.6732,68.0907
2025-09-04,42.28,43.4,42.06,42.65,1288489,-17581559.312,18.1697,16.5119,1.784,40.7342,42.9046,45.075,42.6221,42.9934,43.7527,,42.3352,,-0.9153,0.1286,-1.0439,31.8121,0.9967,2.3929,45.7482,43.7841,42.3714,42.9046,43.7768,,42.1094,,89.3636,100.0
2025-09-05,43.61,44.4,42.81,43.14,1039692,-18006590.6328,17.0345,16.0021,1.7712,40.7589,42.9286,45.0982,42.691,43.0072,43.7131,,42.5361,,-0.7988,0.1961,-0.9949,38.4422,1.3057,3.1213,48.2293,40.8364,42.3557,42.9286,43.6558,,42.3984,,89.3636,100.0
2025-09-08,43.22,43.79,42.0,42.24,957698,-18611170.9344,16.5857,16.0735,1.7722,40.7998,42.798,44.7961,42.6311,42.9343,43.6182,,42.4625,,-0.7699,0.18,-0.9499,38.1787,-1.3655,-3.1314,44.2283,40.8706,42.2973,42.798,43.4857,,42.4056,,74.2052,22.6155
2025-09-09,42.21,42.45,41.35,42.17,985143,-17966350.0617,16.6408,16.7166,1.7241,40.8419,42.6769,44.5119,42.5699,42.8617,43.5249,44.8722,42.3899,,-0.7441,0.1646,-0.9087,38.7284,-0.0499,-0.1182,43.9228,40.9044,42.2596,42.6769,43.2867,44.8722,42.3514,,46.4403,16.7055
2025-09-10,42.97,43.35,41.78,41.86,1078579,-18811351.4439,15.8588,16.8971,1.7128,40.8618,42.5508,44.2398,42.4756,42.7666,43.4176,44.7542,42.2581,,-0.7401,0.1349,-0.875,46.6438,0.7471,1.8171,42.5217,40.9379,42.2745,42.5508,43.1106,44.7428,42.3784,,13.107,0.0
2025-09-11,41.89,43.14,41.42,42.83,1463755,-17722045.3974,15.4092,16.594,1.7131,41.1527,42.4447,43.7366,42.5229,42.7727,43.3798,44.6787,42.4012,,-0.6513,0.179,-0.8302,54.6433,0.6386,1.5136,48.1003,40.9711,42.3458,42.4447,42.9927,44.6521,42.4326,,38.1486,97.7402
2025-09-12,42.72,42.76,41.31,41.23,991934,-18700297.5491,15.0778,16.3557,1.7055,41.0255,42.334,43.6424,42.3511,42.6261,43.2413,44.5437,42.1094,,-0.7016,0.1029,-0.8045,46.4806,-1.3169,-3.0949,41.027,41.004,42.1762,42.334,42.8481,44.5648,42.3043,,32.5801,0.0
2025-09-15,41.32,42.26,41.06,41.23,861851,-19187117.1516,14.9715,16.4909,1.6688,40.9242,42.2277,43.5313,42.2021,42.4935,43.1118,44.4139,41.8905,,-0.7331,0.0571,-0.7902,47.4569,-0.4398,-1.0552,41.027,44.2552,42.1057,42.2277,42.7481,44.4884,42.1019,,32.5801,0.0
2025-09-16,41.2,41.85,40.7,41.74,908970,-18309763.4994,15.1611,16.6932,1.6316,40.9007,42.1619,43.4232,42.1409,42.422,43.0235,44.3091,41.8536,,-0.7088,0.0651,-0.774,52.8682,-0.7083,-1.6684,44.0676,44.2224,42.1505,42.1619,42.7132,44.4027,41.9025,,14.3289,42.9868
2025-09-17,41.89,42.82,41.59,41.8,1120847,-18881900.6193,14.3388,16.2389,1.6024,40.8719,42.1171,43.3622,42.0958,42.363,42.9447,44.2108,41.8409,,-0.6769,0.0776,-0.7545,53.5908,-0.3294,-0.7819,44.4306,44.1503,42.1227,42.1171,42.6577,44.2819,41.8398,,30.3685,48.1188
2025-09-18,42.5,44.16,42.5,43.67,1818475,-17939799.1133,14.1745,16.0975,1.6497,40.8219,42.2178,43.6137,42.3055,42.4874,42.9914,44.1896,42.2979,,-0.4954,0.2074,-0.7027,56.3452,1.0184,2.3877,54.3701,44.0796,42.2025,42.2178,42.6674,44.1836,42.0536,,63.7019,100.0
2025-09-19,44.31,44.31,42.8,43.33,2486856,-18384468.7291,14.134,16.2838,1.6395,40.8285,42.2926,43.7568,42.4421,42.5676,43.0133,44.1558,42.5558,,-0.3745,0.2625,-0.6371,65.1076,0.1907,0.442,52.5304,40.6152,42.3208,42.2926,42.6897,44.0712,42.2632,,78.1102,86.2119
2025-09-22,43.0,44.51,43.0,44.29,1008730,-17549427.3384,14.2507,16.3055,1.63,40.7175,42.3266,43.9358,42.6881,42.7314,43.0955,44.161,42.9887,,-0.1992,0.3503,-0.5495,72.499,2.0457,4.8429,56.9589,40.6512,42.452,42.3266,42.6708,44.0121,42.4713,,95.404,100.0
2025-09-23,44.6,44.96,43.84,43.97,846603,-18063436.3027,14.7026,16.4362,1.5934,40.6545,42.414,44.1734,42.8588,42.8492,43.1518,44.1534,43.2336,,-0.085,0.3716,-0.4566,72.6656,1.7962,4.2593,55.1132,40.7266,42.5831,42.414,42.6499,43.9473,42.8619,,90.4932,85.2676
2025-09-24,44.34,44.62,43.24,43.8,1063387,-18128698.3208,14.4696,15.752,1.5783,40.796,42.5481,44.3002,42.9841,42.9396,43.1935,44.1395,43.3748,,-0.0081,0.3588,-0.3669,65.7995,1.936,4.6246,54.11,40.8507,42.6651,42.5481,42.6304,43.8624,43.2283,,73.6461,35.6706
2025-09-25,43.07,43.3,42.06,42.61,1119048,-18092599.9982,13.7198,15.1528,1.596,40.8245,42.5691,44.3136,42.9344,42.9083,43.1559,44.0796,43.1839,,-0.0425,0.2595,-0.302,59.2511,-0.2195,-0.5126,47.5813,40.9712,42.6274,42.5691,42.5523,43.7681,43.3523,,40.3127,0.0
2025-09-26,42.5,43.38,42.23,43.06,750114,-17642635.9528,12.9493,14.795,1.564,40.8369,42.5945,44.3521,42.9511,42.9228,43.1497,44.0396,43.1529,,-0.0331,0.2151,-0.2482,64.533,1.8262,4.4288,50.0363,41.0881,42.6859,42.5945,42.5394,43.6721,43.532,,20.6167,26.1797
2025-09-29,43.56,43.72,42.48,42.73,804462,-18005941.3721,12.1365,13.9976,1.5407,40.9409,42.6474,44.3538,42.9217,42.9045,43.1227,43.9883,43.0474,,-0.0517,0.1572,-0.2089,70.0991,1.4969,3.6302,48.2516,41.2014,42.7258,42.6474,42.5185,43.5969,43.398,,11.6931,8.8997
2025-09-30,43.0,43.77,42.35,43.64,1037638,-17026761.851,11.2858,13.3475,1.5319,40.9498,42.7068,44.4637,43.0174,42.9744,43.156,43.9746,43.1953,,0.0068,0.1726,-0.1658,70.066,1.896,4.5422,53.208,41.3114,42.8527,42.7068,42.5378,43.5423,43.4422,,40.421,86.1837
2025-10-01,43.18,44.43,42.69,44.07,1042314,-16307924.6096,11.095,13.0864,1.5465,40.9722,42.8036,44.6349,43.1575,43.0786,43.2149,43.9782,43.4135,,0.0868,0.202,-0.1153,69.339,2.2653,5.419,55.3826,41.418,42.9411,42.8036,42.5834,43.4933,43.4108,,65.0278,100.0
2025-10-02,44.7,45.78,43.75,44.13,867980,-16777210.72,11.98,13.4758,1.5804,40.9596,42.8774,44.7953,43.2868,43.1785,43.2738,43.9841,43.5921,,0.1532,0.2148,-0.0616,75.3092,0.459,1.0512,55.6921,41.5215,43.1478,42.8774,42.6659,43.417,43.4336,,95.3946,100.0
2025-10-03,44.31,45.03,44.25,44.21,746786,-17427947.0737,12.8018,13.9814,1.525,40.9291,42.9309,44.9326,43.4096,43.2765,43.334,43.9929,43.746,,0.2099,0.2172,-0.0073,75.593,0.8782,2.0267,56.1289,41.688,43.3602,42.9309,42.745,43.3659,43.4921,,100.0,100.0
2025-10-06,44.95,45.46,43.89,43.89,685729,-18035057.4622,13.8764,14.1076,1.528,40.9962,43.0132,45.0302,43.4735,43.3348,43.3698,43.9888,43.7816,,0.2265,0.187,0.0395,76.4059,-0.3992,-0.9013,53.8421,41.8479,43.5134,43.0132,42.7544,43.2967,43.6745,,73.9023,21.707
2025-10-07,44.08,44.26,43.27,43.74,533723,-17964972.6238,14.1356,14.155,1.4894,41.0897,43.0915,45.0934,43.5088,43.3733,43.3936,43.979,43.7708,,0.2249,0.1483,0.0766,71.9231,-0.2295,-0.522,52.757,42.0013,43.6517,43.0915,42.805,43.2086,43.7715,,40.569,0.0
2025-10-08,44.03,44.71,43.17,44.45,762691,-17370667.9485,14.7267,14.4304,1.4928,41.2192,43.2208,45.2223,43.6339,43.4755,43.4616,43.9973,43.9399,,0.2776,0.1609,0.1168,69.8037,0.6486,1.481,57.1581,42.1487,43.7073,43.2208,42.916,43.1547,44.0167,,40.569,100.0
2025-10-09,44.29,44.32,43.09,43.13,478232,-17747810.2574,15.1772,14.7139,1.4895,41.2416,43.2357,45.2298,43.5667,43.4426,43.4402,43.9633,43.7374,,0.2107,0.0751,0.1356,60.6175,0.5189,1.2178,48.1729,42.2901,43.6931,43.2357,42.9473,43.0899,43.944,,33.3333,0.0
2025-10-10,43.65,43.83,41.4,41.33,846243,-18580123.3315,14.3534,14.528,1.5564,41.2663,43.2407,45.2152,43.269,43.2418,43.3043,43.8602,43.1365,,0.0126,-0.0984,0.111,52.8752,-1.7264,-4.0093,39.1379,45.6846,43.4821,43.2407,42.9067,43.0052,43.5534,,33.3333,0.0
2025-10-13,42.15,42.53,41.68,41.75,877463,-19135676.8285,13.5885,14.029,1.5243,41.387,43.2667,45.1463,43.0668,43.1,43.2042,43.7776,42.7906,,-0.1094,-0.1763,0.0669,45.5112,-0.978,-2.2887,41.8771,45.6409,43.3238,43.2667,42.9094,42.9555,43.2141,,5.067,15.2011
2025-10-14,41.51,42.75,41.12,42.38,968850,-18499683.2703,13.3824,13.5511,1.5316,41.5038,43.2986,45.0934,42.9755,43.0316,43.1511,43.7228,42.6883,,-0.1535,-0.1763,0.0228,54.2302,-1.2574,-2.8813,45.8165,45.5976,43.2226,43.2986,42.907,42.9473,42.9532,,17.4211,37.0622
2025-10-15,42.85,43.28,42.75,43.1,1074602,-17790040.4401,12.6462,12.7977,1.48,41.7007,43.3635,45.0262,42.9921,43.0381,43.1478,43.6984,42.7912,,-0.129,-0.1215,-0.0075,63.6996,-0.968,-2.1966,49.9884,45.5064,43.2575,43.3635,42.9393,42.94,42.8406,,50.7544,100.0
2025-10-16,43.43,43.76,42.9,42.95,929731,-18426172.1769,11.9869,12.0617,1.4352,41.6617,43.3275,44.9934,42.9865,43.0297,43.1351,43.6691,42.831,,-0.1203,-0.0902,-0.0301,64.2745,-1.1775,-2.6685,49.1396,45.4169,43.2497,43.3275,42.9493,42.9314,42.7279,,76.413,92.1768
2025-10-17,42.96,43.5,41.6,42.26,1176566,-18677628.235,12.0329,11.6594,1.4677,41.5447,43.2742,45.0036,42.8899,42.9566,43.0787,43.6139,42.6887,,-0.167,-0.1095,-0.0575,55.7301,-1.9459,-4.4018,45.3266,45.3293,43.2162,43.2742,42.9201,42.9235,42.4157,,78.2344,42.5264
2025-10-20,42.4,43.15,42.27,42.45,1006788,-19066614.5077,12.0757,11.5854,1.4256,41.4832,43.1823,44.8815,42.8314,42.9085,43.0382,43.5683,42.6294,,-0.1866,-0.1033,-0.0833,55.562,-1.437,-3.2742,46.5563,45.2434,43.1314,43.1823,42.927,42.8754,42.3188,,53.6941,26.3792
