date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_200_sma,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2000-01-18,15.94,16.19,15.62,4.18,18400,-198745.4512,-45852.167,34.2955,39.4375,-0.1356,71.4286,28.5714,-42.8571,0.1049,3.923,4.2469,4.5709,-0.2281,-27.4288,-7.9116,4.0672,0.4996,4.1538,4.2437,32.2569,,-0.3611,0.2749,,,,0,4.1796,-0.0897,-0.0105,-0.0792,-0.1356,-0.0323,-0.1034,0.1635,1.4968,35.7491,4.1705,4.1691,25.8536,-0.2166,2.5122,281493.0,25.5966,-3.1585,-4.9308,0.9646,46.0442,3.897,,4.2469,4.3728,53.4585,75.4804,75.4804,73.6111,100.0,100.0,,4.0498,0.1506,4.1554,-0.2998,45.9128,-48.5437,4.1239
2000-01-19,15.81,16.31,15.37,4.31,35200,-119546.4512,-14470.4733,32.4943,37.2151,-0.1363,64.2857,21.4286,-42.8571,0.1152,3.9289,4.2394,4.5499,0.5319,-6.7923,7.5949,4.1156,9.0796,4.1777,4.2486,31.7074,,-0.2625,0.361,,,,0,4.1803,-0.0707,0.0068,-0.0775,-0.1363,-0.0234,-0.1129,0.1703,1.5249,46.8984,4.1705,4.1691,25.9682,-0.0185,2.6729,360692.0,21.6451,-3.1783,-0.4274,0.9957,53.7974,3.9008,,4.2394,4.3704,74.663,91.2037,91.2037,100.0,100.0,100.0,,4.1263,0.2484,4.1302,-0.2949,58.8371,-24.2718,4.1409
2000-01-20,16.5,17.0,16.44,4.41,61600,-134396.344,-5041.9761,31.1143,35.4177,-0.1318,57.1429,100.0,42.8571,0.12,3.9299,4.2386,4.5473,0.3393,90.0306,17.319,4.1803,13.1743,4.2133,4.2605,30.673,,-0.2267,0.5563,,,,0,4.1834,-0.047,0.0244,-0.0714,-0.1318,-0.0112,-0.1207,0.1772,1.5538,57.3642,4.1784,4.1942,23.1438,0.1823,2.7207,499291.0,30.1672,-3.0763,4.3125,1.0233,58.6595,3.909,,4.2386,4.3713,84.2404,86.037,86.037,84.5,100.0,100.0,,4.2202,0.1823,4.116,-0.2741,56.2986,-13.7778,4.1714
2000-01-21,16.56,16.81,16.56,4.44,40267,-43796.344,28100.7706,29.8329,33.3846,-0.123,50.0,92.8571,42.8571,0.1161,3.9316,4.2377,4.5438,1.0,92.6795,20.1757,4.2409,13.1743,4.2484,4.2739,29.3576,,-0.0356,0.7716,,,,0,4.1855,-0.0253,0.0369,-0.0622,-0.123,0.0025,-0.1254,0.1842,1.5826,61.9553,4.1942,4.1942,22.2016,0.2959,2.6146,589891.0,28.9391,-2.8691,7.1383,1.0108,60.0879,3.9264,,4.2377,4.3719,89.4422,91.0858,91.0858,88.7574,100.0,100.0,,4.3022,0.0661,4.1141,-0.2414,64.18,-8.4444,4.2053
2000-01-24,16.69,16.75,16.0,4.23,42667,-139796.344,8559.097,28.0632,31.2068,-0.1147,42.8571,85.7143,42.8571,0.1231,3.9317,4.2294,4.527,-0.92,33.0462,-3.9487,4.2367,5.0576,4.2452,4.2704,27.8951,,0.1568,0.5938,,,,0,4.1863,-0.0251,0.0296,-0.0548,-0.1147,0.0128,-0.1275,0.1914,1.6091,52.7901,4.1942,4.1942,28.0393,0.214,2.9124,493891.0,25.3396,-2.6822,5.3325,0.9621,48.0257,3.9434,,4.2294,4.367,82.5862,70.6359,70.6359,38.6503,71.3698,14.1093,,4.2885,0.214,4.1249,-0.2136,54.5318,-44.4444,4.2101
2000-01-25,15.94,16.44,15.94,4.34,48844,-29898.344,34754.2216,26.5437,29.9306,-0.0945,35.7143,78.5714,42.8571,0.1238,3.9314,4.2302,4.5289,1.0,38.3781,6.9755,4.2624,6.7902,4.2603,4.2758,26.661,,0.2674,0.3598,,,,0,4.1871,-0.0155,0.0315,-0.0469,-0.0945,0.0311,-0.1255,0.1986,1.6364,60.7835,4.1942,4.1942,26.8144,0.2325,2.8492,603789.0,23.4044,-2.2102,5.6555,1.0037,53.4878,3.9598,,4.2302,4.366,75.3574,64.3506,64.3506,65.6442,53.1307,45.2827,,4.3181,0.1321,4.1487,-0.1835,57.9095,-24.8889,4.2321
2000-01-26,16.5,16.56,15.88,4.33,44000,16689.4207,57134.314,24.8443,29.1182,-0.0639,28.5714,71.4286,42.8571,0.1277,3.9314,4.23,4.5286,-0.1765,39.1107,5.3496,4.2791,2.7515,4.2707,4.2797,25.647,,0.329,0.1384,,,,0,4.1888,-0.0089,0.0304,-0.0393,-0.0639,0.0549,-0.1188,0.2059,1.6633,66.5965,4.1942,4.1942,24.1169,0.3805,2.9519,504790.0,22.8253,-1.4964,9.6386,1.0238,52.6748,3.9758,,4.23,4.3646,61.5441,49.6458,49.6458,44.6429,32.6451,38.5432,,4.3339,0.1797,4.1805,-0.1537,58.3958,-27.5556,4.2518
2000-01-27,16.25,16.41,16.0,4.26,23244,-2443.994,55007.8731,23.2662,28.8416,-0.0437,21.4286,64.2857,42.8571,0.1264,3.9311,4.2267,4.5224,-0.2927,26.5167,-1.3764,4.2761,2.7515,4.2693,4.2783,24.6636,,0.3496,-0.0928,,,,0,4.1898,-0.009,0.0242,-0.0333,-0.0437,0.0651,-0.1088,0.2133,1.6893,65.8329,4.1942,4.1942,22.6381,0.2986,2.9651,452492.0,21.4257,-1.0257,7.5333,1.028,49.3118,3.9913,,4.2267,4.3614,53.2398,45.7229,45.7229,26.8817,31.4962,10.6627,,4.3216,0.1083,4.2151,-0.1289,59.1851,-38.6667,4.2617
2000-01-28,16.25,16.25,16.13,4.26,102400,-232842.994,-24171.523,21.8009,28.6326,-0.0112,14.2857,57.1429,42.8571,0.1196,3.9306,4.2244,4.5181,-1.0,27.4624,-1.3764,4.2736,2.7515,4.2681,4.2771,23.6362,,0.2924,-0.4067,,,,0,4.1925,-0.009,0.0194,-0.0284,-0.0112,0.0838,-0.095,0.2208,1.715,53.8105,4.1942,4.1942,22.2089,0.2166,2.8064,452492.0,21.0195,-0.2635,5.356,1.0619,49.3118,4.0063,,4.2244,4.3568,42.9296,33.4201,33.4201,28.7356,24.251,23.547,,4.3114,0.0317,4.2482,-0.1082,53.137,-38.6667,4.2705
2000-01-31,16.13,16.13,15.75,4.21,50178,-232842.994,-54365.6829,21.344,29.1177,0.019,7.1429,50.0,42.8571,0.1182,3.932,4.2152,4.4985,-0.5,-2.82,-6.6306,4.259,15.4049,4.2594,4.2722,22.5784,,0.0831,-0.4988,,,,0,4.1927,-0.0128,0.0125,-0.0253,0.019,0.0968,-0.0778,0.2284,1.74,48.144,4.1942,4.1942,26.9333,0.0502,2.8073,339592.0,19.7429,0.4484,1.2063,1.0244,46.6847,4.0208,,4.2152,4.3518,35.167,26.358,26.358,23.4568,11.4032,0.0,,4.2855,0.1004,4.2725,-0.0937,51.6082,-47.1111,4.2702
2000-02-01,15.94,16.13,15.94,4.23,59778,-282395.6256,-77542.2509,20.9198,29.5681,0.0406,0.0,42.8571,42.8571,0.1134,3.9356,4.2069,4.4782,0.3158,15.7343,-4.7331,4.2511,15.4049,4.2544,4.2689,21.5903,182.1528,-0.0408,-0.2084,-0.7332,-0.0376,4.2073,0,4.1947,-0.0144,0.0087,-0.0231,0.0406,0.0988,-0.0581,0.2361,1.7649,58.5313,4.2022,4.2273,26.0805,0.0502,2.6818,474092.0,19.1177,0.9584,1.2018,1.071,47.6335,4.0349,,4.2069,4.3472,29.1546,27.6855,27.6855,30.8642,13.1287,15.8391,,4.2709,0.0502,4.2876,-0.0829,50.0188,-50.0,4.2711
2000-02-02,16.0,16.38,16.0,4.31,39644,-226060.0466,-62049.3216,19.7814,29.0333,0.0537,0.0,35.7143,35.7143,0.1124,3.9362,4.206,4.4758,0.8158,53.0045,4.703,4.2652,4.9825,4.2628,4.2719,20.7494,202.9327,-0.0215,-0.112,-0.9267,-0.3896,4.2048,0,4.2027,-0.009,0.0113,-0.0203,0.0537,0.0912,-0.0375,0.2439,1.7903,62.3618,4.2431,4.2273,24.4152,0.0,2.6094,563290.0,22.0977,1.2663,0.0,1.0873,52.3515,4.0486,,4.206,4.3419,33.4778,46.3898,46.3898,84.8485,38.613,100.0,,4.2882,0.1004,4.2954,-0.0703,61.2729,-34.5,4.2803
2000-02-03,16.44,16.44,16.0,4.31,42000,-187401.3648,-37769.9681,18.5533,27.7242,0.0655,0.0,28.5714,28.5714,0.1127,3.9366,4.2101,4.4835,-0.2955,55.2277,4.703,4.2765,2.5879,4.27,4.2746,20.0455,220.0341,-0.0774,-0.0822,-0.9962,-0.6432,4.2076,1,4.2084,-0.0046,0.0125,-0.0172,0.0655,0.0821,-0.0166,0.2518,1.8155,64.6036,4.3012,4.2682,22.6147,-0.1004,2.6157,563290.0,21.4737,1.5455,-2.2768,1.0653,52.3515,4.0619,,4.2101,4.3363,46.5665,65.624,65.624,81.1594,71.9464,100.0,,4.3008,0.1162,4.2979,-0.0569,58.0236,-40.8284,4.2862
2000-02-04,16.25,16.25,16.06,4.24,10267,-210501.3648,-31753.8718,17.4129,25.8542,0.0632,0.0,21.4286,21.4286,0.1094,3.9428,4.215,4.4871,-1.0,31.1817,-3.4342,4.2692,2.5879,4.2658,4.2723,19.4509,234.3195,-0.0692,0.02,-0.9868,-0.8123,4.2153,0,4.2089,-0.0064,0.0086,-0.015,0.0632,0.06,0.0032,0.2597,1.8398,63.2529,4.3092,4.2761,21.6383,-0.1982,2.5778,540190.0,20.5465,1.4934,-4.4616,1.0197,48.2829,4.0748,,4.215,4.33,60.7752,70.3118,70.3118,44.9275,76.0675,28.2026,,4.2867,0.0661,4.2935,-0.0472,49.995,-57.6687,4.2807
