date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_20_ema,ema_30_ema,ema_50_ema,ema_7_ema,ema_90_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_20_sma,sma_30_sma,sma_50_sma,sma_7_sma,sma_90_sma,stochrsi_14_fastd,stochrsi_14_fastk
2025-09-05,31.16,31.92,30.29,31.23,205897,867902.3382,37.1971,,1.2048,24.6299,27.6981,30.7663,28.5375,27.8247,26.7407,,29.5883,,1.6322,0.2312,1.4009,74.5347,4.1098,15.1515,75.1982,27.7037,28.3048,27.6981,26.4021,,29.3672,,83.3908,97.7361
2025-09-08,33.03,33.28,31.26,30.97,126666,790146.9718,39.2734,,1.2599,24.7865,27.9771,31.1676,28.8619,28.1243,27.0136,,29.9338,,1.6863,0.2283,1.458,74.7692,3.4053,12.3536,72.7732,28.1981,28.5347,27.9771,26.6206,,29.7893,,66.5233,49.3975
2025-09-09,31.8,32.14,31.18,31.24,312433,965705.1831,41.0696,,1.2369,24.8893,28.2407,31.5922,29.1796,28.4215,27.2866,,30.2615,,1.7314,0.2187,1.5127,68.6897,4.3447,16.1513,73.7197,28.8532,28.8625,28.2407,26.8828,,30.28,,71.7003,67.9675
2025-09-10,32.06,32.81,31.31,32.06,248901,1198012.7831,42.9721,,1.2534,24.9512,28.5387,32.1263,29.5632,28.7677,27.5943,,30.7103,,1.8118,0.2393,1.5725,73.2059,4.286,15.4334,76.3448,29.41,29.2288,28.5387,27.1714,,30.7763,,72.455,100.0
2025-09-11,33.05,33.09,31.6,30.92,223104,976401.1175,44.8307,34.353,1.2684,25.3158,28.7993,32.2827,29.7444,28.9729,27.809,,30.7631,,1.7636,0.1529,1.6107,66.7561,2.9062,10.3737,66.3671,29.8834,29.5,28.7993,27.4383,,30.9398,,55.9892,0.0
2025-09-12,32.03,33.31,31.75,31.19,380221,657112.9701,46.6289,35.7199,1.2973,25.46,29.0027,32.5454,29.9372,29.1841,28.0272,,30.87,,1.7272,0.0932,1.634,70.2468,3.3808,12.1569,67.4531,30.2857,29.7589,29.0027,27.6922,,31.0621,,36.9613,10.884
2025-09-15,32.0,32.35,31.12,31.39,170630,752832.2384,47.1879,36.4339,1.2906,25.5937,29.2021,32.8105,30.1311,29.3943,28.2442,,31.0004,,1.695,0.0488,1.6462,68.5545,2.8084,9.8254,68.2754,32.5949,30.0797,29.2021,27.9545,,31.2872,,10.0033,19.1259
2025-09-16,32.65,32.65,31.49,31.22,167484,706850.5822,47.8527,37.3579,1.2796,25.7292,29.3758,33.0224,30.2769,29.5686,28.4365,,31.0565,,1.6372,-0.0072,1.6444,68.9591,1.4482,4.8636,66.7688,32.5949,30.3265,29.3758,28.1949,,31.2858,,11.3454,4.0262
2025-09-17,31.76,32.39,30.87,31.11,426394,796651.7003,47.4581,37.8915,1.2944,26.1029,29.5984,33.0939,30.3877,29.7152,28.6088,,31.0693,,1.5638,-0.0645,1.6283,59.368,0.773,2.5484,65.6673,32.5735,30.5473,29.5984,28.4351,,31.3054,,7.7174,0.0
2025-09-18,31.84,31.96,30.72,30.32,204569,681169.2003,46.8571,38.3305,1.2886,26.4843,29.7682,33.0521,30.3793,29.7733,28.7195,,30.8831,,1.4261,-0.1617,1.5879,54.9959,0.5088,1.7066,58.7129,32.5262,30.727,29.7682,28.6366,,31.174,,1.3421,0.0
2025-09-19,31.16,32.27,30.52,31.28,482602,995549.9317,46.5118,39.142,1.3189,26.8661,29.9759,33.0856,30.4992,29.9166,28.8846,,30.9821,,1.3781,-0.1678,1.5459,58.6864,0.044,0.141,63.7514,32.4522,30.9195,29.9759,28.8558,,31.0628,,17.5633,52.6898
2025-09-22,32.24,34.68,32.24,33.64,916601,1686757.2432,47.3935,40.6985,1.4145,26.9893,30.2797,33.5702,30.9183,30.2714,29.1916,,31.647,,1.5132,-0.0261,1.5394,63.8069,2.6714,8.6256,72.6533,29.8648,31.1956,30.2797,29.1308,,31.4514,,50.8966,100.0
2025-09-23,35.43,35.52,34.07,34.37,588891,1950742.8638,48.501,42.0159,1.4148,27.2878,30.653,34.0182,31.378,30.6614,29.5254,,32.3268,,1.6597,0.0962,1.5634,66.3121,3.1215,9.9906,74.7033,29.8648,31.4836,30.653,29.4106,,31.9051,,84.2299,100.0
2025-09-24,35.5,35.82,34.33,33.85,387591,1700558.7067,49.626,43.4115,1.4182,27.5902,30.9569,34.3236,31.7072,30.9648,29.8042,27.4373,32.707,,1.7141,0.1205,1.5936,73.3088,1.7907,5.5861,70.6201,29.9627,31.7716,30.9569,29.669,27.4373,32.2559,,91.4881,74.4642
2025-09-25,34.59,34.8,32.87,32.18,301994,1404823.6497,48.7955,44.0344,1.4518,28.0457,31.1653,34.2848,31.7708,31.0809,29.9578,27.6234,32.5762,,1.6045,0.0088,1.5958,67.6831,1.2623,4.0823,59.404,30.1153,31.8394,31.1653,29.8848,27.6119,32.3929,,58.1547,0.0
2025-09-26,33.32,34.78,33.01,33.91,458235,1795747.2937,48.0243,44.547,1.4802,28.5357,31.4701,34.4045,32.0555,31.35,30.2125,27.8698,32.9087,,1.6377,0.0336,1.6042,69.8331,2.7154,8.7059,65.5112,30.2634,32.049,31.4701,30.1109,27.8354,32.7927,,38.1274,39.9179
2025-09-29,35.99,37.43,35.12,36.41,522562,2218838.2663,48.426,45.699,1.5688,28.5128,31.8615,35.2102,32.6363,31.832,30.6124,28.2048,33.7843,,1.845,0.1926,1.6523,76.7571,5.0199,15.9913,72.0885,30.407,32.4181,31.8615,30.4112,28.0993,33.6622,,40.9423,82.9089
2025-09-30,37.07,37.78,35.02,36.41,414006,2461841.788,48.9137,46.8722,1.6497,28.4457,32.1932,35.9408,33.1396,32.2681,30.9865,28.5266,34.441,,1.9863,0.2672,1.7191,77.6287,5.1862,16.6092,72.0885,30.6558,32.7291,32.1932,30.6998,28.3464,34.3954,,74.2756,100.0
2025-10-01,36.81,37.2,36.12,36.21,376284,2698761.3436,49.3666,47.9977,1.608,28.4583,32.4868,36.5153,33.5484,32.6431,31.3233,28.8277,34.8822,,2.058,0.2711,1.7869,82.018,5.0982,16.3888,70.8039,30.9715,33.1066,32.4868,31.0182,28.5814,34.7617,,90.9271,89.8725
2025-10-02,37.53,37.66,35.89,35.96,697682,2679052.8125,49.9474,48.5677,1.6169,28.6906,32.7941,36.8975,33.8701,32.9591,31.6225,29.1075,35.1519,,2.0712,0.2274,1.8437,70.9755,5.6363,18.5866,69.2224,31.2713,33.4473,32.7941,31.3192,28.8143,34.9895,,82.099,56.4245
2025-10-03,36.95,37.03,35.51,35.35,289181,2625009.1502,50.0061,48.9294,1.608,28.8175,33.0,37.1825,34.068,33.1873,31.8632,29.3525,35.2025,,2.0095,0.1326,1.8769,69.3158,4.0756,13.0299,65.3254,31.5562,33.7304,33.0,31.5936,29.0413,35.2048,,48.7657,0.0
2025-10-06,36.7,37.8,36.35,35.82,436058,2344986.2176,50.3599,48.909,1.6101,28.9967,33.2427,37.4888,34.3021,33.4384,32.1188,29.6063,35.3579,,1.9758,0.0791,1.8967,70.7717,2.1821,6.4863,66.88,31.8269,34.0589,33.2427,31.8689,29.2695,35.7248,,26.4701,22.9858
2025-10-07,37.0,38.0,35.9,35.47,208753,2205817.551,50.1245,48.4908,1.6418,29.2061,33.4541,37.7021,34.4581,33.632,32.3351,29.8363,35.3864,,1.8987,0.0016,1.8971,72.6479,1.1057,3.2175,64.5428,32.1367,34.3706,33.4541,32.1546,29.5113,35.9485,,7.6619,0.0
2025-10-08,37.25,37.96,36.69,37.01,266037,2411862.539,49.9058,48.2088,1.6443,29.2367,33.7016,38.1666,34.7981,33.9536,32.6366,30.1175,35.7918,,1.9393,0.0338,1.9055,75.9366,3.1607,9.338,69.5418,32.4901,34.848,33.7016,32.4625,29.7835,36.0338,,40.9953,100.0
2025-10-09,38.22,38.55,35.7,36.02,316927,2341804.9917,48.4943,47.9439,1.7261,29.5742,33.9566,38.3389,34.961,34.1504,32.8549,30.349,35.8488,,1.8701,-0.0283,1.8984,70.2337,3.8358,11.9185,63.3537,32.8187,35.1866,33.9566,32.7293,30.0456,35.9779,,33.3333,0.0
2025-10-10,36.9,37.32,36.24,36.14,301311,2425502.4917,47.1835,47.8423,1.6783,29.9165,34.2039,38.4913,35.1178,34.3396,33.0666,30.576,35.9209,,1.804,-0.0756,1.8795,61.7594,2.2311,6.5801,63.7663,33.211,35.3649,34.2039,33.0069,30.2969,35.9681,,35.5556,6.6667
2025-10-13,38.6,38.86,37.62,37.23,251099,2348932.8216,46.8228,48.2244,1.6931,30.2189,34.496,38.7731,35.3999,34.6152,33.3354,30.837,36.249,,1.819,-0.0484,1.8674,59.5486,0.822,2.2575,67.4494,33.5719,35.5697,34.496,33.2952,30.5711,36.1498,,24.2845,66.1867
2025-10-14,38.14,39.78,36.67,38.12,406315,2541004.49,45.4471,47.1213,1.7895,30.5619,34.8409,39.1199,35.763,34.9493,33.6444,31.1228,36.7176,,1.8811,0.0109,1.8702,59.9913,1.7124,4.703,70.1081,33.9725,35.8751,34.8409,33.5735,30.8533,36.5454,,57.6178,100.0
2025-10-15,39.7,40.8,38.58,39.04,567900,2648445.0306,44.7181,46.3712,1.8169,30.9453,35.2377,39.5301,36.2004,35.3392,33.9927,31.4334,37.2991,,1.9817,0.0892,1.8925,67.3865,2.8377,7.8378,72.5978,34.4678,36.3651,35.2377,33.8638,31.1561,37.0053,,88.7289,100.0
2025-10-16,40.86,41.04,38.76,39.1,805563,2690174.1684,44.1629,46.2944,1.8466,31.6999,35.6766,39.6532,36.5873,35.6976,34.3223,31.7341,37.7499,,2.0426,0.1201,1.9225,69.8255,3.1411,8.7347,72.7538,35.068,36.7362,35.6766,34.1733,31.4526,37.5239,,100.0,100.0
2025-10-17,39.02,40.66,36.02,35.87,1017414,1951533.7994,41.2712,45.0925,2.0387,32.4796,35.9063,39.333,36.4921,35.7143,34.4224,31.8964,37.2806,,1.8095,-0.0904,1.8999,56.2443,0.5186,1.4669,54.4077,40.1607,36.6978,35.9063,34.3279,31.676,37.3618,,66.6667,0.0
2025-10-20,37.5,37.92,35.84,36.75,698641,2408393.0831,38.4573,43.9119,2.0384,32.7811,36.0619,39.3427,36.527,35.8133,34.5728,32.0869,37.1489,,1.6764,-0.1788,1.8552,47.7837,0.9296,2.5949,57.5516,40.1607,36.7222,36.0619,34.5207,31.9032,37.4666,,39.0455,17.1364
2025-10-21,34.5,35.11,32.65,32.73,1459457,1898176.4083,37.3524,43.6499,2.236,32.4617,35.9802,39.4986,36.021,35.5198,34.454,32.1122,36.0447,,1.2323,-0.4984,1.7306,37.0404,-2.7399,-7.7241,42.9771,40.0589,36.4741,35.9802,34.5703,32.0384,36.9801,,5.7121,0.0
2025-10-22,31.5,33.28,31.1,32.23,1070303,2638610.3704,36.9494,43.4778,2.2405,32.1242,35.8994,39.6746,35.5159,35.2068,34.3107,32.117,35.0917,,0.8304,-0.7202,1.5506,35.9032,-4.7752,-12.9032,41.5703,39.8156,36.2078,35.8994,34.5761,32.1612,36.2658,,5.7121,0.0
2025-10-23,34.0,34.36,33.35,32.72,431072,2284203.6802,35.834,43.097,2.1799,32.2511,35.9263,39.6016,35.1434,34.9701,34.2082,32.1407,34.4993,,0.5452,-0.8043,1.3495,40.2713,-3.2977,-9.1551,43.5222,39.4403,36.0198,35.9263,34.6361,32.3014,35.4942,,4.0712,12.2136
2025-10-24,33.44,33.82,33.04,32.66,350745,2241209.1318,34.9311,42.5278,2.0784,32.0165,35.8642,39.7119,34.8127,34.7505,34.1086,32.1612,34.0403,,0.3108,-0.831,1.1417,35.4118,-3.4738,-9.6128,43.3351,39.08,35.794,35.8642,34.6852,32.4122,34.5827,,7.7522,11.043
2025-10-27,32.5,32.74,30.56,30.18,882048,1585671.7379,35.0205,42.4631,2.127,30.9893,35.5525,40.1158,34.1947,34.315,33.855,32.0834,33.0747,,-0.0747,-0.9732,0.8985,33.1619,-7.0552,-18.9488,36.2344,38.7341,35.4159,35.5525,34.6448,32.4677,33.3079,,7.7522,0.0
2025-10-28,29.76,30.83,29.11,29.61,1191400,1984556.6895,35.5422,42.0183,2.096,29.9899,35.2125,40.4351,33.5835,33.8669,33.5811,31.9864,32.2087,,-0.4211,-1.0557,0.6345,27.721,-8.5132,-22.3306,34.8309,38.2926,34.8875,35.2125,34.591,32.5049,32.4132,,3.681,0.0
2025-10-29,31.18,31.98,30.05,29.54,565686,1501152.2895,35.2595,41.2215,2.0808,29.1291,34.8793,40.6295,33.0446,33.455,33.3205,31.8906,31.542,,-0.6932,-1.0622,0.369,32.2866,-9.5016,-24.3358,34.6564,37.7041,34.4248,34.8793,34.5388,32.5626,31.3829,,-0.0,0.0
2025-10-30,30.32,32.24,30.0,31.5,481301,1962987.6442,34.8262,40.8245,2.0884,28.7471,34.6562,40.5653,32.8385,33.2687,33.203,31.8752,31.5312,,-0.7423,-0.8891,0.1467,36.2347,-7.6032,-19.4444,43.3827,37.151,34.0935,34.6562,34.5779,32.654,31.2068,,33.3333,100.0
2025-10-31,32.19,32.56,31.25,31.64,417300,2236391.0925,34.2069,39.827,2.0305,28.4283,34.4703,40.5123,32.6782,33.1132,33.1019,31.8658,31.5574,,-0.7615,-0.7265,-0.0349,36.9161,-4.237,-11.8112,43.947,36.631,33.6937,34.4703,34.5898,32.7442,31.1215,,66.6667,100.0
2025-11-03,32.55,34.3,32.49,32.2,626491,1900913.0342,32.5384,38.6282,2.0231,28.2036,34.2893,40.375,32.6149,33.0266,33.0439,31.8791,31.7189,,-0.7225,-0.5501,-0.1724,37.8266,-4.5502,-12.3802,46.3334,36.1423,33.2708,34.2893,34.5419,32.837,31.0474,,100.0,100.0
2025-11-04,32.29,32.98,31.15,30.87,404060,1673975.226,31.5697,37.8663,2.0062,27.824,34.0593,40.2946,32.3826,32.8215,32.9039,31.8396,31.5074,,-0.7899,-0.494,-0.2959,32.4205,-1.8592,-5.6801,41.8357,35.6829,32.6872,34.0593,34.4254,32.9165,30.7916,,87.1608,61.4824
2025-11-05,32.78,34.53,32.44,33.08,571096,1851588.8145,29.8007,35.5359,2.0712,27.7659,33.8631,39.9603,32.4762,32.8465,32.9155,31.8884,31.9016,,-0.6573,-0.2891,-0.3682,29.818,0.8513,2.6412,50.4445,35.251,32.2573,33.8631,34.4,33.0227,31.2068,,87.1608,100.0
2025-11-06,33.81,34.45,32.77,32.44,370508,1648991.4167,28.158,33.3077,2.0404,27.6406,33.684,39.7275,32.4711,32.8076,32.8847,31.91,32.0358,,-0.5974,-0.1834,-0.414,32.3163,-0.2838,-0.8672,48.2008,34.845,32.012,33.684,34.4085,33.1112,31.6108,,78.4733,73.9374
2025-11-07,33.93,34.8,33.16,33.55,308030,1766739.8877,26.4354,31.8939,2.0097,27.6171,33.5549,39.4926,32.6155,32.8787,32.9279,31.9744,32.4153,,-0.4547,-0.0325,-0.4222,37.5577,0.8905,2.7262,52.159,34.4634,31.7834,33.5549,34.3967,33.2261,32.1839,,91.3125,100.0
2025-11-10,36.41,36.54,34.66,35.12,1273757,2164526.7141,25.168,31.0587,2.0232,27.705,33.4492,39.1934,32.9494,33.0921,33.0693,32.0978,33.0914,,-0.2128,0.1675,-0.3803,53.6334,4.9416,16.3748,57.1123,28.4851,31.954,33.4492,34.3537,33.3568,32.7012,,91.3125,100.0
2025-11-11,36.63,36.77,34.51,34.27,512849,1883140.5371,24.1041,29.9691,2.0366,27.9075,33.2564,38.6053,33.1252,33.2041,33.1466,32.1829,33.3856,,-0.0888,0.2332,-0.322,56.8595,4.6578,15.7303,53.8476,28.5578,32.0994,33.2564,34.2822,33.4466,33.0772,,87.7883,63.3648
2025-11-12,35.0,36.65,34.41,35.83,692449,2557041.796,23.0536,28.9924,2.0477,28.2857,33.0959,37.9062,33.4864,33.4546,33.32,32.3261,33.9976,,0.1343,0.365,-0.2307,58.4194,6.292,21.2984,58.5414,28.7062,32.3216,33.0959,34.2698,33.5566,33.5958,,87.7883,100.0
2025-11-13,36.37,36.5,34.75,34.64,511131,2424047.009,22.0782,28.5493,2.0319,28.8477,32.8728,36.8979,33.6402,33.5675,33.4052,32.4168,34.1582,,0.2123,0.3544,-0.1421,57.1278,3.1411,9.972,54.0292,28.8517,32.4628,32.8728,34.2258,33.6531,34.134,,64.2228,29.3036
2025-11-14,34.2,35.8,33.91,34.54,458307,2639863.5328,20.6085,28.0754,2.0188,28.9409,32.8063,36.6716,33.7605,33.6603,33.4785,32.5002,34.2542,,0.2632,0.3243,-0.0611,59.5001,2.9062,9.1865,53.6641,28.9943,32.7746,32.8063,34.1987,33.7193,34.3423,,43.1012,0.0
2025-11-17,35.2,35.7,34.0,34.37,356269,2551844.1328,19.4905,27.375,1.9951,29.1863,32.6869,36.1875,33.8412,33.7275,33.5358,32.5733,34.2822,,0.286,0.2777,0.0084,69.7749,2.1626,6.7153,52.9702,29.134,33.1142,32.6869,34.1501,33.7872,34.6177,,9.7679,0.0
2025-11-18,35.1,35.45,34.58,34.6,487113,2400671.1328,18.4523,26.6392,1.9142,29.1814,32.7805,36.3797,33.9429,33.811,33.6047,32.653,34.3627,,0.3196,0.249,0.0706,69.761,3.7315,12.0866,53.8391,29.2709,33.4758,32.7805,34.1212,33.8544,34.7677,,5.1989,15.5968
2025-11-19,35.4,36.86,35.08,36.18,442699,2649378.4362,18.3596,26.2833,1.9178,29.0983,32.978,36.8576,34.2414,34.0368,33.771,32.7914,34.8174,30.549,0.4682,0.318,0.1501,69.8865,3.0974,9.3622,59.2153,29.4051,33.8103,32.978,34.0937,33.9369,34.9195,30.549,38.5323,100.0
2025-11-20,36.95,38.0,34.65,34.63,283560,2410505.6391,18.8684,25.7034,2.0185,29.1302,33.0735,37.0169,34.2938,34.0936,33.8266,32.8636,34.7715,30.6388,0.4557,0.2445,0.2113,65.48,2.1956,6.7685,52.7268,29.62,34.0244,33.0735,34.0475,34.0111,34.9717,30.6732,38.5323,0.0
2025-11-21,35.34,36.54,35.26,35.65,438722,2432697.8025,19.3408,25.4553,1.9899,29.1299,33.2227,37.3155,34.474,34.2415,33.944,32.9727,34.9901,30.7489,0.5215,0.2482,0.2733,64.8105,2.092,6.2347,56.113,29.9432,34.2703,33.2227,34.0311,34.1002,34.9448,30.8167,50.729,52.187
2025-11-24,35.93,37.45,35.93,36.93,443713,2742129.2367,20.2327,25.0167,1.9554,29.4147,33.5601,37.7054,34.8009,34.4971,34.1364,33.1277,35.474,30.8846,0.6692,0.3167,0.3525,70.4028,1.8061,5.1428,60.0139,30.2535,34.7027,33.5601,34.0208,34.2109,35.2714,30.9691,50.729,100.0
2025-11-25,37.45,37.78,36.75,36.98,304330,2743599.43,21.2199,24.6889,1.8891,29.9465,33.9283,37.9101,35.0908,34.7331,34.3195,33.2786,35.8493,31.0185,0.7813,0.343,0.4383,69.4781,2.7071,7.8996,60.1618,30.5513,34.9806,33.9283,33.9826,34.3259,35.6189,31.1126,84.0623,100.0
2025-11-26,37.56,39.2,37.42,38.81,250356,2971388.1286,22.7457,24.5905,1.8909,30.4024,34.3917,38.3811,35.5868,35.1215,34.6093,33.4956,36.5897,31.1897,1.0066,0.4547,0.5519,74.2442,2.9768,8.3072,65.2763,30.8372,35.4358,34.3917,33.9748,34.48,36.2539,31.2721,100.0,100.0
