date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_50_sma,sma_7_sma,stoch_14_slowd,stoch_14_slowk,stochrsi_14_fastd,stochrsi_14_fastk
2014-10-31,20.42,20.42,20.38,18.43,2661,-2661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-03,20.49,20.49,20.35,18.43,2270,-3958.1429,,,,,,,,,,,,,,,,,,,18.5317,,,,,,,,,
2014-11-04,20.2,20.27,20.2,18.32,7893,1679.7143,,,,,,,,,,,,,,,,,,,18.5317,,,,,,,,,
2014-11-05,20.51,20.51,20.0,18.09,14913,-13233.2857,,,,,,,,,,,,,,,,,,,18.0885,,,,,,,,,
2014-11-06,20.09,20.14,20.07,18.22,2000,-11233.2857,,,,,,,,,,,,,,,,,,,18.0885,,,,,,,,,
2014-11-07,20.15,20.15,20.08,18.2,1450,-11026.1429,,,,,,,,,,,,,,,,,,,18.0885,,,,,,,,,
2014-11-10,20.16,20.3,20.16,18.36,3870,-7156.1429,,,,,,,,,,,18.2927,,,,,,,,18.0932,,,,,18.2927,,,,
2014-11-11,20.69,20.69,20.23,18.35,2850,-9302.8555,,,,,,,,,,,18.3072,,,,,,,,18.0977,,,,,18.2811,,,,
2014-11-12,20.26,20.36,20.24,18.41,2300,-7002.8555,,,,,,,,,,,18.3339,,,,,,,,18.11,,,,,18.2785,42.4236,49.2089,,
2014-11-13,20.4,20.42,20.3,18.4,11867,-10958.5222,,,,,,,,,,,18.3495,,,,,,,,18.1221,,,,,18.2888,44.8261,43.8087,,
2014-11-14,20.42,20.44,20.42,18.49,1314,-9644.5222,,,,,,,,,,,18.3837,,,,,0.0543,0.2944,,18.1339,,,,,18.3457,46.8089,47.4091,,
2014-11-17,20.59,20.59,20.36,18.46,3414,-11574.1744,,,,,,,,,,,18.4026,,,,,0.0271,0.1472,,18.1455,,,,,18.3805,45.3048,44.6967,,
2014-11-18,20.6,20.6,20.6,18.63,1000,-11574.1744,,,,,,,,,,,18.4598,,,,,0.3075,1.6782,,18.1568,,,,,18.4426,51.976,63.8224,,
2014-11-19,20.29,20.29,20.29,18.35,1060,-11574.1744,,,,,,,18.367,,,,18.4325,,,,,0.2623,1.45,,18.1679,18.367,,,,18.4413,51.5771,46.2123,,
2014-11-20,20.12,20.28,20.1,18.34,1250,-10324.1744,,,0.1897,,,,18.3636,,,,18.4098,,,,46.4885,0.1266,0.6951,46.5753,18.1788,18.3605,,,,18.44,51.7893,45.3333,,
2014-11-21,20.37,20.37,20.36,18.41,1297,-11188.8411,,,0.182,,,,18.3704,,,,18.4109,,,,45.5581,0.2171,1.1928,49.5522,18.179,18.3592,,,,18.44,40.293,29.3333,,
2014-11-24,20.35,20.49,20.35,18.53,1953,-9235.8411,,,0.178,,,,18.3919,,,,18.4411,,,,54.7769,0.1718,0.936,54.0345,18.179,18.3741,,,,18.4594,43.3333,55.3333,,
2014-11-25,20.52,20.52,20.52,18.56,597,-9235.8411,,,0.1672,,,,18.4141,,,,18.4705,,,,77.8896,0.208,1.1336,55.0275,18.1897,18.4077,,,,18.4697,53.7778,76.6667,,
