date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_30_ema,ema_50_ema,ema_7_ema,ema_90_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_30_sma,sma_50_sma,sma_7_sma,sma_90_sma,stochrsi_14_fastd,stochrsi_14_fastk
1999-11-01,8.31,8.69,8.25,3.39,207700,-84968.1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-02,8.38,8.56,8.31,3.44,125200,-19864.1818,,,,,,,,,,,,,,,,,,,,,3.3379,,,,,,,,,
1999-11-03,8.62,9.25,8.62,3.72,101700,62464.3896,,,,,,,,,,,,,,,,,,,,,3.3391,,,,,,,,,
1999-11-04,9.19,10.12,9.12,4.05,107800,144392.3896,,,,,,,,,,,,,,,,,,,,,3.3472,,,,,,,,,
1999-11-05,10.12,10.12,9.12,3.72,59200,93480.3896,,,,,,,,,,,,,,,,,,,,,3.3696,,,,,,,,,
1999-11-08,9.25,9.75,9.06,3.89,27000,110306.4766,,,,,,,,,,,,,,,,,,,,,3.3986,,,,,,,,,
1999-11-09,9.25,9.38,8.62,3.74,61000,150438.0555,,,,,,,,,,,,3.7066,,,,,,,,,3.4264,,,,,,3.7066,,,
1999-11-10,9.19,9.5,9.19,3.84,21400,171838.0555,,,,,,,,,,,,3.7409,,,,,,,,,3.4532,,,,,,3.7714,,,
1999-11-11,9.38,9.88,9.38,3.84,77600,131486.0555,,,,,,,,,,,,3.7666,,,,,,,,,3.4788,,,,,,3.8292,,,
1999-11-12,9.5,9.5,9.06,3.74,50300,124626.9646,,,,,,,,,,,,3.7605,,,,,,,,,3.5034,,,,,,3.8326,,,
1999-11-15,9.19,9.38,9.12,3.8,60100,184726.9646,,,,,,,,,,,,3.7692,,,,,,0.4046,11.9332,,3.5271,,,,,,3.7968,,,
1999-11-16,9.5,9.56,9.38,3.8,44200,140526.9646,,,,,,,,,,,,3.7756,,,,,,0.356,10.3529,,3.5498,,,,,,3.8078,,,
1999-11-17,9.25,9.56,9.12,3.77,52100,133422.4192,,,,,,,,,,,,3.7734,,,,,,0.0486,1.3058,,3.5716,,,,,,3.7899,,,
1999-11-18,9.31,9.31,8.81,3.67,62900,133422.4192,,,,,,,3.7428,,,,,3.7465,,,,,,-0.3803,-9.4,,4.0945,3.7428,,,,,3.7789,,,
1999-11-19,9.19,9.5,9.19,3.82,58900,169522.4192,,,0.2243,,,,3.753,,,,,3.7647,,,,,65.5286,0.1011,2.7203,61.6228,4.0892,3.7734,,,,,3.7754,,,
1999-11-22,9.44,9.62,9.25,3.8,54500,153319.7164,,,0.2189,,,,3.7586,,,,,3.7723,,,,,63.1321,-0.0971,-2.4948,60.7618,4.0839,3.7988,,,,,3.7685,,,
1999-11-23,9.5,9.5,9.25,3.74,91200,62119.7164,,,0.2105,,,,3.7564,,,,,3.7648,,,,,51.8798,0.0,0.0,58.8434,4.0787,3.8006,,,,,3.7685,,,
1999-11-24,9.38,9.38,9.0,3.8,65500,127619.7164,,,0.2065,,,,3.7616,,,,,3.7724,,,,,40.7028,-0.0486,-1.2632,60.1968,4.0736,3.7826,,,,,3.7685,,,
1999-11-26,9.44,9.44,9.12,3.82,18900,146519.7164,,,0.201,,,,3.7693,,,,,3.7841,,,,,45.492,-0.0243,-0.6316,60.8369,4.0685,3.7899,,,,,3.7719,,,
1999-11-29,9.31,9.5,9.31,3.8,67800,128677.6112,,,0.1921,3.4828,3.7582,4.0337,3.7727,,3.7582,,,3.7869,,,,,51.8147,0.0526,1.4054,59.8012,4.0634,3.7829,,3.7582,,,3.776,,,
1999-11-30,9.38,9.69,9.38,3.92,61500,190177.6112,,,0.1873,3.5583,3.7847,4.0112,3.7924,,3.7737,,,3.8203,,,,,59.566,0.1254,3.3049,63.2794,4.0585,3.7956,,3.7847,,,3.8124,,73.2562,100.0
1999-12-01,9.75,9.75,9.38,3.82,27300,171731.6652,,,0.1846,3.6421,3.8038,3.9655,3.796,,3.778,,,3.82,,,,,56.3864,0.0243,0.6397,58.8566,4.0535,3.7939,,3.8038,,,3.8124,,49.3489,0.0
1999-12-02,9.44,9.44,9.12,3.8,70200,215606.6652,,,0.1807,3.6506,3.8076,3.9646,3.7959,,3.7797,,,3.8138,,,,,46.9406,0.0283,0.7519,57.8122,4.0486,3.7904,,3.8076,,,3.8124,,33.3333,0.0
1999-12-03,9.38,9.62,9.38,3.87,34800,233006.6652,,,0.1747,3.6817,3.7987,3.9157,3.8055,,3.7881,,,3.8273,,,,,52.4199,0.2023,5.5188,60.0996,4.0438,3.7994,,3.7987,,,3.8303,,13.9462,41.8386
1999-12-06,9.5,9.5,9.25,3.77,37500,213506.6652,,,0.1712,3.689,3.8011,3.9133,3.8003,,3.786,,,3.8122,,,,,45.9922,-0.0526,-1.3771,55.5913,4.039,3.7974,,3.8011,,,3.8263,,13.9462,0.0
1999-12-07,9.25,9.25,8.62,3.52,54900,170806.6652,,,0.1789,3.6218,3.7823,3.9429,3.7624,,3.7603,,,3.7381,,,,,39.6373,-0.2792,-7.3561,46.3128,4.0342,3.7774,,3.7823,,,3.7829,,13.9462,0.0
1999-12-08,8.31,8.44,8.12,3.36,78600,185544.1652,,,0.1826,3.5198,3.7633,4.0069,3.709,,3.7224,,,3.6441,,,,,38.7299,-0.3803,-10.1622,41.717,4.0233,3.7485,,3.7633,,,3.7211,,0.0,0.0
