date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_200_sma,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2000-01-18,55.75,59.31,55.5,58.24,3436200,-48187227.5454,-2100453.6831,12.6935,12.119,-0.3411,14.2857,42.8571,28.5714,4.75,46.0936,53.3399,60.5862,0.9029,77.6557,12.1492,53.9252,19.3228,54.0455,54.0279,54.6025,16.6361,,-0.2479,-9.0071,,,,0,55.7882,-0.5511,0.6228,-1.1738,-0.3411,1.7916,-2.1326,2.1949,19.5661,52.4907,53.9814,17.9547,7.8128,8.1556,-22778400.0,26.5553,-0.6327,15.4927,1.1409,56.0746,46.1944,,53.3399,57.4866,32.9559,61.7724,61.7724,98.7111,70.1266,100.0,,55.1167,3.749,53.5218,-0.3579,43.4136,-26.8697,53.8641
2000-01-19,59.0,62.88,58.31,61.44,4262400,-44745596.0356,144681.848,13.8227,13.3038,0.7402,7.1429,35.7143,28.5714,4.7319,45.6188,53.6567,61.6946,0.7527,136.0454,20.6194,55.7837,28.5024,55.1831,55.0162,55.109,16.1456,,-3.4975,-4.901,,,,0,56.1622,0.0791,1.0024,-0.9232,0.7402,2.4594,-1.7192,2.2839,19.9849,53.7207,53.9814,16.7308,8.3048,7.7017,-18516000.0,30.0702,1.3693,15.6296,1.235,60.3097,46.3643,,53.6567,57.6796,59.9613,88.9128,88.9128,96.5839,100.0,100.0,,57.5705,4.4968,53.8899,-0.2829,49.9207,-9.5085,55.0228
2000-01-20,61.81,62.0,59.0,60.95,3483000,-41401916.0356,2113891.67,14.8712,14.4039,1.4677,0.0,28.5714,28.5714,4.6357,45.3789,53.7826,62.1863,0.0433,124.8895,18.7229,57.1577,28.5024,56.07,55.8071,55.5415,15.7163,,-4.1035,0.8628,,,,0,56.6995,0.5328,1.1648,-0.632,1.4677,2.7252,-1.2575,2.3744,20.3945,54.0306,54.6259,15.8547,1.968,7.606,-21999000.0,28.4955,2.7075,3.3367,1.3249,59.3615,46.5326,,53.7826,57.6834,82.228,95.9989,95.9989,92.7019,98.0908,94.2723,,59.2117,3.3849,54.2756,-0.1958,57.7925,-13.0959,56.0045
2000-01-21,62.38,64.5,61.5,62.48,4951800,-39751316.0356,3252496.4453,16.2769,15.062,1.9015,0.0,100.0,100.0,4.5154,44.9215,54.1024,63.2834,0.3733,154.6057,22.8013,58.6392,34.5505,57.0566,56.6972,56.0557,15.3885,,-2.8748,6.2871,,,,0,57.3836,1.0045,1.3093,-0.3047,1.9015,2.644,-0.7425,2.4666,20.8154,56.3971,55.3492,15.1115,5.9039,7.2266,-17047200.0,31.0661,3.4857,10.4348,1.3402,61.4006,46.6992,,54.1024,57.7595,92.8731,93.7075,93.7075,91.8367,98.0908,100.0,,60.9318,2.952,54.7173,-0.0978,63.6677,-6.0606,57.0485
2000-01-24,63.94,64.44,59.5,58.98,2409000,-41731182.4323,2792650.3231,16.9293,14.9933,1.724,0.0,92.8571,92.8571,4.5401,44.9215,54.3455,63.7695,-0.8097,104.4608,9.3201,58.9485,25.4107,57.3525,57.0016,56.2723,15.1195,,1.3338,8.9955,,,,0,57.4584,1.0833,1.1104,-0.0271,1.724,1.9915,-0.2675,2.5603,21.197,56.3971,56.3331,17.0589,2.6469,7.6977,-19456200.0,28.6819,3.1501,4.6987,1.1696,54.66,47.0346,,54.3455,57.8075,89.2212,77.9573,77.9573,49.3333,64.7574,0.0,,60.9396,4.8609,55.2184,-0.0124,60.3025,-31.4483,57.4745
2000-01-25,59.81,63.25,56.0,61.93,2488200,-39455766.4323,3074650.1528,16.5185,15.0988,1.9525,50.0,85.7143,35.7143,4.7254,44.793,54.7666,64.7403,0.4317,83.4395,17.5358,59.916,11.1778,58.0571,57.659,56.6916,14.8787,,5.0184,6.3313,,,,0,57.6744,1.3681,1.1162,0.2519,1.9525,1.7379,0.2146,2.6555,21.6044,56.3971,56.3331,20.4358,8.5508,7.6299,-16968000.0,25.5792,3.5534,16.0184,1.1656,58.7679,47.3632,,54.7666,57.9392,81.9791,74.2724,74.2724,81.6471,53.6474,60.9422,,61.9104,7.1339,55.9204,0.0733,66.506,-10.7586,58.2125
2000-01-26,63.69,68.06,63.25,65.19,5269800,-38152011.3388,3325331.2354,17.0494,15.6204,2.3381,42.8571,100.0,57.1429,4.7477,44.6831,55.4736,66.2642,0.5322,145.1338,25.5506,61.4892,23.9513,59.1543,58.663,57.321,14.6874,,6.6742,1.6697,,,,0,57.9262,1.8355,1.2669,0.5686,2.3381,1.6107,0.7274,2.7524,22.0402,57.7501,58.0846,18.8823,13.2248,7.283,-11698200.0,30.7762,4.2281,25.4497,1.1053,62.7753,47.6853,,55.4736,58.1285,74.7401,71.9907,71.9907,84.9917,53.6474,100.0,,63.711,5.038,56.8286,0.1686,63.4265,-10.0221,59.3011
2000-01-27,67.75,69.25,63.06,63.1,6191400,-42202927.3323,1836651.9316,17.7428,16.205,2.8406,35.7143,100.0,64.2857,4.8436,45.1986,56.1413,67.084,-0.5848,124.7207,17.6628,62.2174,26.7577,59.7618,59.255,57.7493,14.5102,,6.0381,-2.4669,,,,0,58.1138,2.0143,1.1566,0.8578,2.8406,1.5837,1.2569,2.8509,22.4508,57.7501,58.6701,17.1818,12.7918,7.6758,-17889600.0,29.7358,5.1083,25.4254,1.1153,58.8314,48.2638,,56.1413,58.211,74.0874,75.9991,75.9991,61.3585,70.7812,51.4014,,64.2611,6.0909,57.8775,0.2559,56.0273,-26.5974,60.0524
2000-01-28,64.06,64.19,58.0,58.68,3412800,-43818356.0884,546678.3457,17.0779,15.7174,3.3903,28.5714,92.8571,64.2857,4.9327,46.8323,56.7749,66.7176,-0.7157,47.0898,2.8868,61.6781,8.4344,59.5946,59.1777,57.8179,14.2736,,4.173,-4.4272,,,,0,58.1199,1.7783,0.7364,1.0419,3.3903,1.611,1.7793,2.9507,22.8131,57.7501,58.6701,22.8899,7.8719,8.4069,-21302400.0,27.1068,6.096,15.4949,1.0416,51.4434,49.0589,,56.7749,58.0315,68.6351,57.9155,57.9155,27.3962,50.4671,0.0,,63.0488,6.0909,58.8472,0.3139,50.1417,-49.974,60.1512
2000-01-31,59.75,59.88,56.5,57.07,2063400,-44050335.97,-104547.9332,16.1189,14.9637,3.9158,21.4286,85.7143,64.2857,4.818,48.5132,57.2974,66.0817,-0.5178,-2.4222,-1.9179,60.8204,3.6511,59.2064,58.8968,57.7626,14.0169,,1.7294,-4.1742,,,,0,58.1022,1.4451,0.3226,1.1225,3.9158,1.6635,2.2523,3.0518,23.1557,57.7501,58.6701,23.9519,1.1021,8.442,-23365800.0,25.7672,7.036,1.9691,1.0691,49.041,49.8222,,57.2974,57.6599,56.177,34.6164,34.6164,15.0943,17.1338,0.0,,61.5085,3.3259,59.6565,0.3422,48.8132,-58.4416,60.0138
2000-02-01,58.38,58.38,56.38,56.33,1233000,-44210625.97,-412455.6897,15.2003,14.1343,4.2915,14.2857,78.5714,64.2857,4.6144,49.3728,57.5926,65.8125,-0.565,-26.174,-4.1362,59.9259,3.2586,58.7643,58.555,57.6567,13.8893,191.2295,0.4298,-0.7636,-0.8313,-0.1947,57.5323,0,58.0659,1.1088,-0.011,1.1198,4.2915,1.6446,2.6469,3.1539,23.4874,57.7501,58.6701,23.4038,-1.9089,8.1912,-24598800.0,24.9805,7.6993,-3.2776,1.0841,47.9319,50.5549,,57.5926,57.372,36.3162,16.4168,16.4168,6.7599,-0.0,0.0,,60.0432,1.968,60.2209,0.346,48.3491,-62.3377,59.7429
2000-02-02,57.25,62.0,57.25,58.61,2340000,-44274668.0753,-521299.0154,15.1042,13.6286,4.3152,7.1429,71.4286,64.2857,4.6186,49.8976,57.8662,65.8347,0.4863,16.6435,3.1307,59.7558,13.8544,58.74,58.5618,57.727,13.9753,209.3321,2.117,-0.1592,-0.9628,-0.4899,57.742,0,58.09,1.0139,-0.0847,1.0986,4.3152,1.3519,2.9633,3.2574,23.8386,57.9961,58.6701,21.7086,-2.8339,7.8808,-22258800.0,28.6912,7.7147,-4.6124,1.1649,51.5654,51.2584,,57.8662,57.2083,22.1847,15.521,15.521,24.7086,11.1121,33.3362,,59.7042,4.6739,60.5908,0.3426,52.3318,-50.3377,59.7334
2000-02-03,60.94,61.75,57.88,58.61,2124000,-44554575.0521,-607496.3217,15.0149,13.5992,4.0549,0.0,64.2857,64.2857,4.5607,49.8877,57.8475,65.8073,-0.3566,19.2701,3.1307,59.6077,13.8544,58.7194,58.5677,57.7921,14.1385,227.9126,1.5629,-4.186,-0.9987,-0.7421,57.8821,0,58.1117,0.9281,-0.1364,1.0645,4.0549,0.8524,3.2025,3.362,24.1863,60.579,59.7771,20.4114,-2.3419,7.782,-22258800.0,26.9768,7.2118,-3.8424,1.1536,51.5654,51.9337,,57.8475,57.0668,18.6665,24.0619,24.0619,40.717,44.4454,100.0,,59.4294,3.808,60.7465,0.334,45.8069,-57.0,59.6449
2000-02-04,61.5,62.0,59.25,59.41,1481400,-44818533.5975,-671518.7277,14.9855,13.8395,3.5143,0.0,57.1429,57.1429,4.4283,50.0239,57.9892,65.9545,-0.4073,34.4962,5.836,59.6794,14.6036,58.8261,58.6804,57.9122,14.2975,245.1385,-1.3996,-5.3765,-0.9389,-0.9073,58.087,0,58.1356,0.9146,-0.1199,1.0345,3.5143,0.1129,3.4015,3.4679,24.5386,60.7611,61.3761,19.5188,-3.07,7.4533,-20777400.0,26.1946,6.2094,-4.9134,1.0615,52.918,52.582,,57.9892,57.0361,28.3721,45.5333,45.5333,71.1744,77.7787,100.0,,59.4894,2.706,60.6003,0.3249,42.275,-64.5091,59.5898
2000-02-07,58.63,61.88,58.0,59.29,1978200,-44502429.4738,-536083.9701,14.5921,14.2074,2.8648,0.0,50.0,50.0,4.3847,50.1903,58.1368,66.0832,0.4175,21.4281,5.3337,59.6967,9.4772,58.8967,58.761,58.0139,14.5403,261.6226,-3.6812,-3.1429,-0.8026,-0.9893,58.3867,0,58.1445,0.8834,-0.1209,1.0043,2.8648,-0.638,3.5028,3.575,24.886,60.7611,61.6221,20.3099,0.305,7.3959,-22755600.0,24.5626,5.0165,0.5172,1.0179,52.6669,53.2043,,58.1368,57.0213,43.282,60.2509,60.2509,68.8612,98.3212,94.9637,,59.4771,3.8179,60.2213,0.3146,45.9897,-67.9245,59.4847
2000-02-08,60.25,60.38,56.38,57.13,9402000,-46006749.4738,-910591.2083,13.7672,14.3192,2.0146,28.5714,42.8571,14.2857,4.3526,50.6636,58.3242,65.9849,-0.5475,-21.3622,-3.0157,59.166,3.0441,58.6249,58.5436,57.9484,14.9389,279.5509,-4.3565,1.0118,-0.58,-0.9861,58.7399,0,58.117,0.677,-0.2618,0.9388,2.0146,-1.4523,3.4669,3.6831,25.2085,60.7611,61.6221,21.6162,-4.8018,7.6187,-32157600.0,22.9735,3.5029,-7.7534,0.9299,48.4922,53.8018,,58.3242,56.9117,54.1424,56.6429,56.6429,29.8932,64.9879,0.0,,58.7043,3.9359,59.7279,0.2943,47.3553,-84.4528,59.0824
2000-02-09,58.44,59.38,56.5,57.5,3174600,-44904457.8071,-630288.5293,13.0013,14.6391,1.6195,21.4286,35.7143,14.2857,4.2441,51.5003,58.6012,65.7021,0.0,-32.9587,-1.5121,58.8243,3.0441,58.4525,58.405,57.9155,15.384,301.9368,-2.5098,4.6351,-0.226,-0.8486,59.1173,1,58.1042,0.5374,-0.3211,0.8586,1.6195,-1.7117,3.3312,3.7924,25.5314,60.7611,61.6221,20.5836,-7.6849,7.3806,-28983000.0,21.8761,2.8026,-11.7887,0.9435,49.244,54.3754,,58.6012,56.7948,54.0101,45.1364,45.1364,36.6548,37.3168,16.9866,,58.2481,2.8339,59.2916,0.2695,48.7955,-81.5849,58.771
2000-02-10,58.44,58.5,56.0,55.35,1847400,-46382377.8071,-928567.567,12.1384,14.5339,0.9858,100.0,28.5714,-71.4286,4.1167,52.6451,58.8531,65.0611,-0.876,-77.5315,-9.6929,58.0078,0.9213,57.9751,57.9975,57.7254,15.7176,-32.4178,-0.114,3.9533,0.2178,-0.5361,59.3317,1,57.9624,0.25,-0.4868,0.7368,0.9858,-2.0783,3.064,3.9026,25.8296,60.2691,61.6221,20.5587,-7.7538,7.4377,-30830400.0,20.941,1.7034,-12.2875,0.8858,45.1536,54.926,,58.8531,56.6817,41.7836,23.5716,23.5716,4.1667,5.6622,0.0,,57.154,2.46,58.907,0.2333,46.0302,-98.1132,58.2051
2000-02-11,56.5,56.63,53.5,53.02,1414200,-47453193.7816,-1306889.75,11.9254,14.2219,0.2008,100.0,21.4286,-78.5714,4.0426,53.2769,58.9638,64.6508,-0.8371,-156.3544,-17.6635,56.7669,9.1557,57.2123,57.3335,57.3766,15.8915,-12.9217,0.8457,1.7441,0.5311,-0.2236,59.3176,1,57.7515,-0.1641,-0.7207,0.5567,0.2008,-2.4505,2.6513,4.0136,26.1015,59.1031,60.3921,23.7909,-5.6579,7.6251,-32244600.0,19.7998,0.3483,-9.6428,0.8989,41.1682,68.141,,58.9638,56.5488,27.9422,15.1187,15.1187,4.5346,5.6622,0.0,,55.5269,3.0799,58.5323,0.1814,43.2032,-97.5873,57.3961
2000-02-14,54.94,55.69,53.88,53.51,1370400,-48066466.7097,-1537982.052,11.7275,14.3885,-0.4806,92.8571,14.2857,-78.5714,3.8811,52.8044,58.8408,64.8772,-0.3094,-153.3114,-15.3504,55.8906,9.1557,56.6426,56.8236,57.0902,16.0143,-3.5722,1.1534,-1.3265,0.6617,-0.0623,59.0846,1,57.4028,-0.4473,-0.8032,0.3559,-0.4806,-2.6017,2.121,4.1254,26.3756,59.1031,60.3921,23.01,-3.562,7.2531,-30874200.0,19.15,-0.8356,-6.2414,0.864,42.3248,67.986,,58.8408,56.3386,15.2848,7.164,7.164,12.7907,4.7738,14.3214,,54.4984,1.781,58.0734,0.1235,40.1001,-94.4127,56.7096
2000-02-15,55.25,55.25,52.25,52.15,1328400,-48730666.7097,-1704039.6254,11.9994,14.8711,-0.8634,100.0,7.1429,-92.8571,3.8147,51.8321,58.5363,65.2404,-0.75,-162.7337,-20.0236,54.8521,15.5333,55.9516,56.2006,56.7243,16.214,-0.9859,-0.4749,-3.5638,0.6948,-0.0172,58.6954,1,56.3879,-0.7725,-0.9027,0.1302,-0.8634,-2.4091,1.5456,4.2379,26.6333,57.6271,59.7771,24.7436,-4.1819,7.3147,-32202600.0,18.0901,-1.5053,-7.4236,0.8,39.9882,67.8326,,58.5363,56.1639,10.5214,9.2814,9.2814,10.5189,4.7738,0.0,,53.2854,2.952,57.5441,0.0586,37.6219,-95.5882,55.9222
2000-02-16,52.88,53.63,52.13,52.09,1158000,-48638026.7097,-1587583.2122,12.2852,14.6816,-1.2288,100.0,0.0,-100.0,3.6477,50.9491,58.0689,65.1886,0.04,-150.1052,-20.2298,54.0093,16.0008,55.3578,55.6528,56.3812,16.5035,-1.8715,-1.7115,-2.8003,0.6836,-0.0327,58.2007,1,55.6471,-1.0232,-0.9227,-0.1005,-1.2288,-2.1873,0.9585,4.3512,26.8879,55.7526,57.2286,24.2591,-6.514,7.0023,-33360600.0,17.5666,-2.144,-11.1148,0.8255,39.8851,67.5042,,58.0689,56.0041,9.4846,12.0085,12.0085,12.7159,4.7738,0.0,,52.3959,1.476,56.9896,-0.0081,36.9616,-93.2836,55.2511
2000-02-17,54.13,55.75,52.88,54.12,1688400,-47832065.7341,-1139174.0771,11.7612,13.94,-1.4962,92.8571,0.0,-92.8571,3.5888,50.5381,57.7274,64.9168,0.3031,-97.8937,-9.766,53.8468,4.9488,55.1673,55.4483,56.2136,16.9044,1.1429,-2.4324,-3.1054,0.7211,0.0199,57.7777,1,55.5657,-1.0462,-0.7566,-0.2896,-1.4962,-1.898,0.4018,4.4652,27.1602,55.7526,56.1511,22.8939,-4.487,6.6313,-31672200.0,20.7348,-2.6068,-7.6561,0.9224,45.117,67.0179,,57.7274,55.8762,16.7647,29.0042,29.0042,63.7778,33.3333,100.0,,52.4848,2.824,56.4495,-0.0643,41.0077,-70.922,54.9552
2000-02-18,54.88,55.0,51.0,50.18,1744800,-49576865.7341,-1407336.333,11.8408,13.5206,-2.1932,100.0,14.2857,-85.7143,3.6136,49.5604,57.1125,64.6645,-0.97,-133.8148,-23.6594,52.7499,12.8761,54.4005,54.7463,55.7669,17.3124,1.2776,-3.9852,-1.7654,0.7227,0.0223,57.3806,1,55.1293,-1.3663,-0.8613,-0.505,-2.1932,-2.033,-0.1602,4.5798,27.3904,54.7981,55.5951,24.7714,-9.2298,7.2009,-33417000.0,19.1199,-3.8215,-15.5349,0.8793,38.1703,66.5462,,57.1125,55.7113,22.1702,25.4979,25.4979,0.0,33.3333,0.0,,51.2273,3.9359,55.8062,-0.1272,32.6361,-100.0,54.1778
2000-02-22,51.06,52.0,48.5,49.33,1456200,-49676719.4484,-1420871.0438,12.5787,13.8414,-2.9096,100.0,7.1429,-92.8571,3.6015,48.4124,56.6298,64.8473,-0.2657,-154.7038,-26.3168,51.6673,22.1716,53.62,54.0237,55.2899,17.6243,1.6352,-3.7096,1.3299,0.727,0.0285,56.8896,1,54.651,-1.6698,-0.9319,-0.7379,-2.9096,-2.2023,-0.7073,4.695,27.6098,54.3701,54.3652,27.9615,-9.9579,7.3013,-34873200.0,17.8126,-5.075,-16.7967,0.8756,36.8416,65.8917,,56.6298,55.5587,27.7519,28.7535,28.7535,22.4828,33.3333,0.0,,50.0357,3.4439,55.0476,-0.1949,36.1935,-87.9259,53.3519
2000-02-23,50.19,53.13,50.06,51.05,1878600,-49327924.0087,-1186257.5088,12.8331,13.924,-3.4174,92.8571,0.0,-92.8571,3.56,47.9035,56.0857,64.2679,0.5505,-109.4909,-17.4597,51.2412,16.1399,53.2245,53.6271,54.9758,17.8864,-0.0746,-2.9303,1.4035,0.7062,-0.0013,56.29,1,54.3008,-1.7512,-0.8106,-0.9406,-3.4174,-2.1504,-1.267,4.8107,27.8442,54.3701,54.3652,26.2651,-6.081,6.9737,-32994600.0,18.965,-5.9803,-10.6442,0.8711,41.2701,64.9833,,56.0857,55.4308,25.762,23.0345,23.0345,46.6207,17.8381,53.5143,56.5061,49.8015,3.0208,54.2715,-0.2549,40.7629,-74.963,52.8224
