date,open,high,low,close,volume,ad_14_chaikin a/d,adx_14_adx,adxr_14_adxr,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_200_ema,ema_20_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_200_sma,sma_20_sma,sma_50_sma,sma_7_sma,stoch_14_slowd,stoch_14_slowk,stochrsi_14_fastd,stochrsi_14_fastk
2023-09-14,56.1,66.28,55.54,63.59,130534505,65145711.9926,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-15,68.63,69.0,60.75,60.75,74753091,-9607379.0074,,,,,,,,,,,,,,,,,,,55.54,,,,,,,,,
2023-09-18,57.95,58.74,55.02,58.0,34571903,11199690.1967,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,
2023-09-19,56.25,56.78,53.88,55.17,18308644,9179426.0312,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,
2023-09-20,55.17,55.4,51.52,52.91,16369470,4538596.9075,,,,,,,,,,,,,,,,,,,68.6976,,,,,,,,,
2023-09-21,51.78,52.8,49.85,52.16,15010920,13036304.1617,,,,,,,,,,,,,,,,,,,68.1823,,,,,,,,,
2023-09-22,52.9,52.9,50.35,51.32,8430168,10999974.0948,,,,,,,,,,,56.2714,,,,,,,,67.449,,,,,56.2714,,,,
2023-09-25,51.12,54.5,50.02,54.44,12896541,23551072.0323,,,,,,,,,,,55.8136,,,,,,,,66.745,,,,,54.9643,,,,
2023-09-26,53.93,54.53,52.7,53.52,6283544,22898682.2181,,,,,,,,,,,55.2402,,,,,,,,66.0692,,,,,53.9314,31.1415,49.6313,,
2023-09-27,54.4,54.41,51.79,52.99,6866740,22324030.0211,,,,,,,,,,,54.6776,,,,,,,,65.4205,,,,,53.2157,49.2421,66.4846,,
2023-09-28,53.5,56.5,52.86,55.49,8765755,26225272.631,,,,,,,,,,,54.8807,,,,,-8.1,-12.7379,,64.7976,,,,,53.2614,62.8869,72.5446,,
2023-09-29,56.21,56.79,53.08,53.52,7810025,20267760.2995,,,,,,,,,,,54.5405,,,,,-7.23,-11.9012,,64.1997,,,,,53.3486,68.9215,67.7354,,
2023-10-02,53.48,54.19,51.91,52.26,8857088,14130072.975,,,,,,,,,,,53.9704,,,,,-5.74,-9.8966,,63.6257,,,,,53.3629,62.9292,48.5077,,
2023-10-03,51.96,52.24,50.8,51.57,4687735,14473077.975,,,,,,,54.835,,,,53.3703,,,,,-3.6,-6.5253,,63.0747,54.835,,,,53.3986,46.966,24.6548,,
2023-10-04,51.97,53.81,51.31,53.46,6206459,18941728.455,,,3.579,,,,54.6517,,,,53.3927,,,,50.02,0.55,1.0395,29.8608,62.5457,54.1114,,,,53.2586,31.7956,22.2243,,
2023-10-05,53.9,53.9,52.09,52.51,2984420,17342343.1511,,,3.4526,,,,54.3661,,,,53.172,,,,21.379,0.35,0.671,28.6936,62.0379,53.5229,,,,53.1143,25.1608,28.6032,,
2023-10-06,52.72,54.21,51.55,54.08,4009236,20959698.9406,,,3.396,,,,54.328,,,,53.399,,,,30.0807,2.76,5.378,33.3316,61.5504,53.2429,,,,53.27,35.7361,56.3809,,
2023-10-09,54.4,55.8,53.37,54.25,7197706,18975146.2574,,,3.327,,,,54.3176,,,,53.6118,,,,39.4532,-0.19,-0.349,33.8335,61.0824,53.1771,,,,53.0929,49.8542,64.5784,,
2023-10-10,55.24,55.86,54.2,55.71,5138144,23184710.0165,,,3.2079,,,,54.5032,,,,54.1363,,,,48.692,2.19,4.0919,38.1403,60.6331,53.3771,,,,53.4057,69.4188,87.297,,
2023-10-11,56.17,56.33,54.38,54.68,4454722,20100671.7088,,,3.1181,48.656,54.619,60.582,54.5268,,54.619,,54.2722,,,,53.7869,1.69,3.1893,36.3431,60.2017,53.5571,,54.619,,53.7514,76.3123,77.0615,,
2023-10-12,54.75,54.75,51.41,51.85,7323145,14706978.086,,,3.1339,49.6029,54.032,58.4611,54.1699,,54.3553,,53.6667,,,,54.3095,-3.64,-6.5597,31.8958,59.7877,53.595,,54.032,,53.7914,73.8003,57.0425,60.325,0.0
2023-10-13,52.5,52.56,50.0,50.78,6462484,12182570.2735,,,3.0929,50.1113,53.5335,56.9557,53.7179,,54.0148,,52.945,,,,43.7466,-2.74,-5.1196,30.382,59.3902,53.3336,,53.5335,,53.4086,54.3398,28.9155,26.9916,0.0
2023-10-16,51.04,52.35,51.04,52.09,3316789,14182771.2735,,,2.9842,50.4471,53.238,56.0289,53.5009,,53.8315,,52.7313,,,,41.6817,-0.17,-0.3253,34.4819,59.0086,53.2314,,53.238,,53.3486,34.6841,18.0942,17.6149,52.8448
2023-10-17,51.0,52.76,50.65,52.29,2549709,15596590.956,,,2.9217,50.422,53.094,55.766,53.3394,,53.6847,,52.6209,,,,47.0618,0.72,1.3962,35.1102,58.6422,53.1814,,53.094,,53.0929,24.7273,27.1722,44.0541,79.3175
2023-10-18,52.28,52.7,51.28,51.9,2268871,15317957.6753,,,2.8148,50.3218,53.0435,55.7652,53.1475,,53.5147,,52.4407,,,,42.1156,-1.56,-2.9181,34.4171,58.2905,52.925,,53.0435,,52.7571,27.2215,36.3981,72.5011,85.3409
2023-10-19,52.0,52.7,49.53,49.74,4553360,11367881.9655,,,2.8402,49.8606,52.9225,55.9844,52.6932,,53.1552,,51.7655,,,,44.3324,-2.77,-5.2752,30.7915,57.9529,52.655,,52.9225,,51.9043,30.3766,27.5595,57.7733,8.6614
2023-10-20,49.74,49.74,46.5,47.87,8089129,10119559.589,,,2.8687,49.0287,52.75,56.4713,52.0501,,52.6518,,50.7916,,,,45.2995,-6.21,-11.483,28.0379,57.5318,52.3414,,52.75,,50.9314,28.9177,22.7955,31.3341,0.0
2023-10-23,47.22,51.88,46.5,50.21,9979286,13903526.7711,26.9375,,3.0481,48.7453,52.5385,56.3317,51.8047,,52.4193,,50.6462,,,,55.107,-4.04,-7.447,35.7776,56.8699,52.2443,,52.5385,,50.6971,26.5241,29.2172,36.2205,100.0
2023-10-24,52.0,52.89,51.05,52.37,7211721,17029506.5042,26.6608,,3.0219,48.7143,52.481,56.2477,51.8801,,52.4146,,51.0772,,,,55.6531,-3.34,-5.9953,41.9808,56.2477,52.1664,,52.481,,50.9243,36.5585,57.6627,66.6667,100.0
2023-10-25,52.7,52.79,49.31,49.44,4518810,12848308.7455,26.9106,,3.0547,48.321,52.3035,56.286,51.5547,,52.1313,,50.6679,,,,54.6688,-5.24,-9.583,36.7898,55.6628,51.9471,,52.3035,,50.5457,50.86,65.7001,87.5898,62.7693
